anime_id,type,episodes,source,rating,start_year,start_season,demographics
49847,ona,12,Non-Original,pg_13,2021,fall,None
50475,special,2,Non-Original,r,2021,fall,None
38426,special,1,Non-Original,pg_13,2018,summer,None
35988,tv,12,Non-Original,pg_13,2018,winter,None
19859,ova,1,Non-Original,rx,2013,fall,None
49860,ona,4,Non-Original,pg_13,2021,summer,None
31540,tv,12,original,pg_13,2016,winter,None
2518,tv,12,Non-Original,pg_13,2006,summer,None
31788,ova,2,Non-Original,rx,2015,fall,None
28313,ova,2,Non-Original,rx,2015,winter,None
576,tv,13,Non-Original,pg_13,2006,winter,Shounen
9754,special,4,Non-Original,pg_13,2011,winter,Josei
50012,tv,6,Non-Original,pg_13,2022,spring,Shounen
40590,tv,28,Non-Original,pg_13,2022,summer,None
34972,movie,1,original,pg_13,2019,spring,None
1394,ova,8,original,r+,1996,summer,Shounen
1032,special,1,Non-Original,g,1990,winter,None
421,tv,13,original,pg_13,2003,winter,Shounen
27387,ova,1,original,r+,2016,summer,None
17917,tv,37,Non-Original,g,2013,spring,Kids
48742,tv,12,Non-Original,pg_13,2022,spring,None
24987,ova,1,Non-Original,rx,2014,spring,None
35182,ova,1,original,pg_13,2017,summer,None
47307,Non-Original,1,original,pg,2021,winter,None
31560,tv,13,original,g,2015,fall,None
41589,tv,12,Non-Original,pg_13,2022,summer,Shoujo
2606,movie,1,original,pg,2006,fall,Shounen
1603,tv,25,Non-Original,pg_13,2006,fall,None
33242,special,1,Non-Original,pg_13,2016,spring,None
203,ova,5,Non-Original,rx,1999,summer,None
40700,ova,2,Non-Original,rx,2020,winter,None
38768,special,1,Non-Original,pg_13,2018,fall,Shounen
3057,special,6,Non-Original,pg_13,2005,fall,Josei
1720,ova,3,Non-Original,pg_13,2007,winter,None
6567,special,1,Non-Original,pg_13,2008,fall,None
27603,ova,2,Non-Original,rx,2014,fall,None
819,ova,1,Non-Original,r+,2005,spring,Shoujo
48776,tv,12,Non-Original,pg_13,2021,fall,None
38897,movie,1,Non-Original,pg_13,2019,spring,None
50209,special,1,original,pg_13,2021,fall,None
49020,ova,2,Non-Original,rx,2021,summer,None
1652,tv,25,original,pg_13,1980,fall,None
33979,ova,1,Non-Original,rx,2016,fall,None
5305,ova,1,Non-Original,r+,2009,spring,None
4719,tv,12,Non-Original,r+,2009,spring,None
3218,ova,2,Non-Original,pg_13,1999,spring,Shounen
41946,tv,11,Non-Original,r+,2021,fall,Shounen
40048,ova,2,Non-Original,rx,2019,fall,None
4590,ova,2,Non-Original,rx,2007,summer,None
35720,special,6,Non-Original,pg_13,2017,spring,Seinen
49690,special,2,original,pg_13,2021,fall,None
2237,special,1,Non-Original,pg_13,2006,spring,None
10330,ona,46,original,g,2018,summer,Shounen
40358,tv,12,Non-Original,pg_13,2020,spring,Seinen
41200,ova,2,Non-Original,rx,2020,spring,None
13785,ova,2,Non-Original,rx,2012,spring,None
22039,ova,1,Non-Original,rx,2014,winter,None
36789,movie,1,original,g,2013,fall,None
14173,ova,1,Non-Original,r+,2012,fall,Seinen
42965,ona,9,Non-Original,pg_13,2020,fall,None
30385,tv,12,original,r+,2015,fall,None
39640,ova,1,Non-Original,rx,2019,spring,None
1804,ova,6,Non-Original,pg_13,1991,fall,Shoujo
6714,ova,1,Non-Original,g,1992,winter,Shounen
2264,movie,1,Non-Original,g,1997,summer,None
8211,special,1,Non-Original,r+,2010,winter,None
6219,movie,1,Non-Original,g,2012,spring,None
22547,tv,13,Non-Original,r,2014,spring,None
12057,ova,2,Non-Original,rx,2012,summer,None
11065,ova,2,Non-Original,rx,2011,fall,None
3954,special,1,Non-Original,g,2007,spring,None
39068,ova,2,Non-Original,rx,2019,spring,None
1187,ova,3,Non-Original,pg_13,1995,winter,None
31128,special,1,Non-Original,r,2015,summer,None
12957,ova,3,Non-Original,rx,2012,winter,None
49386,ona,12,Non-Original,pg_13,2021,summer,None
3111,ova,1,Non-Original,pg_13,2007,fall,Seinen
2333,tv,52,Non-Original,g,1987,fall,None
30651,tv,25,Non-Original,pg,2015,fall,None
10116,movie,1,Non-Original,g,2011,spring,Seinen
9202,ova,1,Non-Original,r+,2010,fall,Seinen
4651,tv,70,Non-Original,g,1997,fall,Shoujo
38004,tv,12,Non-Original,pg_13,2019,spring,Shounen
15409,ova,1,original,rx,2012,summer,None
40465,special,1,Non-Original,pg_13,2020,winter,None
6604,tv,50,Non-Original,g,2009,summer,None
950,movie,1,Non-Original,pg_13,2005,fall,Shounen
31486,movie,1,original,pg_13,2016,winter,None
2157,tv,13,original,pg_13,2007,spring,None
11067,ova,2,Non-Original,rx,2011,fall,None
37970,ona,1,original,pg_13,2018,summer,None
13807,ova,1,Non-Original,r+,2012,summer,None
31797,special,6,Non-Original,pg_13,2016,winter,None
1980,ova,4,original,pg_13,2002,winter,None
714,tv,86,Non-Original,pg_13,1985,fall,Shounen
35118,ova,1,Non-Original,pg_13,2008,summer,Shounen
2221,tv,42,Non-Original,pg,1983,spring,Shoujo
2842,special,1,Non-Original,pg,2006,summer,None
27815,tv,48,Non-Original,pg_13,2014,fall,Shounen
4874,ova,2,Non-Original,pg,1998,fall,Kids
2579,tv,26,Non-Original,g,1984,winter,Kids
6209,special,11,original,pg_13,1995,winter,None
406,tv,13,Non-Original,pg_13,2005,winter,Shounen
33314,tv,52,original,pg,2016,fall,Kids
35370,tv,12,Non-Original,pg_13,2017,summer,None
38807,special,1,Non-Original,r,2018,fall,None
17537,ova,2,Non-Original,rx,2013,spring,None
11103,ona,10,Non-Original,pg_13,2011,summer,None
27967,ova,1,Non-Original,r+,2015,winter,None
25861,special,1,Non-Original,pg_13,2014,summer,None
4061,tv,23,Non-Original,g,1988,fall,Kids
36775,ona,12,original,pg_13,2017,fall,None
3138,special,1,original,pg_13,2006,summer,None
6509,tv,331,Non-Original,pg,1988,spring,Kids
32802,tv,24,Non-Original,pg_13,2016,spring,Shounen
11745,ova,2,Non-Original,rx,2011,fall,None
5267,tv,26,Non-Original,g,1975,spring,Kids
1112,ova,1,original,pg_13,2001,winter,None
10827,ova,1,Non-Original,rx,2011,summer,None
31156,ova,1,Non-Original,pg_13,2016,winter,None
7103,tv,13,original,pg_13,2009,fall,Shoujo
15867,ova,2,Non-Original,rx,2012,fall,None
29223,special,1,original,r,2015,winter,None
35932,ona,1,original,pg_13,2017,summer,None
471,tv,13,Non-Original,pg_13,2005,fall,None
2279,movie,1,Non-Original,g,1969,winter,Kids
40909,ona,48,Non-Original,pg_13,2019,fall,None
37998,tv,12,Non-Original,pg_13,2019,winter,None
399,special,1,Non-Original,pg_13,2001,summer,None
39506,tv,25,Non-Original,pg_13,2019,fall,None
1845,tv,39,original,g,2005,fall,None
1381,special,1,Non-Original,pg_13,2000,spring,None
9587,tv,12,Non-Original,pg_13,2011,winter,None
5454,tv,12,Non-Original,pg_13,2009,summer,None
22695,special,1,Non-Original,pg_13,1992,summer,Shounen
4794,movie,1,Non-Original,pg,2001,summer,Kids
49316,ova,4,Non-Original,r+,2022,winter,None
332,tv,38,Non-Original,g,2000,spring,Shounen
22699,special,1,Non-Original,pg_13,1993,fall,Shounen
34638,ova,4,Non-Original,rx,2017,winter,None
49570,ona,12,Non-Original,pg_13,2022,spring,None
30812,ova,1,Non-Original,rx,2015,summer,None
1182,ova,6,original,pg_13,1996,spring,None
18767,tv,12,Non-Original,r,2013,fall,None
34427,tv,12,Non-Original,pg_13,2017,spring,None
682,tv,12,original,pg_13,2001,fall,None
38009,tv,12,Non-Original,pg_13,2019,summer,None
12665,special,1,Non-Original,pg_13,2011,fall,None
2017,ova,1,Non-Original,r,1993,summer,None
16149,movie,1,original,pg_13,2013,spring,None
37088,ova,2,Non-Original,rx,2018,winter,None
1553,ova,4,Non-Original,pg_13,1998,spring,None
15291,special,2,Non-Original,r+,2009,spring,None
2784,special,1,Non-Original,pg_13,2007,spring,None
45782,tv,26,Non-Original,pg_13,2021,winter,None
2413,ova,2,Non-Original,rx,2005,summer,None
2148,ova,4,Non-Original,r+,2007,winter,None
4646,ova,4,Non-Original,pg_13,2008,summer,None
32083,tv,12,Non-Original,pg_13,2016,winter,None
5256,special,1,Non-Original,pg,2007,summer,None
25429,tv,10,Non-Original,r+,2015,winter,Seinen
40076,ona,1,Non-Original,pg_13,2019,summer,None
1109,special,1,Non-Original,r,2004,summer,Seinen
19255,special,6,Non-Original,r+,2013,spring,None
19799,special,3,original,pg_13,2014,winter,None
6645,tv,12,Non-Original,pg_13,2010,winter,Seinen
38033,ova,1,Non-Original,rx,2018,summer,None
10465,tv,12,Non-Original,r+,2011,summer,Seinen
37254,tv,12,Non-Original,pg_13,2018,spring,None
31118,ova,1,Non-Original,rx,2015,summer,None
40266,tv,25,Non-Original,pg,2019,fall,Shoujo
1607,tv,12,Non-Original,pg_13,2007,winter,None
1123,tv,25,Non-Original,pg,2005,fall,Shounen
49755,special,1,Non-Original,pg_13,2021,spring,None
1807,tv,12,Non-Original,r+,2007,fall,None
49637,ona,8,Non-Original,rx,2021,fall,None
2042,movie,1,Non-Original,r,1989,winter,None
105,tv,13,Non-Original,pg_13,2000,spring,Shounen
5830,tv,59,Non-Original,pg,1988,spring,Kids
1179,tv,26,original,pg_13,2001,spring,Shounen
40991,ona,4,Non-Original,pg_13,2020,winter,None
2252,tv,39,Non-Original,r,1972,summer,None
34884,special,6,Non-Original,pg_13,2016,fall,Shounen
6919,tv,12,Non-Original,pg_13,2011,spring,None
32311,Non-Original,1,original,g,2014,fall,None
37699,ova,2,Non-Original,rx,2018,summer,None
2820,tv,39,original,pg_13,1989,fall,Kids
1408,ova,5,Non-Original,rx,2001,fall,None
2470,movie,1,Non-Original,pg_13,1978,summer,None
24967,ova,1,Non-Original,rx,2014,summer,None
20379,ova,1,Non-Original,rx,2013,fall,None
8800,special,3,original,r,2010,spring,None
3166,tv,12,Non-Original,r,2008,winter,None
38527,ova,1,Non-Original,pg_13,2019,winter,None
2554,tv,51,Non-Original,g,1986,winter,None
3618,special,4,Non-Original,g,2007,fall,None
1930,movie,1,original,g,2005,spring,Shoujo
21507,tv,12,Non-Original,pg_13,2014,spring,Shounen
9346,tv,50,Non-Original,pg,2010,fall,None
38804,tv,51,Non-Original,pg,2019,spring,Shoujo
2367,tv,12,Non-Original,r+,2007,summer,None
37994,ona,6,original,r+,2021,winter,None
36397,ona,12,Non-Original,pg_13,2018,spring,None
1694,tv,26,original,pg_13,2007,spring,None
8134,movie,1,Non-Original,pg,2010,winter,Shounen
21851,tv,12,original,pg_13,2014,winter,None
14237,tv,12,Non-Original,pg_13,2012,fall,None
41105,special,1,Non-Original,pg_13,2020,winter,Josei
34257,tv,13,Non-Original,pg_13,2017,spring,None
33173,special,3,Non-Original,pg_13,2016,spring,None
12863,tv,51,Non-Original,pg,2012,spring,Shoujo
42187,ona,64,Non-Original,pg_13,2020,spring,None
45558,ona,4,Non-Original,pg_13,2021,winter,None
244,tv,39,Non-Original,g,2004,summer,None
348,tv,13,original,g,2003,fall,None
4166,ova,2,Non-Original,pg_13,2008,winter,None
20053,tv,12,original,pg_13,2014,winter,None
1648,ova,2,Non-Original,pg_13,2006,summer,None
49571,ona,52,Non-Original,pg_13,2021,fall,None
44044,ona,8,Non-Original,rx,2021,winter,None
37897,movie,1,original,r,2018,fall,None
888,tv,12,Non-Original,pg_13,2000,winter,None
9931,movie,1,Non-Original,g,1999,summer,Kids
1541,tv,22,Non-Original,r,2006,fall,None
41750,ona,12,Non-Original,r,2022,spring,Seinen
37178,tv,51,Non-Original,pg,2018,spring,Shoujo
19099,special,1,Non-Original,pg,2013,summer,Kids
2016,ova,1,Non-Original,r,1991,summer,None
40178,ona,12,Non-Original,pg_13,2019,fall,None
49762,ova,2,Non-Original,rx,2021,fall,None
1465,tv,10,Non-Original,r,2001,winter,Seinen
3332,tv,35,Non-Original,r+,1983,spring,Shounen
41207,ova,1,Non-Original,rx,2020,spring,None
1350,ova,3,original,r+,2003,spring,None
6877,special,1,Non-Original,pg,2003,summer,Kids
1902,ova,1,Non-Original,pg_13,2007,winter,None
9493,tv,12,Non-Original,r,2011,spring,None
34077,tv,52,Non-Original,pg_13,2016,fall,Shounen
7178,ova,2,original,rx,2009,fall,None
37910,ova,1,Non-Original,pg_13,2018,spring,Josei
33531,tv,26,original,pg_13,2018,spring,None
31598,ona,1,Non-Original,pg_13,2016,fall,Shounen
5200,tv,39,Non-Original,g,2001,spring,None
32682,tv,13,original,r,2016,spring,None
55,tv,26,Non-Original,r,1999,spring,None
14853,movie,1,original,pg_13,2012,spring,None
41194,special,1,Non-Original,r,2020,winter,Shounen
40964,tv,24,original,pg_13,2021,winter,None
3576,tv,49,Non-Original,pg,2007,winter,Kids
31885,ova,4,Non-Original,rx,2015,fall,None
10074,movie,1,Non-Original,pg_13,2011,winter,Shounen
24911,ova,1,Non-Original,rx,2014,summer,None
36267,tv,13,Non-Original,pg_13,2018,spring,None
3327,tv,26,original,pg_13,1984,spring,None
20871,special,1,Non-Original,pg_13,2011,winter,Shounen
45196,ona,54,original,pg_13,2020,fall,None
30381,special,1,original,pg_13,2015,summer,None
30896,special,1,original,pg_13,2014,summer,None
41224,ona,12,Non-Original,pg_13,2020,spring,None
21349,ova,3,original,rx,2013,fall,None
10695,ova,2,Non-Original,rx,2011,summer,None
1548,tv,42,Non-Original,g,1981,spring,None
607,tv,39,original,pg_13,2006,summer,None
11755,movie,1,Non-Original,pg_13,2012,fall,None
38985,movie,1,Non-Original,pg_13,2019,spring,None
3568,tv,30,Non-Original,pg_13,1996,summer,Shounen
43466,ona,1,Non-Original,rx,2021,winter,None
7456,ova,2,Non-Original,rx,2010,winter,None
20723,special,2,original,pg_13,2013,fall,None
2283,tv,49,Non-Original,pg_13,1994,spring,Shounen
3067,movie,1,original,pg_13,1978,summer,None
438,ova,3,Non-Original,r,2004,winter,Shounen
912,tv,55,Non-Original,pg_13,1995,winter,Shounen
36967,ova,1,Non-Original,pg_13,2018,summer,Seinen
919,tv,13,Non-Original,pg_13,2006,spring,None
48777,tv,12,Non-Original,pg_13,2022,spring,None
17251,ova,2,Non-Original,rx,2013,winter,None
1136,tv,26,original,r,1999,spring,None
2987,tv,46,original,g,1983,fall,None
5347,special,1,Non-Original,rx,2005,summer,None
30953,special,8,Non-Original,pg_13,2015,summer,None
6692,ova,2,Non-Original,rx,2009,summer,None
5854,tv,26,Non-Original,pg_13,2008,spring,None
3946,movie,1,Non-Original,pg_13,1981,spring,Seinen
41093,ona,14,Non-Original,pg_13,2020,winter,None
836,tv,26,Non-Original,pg_13,2001,spring,None
2722,movie,1,Non-Original,r+,1983,winter,None
34812,special,3,original,pg_13,2017,winter,None
8487,movie,1,original,pg_13,2011,spring,None
1923,movie,1,Non-Original,pg_13,1986,winter,None
2254,tv,50,original,pg_13,1982,winter,Shounen
4399,ova,3,Non-Original,rx,2006,fall,None
13859,special,8,Non-Original,pg_13,2012,summer,None
35714,tv,13,original,pg_13,2017,summer,None
11859,tv,12,Non-Original,r+,2012,spring,None
23083,movie,1,original,g,2014,fall,Kids
28859,ova,1,Non-Original,rx,2015,winter,None
39725,tv,12,Non-Original,pg_13,2021,winter,None
37245,tv,25,original,g,2018,spring,None
33341,tv,12,Non-Original,pg,2016,summer,None
3323,ova,1,original,r+,2008,winter,None
1181,ova,4,Non-Original,r+,1995,spring,None
1682,ova,4,Non-Original,r+,2006,fall,None
1348,ova,3,original,pg_13,1991,spring,Shounen
21201,special,2,Non-Original,pg_13,2013,fall,Shounen
40327,tv,48,Non-Original,g,2020,spring,Kids
5945,tv,39,original,g,2009,summer,Shounen
9774,ova,1,Non-Original,pg_13,2011,winter,None
31838,ona,13,Non-Original,pg_13,2015,summer,None
21809,tv,12,Non-Original,r+,2014,spring,Seinen
12857,movie,1,original,pg_13,2013,winter,Shounen
2009,special,1,Non-Original,pg_13,1996,summer,None
42031,ova,2,Non-Original,rx,2020,summer,None
1317,special,1,Non-Original,pg,2004,summer,Shounen
1149,tv,12,original,r+,2004,winter,Shounen
37207,movie,1,Non-Original,pg_13,2018,fall,None
1925,movie,1,Non-Original,pg_13,1991,summer,None
8577,ova,2,Non-Original,r+,2010,summer,Seinen
3245,special,2,Non-Original,pg_13,2007,fall,Shounen
3944,ova,2,Non-Original,rx,2007,spring,None
48449,ova,2,Non-Original,rx,2021,winter,None
32437,special,1,Non-Original,pg_13,2015,fall,Shounen
20555,tv,12,Non-Original,pg_13,2014,winter,None
37283,tv,51,Non-Original,pg,2018,spring,Kids
17731,tv,12,Non-Original,pg_13,2013,spring,None
3948,ova,3,Non-Original,r+,2004,summer,None
3478,ova,2,Non-Original,rx,2006,winter,None
6964,special,1,Non-Original,pg_13,2009,fall,Shounen
30741,ova,2,Non-Original,rx,2015,summer,None
51562,special,2,Non-Original,pg_13,2022,spring,None
2564,tv,12,original,g,2007,summer,None
25839,ona,24,Non-Original,pg_13,2014,fall,Shoujo
48537,ona,13,Non-Original,pg_13,2021,spring,None
470,tv,13,Non-Original,pg_13,2005,summer,None
16644,ova,1,Non-Original,rx,2013,winter,None
30376,special,1,Non-Original,pg_13,2014,fall,None
19919,tv,12,original,pg_13,2013,fall,None
40761,special,3,Non-Original,pg_13,2019,fall,None
8985,special,3,Non-Original,pg_13,2010,summer,None
23665,ova,1,Non-Original,rx,2014,spring,None
7596,ova,9,Non-Original,pg_13,2010,winter,None
1480,ova,1,original,pg_13,2006,summer,None
38453,ova,1,Non-Original,rx,2018,fall,None
28861,tv,12,Non-Original,pg_13,2015,spring,Shounen
23247,ova,1,Non-Original,rx,2014,spring,None
1761,ova,1,Non-Original,r+,1998,spring,Seinen
17137,ova,1,Non-Original,pg_13,2013,spring,None
28791,tv,12,Non-Original,pg_13,2015,spring,None
12611,tv,26,Non-Original,pg_13,2012,spring,None
38664,ona,1,Non-Original,pg_13,2019,winter,None
557,ova,4,original,pg_13,2000,summer,Shounen
26183,ova,2,Non-Original,r+,2014,fall,Seinen
1204,movie,1,original,g,1998,fall,Kids
2105,tv,26,Non-Original,r,2007,spring,None
2215,tv,26,original,pg_13,2007,spring,None
2695,movie,1,original,pg_13,1992,summer,None
47250,tv,12,original,r,2021,spring,None
35880,movie,1,Non-Original,pg_13,2017,fall,Shounen
51892,ona,13,Non-Original,pg_13,2022,spring,None
23787,tv,13,Non-Original,pg_13,2014,fall,None
38720,special,1,Non-Original,pg_13,2019,winter,Seinen
37940,tv,12,Non-Original,pg_13,2019,spring,Shounen
38628,ona,15,original,r,2018,fall,None
2539,ova,2,Non-Original,rx,2005,spring,None
40154,ona,9,original,r,2019,summer,None
37505,special,1,Non-Original,r,2018,winter,None
18835,ova,2,Non-Original,pg_13,2013,spring,Josei
28351,special,1,Non-Original,g,2014,spring,None
15541,ova,3,Non-Original,rx,2012,fall,None
9798,movie,1,original,pg_13,2010,fall,None
34008,ova,2,Non-Original,pg_13,2017,winter,Shounen
36517,movie,1,Non-Original,pg_13,2018,spring,None
370,tv,13,original,pg_13,1998,winter,Shounen
42290,ona,6,original,r,2020,summer,None
43013,ova,2,Non-Original,rx,2020,fall,None
3019,special,1,Non-Original,pg_13,2007,summer,Seinen
27413,ova,2,Non-Original,rx,2014,fall,None
4056,tv,12,Non-Original,pg_13,2008,spring,None
36849,ova,2,Non-Original,rx,2018,winter,None
31978,movie,1,Non-Original,g,2016,spring,Seinen
9220,special,4,original,r,2010,fall,None
30290,movie,1,original,g,2015,fall,None
1862,ova,1,original,pg_13,2007,winter,None
40022,ova,4,Non-Original,rx,2020,winter,None
7774,ova,1,Non-Original,r+,2010,summer,None
6979,tv,12,Non-Original,r+,2010,summer,None
6736,special,1,Non-Original,r,2009,spring,Seinen
31157,tv,25,original,pg_13,2016,fall,None
17681,tv,13,Non-Original,pg_13,2013,spring,None
10687,movie,1,Non-Original,pg_13,2014,spring,Shounen
34649,movie,3,original,pg_13,2019,spring,None
1157,tv,25,Non-Original,pg_13,2001,fall,Shounen
37990,tv,12,Non-Original,pg_13,2018,fall,Seinen
6987,ova,1,Non-Original,r+,2009,fall,Seinen
40031,ona,8,Non-Original,pg_13,2019,summer,Shounen
12437,ova,1,Non-Original,pg_13,2012,winter,None
35248,tv,13,Non-Original,r,2017,summer,None
8367,movie,1,Non-Original,g,2008,spring,Seinen
8394,tv,26,Non-Original,pg_13,1968,spring,Shounen
17205,special,1,original,g,2012,fall,None
34283,special,1,Non-Original,pg_13,2016,winter,None
3036,tv,50,original,pg_13,1995,spring,Shounen
22335,special,2,Non-Original,pg_13,2014,winter,Shounen
3223,movie,1,original,pg_13,2007,summer,None
34800,tv,12,original,pg_13,2017,summer,None
2619,tv,26,Non-Original,pg,2006,spring,None
36755,ova,1,Non-Original,rx,2017,fall,None
2429,movie,1,Non-Original,g,1983,summer,Kids
5583,ona,1,Non-Original,g,2008,fall,None
10260,ova,2,Non-Original,pg_13,2011,fall,None
22835,tv,13,Non-Original,pg_13,2014,summer,None
14629,movie,1,Non-Original,r+,2012,summer,None
928,tv,52,Non-Original,pg_13,2005,winter,Shounen
8423,ova,2,Non-Original,g,2010,winter,None
2571,tv,52,Non-Original,g,1975,spring,Kids
1780,ova,3,Non-Original,rx,2002,summer,None
36492,ona,3,original,g,2017,fall,None
16928,ova,1,Non-Original,pg_13,2013,winter,Shoujo
29758,tv,12,Non-Original,r,2016,summer,Seinen
41223,ona,12,Non-Original,pg_13,2020,fall,None
3829,movie,1,Non-Original,pg_13,1995,summer,None
49297,special,1,Non-Original,pg_13,2021,summer,None
39080,ona,30,Non-Original,pg_13,2019,winter,None
42307,tv,12,Non-Original,pg_13,2021,spring,None
30585,movie,1,original,g,2015,spring,None
41008,special,1,Non-Original,pg_13,2020,summer,None
776,tv,12,Non-Original,pg_13,2003,winter,Shounen
26359,special,1,Non-Original,pg_13,2014,fall,None
734,ova,1,Non-Original,r+,2001,winter,None
34740,ona,2,Non-Original,rx,2016,fall,None
605,tv,26,original,pg_13,1999,spring,None
2497,ova,8,Non-Original,r+,1994,spring,None
50667,ona,16,Non-Original,pg_13,2022,winter,None
3888,ova,2,original,rx,2006,winter,None
6287,ova,1,Non-Original,r+,2009,fall,None
39960,tv,12,Non-Original,pg_13,2020,winter,Shounen
12499,movie,1,Non-Original,g,2012,spring,Seinen
533,tv,13,Non-Original,pg_13,2004,spring,None
3286,ova,2,Non-Original,rx,2006,spring,None
49287,special,1,Non-Original,r,2021,summer,Shounen
5031,ova,2,Non-Original,r+,2009,spring,None
12581,ova,1,Non-Original,r+,2012,spring,None
2713,tv,26,Non-Original,pg,2006,spring,Shounen
13517,special,1,Non-Original,pg_13,2011,fall,None
6748,special,1,Non-Original,pg_13,2009,spring,None
10048,ova,1,Non-Original,r,2008,winter,None
1048,tv,13,original,pg_13,2001,spring,None
37045,ona,6,Non-Original,pg_13,2017,fall,None
1998,Non-Original,4,original,g,2006,fall,None
35883,tv,13,Non-Original,pg_13,2017,fall,None
2077,movie,1,Non-Original,pg_13,1996,fall,Shounen
35029,ova,4,Non-Original,rx,2017,spring,None
3919,ova,2,Non-Original,rx,2007,summer,None
13731,special,1,original,pg_13,2012,spring,None
184,tv,12,Non-Original,pg_13,2005,winter,Shounen
50673,ona,4,Non-Original,pg,2022,winter,None
1040,tv,47,Non-Original,pg_13,1996,spring,Shoujo
10590,ova,2,Non-Original,rx,2011,spring,None
3679,ova,3,Non-Original,rx,2008,winter,None
17491,ova,2,Non-Original,rx,2013,spring,None
40849,special,1,Non-Original,pg_13,2019,fall,None
3305,tv,40,original,pg,1978,summer,None
17679,movie,1,original,r,2013,summer,None
1207,movie,1,Non-Original,g,1984,winter,Shoujo
36692,special,4,original,pg_13,2017,fall,None
40075,tv,12,Non-Original,pg_13,2020,summer,None
347,tv,22,Non-Original,pg_13,1999,fall,None
13863,movie,1,Non-Original,r,2013,winter,None
37988,tv,13,Non-Original,pg_13,2018,fall,None
32301,tv,12,original,pg_13,2016,summer,None
5651,ova,4,Non-Original,rx,2009,winter,None
1837,tv,12,Non-Original,pg_13,2003,summer,Shounen
36037,tv,12,Non-Original,r+,2018,fall,None
3081,tv,58,Non-Original,r+,1984,spring,Shoujo
9598,tv,11,Non-Original,pg_13,2011,winter,None
40966,ona,40,Non-Original,pg_13,2019,fall,None
5529,movie,1,Non-Original,pg,2003,summer,Kids
3636,ova,2,Non-Original,rx,2007,fall,None
36077,movie,1,original,pg_13,2018,winter,None
40315,special,2,original,r,2019,fall,None
32160,movie,1,original,g,2016,winter,Shoujo
2176,movie,1,original,pg_13,2007,spring,None
1802,ova,6,Non-Original,pg_13,1994,winter,None
4607,ova,2,Non-Original,rx,2007,winter,None
904,movie,1,Non-Original,pg_13,1994,summer,Shounen
40519,ova,2,Non-Original,rx,2020,winter,None
49487,special,1,Non-Original,pg_13,2021,summer,None
14129,ova,4,Non-Original,rx,2012,summer,None
37184,ona,12,Non-Original,pg_13,2016,summer,None
13173,movie,1,original,g,2012,winter,None
1843,special,1,original,pg_13,2006,spring,Seinen
44086,Non-Original,1,original,pg_13,2018,summer,None
27363,ova,2,Non-Original,rx,2014,fall,None
41877,movie,1,original,g,2021,fall,None
40733,ona,5,Non-Original,pg_13,2019,fall,None
3079,tv,38,original,pg_13,1985,fall,None
9970,ova,2,Non-Original,rx,2011,winter,None
3059,tv,43,original,pg_13,1985,fall,Shounen
19257,tv,12,Non-Original,pg_13,2013,fall,None
50274,ona,104,Non-Original,pg_13,2021,fall,None
9731,special,2,Non-Original,pg_13,2010,summer,Shounen
32239,ova,2,Non-Original,rx,2016,winter,None
36431,tv,12,original,pg_13,2018,summer,None
45620,movie,1,Non-Original,pg_13,2021,spring,None
2200,tv,23,original,pg_13,1977,fall,Shounen
37047,special,2,Non-Original,pg_13,2018,winter,None
13283,ova,4,original,pg_13,2012,summer,None
2476,tv,12,Non-Original,r+,2007,summer,None
38037,ova,4,Non-Original,rx,2018,summer,None
5424,ova,2,Non-Original,rx,2008,fall,None
11807,ova,2,original,rx,2011,fall,None
30757,ona,51,Non-Original,pg,2015,fall,None
32039,tv,12,Non-Original,pg_13,2016,summer,None
48466,tv,13,original,pg_13,2021,fall,None
2352,ova,6,Non-Original,rx,2003,fall,None
32878,tv,12,Non-Original,pg_13,2017,winter,Shounen
1638,tv,41,Non-Original,g,1989,winter,None
36783,ona,1,original,pg_13,2017,fall,None
43483,special,2,Non-Original,pg_13,2020,spring,None
20267,tv,12,Non-Original,g,2014,winter,None
33240,tv,51,Non-Original,g,2016,fall,None
6122,ova,2,original,rx,2009,winter,None
1634,ova,3,Non-Original,rx,2001,spring,None
2965,tv,25,Non-Original,pg_13,2007,fall,None
11747,ova,2,Non-Original,rx,2011,fall,None
40389,ova,8,original,pg_13,2021,fall,None
49866,special,1,Non-Original,pg_13,2021,fall,None
37771,ona,2,Non-Original,rx,2017,summer,None
10547,ova,1,Non-Original,r+,2011,spring,None
973,tv,24,original,pg_13,2006,spring,None
4476,ova,1,Non-Original,pg_13,2002,summer,None
2230,tv,50,original,g,1979,winter,Shoujo
38265,ova,4,Non-Original,rx,2018,fall,None
38620,ova,4,Non-Original,rx,2019,winter,None
34522,tv,12,original,pg_13,2017,fall,None
39382,ova,1,Non-Original,pg_13,2019,fall,Shoujo
1270,ova,1,Non-Original,r,1987,spring,None
3213,tv,35,Non-Original,pg_13,1980,summer,Shounen
32267,ova,1,Non-Original,rx,2016,winter,None
910,tv,13,original,pg_13,2006,spring,None
41884,ona,280,Non-Original,pg_13,2020,summer,None
40613,ona,1,Non-Original,r,2020,winter,None
473,tv,12,original,pg_13,2005,summer,Shounen
37360,ova,2,Non-Original,rx,2018,spring,None
610,tv,12,Non-Original,r+,2003,spring,None
17357,movie,1,original,g,2013,fall,Kids
626,tv,22,Non-Original,pg_13,1998,fall,Shounen
36895,ova,2,Non-Original,rx,2018,winter,None
