anime_id,type,episodes,source,rating,start_year,start_season,demographics
304,movie,1,original,pg_13,2000,fall,Seinen
36369,movie,4,Non-Original,r,2019,summer,None
15199,movie,1,original,r,2015,spring,None
6572,ova,4,Non-Original,pg_13,2009,fall,None
2216,tv,12,Non-Original,r+,2007,summer,Seinen
17535,special,1,Non-Original,pg_13,2013,winter,Shounen
40082,movie,1,Non-Original,pg_13,2019,fall,Seinen
142,tv,44,Non-Original,pg_13,1999,winter,Shoujo
34547,tv,24,Non-Original,pg_13,2017,summer,Shounen
37765,movie,1,Non-Original,pg_13,2021,spring,None
48414,tv,12,Non-Original,pg_13,2022,winter,None
26023,ova,1,Non-Original,pg_13,2015,spring,None
10153,movie,1,original,r+,2012,summer,None
17187,movie,1,Non-Original,r,2013,spring,None
7062,tv,12,Non-Original,pg_13,2010,winter,Seinen
13391,movie,1,original,r+,2014,fall,None
27829,tv,24,Non-Original,pg_13,2015,fall,None
37958,tv,13,Non-Original,pg_13,2019,winter,None
129,tv,50,Non-Original,r,2000,spring,Shounen
589,tv,21,Non-Original,pg_13,1986,spring,Shounen
15793,tv,13,original,pg_13,2013,summer,None
435,tv,20,Non-Original,pg_13,1994,fall,Shoujo
25159,tv,12,Non-Original,pg_13,2014,fall,None
9379,tv,12,Non-Original,pg_13,2011,spring,None
38770,movie,1,Non-Original,pg_13,2019,spring,Shounen
23441,ova,1,Non-Original,pg_13,2014,fall,None
48471,tv,12,Non-Original,pg_13,2021,fall,None
8100,movie,1,Non-Original,r+,2010,fall,None
4884,tv,26,Non-Original,pg_13,2008,fall,None
40853,movie,1,Non-Original,pg,2020,fall,Kids
1293,tv,195,Non-Original,pg_13,1981,fall,None
37996,ova,1,Non-Original,pg_13,2018,fall,Seinen
14669,movie,1,Non-Original,r+,2013,spring,None
12187,ova,1,Non-Original,pg_13,2011,fall,None
3358,tv,12,Non-Original,pg_13,2008,spring,None
376,special,1,Non-Original,r+,2005,spring,Seinen
1212,tv,26,original,pg,2006,fall,Shounen
41006,tv,24,Non-Original,r,2020,fall,None
7411,ova,3,Non-Original,rx,2009,fall,None
95,tv,50,original,pg_13,1999,spring,None
23701,ova,1,Non-Original,pg_13,2009,spring,None
8768,special,1,Non-Original,pg_13,2010,summer,Shoujo
30205,tv,12,Non-Original,pg_13,2015,summer,Shounen
35249,tv,13,Non-Original,pg_13,2018,spring,None
5029,movie,1,Non-Original,pg_13,2008,fall,Shounen
3225,tv,13,Non-Original,pg_13,2008,winter,None
1240,movie,1,Non-Original,pg_13,1995,fall,Shoujo
19191,movie,1,Non-Original,r,2013,fall,None
345,tv,12,Non-Original,g,2005,spring,Seinen
37027,movie,1,original,pg_13,2019,winter,None
181,tv,13,original,pg_13,2001,fall,Shounen
21863,tv,12,Non-Original,pg_13,2014,spring,Seinen
6030,tv,24,Non-Original,r,2009,summer,Seinen
1557,tv,26,Non-Original,pg_13,2006,fall,Shoujo
30714,special,9,Non-Original,pg_13,2015,spring,Shounen
18295,tv,12,original,r,2013,fall,None
35847,tv,12,original,pg_13,2018,fall,None
36317,tv,12,Non-Original,pg_13,2018,fall,None
36616,special,1,Non-Original,pg_13,2018,winter,None
31552,special,1,Non-Original,r,2016,winter,None
189,tv,24,Non-Original,pg_13,2000,spring,Shounen
10717,movie,1,original,pg_13,2011,fall,None
4063,tv,12,Non-Original,r+,2008,summer,None
3613,tv,12,Non-Original,pg_13,2008,spring,None
2112,tv,26,Non-Original,pg_13,2007,spring,Shounen
2986,tv,26,Non-Original,pg_13,2007,fall,Seinen
9751,movie,1,original,pg_13,2012,winter,None
21681,tv,12,Non-Original,pg_13,2014,summer,None
565,movie,1,original,pg_13,2004,summer,None
18849,special,1,Non-Original,pg_13,2013,fall,Shoujo
32871,movie,1,Non-Original,pg_13,2016,fall,Shounen
1471,tv,63,Non-Original,pg_13,1988,spring,Shounen
41103,tv,12,Non-Original,pg_13,2021,spring,None
644,special,2,Non-Original,pg_13,2005,fall,Josei
35658,special,1,Non-Original,pg_13,2017,summer,Shounen
198,tv,24,original,r+,2005,spring,None
6624,movie,1,Non-Original,r,2009,winter,None
31722,tv,4,Non-Original,pg_13,2016,summer,Shounen
49200,ona,1,original,pg_13,2021,spring,None
22839,special,1,original,g,2014,winter,None
16241,tv,13,Non-Original,r,2013,spring,None
3466,special,1,Non-Original,pg_13,2005,fall,None
13587,special,1,Non-Original,pg_13,2012,summer,None
10464,ona,10,Non-Original,pg_13,2012,fall,None
32887,tv,12,Non-Original,pg_13,2017,spring,None
33221,movie,1,Non-Original,r,2016,spring,None
407,tv,45,Non-Original,pg_13,2003,spring,Shounen
44069,ona,12,Non-Original,pg_13,2021,fall,None
4080,tv,39,Non-Original,pg_13,2008,spring,Shoujo
16395,ova,1,Non-Original,pg_13,2013,winter,Shounen
22763,special,1,Non-Original,r,2013,summer,Seinen
24921,movie,1,Non-Original,pg_13,2015,fall,Seinen
1303,ova,9,Non-Original,r,2003,spring,None
11531,movie,1,Non-Original,r,2011,fall,None
1852,tv,12,Non-Original,pg_13,2007,winter,Seinen
33032,ova,1,Non-Original,r,2016,spring,Seinen
30307,tv,12,Non-Original,r+,2015,summer,Seinen
3467,tv,12,Non-Original,pg_13,2008,summer,None
31500,tv,12,original,pg_13,2016,spring,None
36934,tv,52,Non-Original,g,2018,spring,Shounen
16774,ona,13,original,r,2012,fall,None
23293,movie,1,Non-Original,r+,2014,spring,Seinen
851,ova,10,Non-Original,r,1993,spring,Shounen
8915,tv,12,Non-Original,r,2011,summer,None
4886,special,1,Non-Original,pg_13,2008,summer,Shounen
17121,movie,1,original,g,2013,winter,None
8769,tv,12,Non-Original,pg_13,2010,fall,None
1132,tv,50,original,pg,2002,spring,Shounen
16742,tv,12,Non-Original,pg_13,2013,summer,None
21561,tv,11,Non-Original,pg_13,2014,spring,None
34430,movie,1,Non-Original,pg_13,2017,spring,None
2035,tv,12,Non-Original,g,2007,spring,Seinen
17247,tv,12,Non-Original,r+,2013,fall,None
48590,ona,13,Non-Original,pg_13,2021,spring,None
36475,tv,12,Non-Original,pg_13,2018,spring,None
34284,tv,6,Non-Original,pg_13,2017,fall,None
408,special,1,Non-Original,pg_13,2005,summer,None
147,tv,14,Non-Original,r+,2003,fall,None
31737,tv,12,Non-Original,pg_13,2016,spring,None
3455,tv,26,Non-Original,r+,2008,spring,Shounen
32869,movie,1,Non-Original,pg_13,2016,summer,Shounen
40532,tv,13,original,pg_13,2020,spring,None
2926,tv,13,Non-Original,pg_13,2007,fall,None
38086,movie,1,Non-Original,pg_13,2021,spring,None
6438,ova,1,Non-Original,pg_13,2009,spring,Shounen
40974,tv,12,Non-Original,pg_13,2020,fall,None
23383,ova,1,Non-Original,pg_13,2014,summer,Seinen
34541,movie,1,Non-Original,g,2017,summer,None
2107,movie,1,Non-Original,pg_13,2007,winter,Shounen
5764,special,1,Non-Original,pg_13,2008,fall,None
35333,ona,24,Non-Original,r,2017,fall,None
1815,movie,1,Non-Original,pg_13,2007,spring,None
191,special,1,Non-Original,pg_13,2000,fall,None
6381,tv,12,original,r+,2010,summer,None
27525,tv,10,Non-Original,pg_13,2015,summer,None
1065,tv,101,Non-Original,pg_13,1985,spring,Shounen
21603,tv,12,Non-Original,pg_13,2014,spring,None
12231,special,1,Non-Original,pg_13,2011,fall,Shounen
2171,movie,1,Non-Original,pg_13,2007,spring,Shounen
38917,ona,16,Non-Original,pg_13,2018,fall,None
389,ova,6,original,r,2005,winter,None
2927,tv,24,Non-Original,pg_13,2007,fall,None
601,ova,1,Non-Original,pg_13,2001,winter,None
38476,tv,12,Non-Original,pg_13,2020,winter,None
6288,movie,1,original,r,2010,summer,None
540,ova,6,original,r+,1994,summer,Shounen
10715,movie,1,original,pg_13,2011,summer,None
1095,movie,1,original,pg_13,1989,summer,None
34445,tv,6,original,pg_13,2017,fall,None
396,tv,13,Non-Original,pg_13,2000,spring,None
33241,tv,10,Non-Original,g,2016,spring,None
6172,movie,1,Non-Original,pg,2009,fall,None
42603,ona,2,Non-Original,pg_13,2020,summer,Shounen
25345,ova,4,Non-Original,rx,2014,fall,None
34104,tv,13,Non-Original,pg_13,2017,summer,None
13055,ova,2,Non-Original,r+,2012,spring,Shounen
1564,tv,192,Non-Original,pg,2002,fall,Kids
20457,tv,10,Non-Original,pg_13,2014,winter,Seinen
39392,ova,2,Non-Original,rx,2019,spring,None
36884,tv,12,original,pg_13,2018,spring,None
194,ova,5,original,r+,2002,fall,Shounen
37029,tv,13,Non-Original,pg_13,2018,spring,Seinen
1251,tv,39,original,pg_13,1990,spring,None
397,tv,10,Non-Original,pg_13,2001,summer,None
821,ova,1,Non-Original,g,2002,spring,Seinen
1250,tv,26,Non-Original,pg_13,2005,spring,Shounen
41226,tv,12,Non-Original,pg_13,2020,summer,None
6954,special,1,Non-Original,pg_13,2011,winter,None
37962,tv,15,Non-Original,pg_13,2020,spring,None
4551,tv,12,Non-Original,pg_13,2008,fall,Shoujo
7059,ova,1,Non-Original,pg_13,2010,summer,None
41468,movie,3,Non-Original,pg_13,2020,fall,Shounen
40746,ona,8,Non-Original,rx,2020,winter,None
195,tv,12,original,pg_13,2002,winter,None
272,tv,26,original,pg_13,2001,spring,None
1888,ova,3,Non-Original,pg_13,2007,winter,None
218,tv,26,original,pg_13,1996,fall,Shounen
30901,tv,25,Non-Original,pg_13,2015,fall,None
5150,tv,12,Non-Original,pg_13,2009,spring,Shounen
3371,ova,24,Non-Original,r+,1998,winter,None
44203,tv,12,Non-Original,pg_13,2021,summer,None
41261,ova,2,Non-Original,rx,2020,spring,None
11239,tv,12,Non-Original,pg_13,2012,fall,Seinen
469,tv,24,Non-Original,pg_13,2005,fall,Shounen
34176,tv,12,Non-Original,pg_13,2017,spring,None
12017,movie,1,original,pg_13,2014,winter,None
35145,special,7,Non-Original,pg_13,2017,winter,None
22865,tv,12,Non-Original,pg_13,2014,summer,None
4772,special,1,Non-Original,g,2008,spring,Shounen
9938,tv,12,Non-Original,g,2011,summer,Seinen
94,tv,50,original,r,2004,fall,None
30321,ova,2,Non-Original,r+,2015,fall,Shounen
18465,tv,13,Non-Original,r,2013,summer,None
17269,movie,1,Non-Original,r,2013,summer,None
7,tv,26,original,pg_13,2002,summer,None
30206,special,1,Non-Original,pg_13,2015,spring,None
770,ova,1,original,pg_13,2005,fall,None
38777,ona,3,Non-Original,g,2018,fall,Shounen
34300,ona,12,Non-Original,pg_13,2016,summer,None
908,ova,3,Non-Original,pg_13,2006,winter,Shounen
190,ova,3,Non-Original,pg_13,2002,winter,Shounen
18041,tv,13,Non-Original,pg_13,2013,summer,Seinen
7645,tv,49,original,g,2010,winter,Shoujo
586,tv,11,Non-Original,r,2006,winter,None
29893,special,3,Non-Original,g,2015,summer,Shounen
17505,tv,26,Non-Original,pg_13,2013,spring,Shounen
32899,tv,12,Non-Original,pg_13,2016,fall,Shoujo
12149,tv,13,original,pg_13,2012,spring,None
40841,ova,1,Non-Original,pg_13,2020,winter,None
39806,ona,24,Non-Original,r,2019,fall,Seinen
37396,movie,3,original,pg_13,2018,summer,None
256,ova,1,original,pg_13,2002,winter,None
5251,ova,2,Non-Original,r,1996,fall,None
40513,tv,12,Non-Original,r,2020,spring,Seinen
39463,tv,13,Non-Original,r,2020,spring,Seinen
49236,ona,1,Non-Original,r,2021,spring,None
6904,ova,1,Non-Original,r,2006,winter,Seinen
16668,tv,12,original,r,2013,spring,None
16444,ova,1,Non-Original,pg_13,2013,summer,None
1425,tv,155,Non-Original,pg_13,1977,fall,Seinen
13115,tv,12,Non-Original,r,2012,summer,Josei
6408,movie,1,Non-Original,pg_13,2010,spring,None
10716,movie,1,original,pg_13,2011,fall,None
334,tv,76,Non-Original,pg_13,1994,spring,Shoujo
39324,tv,12,Non-Original,pg_13,2019,summer,None
490,tv,26,Non-Original,pg_13,2005,summer,None
8424,tv,12,Non-Original,pg_13,2010,fall,None
48997,tv,12,Non-Original,pg_13,2022,winter,None
935,tv,24,Non-Original,r,2006,spring,None
48675,tv,24,Non-Original,pg_13,2022,spring,Shounen
32494,tv,24,Non-Original,pg_13,2016,summer,Shounen
1120,movie,1,Non-Original,pg,2002,summer,Kids
39592,tv,13,Non-Original,pg_13,2019,spring,Shounen
8726,tv,12,Non-Original,pg_13,2010,fall,Seinen
16201,tv,13,Non-Original,r,2013,spring,Shounen
762,special,1,Non-Original,pg_13,2004,fall,Shounen
35994,tv,16,Non-Original,r,2018,summer,None
4596,ova,1,original,r,2008,winter,None
4015,ova,2,Non-Original,pg_13,2008,summer,Shounen
6574,tv,12,Non-Original,pg_13,2010,winter,Seinen
14749,tv,13,Non-Original,pg_13,2013,winter,None
6024,tv,104,Non-Original,g,2009,spring,Seinen
28387,tv,12,Non-Original,pg_13,2015,summer,Seinen
32175,tv,12,Non-Original,pg_13,2016,spring,Shoujo
39730,tv,12,Non-Original,pg_13,2020,spring,Seinen
79,tv,24,Non-Original,r+,2005,summer,Seinen
1118,movie,1,Non-Original,pg,2000,summer,Kids
15201,movie,1,original,r,2015,summer,None
3931,ova,1,Non-Original,pg_13,2007,spring,Seinen
50160,tv,26,Non-Original,r,2022,spring,Seinen
37873,ona,26,original,pg_13,2018,summer,None
16694,special,1,Non-Original,r+,2012,fall,Shounen
16035,tv,13,Non-Original,pg_13,2013,spring,Josei
32836,tv,13,original,pg_13,2017,summer,None
13659,tv,13,Non-Original,pg_13,2013,spring,None
12711,tv,13,Non-Original,pg_13,2013,spring,Shoujo
384,tv,13,Non-Original,r+,2004,spring,None
1520,ova,12,Non-Original,pg_13,1993,fall,None
8190,ova,1,Non-Original,pg_13,2010,spring,Josei
10075,ova,1,Non-Original,pg_13,2011,winter,Shounen
30413,movie,1,Non-Original,pg_13,2015,summer,Shounen
32870,movie,1,Non-Original,pg_13,2016,fall,Shounen
24031,tv,12,Non-Original,pg_13,2014,fall,Seinen
10638,special,1,Non-Original,pg_13,2012,winter,None
1722,tv,26,Non-Original,pg_13,2007,spring,Shounen
34745,tv,24,Non-Original,pg_13,2017,summer,Shounen
32792,tv,22,Non-Original,pg_13,2016,spring,None
238,tv,42,Non-Original,pg_13,1997,summer,Shounen
21573,tv,13,original,pg_13,2015,summer,None
390,tv,26,Non-Original,pg_13,2005,summer,Shounen
36522,tv,12,Non-Original,pg_13,2018,winter,None
49776,tv,12,Non-Original,pg_13,2022,summer,None
25389,movie,1,Non-Original,pg_13,2015,spring,Shounen
14829,tv,10,Non-Original,pg_13,2013,summer,None
1589,tv,11,Non-Original,pg_13,2006,fall,Seinen
5593,ova,4,Non-Original,r,2009,spring,Seinen
1729,ova,5,Non-Original,pg_13,2006,fall,None
18393,ova,1,Non-Original,pg_13,2013,summer,Shounen
21085,tv,12,Non-Original,pg_13,2014,winter,Seinen
20977,ova,1,Non-Original,g,2014,winter,Seinen
37150,ona,26,Non-Original,pg_13,2018,winter,None
11785,tv,12,Non-Original,pg_13,2012,spring,None
1681,movie,1,Non-Original,g,2006,summer,None
845,tv,51,original,pg_13,2006,spring,Shounen
34126,tv,11,Non-Original,pg_13,2017,winter,None
38528,ona,12,Non-Original,pg_13,2018,fall,None
30991,ova,2,Non-Original,pg_13,2015,fall,Seinen
22433,tv,12,Non-Original,r,2014,spring,Shounen
10714,movie,1,original,pg_13,2011,summer,None
15109,tv,12,Non-Original,pg_13,2013,winter,Shounen
42894,movie,1,Non-Original,pg_13,2021,winter,Shoujo
9745,movie,1,Non-Original,pg_13,2011,spring,None
1563,tv,29,Non-Original,pg_13,1995,spring,Shoujo
444,tv,13,Non-Original,pg_13,2004,summer,Shoujo
50185,tv,12,original,pg_13,2022,winter,None
39292,tv,13,Non-Original,pg_13,2020,spring,None
37975,tv,12,Non-Original,pg_13,2019,winter,Seinen
12293,tv,13,Non-Original,pg_13,2012,summer,None
4581,tv,13,Non-Original,r,2008,fall,Shounen
43683,special,1,Non-Original,pg_13,2020,summer,None
43470,tv,12,Non-Original,pg_13,2022,spring,None
246,tv,51,Non-Original,pg_13,2001,fall,Shounen
5252,ova,1,Non-Original,pg_13,2008,fall,Shounen
1913,ova,5,Non-Original,r+,1994,winter,None
10259,movie,1,original,pg_13,2016,summer,None
40128,tv,12,Non-Original,pg_13,2020,spring,Seinen
242,tv,13,Non-Original,r,2004,winter,Josei
8197,special,2,original,pg_13,2010,spring,None
2724,special,2,Non-Original,pg,1981,summer,None
4896,tv,26,Non-Original,r,2009,summer,None
207,ova,13,Non-Original,r,1990,spring,Shounen
4811,ova,2,Non-Original,pg_13,2009,winter,None
3457,tv,13,Non-Original,pg_13,2008,spring,Shoujo
5034,tv,12,Non-Original,r,2009,winter,Shounen
1695,tv,52,Non-Original,g,2007,winter,Shoujo
31418,movie,1,Non-Original,pg_13,2016,fall,None
44235,tv,12,Non-Original,g,2021,winter,Kids
2829,tv,23,Non-Original,g,1996,fall,None
37210,tv,12,Non-Original,pg_13,2018,summer,None
8532,ona,1,Non-Original,pg_13,2010,winter,Shounen
39495,ova,1,Non-Original,g,2019,summer,Shounen
8934,tv,25,original,pg_13,2010,fall,Shounen
48406,tv,12,original,pg_13,2021,summer,None
24365,special,2,Non-Original,g,2014,spring,Seinen
38333,ova,1,Non-Original,pg_13,2019,summer,None
34299,movie,1,original,pg_13,2017,winter,None
32245,tv,26,original,r,2016,spring,None
3090,special,2,Non-Original,pg_13,2007,fall,Seinen
26441,tv,12,Non-Original,r,2015,winter,Seinen
33519,movie,1,original,r,2016,fall,None
9204,movie,1,Non-Original,g,2010,fall,Kids
13585,tv,11,Non-Original,pg_13,2012,summer,Josei
6927,movie,1,original,pg_13,2009,summer,None
411,tv,26,original,pg_13,2005,summer,Shounen
795,tv,39,Non-Original,pg_13,1991,summer,Shoujo
6676,tv,13,Non-Original,pg_13,2009,fall,None
40435,ona,30,Non-Original,pg_13,2020,summer,None
5713,ova,1,Non-Original,pg_13,2009,spring,None
1047,Non-Original,1,Non-Original,g,1995,spring,None
15959,ova,2,Non-Original,r+,2012,fall,Shounen
41361,movie,1,Non-Original,pg_13,2021,spring,None
1965,tv,13,Non-Original,pg_13,2007,spring,None
30868,movie,1,Non-Original,r,2015,fall,Seinen
32686,tv,12,Non-Original,pg_13,2016,fall,Shounen
33520,movie,1,original,r,2017,winter,None
4214,tv,13,Non-Original,pg_13,2008,fall,None
902,movie,1,Non-Original,pg_13,1993,summer,Shounen
1642,tv,51,Non-Original,pg,2005,summer,Shoujo
36726,tv,12,Non-Original,r+,2018,summer,Shounen
822,ova,2,Non-Original,r+,2001,winter,Seinen
40586,tv,12,Non-Original,pg_13,2021,spring,None
1726,tv,12,Non-Original,r,2007,summer,None
443,ova,1,original,r,2002,fall,None
32930,ova,3,Non-Original,pg_13,2016,spring,Shounen
465,movie,1,Non-Original,pg_13,2006,winter,Shounen
7762,ova,4,Non-Original,r+,2010,winter,None
3665,ova,28,Non-Original,r,1999,fall,None
21435,tv,24,Non-Original,pg_13,2014,summer,None
15863,tv,24,Non-Original,pg_13,2013,spring,Seinen
11761,tv,12,Non-Original,pg_13,2012,spring,Shounen
37716,tv,12,Non-Original,pg_13,2018,fall,Shounen
233,tv,78,Non-Original,g,2000,spring,Shoujo
37492,special,1,Non-Original,pg_13,2018,fall,None
1034,movie,1,original,r+,1987,winter,None
19195,movie,1,Non-Original,r,2014,summer,None
27655,tv,12,original,r,2015,winter,None
24459,special,1,Non-Original,pg_13,2014,fall,None
50175,tv,12,Non-Original,pg_13,2022,spring,None
37804,movie,1,original,pg_13,2020,winter,None
10321,tv,13,Non-Original,pg_13,2011,summer,Shoujo
709,tv,52,original,g,2003,fall,None
7058,tv,24,Non-Original,r,2010,spring,Shoujo
31771,tv,12,Non-Original,pg_13,2016,summer,Shounen
2800,tv,115,Non-Original,g,1976,fall,Shoujo
395,tv,13,Non-Original,r+,2004,summer,None
17,tv,52,Non-Original,pg_13,2002,fall,Shounen
974,movie,1,original,r+,2004,winter,None
2213,tv,61,Non-Original,pg_13,2004,fall,None
1003,special,3,Non-Original,pg_13,2005,spring,Seinen
10294,movie,1,original,pg_13,2011,spring,None
22687,tv,13,Non-Original,r,2014,fall,Seinen
18441,ova,1,Non-Original,pg_13,2013,fall,Seinen
32801,ova,1,Non-Original,pg_13,2016,fall,None
306,tv,13,original,r+,2002,spring,None
39819,ova,1,Non-Original,pg_13,2019,fall,Shounen
4037,special,1,original,r,1998,spring,None
3750,tv,13,Non-Original,pg_13,2009,winter,Shoujo
17875,ova,2,Non-Original,pg_13,2013,spring,None
5228,ova,1,Non-Original,pg_13,2008,fall,Seinen
9981,tv,25,original,pg_13,2011,fall,Shounen
10681,movie,1,original,r+,2012,spring,None
49,ova,5,Non-Original,pg_13,1993,winter,Seinen
4726,tv,12,Non-Original,pg_13,2009,winter,None
38815,ona,1,Non-Original,pg_13,2018,fall,None
33845,movie,1,original,pg_13,2017,spring,None
2398,movie,1,original,pg,2001,winter,Kids
12053,movie,1,Non-Original,r+,2012,summer,None
3230,tv,12,Non-Original,pg_13,2008,spring,None
42847,movie,1,original,pg_13,2021,fall,None
34152,ova,1,Non-Original,r,2017,winter,None
6896,special,9,Non-Original,pg_13,2009,summer,None
37822,ona,52,Non-Original,pg_13,2018,fall,None
36796,special,2,Non-Original,r,2017,summer,None
1060,tv,24,Non-Original,r+,1999,summer,Seinen
6747,tv,12,Non-Original,r+,2010,winter,Seinen
39790,tv,12,Non-Original,pg_13,2020,fall,None
35191,movie,1,original,pg_13,2017,summer,None
37773,ova,1,Non-Original,pg_13,2019,summer,None
1000,tv,42,Non-Original,pg_13,1978,spring,Seinen
10350,ova,6,Non-Original,pg_13,2011,summer,Josei
1961,movie,1,Non-Original,g,2005,fall,None
48916,tv,13,Non-Original,pg_13,2022,spring,None
1356,tv,43,Non-Original,r,1987,spring,None
37890,tv,12,Non-Original,pg_13,2020,winter,Seinen
31405,tv,12,Non-Original,r,2016,spring,None
30740,tv,12,Non-Original,pg_13,2015,fall,Seinen
21797,ona,6,Non-Original,pg_13,2013,fall,None
33558,special,1,Non-Original,pg_13,2016,summer,None
32698,ova,2,Non-Original,r+,2016,fall,Seinen
459,movie,1,Non-Original,pg_13,2000,winter,Shounen
898,movie,1,Non-Original,pg_13,1991,summer,Shounen
3229,tv,13,Non-Original,r+,2008,winter,None
27411,movie,1,Non-Original,r,2015,spring,None
16868,ova,1,Non-Original,pg_13,2013,summer,Shoujo
13939,ova,2,Non-Original,pg_13,2012,summer,None
1472,tv,13,Non-Original,pg_13,1989,fall,Shounen
1485,tv,35,Non-Original,g,1996,summer,Shoujo
48753,tv,20,Non-Original,pg_13,2021,summer,Shounen
32574,ova,1,Non-Original,r,2016,spring,Shounen
19115,movie,1,original,pg_13,2014,winter,None
12175,tv,12,Non-Original,pg_13,2012,summer,None
656,special,2,Non-Original,pg_13,2005,summer,None
14765,tv,25,Non-Original,pg_13,2012,fall,None
180,tv,13,original,pg_13,2000,fall,Shounen
8609,ova,1,Non-Original,pg_13,2010,spring,Shounen
12979,tv,51,Non-Original,pg_13,2012,spring,None
19193,movie,1,Non-Original,r,2014,spring,None
2076,tv,148,Non-Original,r,1997,spring,Shounen
31324,special,1,Non-Original,r+,2015,summer,None
45613,tv,12,Non-Original,pg_13,2022,spring,None
36513,tv,12,Non-Original,pg_13,2018,spring,Seinen
713,movie,1,Non-Original,pg_13,2005,winter,None
17437,movie,1,Non-Original,pg_13,2014,winter,None
34792,movie,1,original,g,2017,spring,None
2608,tv,26,Non-Original,pg_13,2007,summer,Seinen
3673,tv,22,Non-Original,pg_13,2008,spring,None
39017,tv,12,Non-Original,r,2020,winter,Shounen
33475,tv,12,Non-Original,pg_13,2017,spring,Shounen
326,tv,4,Non-Original,r,1999,winter,Josei
52,tv,26,Non-Original,pg_13,2001,spring,Shounen
10624,movie,1,Non-Original,r+,2011,summer,None
32013,tv,12,Non-Original,pg_13,2016,winter,None
23301,special,4,Non-Original,pg,2014,spring,Kids
20047,tv,12,Non-Original,pg_13,2014,winter,Seinen
99,tv,26,original,pg_13,2005,fall,None
1946,tv,50,original,g,2003,winter,Shoujo
3352,special,1,original,pg_13,2008,winter,None
53,tv,24,Non-Original,pg_13,2002,spring,Seinen
6023,tv,12,Non-Original,pg_13,2009,fall,None
29317,special,1,Non-Original,pg_13,2015,winter,None
37451,tv,18,Non-Original,r,2019,winter,None
1498,tv,12,Non-Original,r,2006,fall,Shounen
1454,tv,13,original,r+,2006,summer,None
20903,movie,1,original,pg_13,2014,winter,None
34019,tv,12,Non-Original,r+,2017,spring,Seinen
24781,ova,3,Non-Original,r,2014,fall,Shounen
37569,tv,12,original,r,2018,summer,None
161,tv,24,Non-Original,r,2003,fall,Shounen
283,tv,50,Non-Original,g,1979,winter,None
21039,tv,12,original,pg_13,2015,summer,None
19117,tv,13,Non-Original,pg_13,2014,winter,None
44406,ona,12,Non-Original,pg_13,2021,fall,None
11001,movie,1,Non-Original,pg_13,2012,spring,None
6291,special,1,Non-Original,pg_13,2005,summer,None
23319,ova,2,original,pg_13,2014,summer,None
476,tv,12,Non-Original,pg_13,2005,fall,None
10713,movie,1,original,pg_13,2011,summer,None
1087,tv,48,Non-Original,pg_13,1987,spring,Shounen
1921,movie,1,Non-Original,pg_13,1984,winter,None
687,tv,52,Non-Original,pg_13,2002,spring,Shoujo
324,tv,47,original,pg_13,1989,fall,None
6984,special,3,Non-Original,pg_13,2009,winter,Seinen
14751,ona,26,Non-Original,pg_13,2014,summer,Shoujo
460,movie,1,Non-Original,pg_13,2001,winter,Shounen
2229,tv,46,Non-Original,g,1991,fall,Shounen
2198,special,2,Non-Original,pg_13,2007,winter,Seinen
33417,tv,10,Non-Original,pg_13,2017,winter,None
10152,special,1,Non-Original,pg_13,2011,winter,Shoujo
953,tv,11,Non-Original,r,2006,spring,Shoujo
2547,tv,46,Non-Original,g,1985,winter,Shoujo
42544,tv,12,original,pg_13,2021,fall,None
2899,special,1,Non-Original,pg_13,2007,summer,None
940,tv,26,Non-Original,pg_13,2006,spring,Shounen
42519,ova,1,Non-Original,pg_13,2020,spring,Shounen
463,movie,1,Non-Original,pg_13,2004,winter,Shounen
40861,ona,7,Non-Original,pg,2020,winter,Kids
2424,special,3,Non-Original,g,1998,summer,Shoujo
31918,special,4,Non-Original,pg_13,2015,fall,Shounen
10397,tv,12,Non-Original,pg_13,2011,fall,None
3791,special,1,Non-Original,r+,2007,winter,Shounen
24641,ova,1,Non-Original,rx,2014,summer,None
42238,tv,12,Non-Original,pg_13,2020,fall,None
7817,tv,12,Non-Original,r+,2010,spring,Seinen
489,tv,12,original,g,2005,summer,None
30544,tv,12,Non-Original,pg_13,2015,fall,None
16700,ova,1,Non-Original,r,2013,summer,None
5306,ova,4,Non-Original,pg_13,2010,winter,None
41109,tv,12,Non-Original,pg_13,2021,winter,None
5079,tv,23,Non-Original,r,2009,winter,Seinen
24471,ova,4,Non-Original,pg_13,2015,winter,Seinen
31442,tv,13,Non-Original,pg_13,2016,winter,None
1473,tv,13,Non-Original,pg_13,1991,spring,Shounen
28013,tv,26,original,pg_13,2016,spring,None
10686,movie,1,Non-Original,pg_13,2011,summer,Shounen
45598,special,1,Non-Original,pg_13,2020,fall,Shounen
16866,ova,1,Non-Original,pg_13,2013,summer,Shoujo
6187,ova,1,Non-Original,pg_13,2009,summer,Josei
12021,tv,52,Non-Original,pg,2012,winter,Seinen
36720,ova,4,Non-Original,rx,2018,winter,None
9117,ova,6,Non-Original,pg_13,2011,spring,None
6948,special,1,Non-Original,r,2009,summer,None
13261,tv,51,Non-Original,g,2012,spring,Shounen
38958,special,1,Non-Original,pg_13,2018,fall,None
20939,ova,1,Non-Original,pg_13,2014,spring,None
665,ova,7,Non-Original,r+,2000,spring,Shounen
3089,movie,1,Non-Original,pg_13,2008,summer,None
