anime_id,title,type,score,scored_by,status,episodes,source,members,favorites,rating,sfw,start_year,start_season,genres,demographics,studios
30205,Aoharu x Kikanjuu,tv,High,98217,finished_airing,12,Non-Original,208695,1287,pg_13,True,2015,summer,Sports,Shounen,Brain's Base
35249,Uma Musume: Pretty Derby (TV),tv,High,44609,finished_airing,13,Non-Original,116342,474,pg_13,True,2018,spring,Sports,None,P.A. Works
5029,Major Movie: Yuujou no Winning Shot,movie,High,10688,finished_airing,1,Non-Original,19211,23,pg_13,True,2008,fall,Action,Shounen,Xebec
3225,Minami-ke Okawari,tv,High,38898,finished_airing,13,Non-Original,69424,49,pg_13,True,2008,winter,Comedy,None,asread.
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,movie,High,20369,finished_airing,1,Non-Original,38256,52,pg_13,True,1995,fall,Drama,Shoujo,Toei Animation
19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,movie,High,23670,finished_airing,1,Non-Original,48232,45,r,True,2013,fall,Sci-Fi,None,Production I.G
345,Eikoku Koi Monogatari Emma,tv,High,16985,finished_airing,12,Non-Original,52110,296,g,True,2005,spring,Drama,Seinen,Pierrot
37027,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,movie,High,17271,finished_airing,1,original,39079,285,pg_13,True,2019,winter,Slice of Life,None,Sunrise
181,Vandread: The Second Stage,tv,High,30587,finished_airing,13,original,51021,107,pg_13,True,2001,fall,Action,Shounen,Gonzo
21863,Mangaka-san to Assistant-san to The Animation,tv,High,123869,finished_airing,12,Non-Original,257955,436,pg_13,True,2014,spring,Comedy,Seinen,Zexcs
6030,Needless,tv,High,59756,finished_airing,24,Non-Original,136104,522,r,True,2009,summer,Action,Seinen,Madhouse
1557,Shounen Onmyouji,tv,High,19278,finished_airing,26,Non-Original,52944,264,pg_13,True,2006,fall,Action,Shoujo,Studio Deen
30714,Owaranai Seraph,special,High,36718,finished_airing,9,Non-Original,84624,274,pg_13,True,2015,spring,Comedy,Shounen,Wit Studio
18295,Kakumeiki Valvrave 2nd Season,tv,High,51001,finished_airing,12,original,88709,198,r,True,2013,fall,Action,None,Sunrise
35847,SSSS.Gridman,tv,High,117081,finished_airing,12,original,265926,1230,pg_13,True,2018,fall,Action,None,Trigger
36317,Gaikotsu Shotenin Honda-san,tv,High,43854,finished_airing,12,Non-Original,104830,356,pg_13,True,2018,fall,Comedy,None,DLE
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,special,High,38348,finished_airing,1,Non-Original,81963,101,pg_13,True,2018,winter,Action,None,Bones
31552,Durarara!!x2 Ten: Onoroke Chakapoko,special,High,20748,finished_airing,1,Non-Original,49520,40,r,True,2016,winter,Action,None,Shuka
189,Love Hina,tv,High,130756,finished_airing,24,Non-Original,249875,1413,pg_13,True,2000,spring,Comedy,Shounen,Xebec
10717,Towa no Quon 6: Towa no Quon,movie,High,17655,finished_airing,1,original,36714,44,pg_13,True,2011,fall,Action,None,Bones
4063,Sekirei,tv,High,194620,finished_airing,12,Non-Original,378159,1606,r+,True,2008,summer,Action,None,Seven Arcs
3613,Toshokan Sensou,tv,High,25917,finished_airing,12,Non-Original,69180,388,pg_13,True,2008,spring,Action,None,Production I.G
2112,Over Drive,tv,High,19827,finished_airing,26,Non-Original,42524,204,pg_13,True,2007,spring,Sports,Shounen,Xebec
2986,Bamboo Blade,tv,High,39683,finished_airing,26,Non-Original,85165,273,pg_13,True,2007,fall,Comedy,Seinen,AIC ASTA
9751,Strike Witches Movie,movie,High,18090,finished_airing,1,original,39688,118,pg_13,True,2012,winter,Action,None,AIC
21681,Hanayamata,tv,High,38028,finished_airing,12,Non-Original,104635,367,pg_13,True,2014,summer,Comedy,None,Madhouse
565,Steamboy,movie,High,38013,finished_airing,1,original,75536,139,pg_13,True,2004,summer,Action,None,Sunrise
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,special,High,15769,finished_airing,1,Non-Original,31766,29,pg_13,True,2013,fall,Drama,Shoujo,Brain's Base
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,movie,High,12912,finished_airing,1,Non-Original,35019,31,pg_13,True,2016,fall,Comedy,Shounen,Production I.G
1471,City Hunter 2,tv,High,9939,finished_airing,63,Non-Original,23606,144,pg_13,True,1988,spring,Action,Shounen,Sunrise
41103,Koi to Yobu ni wa Kimochi Warui,tv,High,93061,finished_airing,12,Non-Original,201697,1590,pg_13,True,2021,spring,Comedy,None,Nomad
644,Hachimitsu to Clover Specials,special,High,15675,finished_airing,2,Non-Original,29763,44,pg_13,True,2005,fall,Comedy,Josei,J.C.Staff
35658,Kuroko no Basket: Last Game NG-shuu,special,High,13536,finished_airing,1,Non-Original,29323,42,pg_13,True,2017,summer,Comedy,Shounen,Production I.G
198,Speed Grapher,tv,High,39179,finished_airing,24,original,105392,572,r+,True,2005,spring,Action,None,Gonzo
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,movie,High,18701,finished_airing,1,Non-Original,44472,57,r,True,2009,winter,Action,None,ufotable
31722,Nanatsu no Taizai: Seisen no Shirushi,tv,High,393873,finished_airing,4,Non-Original,648922,760,pg_13,True,2016,summer,Action,Shounen,A-1 Pictures
49200,Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,ona,High,12765,finished_airing,1,original,23052,67,pg_13,True,2021,spring,Drama,None,Studio LAN
22839,Cross Road,special,High,35200,finished_airing,1,original,70709,126,g,True,2014,winter,Slice of Life,None,CoMix Wave Films
16241,"Yondemasu yo, Azazel-san. Z",tv,High,19225,finished_airing,13,Non-Original,35375,55,r,True,2013,spring,Comedy,None,Production I.G
3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,special,High,18090,finished_airing,1,Non-Original,35821,20,pg_13,True,2005,fall,Adventure,None,A.C.G.T.
13587,Persona 4 the Animation: No One is Alone,special,High,22760,finished_airing,1,Non-Original,43413,29,pg_13,True,2012,summer,Adventure,None,AIC ASTA
10464,Seitokai no Ichizon Lv.2,ona,High,33945,finished_airing,10,Non-Original,68145,89,pg_13,True,2012,fall,Comedy,None,AIC
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,tv,High,199719,finished_airing,12,Non-Original,401495,637,pg_13,True,2017,spring,Action,None,J.C.Staff
33221,Mobile Suit Gundam Thunderbolt: December Sky,movie,High,10656,finished_airing,1,Non-Original,19753,155,r,True,2016,spring,Action,None,Sunrise
407,Tantei Gakuen Q,tv,High,13444,finished_airing,45,Non-Original,32510,234,pg_13,True,2003,spring,Comedy,Shounen,Pierrot
44069,Xian Wang de Richang Shenghuo 2,ona,High,26844,finished_airing,12,Non-Original,76276,534,pg_13,True,2021,fall,Adventure,None,Haoliners Animation League
4080,Kyou kara Maou! 3rd Series,tv,High,13129,finished_airing,39,Non-Original,32017,106,pg_13,True,2008,spring,Adventure,Shoujo,Studio Deen
16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,ova,High,10701,finished_airing,1,Non-Original,20544,16,pg_13,True,2013,winter,Comedy,Shounen,Tatsunoko Production
22763,Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,special,High,23415,finished_airing,1,Non-Original,43829,40,r,True,2013,summer,Drama,Seinen,ufotable
24921,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,movie,High,11904,finished_airing,1,Non-Original,29443,120,pg_13,True,2015,fall,Action,Seinen,SANZIGEN
1303,The Animatrix,ova,High,41572,finished_airing,9,Non-Original,74734,226,r,True,2003,spring,Action,None,Madhouse
11531,Un-Go: Inga-ron,movie,High,18314,finished_airing,1,Non-Original,36102,29,r,True,2011,fall,Mystery,None,Bones
1852,Hidamari Sketch,tv,High,24813,finished_airing,12,Non-Original,73020,985,pg_13,True,2007,winter,Comedy,Seinen,Shaft
33032,Drifters: Special Edition,ova,High,14953,finished_airing,1,Non-Original,31466,22,r,True,2016,spring,Action,Seinen,Hoods Drifters Studio
30307,Monster Musume no Iru Nichijou,tv,Average,395523,finished_airing,12,Non-Original,679213,3700,r+,True,2015,summer,Comedy,Seinen,Lerche
3467,Nogizaka Haruka no Himitsu,tv,High,65487,finished_airing,12,Non-Original,128140,432,pg_13,True,2008,summer,Comedy,None,Diomedéa
31500,High School Fleet,tv,High,41305,finished_airing,12,original,98289,800,pg_13,True,2016,spring,Action,None,Production IMS
36934,Captain Tsubasa (2018),tv,High,28581,finished_airing,52,Non-Original,66139,299,g,True,2018,spring,Action,Shounen,David Production
16774,Inferno Cop,ona,High,54867,finished_airing,13,original,96630,1083,r,True,2012,fall,Action,None,Trigger
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,movie,High,12029,finished_airing,1,Non-Original,25806,79,r+,True,2014,spring,Action,Seinen,Telecom Animation Film
851,Kyou kara Ore wa!!,ova,High,9625,finished_airing,10,Non-Original,29732,350,r,True,1993,spring,Comedy,Shounen,Pierrot
8915,Dantalian no Shoka,tv,High,54702,finished_airing,12,Non-Original,140089,498,r,True,2011,summer,Action,None,Gainax
4886,InuYasha: Kuroi Tessaiga,special,High,13281,finished_airing,1,Non-Original,35088,71,pg_13,True,2008,summer,Adventure,Shounen,Sunrise
17121,Dareka no Manazashi,movie,High,35200,finished_airing,1,original,66072,91,g,True,2013,winter,Drama,None,CoMix Wave Films
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,tv,Average,368665,finished_airing,12,Non-Original,643834,4362,pg_13,True,2010,fall,Comedy,None,AIC Build
1132,Digimon Frontier,tv,High,91041,finished_airing,50,original,145581,538,pg,True,2002,spring,Action,Shounen,Toei Animation
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,tv,High,315751,finished_airing,12,Non-Original,599699,5020,pg_13,True,2013,summer,Comedy,None,SILVER LINK.
21561,Ryuugajou Nanana no Maizoukin (TV),tv,High,95602,finished_airing,11,Non-Original,225052,344,pg_13,True,2014,spring,Adventure,None,A-1 Pictures
34430,Detective Conan Movie 21: The Crimson Love Letter,movie,High,14605,finished_airing,1,Non-Original,27161,39,pg_13,True,2017,spring,Action,None,TMS Entertainment
2035,Eikoku Koi Monogatari Emma: Molders-hen,tv,High,11497,finished_airing,12,Non-Original,24545,97,g,True,2007,spring,Drama,Seinen,Ajia-Do
17247,Machine-Doll wa Kizutsukanai,tv,High,148741,finished_airing,12,Non-Original,303532,656,r+,True,2013,fall,Action,None,Lerche
48590,Mini Dragon,ona,High,31475,finished_airing,13,Non-Original,51297,68,pg_13,True,2021,spring,Comedy,None,Kyoto Animation
36475,Sword Art Online Alternative: Gun Gale Online,tv,High,308732,finished_airing,12,Non-Original,551367,1410,pg_13,True,2018,spring,Action,None,Studio 3Hz
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,tv,High,14520,finished_airing,6,Non-Original,40480,183,pg_13,True,2017,fall,Drama,None,Studio Gokumi
408,Final Fantasy VII: Last Order,special,High,38118,finished_airing,1,Non-Original,63687,130,pg_13,True,2005,summer,Action,None,Madhouse
147,Kimi ga Nozomu Eien,tv,High,66000,finished_airing,14,Non-Original,134804,1025,r+,True,2003,fall,Drama,None,Studio Fantasia
31737,Gakusen Toshi Asterisk 2nd Season,tv,High,235092,finished_airing,12,Non-Original,395418,738,pg_13,True,2016,spring,Comedy,None,A-1 Pictures
3455,To LOVE-Ru,tv,High,301792,finished_airing,26,Non-Original,586190,3916,r+,True,2008,spring,Comedy,Shounen,Xebec
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,movie,High,13660,finished_airing,1,Non-Original,34729,28,pg_13,True,2016,summer,Sports,Shounen,Production I.G
40532,Appare-Ranman!,tv,High,44916,finished_airing,13,original,118952,466,pg_13,True,2020,spring,Comedy,None,P.A. Works
2926,Myself; Yourself,tv,High,92785,finished_airing,13,Non-Original,178722,763,pg_13,True,2007,fall,Drama,None,Doga Kobo
38086,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,movie,High,16443,finished_airing,1,Non-Original,55690,143,pg_13,True,2021,spring,Action,None,Production I.G
6438,Detective Conan OVA 09: The Stranger in 10 Years...,ova,High,10313,finished_airing,1,Non-Original,19638,14,pg_13,True,2009,spring,Adventure,Shounen,TMS Entertainment
40974,Kuma Kuma Kuma Bear,tv,High,61269,finished_airing,12,Non-Original,121914,719,pg_13,True,2020,fall,Adventure,None,EMT Squared
23383,D-Frag!*,ova,High,33997,finished_airing,1,Non-Original,60442,32,pg_13,True,2014,summer,Comedy,Seinen,Brain's Base
34541,Mary to Majo no Hana,movie,High,46853,finished_airing,1,Non-Original,86823,151,g,True,2017,summer,Adventure,None,Studio Ponoc
2107,One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,movie,High,33930,finished_airing,1,Non-Original,61185,28,pg_13,True,2007,winter,Action,Shounen,Toei Animation
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,special,High,48858,finished_airing,1,Non-Original,88517,120,pg_13,True,2008,fall,Comedy,None,J.C.Staff
35333,Hitori no Shita: The Outcast 2nd Season,ona,High,26799,finished_airing,24,Non-Original,65336,119,r,True,2017,fall,Action,None,Haoliners Animation League
1815,Shakugan no Shana Movie,movie,High,29674,finished_airing,1,Non-Original,60697,50,pg_13,True,2007,spring,Action,None,J.C.Staff
191,Love Hina Christmas Special: Silent Eve,special,High,34873,finished_airing,1,Non-Original,56084,41,pg_13,True,2000,fall,Comedy,None,Xebec
6381,Strike Witches 2,tv,High,38581,finished_airing,12,original,79564,263,r+,True,2010,summer,Action,None,AIC Spirits
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,tv,High,67232,finished_airing,10,Non-Original,129784,238,pg_13,True,2015,summer,Action,None,SILVER LINK.
1065,Touch,tv,High,9593,finished_airing,101,Non-Original,32036,509,pg_13,True,1985,spring,Drama,Shounen,Group TAC
21603,Mekakucity Actors,tv,High,195716,finished_airing,12,Non-Original,420676,3619,pg_13,True,2014,spring,Comedy,None,Shaft
12231,Dragon Ball: Episode of Bardock,special,High,66556,finished_airing,1,Non-Original,104682,106,pg_13,True,2011,fall,Action,Shounen,Toei Animation
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,movie,High,23654,finished_airing,1,Non-Original,40234,10,pg_13,True,2007,spring,Adventure,Shounen,TMS Entertainment
38917,Tong Ling Fei,ona,High,14307,finished_airing,16,Non-Original,33145,473,pg_13,True,2018,fall,Comedy,None,Haoliners Animation League
389,Karas,ova,High,27387,finished_airing,6,original,61427,302,r,True,2005,winter,Action,None,Tatsunoko Production
2927,KimiKiss Pure Rouge,tv,High,39756,finished_airing,24,Non-Original,86411,288,pg_13,True,2007,fall,Drama,None,J.C.Staff
601,Nekojiru-sou,ova,High,34445,finished_airing,1,Non-Original,70888,822,pg_13,True,2001,winter,Avant Garde,None,J.C.Staff
38476,Heya Camp△,tv,High,38067,finished_airing,12,Non-Original,85576,105,pg_13,True,2020,winter,Slice of Life,None,C-Station
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,movie,High,35940,finished_airing,1,original,57643,211,r,True,2010,summer,Action,None,Sunrise
540,Tenchi Muyou! Ryououki 2nd Season,ova,High,14611,finished_airing,6,original,26496,83,r+,True,1994,summer,Action,Shounen,AIC
10715,Towa no Quon 4: Guren no Shoushin,movie,High,17879,finished_airing,1,original,34238,13,pg_13,True,2011,summer,Action,None,Bones
1095,Kidou Keisatsu Patlabor the Movie,movie,High,17445,finished_airing,1,original,40307,214,pg_13,True,1989,summer,Drama,None,Production I.G
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,tv,High,14153,finished_airing,6,original,37583,224,pg_13,True,2017,fall,Drama,None,Studio Gokumi
396,Seikai no Senki,tv,High,13737,finished_airing,13,Non-Original,31376,260,pg_13,True,2000,spring,Action,None,Sunrise
33241,Honobono Log,tv,High,30748,finished_airing,10,Non-Original,69872,312,g,True,2016,spring,Romance,None,Fanworks
6172,Layton Kyouju to Eien no Utahime,movie,High,14783,finished_airing,1,Non-Original,26747,158,pg,True,2009,fall,Adventure,None,OLM
42603,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,ona,High,75835,finished_airing,2,Non-Original,147200,160,pg_13,True,2020,summer,Action,Shounen,Bones
25345,Rance 01: Hikari wo Motomete The Animation,ova,High,15822,finished_airing,4,Non-Original,34665,414,rx,False,2014,fall,Fantasy,None,Seven
34104,Knight's & Magic,tv,High,116824,finished_airing,13,Non-Original,227462,874,pg_13,True,2017,summer,Action,None,8bit
13055,Sankarea OVA,ova,High,57175,finished_airing,2,Non-Original,103338,50,r+,True,2012,spring,Comedy,Shounen,Studio Deen
1564,Pokemon Advanced Generation,tv,High,108371,finished_airing,192,Non-Original,172331,242,pg,True,2002,fall,Action,Kids,OLM
20457,"Inari, Konkon, Koi Iroha.",tv,High,61242,finished_airing,10,Non-Original,152940,362,pg_13,True,2014,winter,Comedy,Seinen,Production IMS
39392,Master Piece The Animation,ova,High,11606,finished_airing,2,Non-Original,22521,352,rx,False,2019,spring,Hentai,None,T-Rex
36884,Hisone to Maso-tan,tv,High,33819,finished_airing,12,original,76071,289,pg_13,True,2018,spring,Comedy,None,Bones
194,Macross Zero,ova,High,18374,finished_airing,5,original,36544,114,r+,True,2002,fall,Adventure,Shounen,Satelight
37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,tv,High,10658,finished_airing,13,Non-Original,26104,43,pg_13,True,2018,spring,Comedy,Seinen,Studio Deen
1251,Fushigi no Umi no Nadia,tv,High,17931,finished_airing,39,original,59429,466,pg_13,True,1990,spring,Adventure,None,Gainax
397,Seikai no Senki II,tv,High,11164,finished_airing,10,Non-Original,22144,114,pg_13,True,2001,summer,Action,None,Sunrise
821,Initial D Battle Stage,ova,High,16654,finished_airing,1,Non-Original,33758,93,g,True,2002,spring,Action,Seinen,Pastel
1250,Erementar Gerad,tv,High,43434,finished_airing,26,Non-Original,91141,451,pg_13,True,2005,spring,Adventure,Shounen,Xebec
41226,Uzaki-chan wa Asobitai!,tv,High,210724,finished_airing,12,Non-Original,386328,1486,pg_13,True,2020,summer,Comedy,None,ENGI
6954,Kara no Kyoukai Movie 8: Shuushou,special,High,56344,finished_airing,1,Non-Original,108982,274,pg_13,True,2011,winter,Mystery,None,ufotable
37962,IDOLiSH7: Second Beat!,tv,High,8075,finished_airing,15,Non-Original,24908,341,pg_13,True,2020,spring,Drama,None,TROYCA
4551,Hakushaku to Yousei,tv,High,52895,finished_airing,12,Non-Original,116326,532,pg_13,True,2008,fall,Adventure,Shoujo,Artland
7059,Black★Rock Shooter (OVA),ova,High,104385,finished_airing,1,Non-Original,170003,784,pg_13,True,2010,summer,Action,None,Ordet
41468,Burn the Witch,movie,High,97363,finished_airing,3,Non-Original,196520,503,pg_13,True,2020,fall,Action,Shounen,Studio Colorido
40746,Overflow,ona,High,62770,finished_airing,8,Non-Original,117269,1039,rx,False,2020,winter,Hentai,None,Studio Hokiboshi
195,Onegai☆Teacher,tv,High,91117,finished_airing,12,original,165693,905,pg_13,True,2002,winter,Drama,None,Daume
272,Noir,tv,High,37468,finished_airing,26,original,104479,807,pg_13,True,2001,spring,Action,None,Bee Train
1888,Ichigo Mashimaro OVA,ova,High,12948,finished_airing,3,Non-Original,23556,21,pg_13,True,2007,winter,Comedy,None,Daume
218,Kidou Senkan Nadesico,tv,High,18656,finished_airing,26,original,49491,429,pg_13,True,1996,fall,Action,Shounen,Xebec
30901,Utawarerumono: Itsuwari no Kamen,tv,High,42531,finished_airing,25,Non-Original,102681,374,pg_13,True,2015,fall,Action,None,White Fox
5150,Hatsukoi Limited.,tv,High,39004,finished_airing,12,Non-Original,94896,205,pg_13,True,2009,spring,Comedy,Shounen,J.C.Staff
3371,Ginga Eiyuu Densetsu Gaiden,ova,High,8053,finished_airing,24,Non-Original,21736,61,r+,True,1998,winter,Action,None,Artland
44203,Seirei Gensouki,tv,High,140299,finished_airing,12,Non-Original,265866,2725,pg_13,True,2021,summer,Action,None,TMS Entertainment
41261,Ane wa Yanmama Junyuu-chuu,ova,High,12334,finished_airing,2,Non-Original,21442,422,rx,False,2020,spring,Hentai,None,T-Rex
11239,Hidamari Sketch x Honeycomb,tv,High,9561,finished_airing,12,Non-Original,21789,170,pg_13,True,2012,fall,Comedy,Seinen,Shaft
469,Karin,tv,High,89375,finished_airing,24,Non-Original,169278,740,pg_13,True,2005,fall,Comedy,Shounen,J.C.Staff
34176,Zero kara Hajimeru Mahou no Sho,tv,High,116664,finished_airing,12,Non-Original,243623,562,pg_13,True,2017,spring,Action,None,White Fox
12017,Tiger & Bunny Movie 2: The Rising,movie,High,11890,finished_airing,1,original,28907,51,pg_13,True,2014,winter,Action,None,Sunrise
35145,Kobayashi-san Chi no OO Dragon,special,High,46121,finished_airing,7,Non-Original,93985,128,pg_13,True,2017,winter,Fantasy,None,Kyoto Animation
22865,Rokujouma no Shinryakusha!? (TV),tv,High,79517,finished_airing,12,Non-Original,168884,402,pg_13,True,2014,summer,Comedy,None,SILVER LINK.
4772,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,special,High,9127,finished_airing,1,Non-Original,20181,25,g,True,2008,spring,Comedy,Shounen,Hal Film Maker
9938,Ikoku Meiro no Croisée The Animation,tv,High,23192,finished_airing,12,Non-Original,55872,162,g,True,2011,summer,Slice of Life,Seinen,Satelight
94,Mobile Suit Gundam SEED Destiny,tv,High,60882,finished_airing,50,original,99324,1036,r,True,2004,fall,Action,None,Sunrise
30321,Strike the Blood: Valkyria no Oukoku-hen,ova,High,43452,finished_airing,2,Non-Original,87891,96,r+,True,2015,fall,Action,Shounen,Barnum Studio
18465,Genshiken Nidaime,tv,High,22091,finished_airing,13,Non-Original,49702,114,r,True,2013,summer,Comedy,None,Production I.G
17269,Captain Herlock,movie,High,29895,finished_airing,1,Non-Original,50330,159,r,True,2013,summer,Action,None,Toei Animation
7,Witch Hunter Robin,tv,High,41673,finished_airing,26,original,106370,579,pg_13,True,2002,summer,Action,None,Sunrise
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,special,High,50655,finished_airing,1,Non-Original,88876,31,pg_13,True,2015,spring,Comedy,None,Kyoto Animation
770,Pale Cocoon,ova,High,33368,finished_airing,1,original,66391,225,pg_13,True,2005,fall,Drama,None,Studio Rikka
38777,Jujutsu Kaisen,ona,High,12133,finished_airing,3,Non-Original,45549,2141,g,True,2018,fall,Fantasy,Shounen,Yokohama Animation Lab
34300,Quanzhi Fashi,ona,High,53042,finished_airing,12,Non-Original,116141,545,pg_13,True,2016,summer,Action,None,Shanghai Foch Film and TV Culture Investment
908,Fullmetal Alchemist: Premium Collection,ova,High,33300,finished_airing,3,Non-Original,67302,84,pg_13,True,2006,winter,Comedy,Shounen,Bones
190,Love Hina Again,ova,High,50245,finished_airing,3,Non-Original,82036,83,pg_13,True,2002,winter,Comedy,Shounen,Xebec
18041,Rozen Maiden (2013),tv,High,30855,finished_airing,13,Non-Original,73165,219,pg_13,True,2013,summer,Action,Seinen,Studio Deen
7645,Heartcatch Precure!,tv,High,10542,finished_airing,49,original,28378,553,g,True,2010,winter,Action,Shoujo,Toei Animation
586,Ayakashi: Japanese Classic Horror,tv,High,23615,finished_airing,11,Non-Original,68088,250,r,True,2006,winter,Fantasy,None,Toei Animation
29893,Aria the Avvenire,special,High,9667,finished_airing,3,Non-Original,24983,96,g,True,2015,summer,Fantasy,Shounen,TYO Animations
17505,Mushibugyou,tv,High,33049,finished_airing,26,Non-Original,84705,181,pg_13,True,2013,spring,Action,Shounen,Seven Arcs Pictures
32899,Watashi ga Motete Dousunda,tv,High,203579,finished_airing,12,Non-Original,405075,1736,pg_13,True,2016,fall,Comedy,Shoujo,Brain's Base
12149,AKB0048,tv,High,27222,finished_airing,13,original,58839,648,pg_13,True,2012,spring,Sci-Fi,None,Satelight
40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,ova,High,19432,finished_airing,1,Non-Original,33793,21,pg_13,True,2020,winter,Fantasy,None,Ajia-Do
39806,Mugen no Juunin: Immortal,ona,High,24190,finished_airing,24,Non-Original,70248,338,r,True,2019,fall,Action,Seinen,LIDENFILMS
37396,Shikioriori,movie,High,85380,finished_airing,3,original,155511,339,pg_13,True,2018,summer,Drama,None,CoMix Wave Films
256,Hoshi no Koe,ova,High,75577,finished_airing,1,original,145430,522,pg_13,True,2002,winter,Drama,None,CoMix Wave Films
5251,Angel Densetsu,ova,High,19227,finished_airing,2,Non-Original,34362,156,r,True,1996,fall,Action,None,Toei Animation
40513,Nami yo Kiitekure,tv,High,27905,finished_airing,12,Non-Original,76227,164,r,True,2020,spring,Comedy,Seinen,Sunrise
39463,Gleipnir,tv,High,195335,finished_airing,13,Non-Original,415981,1714,r,True,2020,spring,Action,Seinen,Pine Jam
49236,Youjo Senki: Sabaku no Pasta Daisakusen,ona,High,21840,finished_airing,1,Non-Original,45389,115,r,True,2021,spring,Action,None,Nut
6904,Hellsing: Digest for Freaks,ova,High,13999,finished_airing,1,Non-Original,40527,60,r,True,2006,winter,Action,Seinen,Satelight
16668,Kakumeiki Valvrave,tv,High,74843,finished_airing,12,original,158411,666,r,True,2013,spring,Action,None,Sunrise
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,ova,High,46044,finished_airing,1,Non-Original,81116,51,pg_13,True,2013,summer,Fantasy,None,Diomedéa
1425,Lupin III: Part II,tv,High,10715,finished_airing,155,Non-Original,31134,304,pg_13,True,1977,fall,Action,Seinen,Tokyo Movie Shinsha
13115,Hakuouki: Reimeiroku,tv,High,21199,finished_airing,12,Non-Original,54655,139,r,True,2012,summer,Action,Josei,Studio Deen
6408,"""Bungaku Shoujo"" Movie",movie,High,26679,finished_airing,1,Non-Original,64750,223,pg_13,True,2010,spring,Drama,None,Production I.G
10716,Towa no Quon 5: Souzetsu no Raifuku,movie,High,17308,finished_airing,1,original,33366,15,pg_13,True,2011,fall,Action,None,Bones
334,Marmalade Boy,tv,High,20334,finished_airing,76,Non-Original,50576,544,pg_13,True,1994,spring,Comedy,Shoujo,Toei Animation
39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",tv,High,92120,finished_airing,12,Non-Original,185959,656,pg_13,True,2019,summer,Fantasy,None,Maho Film
490,Paniponi Dash!,tv,High,21026,finished_airing,26,Non-Original,58752,405,pg_13,True,2005,summer,Comedy,None,Shaft
8424,MM!,tv,High,119925,finished_airing,12,Non-Original,224904,646,pg_13,True,2010,fall,Comedy,None,Xebec
48997,Fantasy Bishoujo Juniku Ojisan to,tv,High,53375,finished_airing,12,Non-Original,120058,612,pg_13,True,2022,winter,Adventure,None,OLM Team Yoshioka
935,Witchblade,tv,High,45292,finished_airing,24,Non-Original,107864,528,r,True,2006,spring,Action,None,Gonzo
48675,Kakkou no Iinazuke,tv,High,30745,currently_airing,24,Non-Original,174042,1720,pg_13,True,2022,spring,Comedy,Shounen,SynergySP
32494,Days (TV),tv,High,62906,finished_airing,24,Non-Original,132957,458,pg_13,True,2016,summer,Sports,Shounen,MAPPA
1120,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,movie,High,69496,finished_airing,1,Non-Original,109705,101,pg,True,2002,summer,Adventure,Kids,OLM
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,tv,High,7628,finished_airing,13,Non-Original,17287,84,pg_13,True,2019,spring,Action,Shounen,Sunrise
