,anime_id,studios
2024,2800,['Toei Animation']
2025,395,['Gonzo']
2026,17,['Nippon Animation']
2027,974,['Production I.G']
2028,2213,['Tezuka Productions']
2029,1003,['AIC']
2030,10294,['Bones']
2031,22687,['LIDENFILMS']
2032,18441,"[""Brain's Base""]"
2033,32801,['J.C.Staff']
2034,306,"['Gainax', 'Madhouse']"
2035,39819,"['Silver', 'Arvo Animation']"
2036,4037,['Sunrise']
2037,3750,['Studio Deen']
2038,17875,['feel.']
2039,5228,['A.C.G.T.']
2040,9981,['Sunrise']
2041,10681,['Production I.G']
2042,49,['AIC']
2043,4726,['Gonzo']
2044,38815,['Fanworks']
2045,33845,"['Kyoto Animation', 'Animation Do']"
2046,2398,['Toei Animation']
2047,12053,['GoHands']
2048,3230,['Gonzo']
2049,42847,['J.C.Staff']
2050,34152,['Lerche']
2051,6896,['Xebec']
2052,37822,['Sparkly Key Animation Studio']
2053,36796,['Shaft']
2054,1060,['Gainax']
2055,6747,['Shaft']
2056,39790,['Tezuka Productions']
2057,35191,"['Kyoto Animation', 'Animation Do']"
2058,37773,['Lay-duce']
2059,1000,['Toei Animation']
2060,39166,['Actas']
2061,10350,['Studio Deen']
2062,48916,['Sunrise']
2063,1356,['Toei Animation']
2064,37890,['8bit']
2065,31405,['Production I.G']
2066,30740,['Tezuka Productions']
2067,21797,['Kyoto Animation']
2068,33558,['ufotable']
2069,32698,['Lerche']
2070,459,['Toei Animation']
2071,898,['Toei Animation']
2072,3229,['A.C.G.T.']
2073,27411,['Production I.G']
2074,16868,['Zexcs']
2075,13939,['Sunrise']
2076,1472,['Sunrise']
2077,1485,['Pierrot']
2078,48753,['SILVER LINK.']
2079,32574,['Bones']
2080,19115,['Production I.G']
2081,12175,['AIC Build']
2082,656,['Kyoto Animation']
2083,14765,"[""Brain's Base""]"
2084,180,['Gonzo']
2085,40211,[]
2086,8609,['TMS Entertainment']
2087,12979,['Pierrot']
2088,19193,['Production I.G']
2089,2076,['Toei Animation']
2090,31324,['8bit']
2091,45613,['Doga Kobo']
2092,36513,['Zexcs']
2093,713,['Toei Animation']
2094,17437,['A-1 Pictures']
2095,34792,['Science SARU']
2096,2608,['A.C.G.T.']
2097,3673,"['Bones', 'Telecom Animation Film']"
2098,39017,"[""Brain's Base""]"
2099,33475,"['SILVER LINK.', 'Connect']"
2100,326,['Madhouse']
2101,52,['Bones']
2102,10624,['GoHands']
2103,32013,['feel.']
2104,23301,['OLM']
2105,20047,['Studio Deen']
2106,99,['Sunrise']
2107,1946,['Toei Animation']
2108,3352,['Gainax']
2109,53,['J.C.Staff']
2110,6023,['Diomedéa']
2111,29317,['A-1 Pictures']
2112,37451,['Madhouse']
2113,1498,['Group TAC']
2114,1454,['Madhouse']
2115,20903,['Studio Rikka']
2116,34019,['Zero-G']
2117,24781,"['SILVER LINK.', 'Connect']"
2118,37569,['P.A. Works']
2119,161,['Gonzo']
2120,3087,[]
2121,283,['Nippon Animation']
2122,21039,['Tatsunoko Production']
2123,19117,['TMS Entertainment']
2124,44406,['BigFireBird Animation']
2125,11001,['Production I.G']
2126,6291,['Kyoto Animation']
2127,23319,['Production I.G']
2128,476,['Karaku']
2129,10713,['Bones']
2130,1087,['Pierrot']
2131,1921,['Pierrot']
2132,687,['Pierrot']
2133,324,['Sunrise']
2134,6984,['Shaft']
2135,14751,['Toei Animation']
2136,460,['Toei Animation']
2137,2229,['Toei Animation']
2138,2198,['AIC']
2139,33417,['Studio Deen']
2140,10152,['Production I.G']
2141,953,['Bones']
2142,2547,['Nippon Animation']
2143,42544,['Production I.G']
2144,2899,['Studio Deen']
2145,940,['Seven Arcs']
2146,42519,"['Silver', 'Arvo Animation']"
2147,463,['Toei Animation']
2148,40861,"['Studio Colorido', 'FILMONY']"
2149,2424,['Madhouse']
2150,31918,['Wit Studio']
2151,10397,['Manglobe']
2152,3791,['Toei Animation']
2153,24641,['Seven']
2154,42238,['Fanworks']
2155,7817,['Hal Film Maker']
2156,489,"[""Brain's Base""]"
2157,30544,['A-1 Pictures']
2158,16700,['Studio Deen']
2159,5306,['ufotable']
2160,41109,['Studio Deen']
2161,5079,['Sunrise']
2162,24471,"['Studio Deen', 'Wit Studio']"
2163,31442,['Kyoto Animation']
2164,1473,['Sunrise']
2165,28013,['Satelight']
2166,10686,['Pierrot']
2167,45598,['Seven Arcs']
2168,16866,"[""Brain's Base""]"
2169,6187,['J.C.Staff']
2170,12021,['Studio Deen']
2171,36720,['T-Rex']
2172,9117,['AIC']
2173,6948,['Shaft']
2174,13261,['OLM']
2175,38958,['A-1 Pictures']
2176,41611,[]
2177,20939,['Diomedéa']
2178,665,['APPP']
2179,3089,['Production I.G']
2180,39049,['Nomad']
2181,19759,"[""Brain's Base""]"
2182,5030,['Shaft']
2183,1091,['Sunrise']
2184,40483,['Studio Gokumi']
2185,20359,['LIDENFILMS']
2186,15927,['Lerche']
2187,158,['Studio Deen']
2188,650,['OLM']
2189,13629,[]
2190,2618,"['Madhouse', 'TMS Entertainment']"
2191,48755,['T-Rex']
2192,16123,['Studio Gokumi']
2193,5521,['J.C.Staff']
2194,17739,['Shaft']
2195,33286,"['SILVER LINK.', 'Connect']"
2196,44037,"['Studio Flad', 'Wolfsbane']"
2197,429,['Gonzo']
2198,36565,['OLM']
2199,13267,['Diomedéa']
2200,7870,['SILVER LINK.']
2201,14027,['AIC Build']
2202,398,['Sunrise']
2203,8457,['Tatsunoko Production']
2204,49357,"['Production I.G', 'Kinema Citrus', 'Kamikaze Douga', 'Trigger', 'Studio Colorido', 'Geno Studio', 'Science SARU']"
2205,9563,['Shaft']
2206,35484,['Creators in Pack']
2207,11697,['Shin-Ei Animation']
2208,4039,['The Answer Studio']
2209,37981,['Studio 4°C']
2210,11077,['Graphinica']
2211,30711,['Sunrise']
2212,1211,['Triangle Staff']
2213,3165,['Shaft']
2214,49483,['Kyoto Animation']
2215,34549,['Khara']
2216,13093,['Hoods Entertainment']
2217,15439,['CoMix Wave Films']
2218,10536,['Production I.G']
2219,34350,['J.C.Staff']
2220,10456,['Sunrise']
2221,9925,['AIC']
2222,34420,['Sunrise']
2223,36923,['A-1 Pictures']
2224,21431,['Arms']
2225,5042,['feel.']
2226,5233,['J.C.Staff']
2227,32566,['Studio Animal']
2228,2321,['Phoenix Entertainment']
2229,31378,['Wit Studio']
2230,2562,['Studio Deen']
2231,3392,['Yumeta Company']
2232,1011,[]
2233,529,['Gonzo']
2234,41590,['Studio PuYUKAI']
2235,28299,['TYO Animations']
2236,13117,['Studio Deen']
2237,38733,['David Production']
2238,40206,['CloverWorks']
2239,45489,['Fanworks']
2240,3965,['J.C.Staff']
2241,30344,['A-1 Pictures']
2242,39710,['Doga Kobo']
2243,20973,['A-1 Pictures']
2244,2144,['Pierrot']
2245,21437,['Sunrise']
2246,340,['Studio Comet']
2247,254,['Shin-Ei Animation']
2248,4618,['Madhouse']
2249,48,['Bee Train']
2250,49521,['SILVER LINK.']
2251,30363,['Production IMS']
2252,84,['Sunrise']
2253,32086,['Polygon Pictures']
2254,41312,['Maho Film']
2255,38410,[]
2256,40429,"['Toei Animation', 'Studio Deen']"
2257,34280,['Pine Jam']
2258,1008,['Studio Deen']
2259,32924,['J.C.Staff']
2260,12753,['Sunrise']
2261,10447,"['Satelight', '8bit']"
2262,21563,"[""Brain's Base""]"
2263,350,['Toei Animation']
2264,37440,['Production I.G']
2265,521,"['Actas', 'SynergySP']"
2266,593,['Sunrise']
2267,35082,['Kyoto Animation']
2268,10497,['Studio Deen']
2269,1072,['Studio 4°C']
2270,34825,['Studio Hibari']
2271,50248,['Bandai Namco Pictures']
2272,11827,['Majin']
2273,7748,['ChuChu']
2274,15061,"['Sunrise', 'Bandai Namco Pictures']"
2275,36548,['Geno Studio']
2276,28617,['MAPPA']
2277,39761,['GRIZZLY']
2278,11237,['Shaft']
2279,40814,['GoHands']
2280,35321,['Production I.G']
2281,41833,['Madhouse']
2282,104,['Pierrot']
2283,1491,['Toei Animation']
2284,1090,['Sunrise']
2285,5005,['AIC ASTA']
2286,45577,['TROYCA']
2287,3594,['White Fox']
2288,936,['Pierrot']
2289,2993,['Gonzo']
2290,35777,['dwarf']
2291,6591,[]
2292,33605,['Haoliners Animation League']
2293,31756,['Wit Studio']
2294,32553,['Shaft']
2295,738,['SynergySP']
2296,2499,['Toei Animation']
2297,9213,['ElectromagneticWave']
2298,11021,"['Satelight', 'ixtl']"
2299,10500,['Telecom Animation Film']
2300,11889,['A-1 Pictures']
2301,31588,"['Madhouse', 'TMS Entertainment']"
2302,36793,['Hoods Entertainment']
2303,49361,['TROYCA']
2304,31229,"[""Brain's Base"", 'Platinum Vision']"
2305,33157,['SILVER LINK.']
2306,33034,"['Studio Gokumi', 'AXsiZ']"
2307,3549,['Madhouse']
2308,48468,['T-Rex']
2309,879,['Studio Deen']
2310,8630,['J.C.Staff']
2311,32051,['Toei Animation']
2312,13119,['Studio Deen']
2313,9355,['Seven Arcs']
2314,110,['Nippon Animation']
2315,6050,"['Shaft', 'Studio Pastoral']"
2316,37447,['Studio VOLN']
2317,24625,['Sunrise']
2318,341,['J.C.Staff']
2319,1078,['Madhouse']
2320,33478,['J.C.Staff']
2321,18499,['Tatsunoko Production']
2322,9367,['A.C.G.T.']
2323,31989,['Kyoto Animation']
2324,6164,['J.C.Staff']
2325,37579,"['Studio Gokumi', 'AXsiZ']"
2326,130,['Pierrot']
2327,9120,"['Pierrot', 'Pierrot Plus']"
2328,34376,['Studio Gokumi']
2329,1241,['Sunrise']
2330,2238,['Venet']
2331,34881,['Diomedéa']
2332,369,"['Madhouse', 'Triangle Staff']"
2333,38201,['Pierrot']
2334,10884,['Studio Gokumi']
2335,4134,['Pierrot']
2336,975,['Ajia-Do']
2337,7088,['Artland']
2338,39753,['A-1 Pictures']
2339,100,['Hal Film Maker']
2340,11783,['Seven Arcs']
2341,21867,['TMS Entertainment']
2342,33487,['SILVER LINK.']
2343,11285,"['Ordet', 'SANZIGEN']"
2344,29785,['TMS Entertainment']
2345,1372,['Studio Deen']
2346,92,['Sunrise']
2347,3667,['Gonzo']
2348,890,['Sunrise']
2349,48453,['Bones']
2350,3545,['Gallop']
2351,24133,['SILVER LINK.']
2352,24475,['Zexcs']
2353,2680,['Toei Animation']
2354,40664,['Kinema Citrus']
2355,6324,['Zexcs']
2356,10418,['Manglobe']
2357,54,['Digital Frontier']
2358,14575,['feel.']
2359,41762,['Asahi Production']
2360,18677,['asread.']
2361,41345,['Production I.G']
2362,21755,"['Production I.G', 'M.S.C']"
2363,4550,['Nippon Animation']
2364,1709,['OLM']
2365,394,['J.C.Staff']
2366,1119,['OLM']
2367,35672,['8bit']
2368,1122,['OLM']
2369,25341,"['Production I.G', 'Madhouse']"
2370,42498,['Sparkly Key Animation Studio']
2371,36963,['TROYCA']
2372,36873,['J.C.Staff']
2373,21881,['A-1 Pictures']
2374,33003,['Lerche']
2375,23237,['Kyoto Animation']
2376,1808,['Satelight']
2377,834,['Pierrot']
2378,2623,['Nippon Animation']
2379,22663,['Diomedéa']
2380,24919,['SANZIGEN']
2381,4028,['J.C.Staff']
2382,41061,['C-Station']
2383,17643,['J.C.Staff']
2384,28539,['MAPPA']
2385,31559,['Madhouse']
2386,174,['Madhouse']
2387,573,['Studio Junio']
2388,21635,['Doga Kobo']
2389,42822,['Platinum Vision']
2390,30014,['Satelight']
2391,6974,['A-1 Pictures']
2392,49438,['Diomedéa']
2393,40005,['Shanghai Foch Film and TV Culture Investment']
2394,1238,['Toei Animation']
2395,6178,['OLM']
2396,792,['Studio Deen']
2397,2451,['Tokyo Movie Shinsha']
2398,23447,['J.C.Staff']
2399,23587,['A-1 Pictures']
2400,243,['Studio Deen']
2401,1375,['Nippon Animation']
2402,28669,['Toei Animation']
2403,35220,['Shin-Ei Animation']
2404,21829,['Office Takeout']
2405,5984,['David Production']
2406,42668,['MAPPA']
2407,14645,['Studio Deen']
2408,48761,"[""Children's Playground Entertainment""]"
2409,24469,['Sunrise']
2410,13161,['Arms']
2411,4188,"['Shaft', 'Studio Pastoral']"
2412,353,['Toei Animation']
2413,732,['Production Reed']
2414,2971,['Studio Deen']
2415,38027,"['Kyoto Animation', 'Animation Do']"
2416,23233,['Production IMS']
2417,10647,['A-1 Pictures']
2418,2498,['Toei Animation']
2419,1140,['Gonzo']
2420,8917,['Satelight']
2421,1674,['Studio Comet']
2422,33983,['Studio M2']
2423,24211,['Asahi Production']
2424,893,['Toei Animation']
2425,276,"['Gainax', 'Shaft']"
2426,157,['Xebec']
2427,40024,"['Toei Animation', 'Studio Deen']"
2428,3299,['Zexcs']
2429,34962,['Toei Animation']
2430,40752,['Shaft']
2431,32355,['New Generation']
2432,10155,['Seven Arcs']
2433,36466,['Toei Animation']
2434,11879,['PoRO']
2435,3231,['Artland']
2436,44586,['Ajia-Do']
2437,200,['TMS Entertainment']
2438,1861,['Toei Animation']
2439,32094,['Studio Deen']
2440,40504,['OLM']
2441,664,['Bones']
2442,31680,['Studio Deen']
2443,39764,['TMS Entertainment']
2444,42497,['Sparkly Key Animation Studio']
2445,38999,['Doga Kobo']
2446,37578,['J.C.Staff']
2447,5751,['M.S.C']
2448,16157,['David Production']
2449,19383,['ILCA']
2450,28607,['Studio Deen']
2451,33064,['Xebec']
2452,41848,['Majin']
2453,35928,['Platinum Vision']
2454,478,['Satelight']
2455,7337,['Studio Deen']
2456,36539,['feel.']
2457,3907,['E&G Films']
2458,42496,['Sparkly Key Animation Studio']
2459,23227,['Doga Kobo']
2460,33004,['SILVER LINK.']
2461,29027,['Production IMS']
2462,11751,"['Satelight', 'Encourage Films']"
2463,45425,['Connect']
2464,335,['Studio Deen']
2465,6951,['Gallop']
2466,39477,['Studio Moriken']
2467,12673,['feel.']
2468,16890,['Doga Kobo']
2469,19211,['Production I.G']
2470,12015,['Sunrise']
2471,18411,['Diomedéa']
2472,31404,['Project No.9']
2473,1347,"['AIC', 'Artmic']"
2474,30383,['Lay-duce']
2475,11313,['Tatsunoko Production']
2476,37517,['Ezόla']
2477,48239,['Maho Film']
2478,40230,['Shuka']
2479,10232,['TYO Animations']
2480,37449,['Connect']
2481,15731,['TYO Animations']
2482,39014,"['Kyoto Animation', 'Animation Do']"
2483,42886,['Production I.G']
2484,5675,['Satelight']
2485,13429,"['Studio Rikka', 'Purple Cow Studio Japan']"
2486,38936,['TROYCA']
2487,9331,['J.C.Staff']
2488,42395,['TMS Entertainment']
2489,32962,['A-1 Pictures']
2490,12375,['Collaboration Works']
2491,501,[]
2492,15989,['Studio Gokumi']
2493,33350,['L²Studio']
2494,34375,['Studio Gokumi']
2495,1301,['Toei Animation']
2496,28149,"['Sunrise', 'Khara', 'Studio Rikka', 'Bridge', 'Kamikaze Douga', 'Trigger', 'Graphinica', 'Studio Colorido', 'Sola Digital Arts', ""Steve N' Steven""]"
2497,455,['Nippon Animation']
2498,34540,['OLM']
2499,35159,['Zexcs']
2500,1567,['TMS Entertainment']
2501,815,['Production I.G']
2502,1650,['Group TAC']
2503,40602,"['Gonzo', 'Studio Kai']"
2504,15591,['J.C.Staff']
2505,1829,['Studio Ghibli']
2506,33203,"[""Brain's Base""]"
2507,8995,['ufotable']
2508,1094,['Toei Animation']
2509,2030,['Bee Train']
2510,15811,['Actas']
2511,37982,['Diomedéa']
2512,9322,['Studio Eromatick']
2513,20479,['David Production']
2514,4454,['Satelight']
2515,13221,['Majin']
2516,21511,['Diomedéa']
2517,35905,['Project No.9']
2518,37682,"['Madhouse', 'DLE']"
2519,274,['Gonzo']
2520,75,['Xebec']
2521,13349,['TYO Animations']
2522,9996,['Bee Train']
2523,49782,['CloverWorks']
2524,22069,['Tryforce']
2525,14123,['OLM']
2526,325,['Studio Comet']
2527,2582,['Sunrise']
2528,2004,['Madhouse']
2529,37202,['Lerche']
2530,35834,['NAZ']
2531,1138,['Bee Train']
2532,1110,"['Actas', 'SynergySP']"
2533,5065,['Studio 4°C']
2534,38710,['Geno Studio']
2535,40854,['SANZIGEN']
2536,1279,['Pierrot']
2537,26165,"['SILVER LINK.', 'Lapin Track']"
2538,16512,['Bridge']
2539,51417,['A-1 Pictures']
2540,10507,['OLM']
2541,351,['Toei Animation']
2542,393,"['Bones', 'Sunrise']"
2543,31754,"[""Brain's Base""]"
2544,29589,['A-1 Pictures']
2545,1731,['ufotable']
2546,2450,['Shin-Ei Animation']
2547,4246,"['Bones', 'Kinema Citrus']"
2548,3918,['Studio Eromatick']
2549,4921,['Nippon Ramayana Film Co.']
2550,2962,['Toei Animation']
2551,859,['Toei Animation']
2552,20449,['SILVER LINK.']
2553,23249,['Xebec']
2554,37259,['LIDENFILMS']
2555,22817,['Toei Animation']
2556,6064,['Studio Deen']
2557,32015,['Polygon Pictures']
2558,33248,['GoHands']
2559,38198,['A-1 Pictures']
2560,12669,['AIC']
2561,634,['A.C.G.T.']
2562,6758,['David Production']
2563,2848,['Shin-Ei Animation']
2564,49519,['Madhouse']
2565,8481,['Production I.G']
2566,415,['Studio Ghibli']
2567,11703,['Kinema Citrus']
2568,36144,['MAPPA']
2569,4038,['SynergySP']
2570,1860,"['AIC Spirits', 'BeSTACK']"
2571,39539,['Madhouse']
2572,34465,['A-1 Pictures']
2573,1278,['Toei Animation']
2574,10469,['Shaft']
2575,5597,['Shaft']
2576,41930,['P.A. Works']
2577,352,['Toei Animation']
2578,814,['Trans Arts']
2579,22877,['TNK']
2580,17273,['Studio Deen']
2581,31234,['Doga Kobo']
2582,31138,['Studio PuYUKAI']
2583,36950,"['Xebec', 'Signal.MD']"
2584,536,['J.C.Staff']
2585,2386,['Toei Animation']
2586,3076,['Toei Animation']
2587,35000,['Xebec']
2588,36882,"['asread.', 'White Fox']"
2589,405,['Production I.G']
2590,2020,['Toei Animation']
2591,49470,['Project No.9']
2592,2828,"['Madhouse', 'TMS Entertainment']"
2593,31645,['A-1 Pictures']
2594,22689,['LIDENFILMS']
2595,29,['Studio Deen']
2596,144,['Toei Animation']
2597,5279,['Seven Arcs']
2598,255,['Shin-Ei Animation']
2599,43690,['Zero-G']
2600,1237,['Toei Animation']
2601,1016,['Madhouse']
2602,36432,['J.C.Staff']
2603,42205,['Bridge']
2604,900,['Toei Animation']
2605,29325,['Production I.G']
2606,428,['Gonzo']
2607,9776,['Studio Gokumi']
2608,33378,['Nippon Animation']
2609,15537,['Collaboration Works']
2610,6884,"[""Brain's Base"", 'Marvy Jack']"
2611,36864,['Yumeta Company']
2612,10999,['OLM']
2613,2385,['Toei Animation']
2614,22859,['Kyoto Animation']
2615,42640,[]
2616,1170,['J.C.Staff']
2617,36927,"['OLM', 'Wit Studio']"
2618,41053,['MAPPA']
2619,169,['J.C.Staff']
2620,15651,['Sunrise']
2621,37306,['GoHands']
2622,43555,['TMS Entertainment']
2623,5947,['Gainax']
2624,10794,['8bit']
2625,2143,"['Pierrot', 'Arms']"
2626,31368,['8bit']
2627,5485,"['Bee Media', 'Code']"
2628,36593,['Toei Animation']
2629,1362,['Group TAC']
2630,9088,['Anpro']
2631,40529,['Madhouse']
2632,37722,['Doga Kobo']
2633,1577,['Studio Deen']
2634,9888,['Diomedéa']
2635,37393,['Project No.9']
2636,40111,['October Media']
2637,41623,"['Tezuka Productions', 'Okuruto Noboru']"
2638,18177,['TMS Entertainment']
2639,878,['Sunrise']
2640,2404,['XEBEC M2']
2641,2798,['Cafe de Jeilhouse']
2642,46420,['Studio Deen']
2643,113,['Xebec']
2644,2942,['Hal Film Maker']
2645,5342,['Seven Arcs']
2646,152,"['Gonzo', 'AIC']"
2647,1531,['J.C.Staff']
2648,8634,['PrimeTime']
2649,9041,['8bit']
2650,2683,"['AIC Spirits', 'BeSTACK']"
2651,37719,['Passione']
2652,36906,['Nomad']
2653,13411,['Production I.G']
2654,30549,"['Xebec', 'I.Gzwei']"
2655,990,['Toei Animation']
2656,36049,['Tezuka Productions']
2657,131,['Pierrot']
2658,40314,['Studio Deen']
2659,2012,['Toei Animation']
2660,6203,['AIC']
2661,33013,['Studio Deen']
2662,4715,['J.C.Staff']
2663,40646,['Lesprit']
2664,38778,['SILVER LINK.']
2665,17827,"['Hoods Entertainment', 'Felix Film']"
2666,1288,['Studio Deen']
2667,17741,['Gonzo']
2668,20221,['feel.']
2669,15843,['T-Rex']
2670,58,['AIC']
2671,4026,['OLM']
2672,9332,['Kinema Citrus']
2673,31564,['Doga Kobo']
2674,1013,['Production I.G']
2675,11837,['TMS Entertainment']
2676,1764,['Toei Animation']
2677,33080,['A-1 Pictures']
2678,10257,['Tatsunoko Production']
2679,1546,"['Shaft', 'GANSIS']"
2680,951,['Nippon Animation']
2681,37807,['Actas']
2682,9611,['AIC']
2683,1747,['Sunrise']
2684,37926,['SILVER LINK.']
2685,1538,"['Gonzo', 'AIC']"
2686,1678,"['Shaft', ""Brain's Base"", 'Japan Vistec']"
2687,519,['J.C.Staff']
2688,34321,['Lay-duce']
2689,6163,['A-1 Pictures']
2690,10372,"[""Brain's Base""]"
2691,837,"['Shinkuukan', 'Lilix']"
2692,32717,['Bandai Namco Pictures']
2693,7593,['feel.']
2694,19365,['Manglobe']
2695,33573,"['Xebec', 'Issen']"
2696,107,['Studio Deen']
2697,48857,['Studio 3Hz']
2698,1171,['J.C.Staff']
2699,8876,['Studio Gokumi']
2700,27969,"[""Steve N' Steven"", 'Rockwell Eyes']"
2701,9958,['Manglobe']
2702,868,['J.C.Staff']
2703,34658,['Felix Film']
2704,173,['Studio Deen']
2705,869,['J.C.Staff']
2706,1488,['Pierrot']
2707,44516,['Platinum Vision']
2708,50338,['CloverWorks']
2709,461,['Toei Animation']
2710,29101,['8bit']
2711,1483,['Madhouse']
2712,35815,['A-1 Pictures']
2713,23725,['SILVER LINK.']
2714,2762,['Group TAC']
2715,1728,['Pierrot']
2716,14293,['Sunrise']
2717,4903,['Xebec']
2718,23703,['Tatsunoko Production']
2719,5538,['Pierrot']
2720,42977,['Sparkly Key Animation Studio']
2721,899,['Toei Animation']
2722,1569,['feel.']
2723,42364,['Studio PuYUKAI']
2724,541,['AIC']
2725,5041,['Satelight']
2726,25099,['SILVER LINK.']
2727,49318,['8bit']
2728,35540,['CloverWorks']
2729,39518,['Wit Studio']
2730,51213,['Staple Entertainment']
2731,5493,"['Sunrise', 'Studio Deen']"
2732,8277,['Arms']
2733,1259,['Toei Animation']
2734,36688,['Production IMS']
2735,32740,['Actas']
2736,33446,['Haoliners Animation League']
2737,1858,['ufotable']
2738,3577,['Nomad']
2739,22071,['Doga Kobo']
2740,10834,['SILVER LINK.']
2741,27441,['Bones']
2742,36951,['Pierrot']
2743,38313,['Tear Studio']
2744,1696,['Bee Train']
2745,5717,['Yumeta Company']
2746,867,['J.C.Staff']
2747,903,['Toei Animation']
2748,33209,['Haoliners Animation League']
2749,33421,['Namu Animation']
2750,14653,['Manglobe']
2751,36792,['A-1 Pictures']
2752,4999,['AIC']
2753,48641,['Colored Pencil Animation Japan']
2754,34513,['MAPPA']
2755,33818,['J.C.Staff']
2756,5962,['Tatsunoko Production']
2757,23479,['Peak Hunt']
2758,9314,"['A-1 Pictures', 'Ordet']"
2759,31080,['SILVER LINK.']
2760,1368,['TMS Entertainment']
2761,18095,['SILVER LINK.']
2762,24991,['Madhouse']
2763,907,['Studio Deen']
2764,43814,"['SynergySP', 'Vega Entertainment']"
2765,4879,['Madhouse']
2766,33322,['T-Rex']
2767,2454,['Pierrot']
2768,277,"['Gainax', 'Shaft']"
2769,44189,['Sparkly Key Animation Studio']
2770,2130,['Madhouse']
2771,9999,['Toei Animation']
2772,37704,['A-1 Pictures']
2773,553,['J.C.Staff']
2774,37596,['Kamikaze Douga']
2775,9539,['TMS Entertainment']
2776,13409,"['Telecom Animation Film', 'Shirogumi']"
2777,6201,['GoHands']
2778,418,['Studio Deen']
2779,149,['J.C.Staff']
2780,11079,['J.C.Staff']
2781,34389,['Lerche']
2782,12067,['Studio Deen']
2783,44881,['Maho Film']
2784,3449,"[""Brain's Base""]"
2785,10213,['Lerche']
2786,2602,['Artland']
2787,43465,['T-Rex']
2788,34034,['OLM']
2789,18001,['A.C.G.T.']
2790,9712,['Shaft']
2791,36407,['SILVER LINK.']
2792,31227,['Toei Animation']
2793,38866,['Seven']
2794,508,['TMS Entertainment']
2795,34374,['Studio Gokumi']
2796,343,['Shaft']
2797,6610,['Sunrise']
2798,2248,['Pierrot']
2799,23135,"['Tatsunoko Production', 'Dongwoo A&E']"
2800,448,['Madhouse']
2801,719,['AIC']
2802,2354,['Oh! Production']
2803,381,['Pierrot']
2804,8115,['A-1 Pictures']
2805,29831,['TYO Animations']
2806,33726,['Platinum Vision']
2807,3627,['feel.']
2808,37490,['CloverWorks']
2809,883,['Pierrot']
2810,6582,['AIC ASTA']
2811,9544,['Digital Frontier']
2812,1985,['Toei Animation']
2813,196,['Daume']
2814,49730,['OLM']
2815,3674,['Shaft']
2816,23987,['Production I.G']
2817,48631,['Sparkly Key Animation Studio']
2818,17080,"['Xebec', 'I.Gzwei']"
2819,10178,"['Bones', 'Production Reed', 'The Answer Studio', 'WAO World']"
2820,2214,['Tezuka Productions']
2821,201,['Production I.G']
2822,1609,['Sunrise']
2823,48438,['Studio Kafka']
2824,852,['Toei Animation']
2825,32262,['EMT Squared']
2826,596,['Madhouse']
2827,1133,['AIC']
2828,11241,['TMS Entertainment']
2829,21439,['A-1 Pictures']
2830,34349,"['Production I.G', 'Madhouse']"
2831,9055,['Hal Film Maker']
2832,37140,['Toei Animation']
2833,16468,['Toei Animation']
2834,34009,['Haoliners Animation League']
2835,3268,['Sunrise']
2836,1369,['TMS Entertainment']
2837,34391,['Sunrise']
2838,38360,['Hoods Drifters Studio']
2839,6152,[]
2840,6380,['A-1 Pictures']
2841,3298,['Studio Deen']
2842,1146,['AIC']
2843,1358,['Toei Animation']
2844,1543,['Daume']
2845,659,['J.C.Staff']
2846,1066,['J.C.Staff']
2847,914,['Grouper Productions']
2848,3322,['Zexcs']
2849,12695,['PrimeTime']
2850,183,['Studio Comet']
2851,944,['Xebec']
2852,19469,['J.C.Staff']
2853,5141,['J.C.Staff']
2854,21653,['8bit']
2855,38921,['Kyoto Animation']
2856,17249,"['Tatsunoko Production', 'Dongwoo A&E']"
2857,39619,['SANZIGEN']
2858,1441,['Group TAC']
2859,38400,['Kyoto Animation']
2860,31178,['A-1 Pictures']
2861,1051,['Gonzo']
2862,10079,['Doga Kobo']
2863,7695,['OLM']
2864,12875,['TYO Animations']
2865,36817,['SILVER LINK.']
2866,178,['Production Reed']
2867,9515,['Madhouse']
2868,5220,['Gonzo']
2869,12419,['Production I.G']
2870,288,['Madhouse']
2871,483,['Bones']
2872,2409,['Trans Arts']
2873,1744,['Studio Hibari']
2874,31610,"[""Brain's Base""]"
2875,327,"['Gainax', 'AIC']"
2876,19251,['A-1 Pictures']
2877,1327,['Toei Animation']
2878,1847,['Shaft']
2879,33589,['Seven Arcs Pictures']
2880,37338,['Madhouse']
2881,5978,"['A-1 Pictures', 'Ordet']"
2882,873,['Bee Train']
2883,1668,['Nippon Animation']
2884,33433,['Ajia-Do']
2885,1017,['J.C.Staff']
2886,1459,['Tatsunoko Production']
2887,31636,['feel.']
2888,3446,['Digital Frontier']
2889,29583,['Production I.G']
2890,2665,[]
2891,2369,['Zexcs']
2892,10370,['SynergySP']
2893,18745,['Madhouse']
2894,33031,['Kinema Citrus']
2895,8410,['SynergySP']
2896,2761,['Sunrise']
2897,47162,['J.C.Staff']
2898,39530,['T-Rex']
2899,6867,"['Bones', 'Bee Train', 'Production I.G', 'Studio 4°C', 'Toei Animation']"
2900,18713,['Xebec']
2901,34863,['Doga Kobo']
2902,16385,['Seven Arcs Pictures']
2903,6098,['Studio Comet']
2904,42391,['Pierrot']
2905,15813,['ufotable']
