,anime_id,type,score,scored_by,episodes,source,rating,sfw,start_season
6193,8705,special,6,1906,9.0,Non-Original,r+,True,summer
6194,26085,tv,5,18238,12.0,Non-Original,pg_13,True,winter
6195,3403,ova,6,3409,2.0,Non-Original,rx,False,winter
6196,24457,special,6,746,5.0,Non-Original,pg_13,True,fall
6197,48684,ona,7,562,50.0,Non-Original,pg_13,True,spring
6198,2871,ova,6,4412,2.0,Non-Original,rx,False,spring
6199,31652,ova,6,3405,2.0,Non-Original,rx,False,fall
6200,33165,ova,6,2595,2.0,Non-Original,rx,False,spring
6201,6148,ova,6,2888,1.0,Non-Original,pg_13,True,spring
6202,40901,ova,6,1592,2.0,Non-Original,pg_13,True,fall
6203,10513,tv,6,1547,13.0,original,pg_13,True,spring
6204,799,tv,6,1898,13.0,Non-Original,pg,True,fall
6205,337,tv,6,4518,24.0,Non-Original,pg_13,True,spring
6206,24745,ova,6,1745,2.0,Non-Original,rx,False,fall
6207,1918,ova,6,2802,3.0,original,pg_13,True,summer
6208,12677,tv,6,6785,6.0,original,pg_13,True,spring
6209,40961,tv,5,17397,12.0,Non-Original,pg_13,True,winter
6210,42506,tv,6,2511,12.0,original,pg_13,True,winter
6211,36137,ova,6,3129,1.0,Non-Original,rx,False,fall
6212,40806,ona,7,628,10.0,Non-Original,pg_13,True,fall
6213,943,tv,6,2508,12.0,Non-Original,pg,True,spring
6214,43001,ona,6,1574,13.0,Non-Original,pg_13,True,winter
6215,11911,special,6,941,51.0,Non-Original,pg,True,summer
6216,10792,ova,6,2435,2.0,Non-Original,rx,False,spring
6217,3550,tv,6,781,61.0,Non-Original,g,True,spring
6218,33393,ova,6,2024,1.0,Non-Original,rx,False,summer
6219,11595,tv,6,2023,526.0,Non-Original,pg,True,spring
6220,3999,ova,6,1914,4.0,Non-Original,rx,False,spring
6221,1325,tv,6,1721,25.0,Non-Original,pg_13,True,fall
6222,31593,special,6,2489,3.0,Non-Original,pg_13,True,summer
6223,2717,tv,6,980,24.0,original,pg_13,True,fall
6224,38038,ova,6,2118,2.0,Non-Original,rx,False,summer
6225,818,ova,6,5169,12.0,Non-Original,r+,True,spring
6226,8241,tv,5,14314,13.0,Non-Original,pg_13,True,winter
6227,35781,ova,6,3623,1.0,Non-Original,rx,False,summer
6228,38163,ona,5,11316,6.0,Non-Original,pg_13,True,fall
6229,36995,movie,6,843,1.0,original,g,True,winter
6230,27741,tv,6,1998,13.0,Non-Original,pg_13,True,winter
6231,1660,tv,6,1391,24.0,Non-Original,r+,True,fall
6232,3071,special,6,1179,1.0,original,pg_13,True,summer
6233,42176,ona,7,569,10.0,Non-Original,pg_13,True,spring
6234,3622,ova,6,2099,4.0,Non-Original,rx,False,fall
6235,24851,ova,6,1888,1.0,Non-Original,rx,False,summer
6236,1280,ova,6,4162,5.0,original,r+,True,fall
6237,2325,ova,6,2867,3.0,original,rx,False,fall
6238,2071,movie,6,3048,1.0,Non-Original,pg_13,True,winter
6239,5369,ova,6,4022,1.0,Non-Original,pg_13,True,winter
6240,40167,tv,6,1384,31.0,original,pg_13,True,summer
6241,38006,tv,6,1383,12.0,original,pg_13,True,summer
6242,346,tv,6,5267,13.0,Non-Original,pg_13,True,fall
6243,7619,tv,6,1052,114.0,Non-Original,g,True,winter
6244,10845,special,6,5655,8.0,Non-Original,r+,True,fall
6245,12961,ova,6,2500,3.0,Non-Original,rx,False,fall
6246,3227,special,6,1071,1.0,Non-Original,pg_13,True,fall
6247,7266,ova,6,2919,1.0,Non-Original,rx,False,fall
6248,49627,special,6,1048,2.0,Non-Original,g,True,summer
6249,31793,tv,5,11379,12.0,Non-Original,pg_13,True,winter
6250,581,ova,6,4426,2.0,original,r+,True,summer
6251,1672,tv,6,1246,48.0,Non-Original,pg,True,winter
6252,7083,special,6,2679,6.0,Non-Original,pg_13,True,fall
6253,49869,special,6,2407,1.0,Non-Original,pg_13,True,fall
6254,24713,ona,6,4175,1.0,original,g,True,spring
6255,2624,tv,7,518,26.0,Non-Original,g,True,fall
6256,8339,ova,6,6121,1.0,Non-Original,r+,False,winter
6257,2332,ova,6,6116,1.0,original,r+,True,winter
6258,34734,special,6,1797,1.0,Non-Original,pg_13,True,spring
6259,3836,tv,6,1056,52.0,Non-Original,g,True,spring
6260,6385,special,6,5893,1.0,Non-Original,pg,True,winter
6261,40783,tv,5,13559,12.0,Non-Original,pg_13,True,spring
6262,17397,ona,5,18621,12.0,Non-Original,pg_13,True,winter
6263,9328,ova,6,3006,1.0,Non-Original,rx,False,summer
6264,50192,ova,6,2259,2.0,Non-Original,rx,False,winter
6265,34723,ona,6,7953,1.0,Non-Original,g,True,winter
6266,32993,special,6,2197,1.0,Non-Original,pg_13,True,winter
6267,40880,tv,7,433,51.0,Non-Original,pg,True,spring
6268,39987,movie,6,1301,1.0,Non-Original,pg_13,True,fall
6269,1185,ova,6,2073,6.0,original,pg_13,True,spring
6270,7308,movie,6,653,1.0,Non-Original,pg_13,True,summer
6271,2757,tv,7,595,39.0,original,pg_13,True,spring
6272,1070,tv,6,1918,25.0,Non-Original,pg_13,True,spring
6273,31143,tv,5,14058,13.0,Non-Original,pg_13,True,fall
6274,15819,ova,7,541,2.0,Non-Original,r,True,fall
6275,30100,special,6,6630,1.0,Non-Original,g,True,fall
6276,1403,ova,6,2283,2.0,Non-Original,rx,False,spring
6277,38742,ona,6,857,12.0,Non-Original,pg_13,True,spring
6278,38798,ova,6,2658,2.0,Non-Original,rx,False,spring
6279,14663,special,6,6108,1.0,Non-Original,r+,True,spring
6280,6909,special,6,872,1.0,Non-Original,g,True,summer
6281,913,tv,6,1455,25.0,Non-Original,r,True,fall
6282,35206,movie,6,895,1.0,original,g,True,fall
6283,33697,ova,6,2536,1.0,Non-Original,pg_13,True,fall
6284,37992,tv,5,17509,12.0,Non-Original,pg_13,True,fall
6285,6705,special,6,2793,6.0,Non-Original,pg_13,True,spring
6286,12343,ova,6,1385,5.0,Non-Original,pg_13,True,spring
6287,3602,movie,6,1532,1.0,Non-Original,pg_13,True,winter
6288,24357,ova,6,2584,1.0,Non-Original,rx,False,summer
6289,3840,tv,6,5248,12.0,original,r,True,spring
6290,624,tv,6,8552,12.0,Non-Original,r+,True,winter
6291,3734,ova,6,712,3.0,Non-Original,pg_13,True,fall
6292,31109,tv,5,38398,12.0,Non-Original,pg_13,True,summer
6293,34903,tv,6,2627,6.0,original,pg_13,True,fall
6294,11763,tv,5,16761,12.0,Non-Original,r+,True,fall
6295,33993,ova,6,4309,1.0,Non-Original,rx,False,summer
6296,35346,ona,6,2080,13.0,Non-Original,pg_13,True,spring
6297,49550,special,6,5428,1.0,Non-Original,pg_13,True,summer
6298,15133,special,5,21448,3.0,Non-Original,r+,True,fall
6299,30137,ova,5,17694,1.0,Non-Original,r+,True,fall
6300,31518,ova,6,1874,1.0,Non-Original,rx,False,fall
6301,718,tv,6,2616,16.0,Non-Original,r+,True,fall
6302,48880,ova,6,1687,1.0,Non-Original,rx,False,summer
6303,2694,tv,7,499,25.0,Non-Original,r+,True,spring
6304,36109,ova,6,3304,1.0,Non-Original,rx,False,summer
6305,426,ova,6,5967,4.0,Non-Original,pg_13,True,winter
6306,4075,special,6,949,1.0,Non-Original,pg_13,True,fall
6307,6890,ona,6,1117,5.0,Non-Original,g,True,summer
6308,2911,special,6,1866,6.0,Non-Original,pg_13,True,summer
6309,7591,ova,6,1813,1.0,Non-Original,pg_13,True,winter
6310,2766,tv,6,1327,52.0,Non-Original,g,True,fall
6311,48698,ova,6,2416,2.0,Non-Original,rx,False,summer
6312,12699,special,6,1634,5.0,Non-Original,g,True,winter
6313,34383,tv,5,65619,12.0,Non-Original,r+,True,summer
6314,920,special,6,2340,1.0,original,pg_13,True,spring
6315,33462,tv,5,9291,12.0,Non-Original,pg_13,True,fall
6316,3058,ova,6,2548,3.0,Non-Original,rx,False,winter
6317,5688,tv,6,917,65.0,Non-Original,g,True,winter
6318,18653,ova,6,2936,2.0,Non-Original,rx,False,summer
6319,6463,movie,6,604,1.0,original,g,True,winter
6320,69,tv,6,2935,25.0,original,pg_13,True,fall
6321,32947,tv,5,19840,11.0,Non-Original,pg_13,True,summer
6322,6986,ova,6,2789,2.0,Non-Original,rx,False,fall
6323,12373,ova,6,2268,1.0,original,rx,False,fall
6324,33985,tv,5,40153,12.0,Non-Original,r,True,fall
6325,22119,ova,6,2920,3.0,original,rx,False,spring
6326,3962,ona,6,5480,13.0,Non-Original,pg,True,spring
6327,2060,movie,6,2261,1.0,original,r+,True,summer
6328,38918,ona,7,477,26.0,Non-Original,pg_13,True,fall
6329,46604,tv,5,11094,12.0,Non-Original,pg_13,True,winter
6330,17573,movie,6,1607,1.0,original,pg_13,True,summer
6331,2715,movie,6,909,1.0,Non-Original,g,True,spring
6332,2617,special,6,2454,2.0,original,pg,True,spring
6333,14045,tv,5,13896,13.0,Non-Original,pg_13,True,winter
6334,2090,ova,6,1123,6.0,original,pg_13,True,fall
6335,2255,tv,6,1122,38.0,original,pg_13,True,spring
6336,32359,special,6,1655,1.0,original,pg,True,fall
6337,841,tv,5,9090,16.0,Non-Original,r+,True,summer
6338,12921,special,6,2194,2.0,Non-Original,pg_13,True,winter
6339,15781,ova,6,1734,1.0,Non-Original,pg_13,True,fall
6340,3394,ova,6,1651,1.0,Non-Original,pg_13,True,fall
6341,21027,movie,6,1118,1.0,original,r,True,fall
6342,18039,ova,5,14531,1.0,Non-Original,r+,True,spring
6343,31740,ova,6,3738,3.0,Non-Original,rx,False,fall
6344,5743,ova,6,1831,3.0,Non-Original,rx,False,fall
6345,27907,special,6,1831,3.0,original,g,True,winter
6346,35204,ona,6,1646,24.0,Non-Original,pg_13,True,summer
6347,28207,tv,6,2345,12.0,Non-Original,pg_13,True,winter
6348,4714,ova,6,2975,2.0,Non-Original,rx,False,fall
6349,24273,ova,6,2974,2.0,Non-Original,rx,False,winter
6350,38419,movie,6,1322,1.0,Non-Original,g,True,fall
6351,3964,movie,6,1246,1.0,original,pg_13,True,winter
6352,4361,special,6,1954,6.0,Non-Original,pg_13,True,winter
6353,34535,movie,6,1209,9.0,Non-Original,g,True,winter
6354,6069,tv,6,1454,25.0,original,pg_13,True,fall
6355,36051,ova,6,2325,2.0,Non-Original,rx,False,summer
6356,3418,tv,7,529,50.0,Non-Original,r+,True,fall
6357,599,ova,6,1848,4.0,original,pg_13,True,summer
6358,4209,tv,6,2105,12.0,original,pg,True,summer
6359,31631,tv,6,3378,75.0,Non-Original,pg_13,True,fall
6360,31387,ova,6,1564,1.0,Non-Original,g,True,summer
6361,33741,movie,6,1841,1.0,original,pg_13,True,fall
6362,2010,special,6,1786,1.0,Non-Original,pg_13,True,winter
6363,51371,tv,6,2085,12.0,original,pg_13,True,summer
6364,33795,tv,6,6172,12.0,Non-Original,pg_13,True,fall
6365,48956,ona,7,434,128.0,Non-Original,pg_13,True,spring
6366,14333,tv,6,1601,37.0,Non-Original,pg,True,summer
6367,24317,ova,6,1832,2.0,Non-Original,rx,False,summer
6368,35334,tv,6,1776,25.0,original,pg_13,True,fall
6369,49396,special,6,1252,1.0,original,g,True,summer
6370,614,tv,6,2544,13.0,original,pg_13,True,summer
6371,13231,tv,6,7180,38.0,Non-Original,pg,True,spring
6372,1685,tv,5,12351,26.0,Non-Original,pg_13,True,fall
6373,16169,tv,5,12948,13.0,Non-Original,pg_13,True,winter
6374,1055,ona,5,10468,6.0,Non-Original,r+,True,fall
6375,34337,tv,6,3268,12.0,Non-Original,pg_13,True,summer
6376,31608,special,6,2704,2.0,Non-Original,pg_13,True,summer
6377,48492,tv,5,20875,26.0,Non-Original,pg_13,True,summer
6378,34959,ova,6,1961,2.0,Non-Original,rx,False,spring
6379,32954,ona,6,6230,9.0,Non-Original,pg_13,True,winter
6380,42571,tv,5,24264,12.0,Non-Original,r+,True,fall
6381,9782,ova,6,4947,1.0,original,pg_13,True,winter
6382,19575,ova,6,4129,2.0,Non-Original,pg_13,True,summer
6383,49939,ona,6,1044,10.0,Non-Original,pg_13,True,winter
6384,23831,movie,6,4766,4.0,Non-Original,g,True,fall
6385,2040,tv,7,483,47.0,original,g,True,spring
6386,30128,ova,6,2677,1.0,Non-Original,rx,False,spring
6387,28257,movie,6,877,1.0,Non-Original,g,True,fall
6388,1178,ova,6,2377,3.0,original,r+,True,summer
6389,36461,ova,6,1699,1.0,Non-Original,rx,False,fall
6390,48830,movie,7,357,1.0,original,pg_13,True,spring
6391,2716,tv,6,594,33.0,Non-Original,r,True,summer
6392,7740,special,6,4573,6.0,Non-Original,r+,True,fall
6393,3116,tv,6,830,25.0,Non-Original,g,True,fall
6394,1298,ova,6,2301,1.0,original,pg_13,True,fall
6395,5644,ova,6,1115,2.0,Non-Original,rx,False,summer
6396,6657,special,6,1780,3.0,Non-Original,pg_13,True,spring
6397,2067,ova,6,1927,1.0,original,pg_13,True,winter
6398,27417,ova,5,16970,1.0,Non-Original,pg_13,True,winter
6399,21393,ova,6,1726,1.0,Non-Original,rx,False,winter
6400,3196,tv,6,721,30.0,original,g,True,fall
6401,1893,tv,6,978,117.0,Non-Original,g,True,spring
6402,6303,tv,6,1964,54.0,Non-Original,pg,True,spring
6403,36876,ova,6,1721,4.0,Non-Original,rx,False,winter
6404,36943,tv,5,24354,12.0,Non-Original,pg_13,True,spring
6405,1994,special,6,4512,1.0,Non-Original,pg,True,fall
6406,33889,tv,5,13580,12.0,Non-Original,r,True,spring
6407,5427,ova,6,1809,3.0,Non-Original,rx,False,summer
6408,36790,ona,6,905,10.0,Non-Original,pg_13,True,winter
6409,783,tv,6,1907,13.0,Non-Original,r,True,winter
6410,32543,ona,6,797,13.0,original,pg_13,True,fall
6411,15839,ova,6,2855,2.0,Non-Original,rx,False,winter
6412,37555,tv,6,6776,10.0,Non-Original,pg_13,True,fall
6413,34467,tv,5,13870,13.0,original,pg_13,True,winter
6414,3324,ova,6,3203,3.0,Non-Original,rx,False,summer
6415,32608,tv,5,23227,24.0,original,pg_13,True,spring
6416,3488,movie,6,2253,1.0,Non-Original,r+,True,fall
6417,34168,ova,6,1938,1.0,Non-Original,rx,False,fall
6418,29035,ona,6,2833,6.0,original,pg_13,True,spring
6419,1806,tv,6,1365,26.0,Non-Original,pg_13,True,fall
6420,42832,special,6,1363,1.0,Non-Original,pg_13,True,fall
6421,2163,ova,5,9537,3.0,original,r+,True,spring
6422,33027,tv,6,2075,12.0,original,pg_13,True,fall
6423,3807,tv,6,864,20.0,Non-Original,pg_13,True,spring
6424,39836,tv,5,7815,13.0,original,pg_13,True,summer
6425,14661,ova,6,1729,2.0,Non-Original,rx,False,summer
6426,36566,movie,6,747,1.0,Non-Original,g,True,spring
6427,36027,tv,5,113948,12.0,Non-Original,r,True,fall
6428,8228,movie,6,745,1.0,Non-Original,pg_13,True,winter
6429,559,ova,6,2875,1.0,original,pg_13,True,summer
6430,1263,ova,6,2008,3.0,Non-Original,rx,False,winter
6431,46701,ona,6,3063,8.0,Non-Original,rx,False,summer
6432,2916,tv,7,348,47.0,original,pg,True,spring
6433,38749,tv,6,3435,13.0,Non-Original,r,True,fall
6434,33661,ona,6,1061,13.0,Non-Original,g,True,summer
6435,5992,tv,6,695,112.0,Non-Original,pg_13,True,fall
6436,39419,ona,7,499,12.0,Non-Original,pg_13,True,summer
6437,37264,ona,6,3526,1.0,Non-Original,pg_13,True,winter
6438,2353,special,6,1571,2.0,Non-Original,rx,False,summer
6439,669,ova,6,5182,3.0,Non-Original,pg_13,True,fall
6440,18391,tv,6,722,37.0,Non-Original,pg_13,True,spring
6441,48862,tv,6,1466,13.0,original,pg_13,True,fall
6442,37657,tv,6,3936,12.0,Non-Original,pg_13,True,fall
6443,36500,ona,6,1596,13.0,Non-Original,pg_13,True,fall
6444,1409,tv,6,1460,5.0,original,pg_13,True,summer
6445,2726,ova,6,1875,2.0,Non-Original,r,True,spring
6446,27879,ova,6,1827,2.0,Non-Original,rx,False,fall
6447,14657,ova,6,2887,1.0,Non-Original,rx,False,spring
6448,36198,ona,5,20491,12.0,Non-Original,rx,False,fall
6449,32961,tv,5,7444,13.0,original,pg_13,True,summer
6450,17791,special,6,2721,1.0,original,g,True,summer
6451,32016,ova,6,3369,2.0,Non-Original,rx,False,winter
6452,49691,tv,6,4758,13.0,original,pg_13,True,spring
6453,4033,ova,6,3624,1.0,Non-Original,pg_13,True,winter
6454,40233,ona,6,1261,12.0,Non-Original,pg_13,True,summer
6455,40959,ova,6,2001,8.0,Non-Original,rx,False,winter
6456,1297,ova,6,2486,1.0,original,r+,True,spring
6457,33724,movie,6,871,1.0,Non-Original,g,True,fall
6458,36515,ona,5,6974,6.0,Non-Original,r,True,summer
6459,44065,ona,7,459,12.0,Non-Original,pg_13,True,summer
6460,2688,tv,6,1230,31.0,Non-Original,pg_13,True,spring
6461,37655,ona,5,13902,12.0,Non-Original,r,True,summer
6462,23519,ova,6,1945,2.0,Non-Original,rx,False,spring
6463,10516,ova,6,1991,1.0,original,pg_13,True,winter
6464,2457,ova,6,1191,6.0,Non-Original,r,True,summer
6465,835,tv,6,3091,13.0,Non-Original,pg_13,True,fall
6466,15847,ova,6,3722,1.0,Non-Original,pg_13,True,spring
6467,48305,movie,7,317,1.0,original,g,True,summer
6468,1272,ova,6,3334,6.0,Non-Original,rx,False,spring
6469,39421,ona,6,2082,13.0,Non-Original,pg_13,True,spring
6470,38226,tv,5,7079,12.0,Non-Original,pg_13,True,spring
6471,16211,tv,6,4291,12.0,Non-Original,pg_13,True,winter
6472,458,ova,6,3390,3.0,Non-Original,r+,True,spring
6473,38022,ona,6,903,63.0,Non-Original,pg_13,True,summer
6474,42220,ona,6,1149,4.0,original,pg_13,True,spring
6475,1981,ova,6,2513,2.0,original,pg_13,True,winter
6476,38425,ova,6,2659,3.0,Non-Original,r+,True,winter
6477,301,tv,6,2654,13.0,Non-Original,pg_13,True,summer
6478,40969,ona,6,549,13.0,Non-Original,pg_13,True,fall
6479,8837,special,6,2387,1.0,Non-Original,rx,False,spring
6480,34491,ova,6,3222,1.0,Non-Original,rx,False,winter
6481,23423,ova,5,9189,3.0,Non-Original,pg_13,True,summer
6482,10420,ova,6,1642,2.0,Non-Original,rx,False,winter
6483,5217,tv,6,694,39.0,Non-Original,pg_13,True,spring
6484,3328,ova,5,23700,1.0,Non-Original,r+,True,winter
6485,23137,special,6,1204,4.0,original,pg_13,True,summer
6486,23627,special,6,1337,13.0,Non-Original,pg_13,True,spring
6487,32271,tv,5,39317,11.0,Non-Original,r,True,fall
6488,5259,ova,6,2305,2.0,Non-Original,rx,False,fall
6489,34312,ova,6,2473,2.0,Non-Original,rx,False,fall
6490,4127,ova,6,1669,4.0,Non-Original,rx,False,winter
6491,23259,tv,5,11370,26.0,original,pg_13,True,fall
6492,36485,special,6,2470,6.0,original,pg_13,True,summer
6493,2696,ova,6,1189,2.0,Non-Original,r,True,winter
6494,36184,ona,7,376,12.0,original,pg_13,True,winter
6495,3069,movie,6,1121,1.0,original,pg_13,True,summer
6496,10421,ova,6,2246,1.0,Non-Original,rx,False,spring
6497,14659,ova,6,1940,2.0,Non-Original,rx,False,summer
6498,32805,tv,6,2288,26.0,Non-Original,pg,True,fall
6499,2590,ova,6,2338,2.0,Non-Original,rx,False,winter
6500,796,movie,6,666,1.0,Non-Original,g,True,spring
6501,36721,ova,6,1976,4.0,Non-Original,rx,False,winter
6502,49059,ona,6,796,10.0,original,pg_13,True,summer
6503,275,tv,5,9355,9.0,original,r+,True,spring
6504,29703,ova,6,2229,1.0,Non-Original,rx,False,spring
6505,1300,tv,6,1142,24.0,Non-Original,pg,True,fall
6506,9545,ova,6,2159,3.0,Non-Original,rx,False,fall
6507,32412,special,6,1456,6.0,Non-Original,pg,True,fall
6508,32324,special,6,966,1.0,Non-Original,g,True,summer
6509,3313,tv,6,618,52.0,original,g,True,spring
6510,10390,special,6,2268,3.0,original,pg_13,True,winter
6511,295,tv,6,2431,13.0,original,pg_13,True,winter
6512,43779,ona,6,2350,15.0,Non-Original,pg_13,True,fall
6513,20187,special,6,3019,1.0,original,r,True,fall
6514,18845,tv,6,1378,52.0,Non-Original,g,True,spring
6515,3424,tv,6,488,52.0,Non-Original,pg,True,winter
6516,43763,tv,5,6892,11.0,Non-Original,pg_13,True,spring
6517,2410,ova,6,1291,3.0,Non-Original,rx,False,fall
6518,2231,tv,6,863,37.0,Non-Original,pg_13,True,spring
6519,33185,movie,6,931,1.0,Non-Original,r,True,spring
6520,18959,ova,6,2764,1.0,Non-Original,rx,False,summer
6521,3367,movie,6,820,1.0,original,g,True,spring
6522,11099,special,6,3614,1.0,original,pg_13,True,spring
6523,35134,movie,6,2895,1.0,original,pg_13,True,summer
6524,2775,ova,5,10242,5.0,Non-Original,r,True,winter
6525,1328,ova,6,1880,1.0,Non-Original,pg_13,True,fall
6526,28537,tv,5,8783,23.0,original,pg_13,True,fall
6527,31995,ova,6,3236,1.0,Non-Original,rx,False,fall
6528,6117,tv,6,2238,51.0,Non-Original,pg,True,spring
6529,2704,tv,6,1053,26.0,Non-Original,pg_13,True,fall
6530,23719,ova,6,1608,1.0,Non-Original,rx,False,spring
6531,35009,special,6,5609,1.0,Non-Original,r,True,winter
6532,19857,ova,6,2461,1.0,Non-Original,rx,False,fall
6533,34208,ona,6,1976,2.0,Non-Original,pg_13,True,fall
6534,33153,ova,6,2263,2.0,Non-Original,rx,False,spring
6535,39519,ona,5,11734,7.0,Non-Original,r+,True,summer
6536,36185,ona,6,1679,9.0,Non-Original,pg_13,True,summer
6537,32321,special,6,1771,1.0,original,pg_13,True,winter
6538,39999,special,6,1383,1.0,original,pg_13,True,summer
6539,39676,ona,7,471,12.0,original,pg_13,True,summer
6540,3037,movie,6,1096,1.0,Non-Original,pg_13,True,summer
6541,27909,ova,6,2007,1.0,Non-Original,rx,False,fall
6542,38975,ova,6,1446,4.0,Non-Original,rx,False,winter
6543,27709,ova,6,1293,1.0,Non-Original,pg_13,True,summer
6544,44193,ova,6,1947,2.0,Non-Original,rx,False,fall
6545,5455,ova,6,1712,2.0,Non-Original,rx,False,fall
6546,2523,tv,6,3612,12.0,Non-Original,pg_13,True,spring
6547,1500,ova,6,3935,4.0,Non-Original,r+,True,spring
6548,25457,movie,6,2616,1.0,Non-Original,pg_13,True,winter
6549,38325,ona,6,1155,2.0,Non-Original,r,True,summer
6550,37294,ona,6,659,12.0,Non-Original,pg_13,True,winter
6551,48614,special,5,68524,1.0,original,r,True,spring
6552,1733,movie,6,1753,1.0,original,pg_13,True,spring
6553,20907,movie,6,2176,1.0,original,pg,True,winter
6554,865,tv,6,920,48.0,original,pg_13,True,winter
6555,24835,tv,6,3378,13.0,Non-Original,pg_13,True,summer
6556,25857,movie,6,723,1.0,Non-Original,pg,True,winter
6557,3417,ova,6,2163,4.0,Non-Original,r+,True,fall
6558,31144,special,6,2026,1.0,original,g,True,summer
6559,5845,special,6,2732,1.0,Non-Original,pg,True,summer
6560,321,tv,5,6247,12.0,original,r+,True,fall
6561,33546,ona,6,865,1.0,Non-Original,pg_13,True,summer
6562,34937,ova,6,2297,1.0,Non-Original,rx,False,winter
6563,2419,ova,6,1773,1.0,Non-Original,pg_13,True,spring
6564,25365,special,6,2921,1.0,Non-Original,pg,True,summer
6565,3995,ova,6,1916,2.0,Non-Original,rx,False,fall
6566,6704,special,5,6188,6.0,Non-Original,r+,True,spring
6567,11705,movie,6,4321,1.0,Non-Original,r,True,winter
6568,5080,ova,6,4441,1.0,Non-Original,pg_13,True,summer
6569,2463,ova,7,411,12.0,Non-Original,r,True,summer
6570,4004,ova,6,2346,2.0,Non-Original,rx,False,winter
6571,3080,ova,6,5276,1.0,Non-Original,g,True,summer
6572,3388,tv,6,712,72.0,original,pg_13,True,spring
6573,23151,tv,6,4568,13.0,Non-Original,pg_13,True,summer
6574,37563,ona,6,1624,20.0,Non-Original,pg_13,True,spring
6575,2511,movie,6,901,1.0,original,pg_13,True,spring
6576,30573,special,6,1444,1.0,Non-Original,r,True,summer
6577,40156,ona,6,1623,1.0,Non-Original,g,True,summer
6578,28179,ova,6,2958,1.0,original,g,True,spring
6579,37287,ova,6,1706,1.0,Non-Original,rx,False,winter
6580,8289,ova,6,1980,2.0,original,rx,False,winter
6581,592,tv,6,593,26.0,Non-Original,pg,True,fall
6582,41814,movie,7,261,3.0,original,pg_13,True,fall
6583,6055,tv,6,738,31.0,Non-Original,pg_13,True,spring
6584,15219,special,6,2400,1.0,Non-Original,pg_13,True,spring
6585,38843,tv,5,35896,12.0,Non-Original,pg_13,True,spring
6586,5440,tv,6,539,48.0,original,g,True,winter
6587,50846,ova,7,439,1.0,Non-Original,pg_13,True,winter
6588,3171,ova,6,1555,2.0,Non-Original,rx,False,fall
6589,16317,tv,5,7909,12.0,Non-Original,pg_13,True,winter
6590,38489,movie,7,428,1.0,original,pg_13,True,summer
6591,21571,movie,6,2307,1.0,Non-Original,pg,True,summer
6592,36531,tv,6,666,76.0,Non-Original,pg,True,winter
6593,34471,movie,6,611,1.0,Non-Original,g,True,fall
6594,141,tv,6,4089,12.0,Non-Original,r,True,winter
6595,1724,tv,6,1159,26.0,original,pg_13,True,winter
6596,42359,ona,6,501,7.0,Non-Original,pg_13,True,spring
6597,3135,ova,6,3525,1.0,Non-Original,pg_13,True,winter
6598,33156,special,6,2290,1.0,original,pg_13,True,winter
6599,1880,ova,6,2821,1.0,Non-Original,r+,True,fall
6600,18781,special,6,1332,6.0,Non-Original,pg_13,True,winter
6601,39738,special,6,875,1.0,Non-Original,pg_13,True,spring
6602,1897,tv,6,529,51.0,original,g,True,spring
6603,7279,ova,6,2082,2.0,Non-Original,pg_13,True,fall
6604,39466,ova,6,2079,4.0,Non-Original,rx,False,spring
6605,5603,ova,6,1525,2.0,Non-Original,rx,False,fall
6606,29915,ova,6,1752,2.0,Non-Original,rx,False,spring
6607,715,ova,6,2027,3.0,Non-Original,pg_13,True,spring
6608,41397,ova,6,1751,4.0,Non-Original,rx,False,spring
6609,32202,ova,6,1002,1.0,original,pg_13,True,spring
6610,19619,special,6,512,1.0,original,pg,True,summer
6611,8651,ova,6,1741,1.0,Non-Original,rx,False,spring
6612,2467,tv,6,998,36.0,Non-Original,g,True,fall
6613,31233,ona,6,1516,14.0,Non-Original,pg_13,True,fall
6614,23551,tv,5,6173,12.0,Non-Original,pg_13,True,summer
6615,29916,ova,6,2709,2.0,Non-Original,rx,False,spring
6616,32981,tv,5,39230,12.0,original,pg_13,True,winter
6617,588,ova,5,7112,2.0,Non-Original,r+,True,fall
6618,49138,special,6,716,1.0,original,r,True,summer
6619,925,tv,6,1686,35.0,Non-Original,pg,True,summer
6620,3003,special,6,1457,1.0,original,pg,True,fall
6621,50206,movie,6,568,1.0,original,pg_13,True,summer
6622,2758,tv,7,358,52.0,original,pg_13,True,spring
6623,10553,ova,6,3079,1.0,original,rx,False,spring
6624,17705,tv,6,1340,13.0,Non-Original,pg_13,True,spring
6625,5462,special,6,3941,6.0,original,g,True,fall
6626,12347,ova,6,1260,5.0,Non-Original,r+,True,fall
6627,1633,ova,6,2433,4.0,Non-Original,rx,False,fall
6628,2140,ova,6,2040,2.0,Non-Original,rx,False,fall
6629,3747,ova,6,2160,2.0,Non-Original,rx,False,fall
6630,3193,tv,6,1034,52.0,Non-Original,pg_13,True,fall
6631,12447,special,6,3915,6.0,Non-Original,pg_13,True,fall
6632,39282,tv,6,3594,52.0,Non-Original,pg,True,spring
6633,34830,movie,6,2427,1.0,original,r,True,fall
6634,9309,ova,6,1977,2.0,Non-Original,rx,False,summer
6635,13223,ova,6,2348,1.0,Non-Original,rx,False,spring
6636,38767,tv,6,1441,13.0,Non-Original,pg_13,True,spring
6637,34675,ona,6,3478,20.0,Non-Original,pg_13,True,winter
