,anime_id,type,score,scored_by,episodes,source,rating,sfw,start_season
957,23385,special,7,59351,1.0,Non-Original,pg_13,True,summer
958,2961,movie,7,68904,1.0,original,pg,True,winter
959,40908,tv,7,140775,12.0,Non-Original,r,True,winter
960,4182,special,7,76409,1.0,original,r,True,winter
961,1367,movie,8,30331,1.0,Non-Original,pg_13,True,spring
962,8246,movie,7,132425,1.0,Non-Original,pg_13,True,summer
963,4177,ona,7,56274,26.0,original,pg_13,True,summer
964,38793,ova,7,95698,5.0,Non-Original,pg_13,True,summer
965,5204,movie,7,103907,1.0,Non-Original,r,True,fall
966,450,movie,7,54023,1.0,Non-Original,pg_13,True,fall
967,33323,ova,8,27765,1.0,Non-Original,pg_13,True,fall
968,10568,tv,7,91500,12.0,Non-Original,r,True,summer
969,32491,tv,7,52701,4.0,original,g,True,winter
970,617,movie,7,63110,1.0,original,r+,True,spring
971,40904,tv,7,123495,12.0,Non-Original,pg_13,True,summer
972,16417,tv,7,158020,12.0,original,pg_13,True,winter
973,20431,tv,7,42312,13.0,Non-Original,pg_13,True,winter
974,8063,ova,7,35547,2.0,Non-Original,pg_13,True,winter
975,67,tv,7,74345,24.0,Non-Original,r,True,spring
976,780,movie,7,35680,1.0,Non-Original,pg_13,True,spring
977,479,tv,7,46506,51.0,Non-Original,pg_13,True,spring
978,15771,movie,7,40000,1.0,Non-Original,pg_13,True,spring
979,77,tv,7,32123,13.0,original,pg_13,True,fall
980,356,tv,7,481891,24.0,Non-Original,r,True,winter
981,40060,tv,7,173215,12.0,original,pg_13,True,spring
982,9790,movie,7,68302,1.0,Non-Original,r,True,spring
983,1088,tv,7,33656,36.0,original,pg_13,True,fall
984,35382,special,7,31928,1.0,original,pg_13,True,spring
985,2508,tv,7,43161,12.0,Non-Original,r,True,fall
986,31149,movie,8,30499,1.0,Non-Original,r,True,winter
987,31553,special,7,95076,1.0,original,pg_13,True,winter
988,23225,ova,7,36334,1.0,Non-Original,pg_13,True,winter
989,885,ova,7,48849,1.0,original,pg_13,True,fall
990,1506,movie,8,29644,1.0,Non-Original,pg_13,True,spring
991,11933,tv,7,138652,12.0,Non-Original,pg_13,True,summer
992,41168,movie,7,214308,1.0,original,pg_13,True,spring
993,40269,ona,7,50301,12.0,Non-Original,r,True,fall
994,2951,special,8,28192,1.0,Non-Original,pg_13,True,summer
995,427,tv,7,33413,51.0,original,pg_13,True,spring
996,39071,tv,7,53284,12.0,Non-Original,pg_13,True,summer
997,42940,ona,7,54483,12.0,Non-Original,r,True,summer
998,793,movie,7,32206,1.0,Non-Original,pg_13,True,summer
999,14967,tv,7,303615,12.0,Non-Original,pg_13,True,winter
1000,35806,ova,7,41254,1.0,Non-Original,pg_13,True,spring
1001,21273,tv,7,85158,12.0,Non-Original,pg_13,True,spring
1002,29755,movie,7,31269,1.0,Non-Original,pg_13,True,summer
1003,32681,tv,7,69978,13.0,original,pg_13,True,spring
1004,1292,tv,7,183649,5.0,original,r+,True,spring
1005,6586,tv,7,36599,50.0,Non-Original,g,True,fall
1006,957,tv,7,33508,39.0,Non-Original,pg_13,True,spring
1007,37614,tv,7,87251,12.0,Non-Original,pg_13,True,spring
1008,34618,tv,7,337446,12.0,Non-Original,pg_13,True,fall
1009,12069,special,8,27307,1.0,Non-Original,pg_13,True,winter
1010,371,movie,7,54837,1.0,Non-Original,pg,True,summer
1011,65,tv,7,56777,12.0,Non-Original,pg_13,True,fall
1012,38483,tv,7,215009,12.0,Non-Original,pg_13,True,fall
1013,35111,movie,8,25239,1.0,Non-Original,pg_13,True,summer
1014,34933,tv,7,801754,12.0,Non-Original,r,True,summer
1015,34440,movie,8,29790,1.0,original,r,True,spring
1016,34438,movie,7,33342,1.0,original,r+,True,fall
1017,35110,movie,8,26422,1.0,Non-Original,pg_13,True,summer
1018,9982,ova,7,90941,5.0,Non-Original,pg_13,True,spring
1019,14837,movie,7,135192,1.0,Non-Original,pg_13,True,winter
1020,23775,movie,7,44596,1.0,Non-Original,r,True,fall
1021,433,movie,7,86679,1.0,original,pg_13,True,fall
1022,34103,special,7,98285,1.0,Non-Original,r,True,summer
1023,45556,ona,8,21075,10.0,original,r,True,winter
1024,13851,ova,7,67256,6.0,Non-Original,r+,True,summer
1025,85,tv,7,32610,50.0,original,pg_13,True,spring
1026,1239,tv,7,56141,39.0,Non-Original,pg_13,True,spring
1027,40902,tv,7,224629,13.0,Non-Original,pg_13,True,spring
1028,11499,tv,7,292032,12.0,Non-Original,r+,True,spring
1029,36538,movie,8,21113,1.0,Non-Original,pg_13,True,summer
1030,477,tv,7,46578,13.0,Non-Original,g,True,fall
1031,30364,movie,8,28058,1.0,Non-Original,pg_13,True,summer
1032,16762,ova,7,209758,1.0,Non-Original,r,True,spring
1033,44200,movie,7,60866,1.0,Non-Original,pg_13,True,summer
1034,9465,movie,7,34061,1.0,Non-Original,r,True,fall
1035,40938,tv,7,269172,13.0,Non-Original,pg_13,True,spring
1036,28497,tv,7,310226,12.0,Non-Original,pg_13,True,summer
1037,39175,movie,7,97319,1.0,Non-Original,pg_13,True,summer
1038,14175,movie,7,32805,1.0,original,pg_13,True,winter
1039,31821,tv,7,72666,8.0,Non-Original,pg_13,True,summer
1040,969,tv,7,57226,26.0,Non-Original,pg_13,True,spring
1041,10083,special,7,37739,2.0,Non-Original,r,True,spring
1042,74,tv,7,48699,26.0,Non-Original,g,True,fall
1043,38619,tv,7,41837,12.0,Non-Original,pg_13,True,summer
1044,1690,tv,7,49466,24.0,Non-Original,r,True,spring
1045,38753,tv,7,134945,12.0,Non-Original,pg_13,True,summer
1046,36214,ova,7,39800,1.0,Non-Original,pg_13,True,spring
1047,40004,tv,7,149350,13.0,Non-Original,pg_13,True,fall
1048,11553,special,7,93468,1.0,Non-Original,pg_13,True,fall
1049,36653,tv,7,49017,13.0,Non-Original,pg_13,True,fall
1050,40056,tv,7,120758,12.0,original,pg_13,True,summer
1051,9252,movie,7,35006,1.0,Non-Original,r,True,summer
1052,41694,tv,7,66260,13.0,Non-Original,pg_13,True,winter
1053,42670,tv,7,31587,12.0,Non-Original,pg_13,True,winter
1054,40936,ova,7,55042,1.0,Non-Original,pg_13,True,summer
1055,10278,tv,7,51220,25.0,Non-Original,pg_13,True,summer
1056,37348,movie,7,91483,1.0,Non-Original,pg_13,True,winter
1057,82,ova,7,28476,6.0,original,pg_13,True,winter
1058,49930,tv,7,83265,13.0,Non-Original,pg_13,True,winter
1059,38759,tv,7,156845,12.0,Non-Original,pg_13,True,spring
1060,34480,ova,7,75726,2.0,Non-Original,pg_13,True,spring
1061,32900,movie,7,82608,1.0,Non-Original,r,True,spring
1062,123,tv,7,49419,52.0,Non-Original,pg_13,True,spring
1063,35849,tv,7,897574,24.0,original,pg_13,True,winter
1064,28623,tv,7,394448,12.0,original,r,True,spring
1065,11633,tv,7,338822,10.0,Non-Original,pg_13,True,summer
1066,986,special,7,60739,1.0,Non-Original,pg_13,True,fall
1067,1486,tv,8,25071,102.0,Non-Original,pg_13,True,spring
1068,32105,tv,7,196809,50.0,Non-Original,pg_13,True,spring
1069,132,tv,7,51818,49.0,Non-Original,pg_13,True,fall
1070,49053,ova,8,22938,1.0,Non-Original,pg_13,True,fall
1071,34076,tv,8,23823,12.0,Non-Original,pg_13,True,spring
1072,9724,movie,7,32709,1.0,Non-Original,r,True,winter
1073,2273,movie,7,33966,1.0,original,pg_13,True,summer
1074,5507,tv,7,53063,26.0,Non-Original,pg_13,True,spring
1075,5177,ova,7,64266,2.0,Non-Original,r,True,winter
1076,39988,tv,7,124477,12.0,original,pg_13,True,winter
1077,1462,movie,7,38909,3.0,Non-Original,pg_13,True,fall
1078,1195,tv,7,434821,13.0,Non-Original,pg_13,True,summer
1079,50346,tv,8,25052,13.0,Non-Original,pg_13,True,summer
1080,8426,tv,7,39551,11.0,Non-Original,pg_13,True,winter
1081,5420,tv,8,19795,50.0,Non-Original,pg_13,True,winter
1082,38992,tv,7,123399,12.0,Non-Original,pg_13,True,winter
1083,20371,movie,7,29927,1.0,Non-Original,pg_13,True,winter
1084,39651,ova,7,46156,1.0,original,pg_13,True,summer
1085,32977,tv,7,46013,100.0,Non-Original,pg_13,True,spring
1086,9963,movie,8,25188,1.0,Non-Original,g,True,spring
1087,2402,tv,8,20023,79.0,Non-Original,pg_13,True,spring
1088,38186,tv,7,202971,13.0,Non-Original,pg_13,True,spring
1089,3652,ova,7,96745,5.0,Non-Original,pg_13,True,winter
1090,29786,tv,7,397130,12.0,Non-Original,r+,True,summer
1091,26123,ova,7,29825,10.0,Non-Original,r,True,spring
1092,19319,tv,7,35742,25.0,original,g,True,fall
1093,49052,tv,8,24240,24.0,Non-Original,pg_13,True,spring
1094,34973,tv,7,52528,13.0,Non-Original,pg_13,True,fall
1095,32648,tv,7,118516,12.0,Non-Original,pg_13,True,summer
1096,11917,ova,8,19293,2.0,Non-Original,pg_13,True,fall
1097,14407,movie,7,56425,1.0,Non-Original,r,True,fall
1098,6922,movie,7,112378,1.0,Non-Original,r,True,winter
1099,1606,tv,7,47953,52.0,Non-Original,pg_13,True,fall
1100,2923,tv,7,100244,51.0,Non-Original,pg,True,fall
1101,8514,movie,7,37137,1.0,Non-Original,r,True,spring
1102,26349,tv,7,173682,13.0,Non-Original,pg_13,True,fall
1103,47159,tv,7,88327,12.0,Non-Original,pg_13,True,winter
1104,64,tv,7,93571,12.0,Non-Original,pg_13,True,fall
1105,50325,ona,8,21636,1.0,Non-Original,pg_13,True,fall
1106,452,movie,7,52832,1.0,Non-Original,pg_13,True,fall
1107,40858,movie,7,31544,3.0,original,r,True,winter
1108,5958,tv,7,234582,13.0,Non-Original,pg_13,True,fall
1109,6772,movie,7,42492,1.0,Non-Original,r,True,spring
1110,16592,tv,7,500175,13.0,Non-Original,r,True,summer
1111,6444,tv,7,43314,25.0,Non-Original,pg_13,True,fall
1112,12049,movie,7,113608,1.0,Non-Original,pg_13,True,summer
1113,30187,tv,7,86192,12.0,Non-Original,r,True,fall
1114,1015,special,7,39760,1.0,Non-Original,pg_13,True,spring
1115,39491,tv,7,72547,8.0,original,r,True,fall
1116,2921,tv,8,16619,47.0,Non-Original,pg_13,True,fall
1117,44807,movie,7,48663,1.0,original,pg_13,True,summer
1118,250,tv,7,56297,150.0,Non-Original,pg_13,True,spring
1119,40392,tv,7,47380,12.0,Non-Original,pg_13,True,winter
1120,33354,tv,7,40737,22.0,Non-Original,pg,True,winter
1121,36275,special,8,17824,2.0,Non-Original,pg_13,True,summer
1122,34534,special,8,18324,2.0,Non-Original,pg_13,True,winter
1123,11813,ova,7,27089,11.0,Non-Original,r+,True,winter
1124,11757,tv,7,1969115,25.0,Non-Original,pg_13,True,summer
1125,11759,tv,7,368784,24.0,Non-Original,pg_13,True,spring
1126,8557,tv,7,84612,12.0,Non-Original,pg_13,True,fall
1127,2471,tv,7,32873,1787.0,Non-Original,pg,True,spring
1128,48643,tv,7,57123,12.0,Non-Original,pg_13,True,spring
1129,10020,ona,7,115574,4.0,Non-Original,pg_13,True,winter
1130,31483,ova,7,35613,1.0,Non-Original,pg_13,True,winter
1131,15197,movie,7,66254,1.0,original,r,True,summer
1132,32005,movie,8,20397,1.0,Non-Original,g,True,spring
1133,42590,tv,7,52369,12.0,Non-Original,pg_13,True,spring
1134,37007,tv,7,48617,24.0,Non-Original,pg_13,True,fall
1135,251,tv,7,39779,78.0,Non-Original,pg_13,True,spring
1136,68,tv,7,124275,23.0,Non-Original,pg_13,True,fall
1137,30016,tv,7,130881,13.0,Non-Original,pg_13,True,fall
1138,37347,tv,7,401656,12.0,Non-Original,pg_13,True,summer
1139,6793,special,7,55350,1.0,Non-Original,pg_13,True,summer
1140,9181,tv,7,179369,12.0,Non-Original,pg_13,True,fall
1141,31706,tv,7,57048,12.0,Non-Original,pg_13,True,summer
1142,4872,ova,7,29443,3.0,Non-Original,r,True,fall
1143,8676,tv,7,150001,25.0,Non-Original,pg_13,True,summer
1144,21419,movie,8,21921,1.0,Non-Original,pg_13,True,spring
1145,6802,tv,7,52693,12.0,original,pg_13,True,winter
1146,34281,tv,7,242170,12.0,Non-Original,r+,True,spring
1147,49520,tv,7,87425,12.0,Non-Original,pg_13,True,spring
1148,34012,tv,7,95931,12.0,Non-Original,pg_13,True,summer
1149,9366,special,7,63413,1.0,Non-Original,pg_13,True,spring
1150,21473,movie,7,41406,1.0,Non-Original,r,True,spring
1151,462,movie,7,49835,1.0,Non-Original,pg_13,True,winter
1152,13469,ova,7,105214,1.0,Non-Original,pg_13,True,summer
1153,34443,ona,7,185766,26.0,Non-Original,r,True,spring
1154,31973,ona,7,24320,4.0,Non-Original,r,True,fall
1155,1719,special,7,33272,2.0,Non-Original,pg_13,True,fall
1156,31711,special,7,46025,2.0,Non-Original,r+,True,winter
1157,33263,ova,7,29576,8.0,Non-Original,r,True,fall
1158,38656,tv,7,255178,11.0,Non-Original,r,True,winter
1159,531,movie,7,33600,1.0,Non-Original,pg_13,True,fall
1160,10110,tv,7,250801,13.0,Non-Original,r+,True,summer
1161,517,ova,7,32260,2.0,Non-Original,pg_13,True,fall
1162,3972,tv,7,74978,154.0,Non-Original,pg_13,True,spring
1163,34414,ona,7,59507,12.0,Non-Original,pg_13,True,winter
1164,8310,special,7,29785,12.0,Non-Original,pg_13,True,spring
1165,1172,tv,7,28316,26.0,Non-Original,pg_13,True,spring
1166,11235,tv,7,84389,13.0,Non-Original,pg_13,True,winter
1167,3713,tv,7,40115,26.0,original,r,True,fall
1168,4163,ova,7,27181,2.0,Non-Original,pg_13,True,fall
1169,1366,movie,7,28132,1.0,Non-Original,pg_13,True,spring
1170,9735,special,8,17362,1.0,Non-Original,pg_13,True,fall
1171,2472,movie,7,158803,1.0,Non-Original,pg_13,True,summer
1172,35376,tv,7,118344,12.0,Non-Original,pg_13,True,fall
1173,160,tv,7,38532,13.0,original,r,True,fall
1174,16005,tv,7,57396,12.0,original,r,True,winter
1175,40080,movie,8,19816,1.0,Non-Original,pg_13,True,summer
1176,35413,tv,7,140387,12.0,Non-Original,pg_13,True,fall
1177,30458,ova,7,131130,1.0,Non-Original,r,True,summer
1178,4981,tv,7,53050,24.0,Non-Original,r,True,fall
1179,32526,tv,7,84525,13.0,Non-Original,pg_13,True,summer
1180,32551,movie,7,36891,1.0,original,pg_13,True,summer
1181,6774,tv,7,23518,11.0,Non-Original,r,True,fall
1182,48707,ona,7,51708,5.0,Non-Original,pg_13,True,fall
1183,40839,tv,7,524530,12.0,Non-Original,pg_13,True,summer
1184,13403,special,7,47084,1.0,Non-Original,pg_13,True,summer
1185,1117,movie,7,115764,1.0,Non-Original,pg,True,summer
1186,36754,tv,7,51589,26.0,Non-Original,pg_13,True,spring
1187,31433,tv,7,30780,12.0,Non-Original,r,True,spring
1188,37442,movie,7,31408,1.0,original,r+,True,winter
1189,449,movie,7,46566,1.0,Non-Original,pg_13,True,fall
1190,875,movie,7,28251,1.0,Non-Original,r,True,summer
1191,17641,ova,7,106789,1.0,Non-Original,pg_13,True,fall
1192,33094,tv,7,70752,13.0,Non-Original,pg_13,True,fall
1193,995,ova,7,24103,13.0,Non-Original,pg_13,True,winter
1194,29067,tv,7,112609,13.0,Non-Original,pg_13,True,spring
1195,31783,tv,7,34631,25.0,Non-Original,pg_13,True,winter
1196,32948,tv,7,38264,11.0,Non-Original,pg_13,True,fall
1197,27601,special,7,64083,1.0,Non-Original,pg_13,True,summer
1198,36903,ona,7,66121,12.0,Non-Original,r,True,summer
1199,34262,tv,7,58330,12.0,Non-Original,pg_13,True,spring
1200,34855,special,7,36583,2.0,Non-Original,pg_13,True,winter
1201,24655,movie,7,102832,1.0,Non-Original,pg_13,True,summer
1202,7720,tv,7,21599,13.0,Non-Original,pg_13,True,spring
1203,14833,tv,7,204115,12.0,Non-Original,pg_13,True,winter
1204,24227,ova,7,86877,3.0,Non-Original,pg_13,True,fall
1205,32485,ova,7,82727,1.0,Non-Original,r+,True,winter
1206,12729,ova,7,153742,2.0,Non-Original,r+,True,summer
1207,8479,ona,7,55305,48.0,Non-Original,pg_13,True,winter
1208,1029,movie,7,64512,1.0,Non-Original,g,True,summer
1209,25731,tv,7,78072,25.0,original,r,True,fall
1210,37086,tv,7,405947,12.0,Non-Original,r,True,winter
1211,6325,movie,7,106627,1.0,Non-Original,pg_13,True,summer
1212,50461,tv,7,85518,12.0,Non-Original,pg_13,True,spring
1213,287,tv,7,59120,24.0,Non-Original,pg_13,True,winter
1214,134,tv,7,73988,13.0,Non-Original,r,True,fall
1215,11743,movie,7,63847,1.0,original,r,True,winter
1216,10092,movie,7,31923,1.0,Non-Original,r,True,winter
1217,1505,movie,7,26426,1.0,Non-Original,pg_13,True,spring
1218,516,tv,7,31922,358.0,Non-Original,pg_13,True,spring
1219,4382,tv,7,284112,14.0,Non-Original,pg_13,True,spring
1220,10033,tv,7,48189,147.0,Non-Original,pg_13,True,spring
1221,30745,special,7,24348,1.0,Non-Original,pg_13,True,winter
1222,31389,special,7,58104,1.0,Non-Original,pg_13,True,fall
1223,101,tv,7,147736,12.0,Non-Original,pg_13,True,winter
1224,30902,special,7,27008,2.0,Non-Original,pg_13,True,summer
1225,2559,tv,8,15815,33.0,Non-Original,pg_13,True,winter
1226,1253,ova,7,28828,12.0,Non-Original,pg_13,True,fall
1227,41084,tv,8,14206,12.0,Non-Original,r,True,summer
1228,21899,movie,8,15123,2.0,Non-Original,pg_13,True,summer
1229,32189,tv,7,172165,12.0,Non-Original,r,True,summer
1230,40497,tv,7,135447,13.0,Non-Original,pg_13,True,fall
1231,39026,tv,7,158539,12.0,Non-Original,pg_13,True,summer
1232,5277,tv,7,125882,13.0,Non-Original,pg_13,True,summer
1233,41094,ona,7,102821,15.0,Non-Original,pg_13,True,winter
1234,8888,movie,7,86218,1.0,original,r,True,summer
1235,166,tv,7,60086,26.0,Non-Original,pg_13,True,summer
1236,16528,movie,7,66255,1.0,original,pg_13,True,spring
1237,10719,tv,7,426799,12.0,Non-Original,r+,True,fall
1238,19163,tv,7,358351,10.0,Non-Original,r,True,spring
1239,9065,tv,7,38925,10.0,Non-Original,r,True,fall
1240,37597,tv,7,68153,13.0,Non-Original,pg_13,True,fall
1241,32215,ova,7,65570,1.0,Non-Original,r+,True,fall
1242,2002,tv,7,45140,26.0,original,pg_13,True,spring
1243,14527,tv,7,67693,12.0,Non-Original,pg_13,True,fall
1244,4437,movie,7,138722,1.0,Non-Original,pg_13,True,summer
1245,39355,tv,7,38567,21.0,Non-Original,pg_13,True,fall
1246,25687,movie,7,57993,1.0,original,pg_13,True,fall
1247,7588,tv,7,25819,12.0,Non-Original,pg_13,True,spring
1248,6880,tv,7,639098,12.0,Non-Original,r,True,spring
1249,38787,tv,7,72691,12.0,Non-Original,pg_13,True,spring
1250,7627,tv,7,41775,13.0,Non-Original,pg_13,True,summer
1251,1089,movie,7,20561,1.0,original,pg_13,True,summer
1252,21667,ova,7,33160,1.0,Non-Original,pg_13,True,summer
1253,15487,special,7,31648,9.0,Non-Original,pg_13,True,summer
1254,48702,tv,7,21090,11.0,Non-Original,pg_13,True,spring
1255,12815,tv,7,21873,50.0,Non-Original,g,True,spring
1256,27631,tv,7,239344,13.0,Non-Original,r,True,summer
1257,1453,tv,8,16634,96.0,Non-Original,r+,True,spring
1258,1002,ova,7,33696,6.0,original,r+,True,fall
1259,35241,tv,7,46047,12.0,Non-Original,pg_13,True,fall
1260,1470,tv,7,21318,51.0,Non-Original,pg_13,True,spring
1261,41169,tv,8,19204,12.0,Non-Original,pg_13,True,summer
1262,488,tv,7,32400,12.0,Non-Original,pg_13,True,summer
1263,15583,tv,7,532923,12.0,Non-Original,r,True,spring
1264,5060,ona,7,122564,52.0,Non-Original,pg_13,True,winter
1265,4447,movie,7,24970,1.0,Non-Original,pg_13,True,spring
1266,19291,tv,7,92839,93.0,Non-Original,pg,True,fall
1267,9890,ova,8,16520,1.0,Non-Original,pg_13,True,fall
1268,22673,special,7,27857,9.0,Non-Original,pg_13,True,winter
1269,37621,ova,7,43710,1.0,Non-Original,pg_13,True,summer
1270,91,ova,7,26308,3.0,original,pg_13,True,winter
1271,35198,movie,7,26276,1.0,original,pg_13,True,fall
1272,15437,ova,7,54407,1.0,Non-Original,r+,True,fall
1273,10209,ova,7,70401,2.0,Non-Original,pg_13,True,spring
1274,9136,special,7,60240,6.0,Non-Original,pg_13,True,fall
1275,19671,special,7,32202,7.0,Non-Original,pg_13,True,summer
1276,379,tv,7,46787,26.0,Non-Original,r,True,fall
1277,28405,special,7,57059,1.0,Non-Original,pg_13,True,fall
1278,5118,ona,7,49060,25.0,Non-Original,pg_13,True,winter
1279,37426,tv,7,44631,11.0,original,pg_13,True,spring
1280,25313,special,8,16626,1.0,Non-Original,pg_13,True,spring
1281,27947,tv,7,20449,24.0,Non-Original,pg_13,True,fall
1282,23421,tv,7,74629,12.0,original,r,True,summer
1283,20853,tv,7,164779,12.0,Non-Original,r,True,spring
1284,21743,tv,7,44532,12.0,Non-Original,pg_13,True,fall
1285,8311,tv,7,25876,25.0,Non-Original,pg_13,True,fall
1286,208,ova,7,31744,3.0,Non-Original,pg_13,True,spring
1287,522,movie,7,40689,1.0,Non-Original,pg_13,True,spring
1288,35823,ona,7,45449,1.0,Non-Original,pg_13,True,spring
1289,587,tv,7,47044,6.0,Non-Original,pg_13,True,winter
1290,32547,ova,7,22102,1.0,Non-Original,pg_13,True,summer
1291,40416,movie,7,35509,1.0,Non-Original,pg_13,True,summer
1292,102,tv,7,51707,26.0,Non-Original,pg_13,True,spring
1293,4053,ova,7,18470,7.0,Non-Original,pg_13,True,spring
1294,35828,tv,7,47841,12.0,Non-Original,pg_13,True,winter
1295,31380,ova,7,39222,3.0,Non-Original,r+,True,winter
1296,33091,ona,7,38151,5.0,Non-Original,pg_13,True,summer
1297,3014,movie,7,20292,1.0,Non-Original,pg_13,True,winter
1298,46093,tv,7,41998,24.0,original,pg_13,True,summer
1299,6895,tv,7,66961,12.0,Non-Original,r,True,spring
1300,31931,tv,7,33992,12.0,Non-Original,r,True,spring
1301,901,movie,7,94553,1.0,Non-Original,pg_13,True,winter
1302,11135,ova,7,35722,4.0,Non-Original,pg_13,True,fall
1303,33970,movie,7,18350,1.0,original,pg_13,True,fall
1304,10378,tv,7,45357,12.0,Non-Original,pg_13,True,fall
1305,34504,movie,7,21886,1.0,Non-Original,r,True,summer
1306,31733,tv,7,24994,13.0,Non-Original,pg_13,True,spring
1307,4186,tv,7,100480,24.0,Non-Original,r,True,winter
1308,39586,tv,7,77543,8.0,Non-Original,pg_13,True,winter
1309,24543,movie,7,32347,1.0,Non-Original,r,True,spring
1310,32949,tv,7,300288,12.0,Non-Original,r+,True,winter
1311,28285,ova,7,69683,1.0,Non-Original,pg_13,True,winter
1312,38337,tv,7,18446,12.0,Non-Original,pg_13,True,fall
1313,1914,tv,8,17091,39.0,Non-Original,pg_13,True,spring
1314,2752,ova,7,19545,6.0,Non-Original,pg_13,True,spring
1315,30911,tv,7,136133,12.0,Non-Original,pg_13,True,summer
1316,2129,tv,7,97471,13.0,original,pg_13,True,winter
1317,997,movie,7,26841,1.0,Non-Original,pg_13,True,fall
1318,14189,special,7,41722,1.0,Non-Original,r,True,fall
1319,50709,tv,8,16031,13.0,original,pg_13,True,summer
1320,16009,tv,7,90069,12.0,Non-Original,r,True,summer
1321,49310,movie,8,12675,1.0,Non-Original,pg_13,True,winter
1322,32668,ona,7,59133,1.0,Non-Original,r,True,winter
1323,10389,movie,7,32162,1.0,original,g,True,spring
1324,96,tv,7,34494,49.0,original,pg_13,True,spring
1325,19369,tv,7,167930,12.0,Non-Original,pg_13,True,fall
1326,1412,tv,7,28831,23.0,Non-Original,pg_13,True,fall
1327,3016,movie,8,15933,1.0,Non-Original,pg_13,True,fall
1328,30191,special,7,26735,1.0,Non-Original,r,True,summer
1329,48804,tv,7,27799,12.0,Non-Original,pg_13,True,fall
1330,11701,ova,7,108196,1.0,Non-Original,r,True,spring
1331,1813,ova,7,28688,3.0,Non-Original,pg_13,True,fall
1332,41710,tv,7,150607,13.0,Non-Original,pg_13,True,summer
1333,3603,movie,7,25869,1.0,Non-Original,r,True,winter
1334,29575,ova,7,25762,4.0,Non-Original,rx,False,winter
1335,35821,tv,7,47611,12.0,Non-Original,pg_13,True,summer
1336,13357,special,7,114237,6.0,Non-Original,r+,True,winter
1337,5162,tv,7,33941,13.0,Non-Original,pg_13,True,winter
1338,13767,ova,7,24841,2.0,Non-Original,pg_13,True,fall
1339,27957,ona,7,54402,4.0,Non-Original,pg_13,True,fall
1340,5835,tv,7,25138,39.0,Non-Original,pg_13,True,spring
1341,98,tv,7,50177,26.0,original,pg_13,True,fall
1342,1691,tv,7,226178,24.0,Non-Original,pg_13,True,spring
1343,18893,tv,7,66534,12.0,Non-Original,pg_13,True,fall
1344,32071,movie,7,54269,1.0,Non-Original,r+,True,fall
1345,880,tv,7,33840,22.0,Non-Original,pg_13,True,spring
1346,9201,ova,7,31586,3.0,Non-Original,r+,True,fall
1347,1379,movie,7,23340,1.0,Non-Original,r,True,winter
1348,5909,tv,7,80017,12.0,Non-Original,pg_13,True,fall
1349,10396,tv,7,158773,12.0,Non-Original,pg_13,True,fall
1350,8038,special,7,21430,1.0,Non-Original,pg_13,True,spring
1351,50,tv,7,74542,24.0,Non-Original,pg_13,True,winter
1352,12679,tv,7,42933,13.0,Non-Original,pg_13,True,summer
1353,12467,tv,7,130898,13.0,Non-Original,r,True,spring
1354,906,movie,7,73774,1.0,Non-Original,pg_13,True,summer
1355,5262,tv,7,52653,51.0,Non-Original,pg,True,fall
1356,18619,ova,7,24568,1.0,original,pg_13,True,summer
1357,3841,tv,7,25829,104.0,Non-Original,g,True,spring
1358,33654,tv,7,73150,12.0,Non-Original,pg_13,True,summer
1359,35857,tv,8,14602,24.0,Non-Original,pg_13,True,spring
1360,32696,tv,7,50173,13.0,Non-Original,pg_13,True,summer
1361,8476,tv,7,47273,13.0,Non-Original,pg_13,True,fall
1362,32951,tv,7,368188,12.0,Non-Original,r,True,spring
1363,35338,special,7,61885,1.0,Non-Original,pg_13,True,spring
1364,18055,tv,7,27986,13.0,Non-Original,pg_13,True,summer
1365,19511,special,7,34563,1.0,original,pg_13,True,fall
1366,20517,special,7,24336,8.0,Non-Original,pg_13,True,winter
1367,35330,tv,7,98792,12.0,Non-Original,pg_13,True,winter
1368,35678,movie,7,22759,1.0,Non-Original,pg_13,True,spring
1369,34662,tv,7,227198,25.0,Non-Original,r,True,summer
1370,28771,movie,7,40667,1.0,Non-Original,pg_13,True,spring
1371,43691,tv,7,21616,13.0,Non-Original,pg_13,True,summer
1372,32108,movie,7,43023,1.0,original,pg_13,True,winter
1373,6707,tv,7,299575,12.0,Non-Original,r,True,summer
1374,32122,special,8,14890,1.0,Non-Original,pg_13,True,fall
1375,1313,tv,7,136470,50.0,original,pg,True,spring
1376,15225,tv,7,225673,12.0,Non-Original,pg_13,True,spring
1377,567,tv,7,35280,26.0,original,pg_13,True,fall
1378,31414,tv,7,91523,24.0,Non-Original,pg_13,True,winter
1379,34136,movie,7,44566,1.0,Non-Original,pg_13,True,fall
1380,35262,special,7,85878,1.0,Non-Original,pg_13,True,winter
1381,2158,tv,7,17903,24.0,Non-Original,pg_13,True,spring
1382,49893,special,7,19107,1.0,Non-Original,pg_13,True,winter
1383,11179,tv,7,96774,12.0,Non-Original,pg_13,True,winter
1384,1579,tv,7,47608,25.0,Non-Original,pg_13,True,fall
1385,32827,ona,7,159163,12.0,original,r,True,winter
1386,7661,tv,7,33252,26.0,Non-Original,pg_13,True,spring
1387,35756,tv,7,55603,12.0,Non-Original,pg_13,True,spring
1388,13203,tv,7,21783,13.0,Non-Original,r+,True,spring
