anime_id,type,score,scored_by,episodes,start_date,source,rating,sfw,start_season,demographics,studios,producers,licensors,keywords
2762,tv,7.83,3838,24.0,1983-10-20,manga,pg_13,True,fall,['Shoujo'],['Group TAC'],['Toho'],[],"['Action', 'Adventure', 'Comedy', 'Romance', 'School']"
1728,tv,7.39,7556,52.0,2001-04-01,manga,pg_13,True,spring,['Shoujo'],['Pierrot'],['TV Tokyo'],"['ADV Films', 'Nozomi Entertainment']","['Comedy', 'Slice of Life']"
14293,movie,6.93,37326,1.0,2012-10-19,novel,pg_13,True,fall,[],['Sunrise'],"['Aniplex', 'Shochiku', 'Sony Music Entertainment', 'Bandai Namco Entertainment']","['Funimation', 'NYAV Post']","['Romance', 'Sci-Fi', 'School']"
4903,tv,7.21,13534,13.0,2008-10-06,manga,pg_13,True,fall,['Seinen'],['Xebec'],"['Starchild Records', 'TV Tokyo Music']",[],"['Comedy', 'Ecchi', 'School']"
23703,special,7.37,7931,1.0,2014-01-22,original,pg_13,True,winter,[],['Tatsunoko Production'],['VAP'],[],"['Adventure', 'Sci-Fi']"
5538,special,7.46,6372,1.0,2008-11-24,manga,pg_13,True,fall,['Shounen'],['Pierrot'],[],[],"['Adventure', 'Fantasy', 'Slice of Life', 'Supernatural']"
42977,ona,8.12,3170,13.0,2020-08-22,novel,pg_13,True,summer,[],['Sparkly Key Animation Studio'],[],[],"['Action', 'Adventure', 'Fantasy', 'Romance', 'Historical', 'Martial Arts']"
899,movie,6.79,72899,1.0,1992-03-07,manga,pg_13,True,winter,['Shounen'],['Toei Animation'],[],['Funimation'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
1569,tv,7.04,25503,12.0,2006-10-08,visual_novel,pg_13,True,fall,[],['feel.'],"['Starchild Records', 'Dream Force', 'GANSIS']",['Media Blasters'],"['Comedy', 'Drama', 'Romance', 'Crossdressing', 'School']"
42364,special,7.28,10526,25.0,2020-07-10,light_novel,pg_13,True,summer,[],['Studio PuYUKAI'],[],[],['Comedy']
541,ova,7.29,10100,6.0,2003-09-18,original,r+,True,summer,['Shounen'],['AIC'],['VAP'],['Funimation'],"['Action', 'Comedy', 'Sci-Fi', 'Harem', 'Space']"
5041,tv,7.18,14914,26.0,2009-04-05,light_novel,pg_13,True,spring,[],['Satelight'],['Aniplex'],['Sentai Filmworks'],"['Adventure', 'Fantasy']"
25099,tv,6.71,123600,12.0,2015-10-07,light_novel,pg_13,True,fall,[],['SILVER LINK.'],"['Sotsu', 'AT-X', 'Memory-Tech', 'Showgate', 'Happinet Pictures', 'BS Fuji', 'MAGES.', 'Contents Seed', 'Ichijinsha']",['Funimation'],"['Comedy', 'Ecchi', 'Romance', 'Harem', 'School']"
49318,special,7.09,20769,1.0,2021-06-29,manga,pg_13,True,spring,[],['8bit'],[],[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mythology']"
35540,tv,7.02,27056,12.0,2018-01-07,4_koma_manga,pg_13,True,winter,[],['CloverWorks'],"['Aniplex', 'Houbunsha', 'Kansai Telecasting', 'Lawson', 'Kinoshita Group Holdings', 'Drecom']",['Aniplex of America'],"['Comedy', 'Slice of Life', 'CGDCT', 'School']"
39518,ona,7.15,16657,5.0,2022-05-16,original,pg_13,True,spring,[],['Wit Studio'],"['Production I.G', 'Netflix']",[],['Vampire']
51213,tv,7.22,12757,12.0,2022-07-05,manga,pg_13,True,summer,['Shounen'],['Staple Entertainment'],"['Square Enix', 'Toei Video', 'Pony Canyon', 'AT-X', 'Studio Mausu', 'Hakuhodo DY Music & Pictures', 'BS11', 'APDREAM']",['Sentai Filmworks'],"['Ecchi', 'Fantasy', 'School']"
5493,ova,7.51,5741,1.0,2008-07-31,manga,pg_13,True,summer,['Shounen'],"['Sunrise', 'Studio Deen']",['Atelier Musa'],[],"['Action', 'Comedy', 'Supernatural', 'Magical Sex Shift', 'Martial Arts']"
8277,tv,6.78,75277,12.0,2010-09-04,light_novel,r+,True,fall,[],['Arms'],"['Genco', 'Lantis', 'Media Factory', 'Movic', 'Hobby Japan', 'Showgate', 'Gigno Systems']",['Sentai Filmworks'],"['Action', 'Comedy', 'Ecchi', 'Harem', 'Samurai', 'School']"
1259,movie,7.21,13125,1.0,2004-02-14,manga,pg_13,True,winter,['Shounen'],['Toei Animation'],['Shueisha'],[],"['Adventure', 'Sci-Fi']"
36688,ova,6.92,37437,1.0,2018-03-28,light_novel,r+,True,winter,[],['Production IMS'],"['AT-X', 'Nippon Columbia', 'KlockWorx', 'Toranoana', 'Glovision', 'Sony PCL', 'Kadokawa Media House', 'Sun TV', 'Kadokawa']",[],"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Mythology']"
32740,special,7.3,9688,3.0,2016-05-27,original,pg_13,True,spring,[],['Actas'],[],[],"['Military', 'School']"
33446,ona,7.63,4652,13.0,2016-06-24,manga,r,True,spring,[],['Haoliners Animation League'],['Tencent Animation & Comics'],[],"['Comedy', 'Romance', 'Supernatural', 'Historical']"
1858,tv,7.28,10281,12.0,2007-01-08,original,g,True,winter,[],['ufotable'],"['Starchild Records', 'KlockWorx', 'ASCII Media Works']",['Discotek Media'],"['Comedy', 'Slice of Life', 'CGDCT', 'School']"
3577,tv,7.27,10554,26.0,2008-04-12,light_novel,pg_13,True,spring,[],['Nomad'],['Lantis'],[],"['Comedy', 'Sci-Fi']"
22071,special,7.06,22859,1.0,2014-03-19,4_koma_manga,pg_13,True,winter,[],['Doga Kobo'],"['DAX Production', 'TOHO animation']",[],"['Comedy', 'Romance']"
10834,special,7.19,14096,6.0,2011-09-21,light_novel,pg_13,True,summer,[],['SILVER LINK.'],[],[],"['Comedy', 'Romance', 'School', 'Super Power']"
27441,tv,7.03,25467,12.0,2015-04-05,game,pg_13,True,spring,[],['Bones'],"['Shochiku', 'Pony Canyon', 'Sanrio', 'Tokyo MX', 'Studio GOONEYS', 'Docomo Anime Store', 'Sammy', 'FuRyu']",['Funimation'],"['Comedy', 'Isekai', 'Music']"
36951,special,7.41,6953,2.0,2018-10-26,manga,pg_13,True,fall,['Shounen'],['Pierrot'],"['Bandai Visual', 'Shueisha']",['Funimation'],"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Martial Arts', 'Mythology']"
38313,movie,7.35,8023,1.0,2019-02-16,manga,pg_13,True,winter,[],['Tear Studio'],['Sotsu'],[],"['Comedy', 'Slice of Life', 'Historical']"
1696,ova,7.0,28035,6.0,2007-03-28,manga,r,True,winter,[],['Bee Train'],['Marvelous'],['Funimation'],"['Action', 'Adventure', 'Fantasy']"
5717,special,7.12,17719,2.0,2009-03-26,visual_novel,pg_13,True,winter,['Shoujo'],['Yumeta Company'],['Koei'],[],"['Music', 'School']"
867,movie,7.32,8902,1.0,1998-08-01,light_novel,pg_13,True,summer,[],['J.C.Staff'],['Kadokawa Shoten'],['ADV Films'],"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']"
903,movie,6.77,75818,1.0,1994-03-12,manga,pg_13,True,winter,['Shounen'],['Toei Animation'],[],['Funimation'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Mythology', 'Super Power']"
33209,ona,7.54,5279,14.0,2016-01-08,manga,r,True,winter,[],['Haoliners Animation League'],['Tencent Animation & Comics'],[],"['Comedy', 'Romance', 'Supernatural', 'Historical']"
33421,tv,6.82,57454,12.0,2016-07-09,web_manga,r,True,summer,[],['Namu Animation'],"['Haoliners Animation League', 'Tencent Animation & Comics', 'Emon']",[],"['Action', 'Supernatural', 'Super Power']"
14653,tv,7.03,24988,12.0,2012-10-04,manga,pg_13,True,fall,['Shounen'],['Manglobe'],"['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions']",['Sentai Filmworks'],"['Comedy', 'Harem', 'Parody']"
36792,ova,6.83,54350,2.0,2019-01-16,light_novel,pg_13,True,winter,[],['A-1 Pictures'],[],[],"['Comedy', 'Drama', 'Ecchi', 'Romance']"
4999,tv,6.72,106085,12.0,2009-01-09,manga,pg_13,True,winter,['Shounen'],['AIC'],"['Lantis', 'TBS', 'Movic']",['Sentai Filmworks'],"['Comedy', 'Ecchi', 'Romance', 'Harem', 'Martial Arts']"
48641,ona,7.25,10990,12.0,2021-07-16,game,pg_13,True,summer,[],['Colored Pencil Animation Japan'],"['Sotsu', 'Bouncy', 'Colored Pencil Animation', 'Toei Advertising']",['Funimation'],"['Comedy', 'Fantasy', 'Mythology']"
34513,ova,7.46,6090,3.0,2018-03-16,manga,pg_13,True,winter,['Shounen'],['MAPPA'],[],[],"['Sports', 'School', 'Team Sports']"
33818,ova,7.38,7355,1.0,2017-03-29,manga,pg_13,True,winter,['Shounen'],['J.C.Staff'],[],[],"['Comedy', 'Slice of Life', 'Iyashikei', 'School']"
5962,tv,6.83,54242,51.0,2009-04-05,manga,pg,True,spring,['Kids'],['Tatsunoko Production'],"['TV Tokyo', 'd-rights']",['Nelvana'],"['Adventure', 'Comedy', 'Sports']"
23479,special,7.15,15927,1.0,2014-03-28,manga,rx,False,winter,[],['Peak Hunt'],['Pashmina'],['Kitty Media'],['Hentai']
9314,tv,6.93,34130,11.0,2011-01-14,original,pg_13,True,winter,[],"['A-1 Pictures', 'Ordet']","['Fuji TV', 'Toho', 'Asmik Ace', 'Sony Music Entertainment']",['Funimation'],"['Adventure', 'Fantasy', 'Sci-Fi']"
31080,tv,6.96,31159,12.0,2016-04-07,manga,pg_13,True,spring,[],['SILVER LINK.'],"['Sotsu', 'AT-X', 'KlockWorx', 'Asmik Ace', 'Houbunsha', 'BS Fuji', 'DIVE II Entertainment', 'Grooove', 'Avex Pictures', 'Contents Seed', 'FuRyu']",['Crunchyroll'],"['Comedy', 'Slice of Life', 'CGDCT', 'School']"
1368,ova,7.37,7489,1.0,2006-03-15,manga,pg_13,True,winter,['Shounen'],['TMS Entertainment'],[],[],"['Comedy', 'Mystery', 'Detective']"
18095,tv,6.77,74451,12.0,2014-01-11,light_novel,pg_13,True,winter,[],['SILVER LINK.'],['Frontier Works'],['Funimation'],"['Comedy', 'Ecchi', 'Romance', 'Parody', 'School']"
24991,special,6.75,85246,6.0,2014-06-25,light_novel,pg_13,True,spring,[],['Madhouse'],['Media Factory'],['Sentai Filmworks'],"['Comedy', 'Ecchi', 'Fantasy', 'Isekai']"
907,tv,6.99,28250,12.0,2006-04-06,manga,pg_13,True,spring,['Shoujo'],['Studio Deen'],['TV Asahi'],['Media Blasters'],"['Comedy', 'Drama', 'Crossdressing', 'School']"
43814,tv,6.77,74169,12.0,2021-07-13,web_manga,r,True,summer,[],"['SynergySP', 'Vega Entertainment']","['Shogakukan-Shueisha Productions', 'Studio A-CAT']",[],"['Supernatural', 'Gore', 'High Stakes Game', 'Strategy Game', 'Super Power']"
4879,tv,7.16,15100,13.0,2008-10-08,novel,r,True,fall,['Seinen'],['Madhouse'],"['VAP', 'Kadokawa Shoten', 'Nippon Television Network']",[],"['Mystery', 'Supernatural', 'Suspense', 'Psychological']"
33322,ova,7.22,12091,2.0,2016-08-19,original,rx,False,summer,[],['T-Rex'],[],[],['Hentai']
2454,movie,7.64,4425,1.0,1988-10-01,manga,r,True,fall,['Shounen'],['Pierrot'],[],['Discotek Media'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
277,tv,7.15,15763,14.0,2002-09-26,manga,r+,True,fall,[],"['Gainax', 'Shaft']",['Pioneer LDC'],"['Sentai Filmworks', 'Geneon Entertainment USA']","['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi', 'Military']"
44189,ona,8.1,3060,13.0,2020-11-21,novel,pg_13,True,fall,[],['Sparkly Key Animation Studio'],[],[],"['Action', 'Adventure', 'Fantasy', 'Romance', 'Historical', 'Martial Arts']"
2130,tv,6.99,27924,25.0,2007-04-13,manga,pg_13,True,spring,['Shounen'],['Madhouse'],"['Imagin', 'Lantis', 'Index', 'Universal Pictures Japan']","['ADV Films', 'Sentai Filmworks']","['Action', 'Comedy', 'Horror', 'Supernatural', 'Vampire']"
9999,movie,6.98,28624,1.0,2011-03-19,manga,pg_13,True,winter,['Shounen'],['Toei Animation'],[],[],"['Action', 'Adventure', 'Fantasy']"
37704,movie,7.64,4402,1.0,2020-01-18,original,pg_13,True,winter,[],['A-1 Pictures'],['Aniplex'],[],"['Action', 'Military', 'School']"
553,tv,7.04,23415,13.0,2000-10-02,manga,r,True,fall,['Shoujo'],['J.C.Staff'],"['Starchild Records', 'Movic']","['Central Park Media', 'Discotek Media']","['Boys Love', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Vampire']"
37596,special,7.34,7976,2.0,2019-04-01,4_koma_manga,pg_13,True,spring,[],['Kamikaze Douga'],['AC-Bu'],['Sentai Filmworks'],"['Avant Garde', 'Comedy', 'Parody']"
9539,tv,7.02,24977,65.0,2011-01-08,original,pg_13,True,winter,['Shounen'],['TMS Entertainment'],"['Dentsu', 'Sotsu', 'Sakura Create', 'Bushiroad']",[],"['Action', 'Adventure', 'Mythology', 'Strategy Game']"
13409,tv,7.21,12364,11.0,2012-07-06,manga,pg_13,True,summer,['Seinen'],"['Telecom Animation Film', 'Shirogumi']","['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV']",[],"['Comedy', 'Gourmet', 'Supernatural', 'School']"
6201,tv,6.71,107236,12.0,2009-07-06,visual_novel,r+,True,summer,[],['GoHands'],['Dream Force'],[],"['Comedy', 'Ecchi', 'Harem', 'School']"
418,movie,7.24,11023,1.0,1991-11-02,manga,pg_13,True,fall,['Shounen'],['Studio Deen'],['Fuji TV'],['VIZ Media'],"['Adventure', 'Comedy', 'Magical Sex Shift']"
149,tv,6.78,67855,12.0,2005-04-07,manga,pg_13,True,spring,['Josei'],['J.C.Staff'],"['Bandai Visual', 'TV Asahi', 'Movic']",['Media Blasters'],"['Action', 'Boys Love', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']"
11079,tv,6.85,47104,13.0,2012-01-06,4_koma_manga,pg_13,True,winter,['Seinen'],['J.C.Staff'],"['Pony Canyon', 'TBS', 'Magic Capsule']",['Sentai Filmworks'],"['Comedy', 'Gag Humor', 'School']"
34389,ona,7.04,23039,12.0,2016-12-23,manga,pg_13,True,fall,['Shounen'],['Lerche'],[],['Funimation'],['Comedy']
12067,special,7.32,8438,1.0,1998-12-02,manga,pg_13,True,fall,['Shounen'],['Studio Deen'],"['SME Visual Works', 'Fuji TV']",['Media Blasters'],"['Action', 'Romance', 'Historical', 'Samurai']"
44881,tv,6.8100000000000005,57004,12.0,2021-07-10,manga,pg_13,True,summer,['Shounen'],['Maho Film'],['Warner Bros. Japan'],[],"['Drama', 'Fantasy', 'Isekai', 'Video Game']"
3449,special,7.47,5761,4.0,2005-11-23,original,pg,True,fall,[],"[""Brain's Base""]",['Geneon Universal Entertainment'],['Geneon Entertainment USA'],"['Comedy', 'Drama', 'Slice of Life', 'Supernatural', 'Iyashikei']"
10213,tv,6.69,120995,12.0,2011-10-02,visual_novel,r+,True,fall,[],['Lerche'],[],['Sentai Filmworks'],"['Comedy', 'Ecchi', 'Romance', 'Harem', 'Martial Arts', 'School', 'Super Power']"
2602,tv,7.13,16151,13.0,2007-07-04,manga,pg_13,True,summer,['Shounen'],['Artland'],"['Geneon Universal Entertainment', 'Marvelous', 'Pony Canyon', 'Pony Canyon Enterprise']",[],"['Comedy', 'Ecchi', 'Sports', 'School']"
43465,ova,7.38,7052,4.0,2021-02-05,manga,rx,False,winter,[],['T-Rex'],['Lune Pictures'],[],"['Hentai', 'School']"
34034,tv,6.83,50255,146.0,2016-11-17,game,pg,True,fall,['Kids'],['OLM'],"['TV Tokyo', 'Shogakukan-Shueisha Productions']",['The Pokemon Company International'],"['Action', 'Fantasy', 'School', 'Strategy Game']"
18001,tv,6.74,83942,12.0,2013-10-04,manga,r+,True,fall,['Seinen'],['A.C.G.T.'],"['Media Factory', 'Eswood']",['Funimation'],"['Action', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi', 'Harem', 'Martial Arts', 'Military']"
9712,tv,6.97,28165,12.0,2011-04-08,manga,pg_13,True,spring,[],['Shaft'],['TV Tokyo Music'],['Sentai Filmworks'],"['Comedy', 'Girls Love', 'Crossdressing', 'Parody', 'School']"
36407,tv,6.61,289428,12.0,2019-04-10,light_novel,pg_13,True,spring,[],['SILVER LINK.'],"['Sotsu', 'Docomo Anime Store', 'ABC Animation', 'Kadokawa']",['Funimation'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Isekai', 'Reincarnation']"
31227,tv,7.66,4225,22.0,2015-10-03,manga,r,True,fall,['Shounen'],['Toei Animation'],['Yomiuri Telecasting'],[],['Mystery']
38866,ova,7.31,8635,2.0,2019-03-29,manga,rx,False,winter,[],['Seven'],['Pink Pineapple'],[],['Hentai']
508,tv,6.98,27417,296.0,2000-07-07,manga,g,True,summer,['Kids'],['TMS Entertainment'],"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Half H.P Studio']",['VIZ Media'],"['Adventure', 'Comedy', 'Anthropomorphic']"
34374,movie,7.54,4989,1.0,2017-03-18,light_novel,pg_13,True,winter,[],['Studio Gokumi'],"['Mainichi Broadcasting System', 'Pony Canyon', 'DAX Production']",[],"['Drama', 'Fantasy', 'Slice of Life', 'Mahou Shoujo']"
343,tv,6.96,28893,25.0,2004-10-05,manga,pg_13,True,fall,['Seinen'],['Shaft'],[],['Funimation'],"['Comedy', 'Fantasy', 'Romance', 'Vampire']"
6610,movie,6.92,33292,1.0,2009-10-09,manga,r+,True,fall,[],['Sunrise'],"['TV Tokyo', 'Bandai Visual', 'Dentsu', 'Kadokawa Pictures Japan', 'Enterbrain', 'Sony PCL']",['Funimation'],"['Action', 'Mystery', 'Sci-Fi', 'Suspense', 'Survival']"
2248,special,6.87,41370,1.0,2004-08-21,original,pg_13,True,summer,['Shounen'],['Pierrot'],"['Bandai', 'TV Tokyo Music']",['VIZ Media'],"['Action', 'Comedy', 'Fantasy', 'Martial Arts']"
23135,tv,7.48,5574,140.0,2014-07-05,game,pg,True,summer,['Shoujo'],"['Tatsunoko Production', 'Dongwoo A&E']",['TV Tokyo'],[],"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
448,ova,7.04,22503,2.0,2005-03-16,manga,r,True,winter,['Shounen'],['Madhouse'],[],"['Discotek Media', 'Geneon Entertainment USA']","['Adventure', 'Drama', 'Romance', 'Supernatural', 'Martial Arts']"
719,ova,7.08,18656,2.0,1992-08-01,light_novel,r+,False,summer,[],['AIC'],['On-Lead'],[],"['Boys Love', 'Drama', 'Erotica', 'Romance', 'Sci-Fi']"
2354,ova,7.16,14355,1.0,1987-11-01,manga,r+,True,fall,[],['Oh! Production'],"['Kodansha', 'Dynamic Planning']","['Discotek Media', 'Manga Entertainment']","['Horror', 'Sci-Fi', 'Supernatural', 'Mythology']"
381,ova,7.26,10021,6.0,1997-05-25,manga,pg_13,True,spring,['Shoujo'],['Pierrot'],[],"['Media Blasters', 'Geneon Entertainment USA']","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Historical', 'Isekai', 'Martial Arts']"
8115,movie,7.32,8137,1.0,2010-02-18,original,g,True,winter,[],['A-1 Pictures'],['Aniplex'],"['NYAV Post', 'GKIDS']","['Adventure', 'Fantasy', 'Space']"
29831,movie,8.12,2887,1.0,2016-04-02,original,g,True,spring,[],['TYO Animations'],"['Shochiku', 'flying DOG']",[],"['Comedy', 'Drama', 'Slice of Life', 'CGDCT', 'Iyashikei']"
33726,tv,7.21,11773,12.0,2017-07-05,manga,pg_13,True,summer,['Josei'],['Platinum Vision'],"['Pierrot', 'Dentsu', 'Frontier Works', 'Lantis', 'Media Factory', 'AT-X', 'Ichijinsha']",['Funimation'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural', 'Mythology']"
3627,tv,7.19,12735,13.0,2008-04-06,visual_novel,pg_13,True,spring,[],['feel.'],"['Starchild Records', 'Lantis', 'GANSIS']",[],"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Harem']"
37490,tv,7.16,14217,23.0,2018-10-06,game,pg_13,True,fall,[],['CloverWorks'],"['Aniplex', 'Capcom']",['Funimation'],"['Comedy', 'Drama', 'Mystery', 'Detective', 'Workplace']"
883,movie,7.19,12714,1.0,1994-04-09,manga,pg_13,True,spring,['Shounen'],['Pierrot'],"['Movic', 'A-Line']",['Central Park Media'],"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Martial Arts', 'Mythology']"
6582,tv,7.87,3376,26.0,2009-10-03,manga,pg_13,True,fall,['Seinen'],['AIC ASTA'],['flying DOG'],[],"['Comedy', 'Parody', 'Super Power']"
9544,movie,7.14,15132,1.0,2012-09-15,game,r,True,summer,[],['Digital Frontier'],"['Sony Pictures Entertainment', 'Capcom']",[],"['Action', 'Horror', 'Sci-Fi']"
1985,tv,7.54,4926,74.0,1975-10-05,manga,pg_13,True,fall,['Shounen'],['Toei Animation'],"['Fuji TV', 'Dynamic Planning']",[],"['Sci-Fi', 'Mecha']"
196,tv,6.83,48086,12.0,2003-07-15,original,pg_13,True,summer,[],['Daume'],"['Bandai Visual', 'Genco', 'Lantis']","['Nozomi Entertainment', 'Bandai Entertainment']","['Comedy', 'Drama', 'Sci-Fi', 'Harem', 'School']"
49730,ona,7.4,6505,8.0,2021-09-09,game,pg,True,summer,['Kids'],['OLM'],[],[],"['Adventure', 'Fantasy']"
3674,special,7.43,6036,1.0,2008-01-01,manga,pg_13,True,winter,[],['Shaft'],[],[],"['Comedy', 'Gag Humor', 'Parody', 'School']"
23987,movie,7.18,13029,1.0,2015-05-09,manga,pg_13,True,spring,['Seinen'],['Production I.G'],"['Sunrise', 'TV Tokyo', 'Bandai Visual', 'OLM', 'Asatsu DK', 'DandeLion Animation Studio', 'Trans Cosmos', 'Production GoodBook', 'Asahi Shimbun', 'Tokyo Theatres']","['NYAV Post', 'GKIDS']","['Drama', 'Supernatural', 'Historical', 'Visual Arts']"
48631,ona,8.08,2922,13.0,2021-02-20,novel,pg_13,True,winter,[],['Sparkly Key Animation Studio'],[],[],"['Action', 'Adventure', 'Fantasy', 'Romance', 'Historical', 'Martial Arts']"
17080,tv,7.37,6966,13.0,2015-01-09,original,pg_13,True,winter,[],"['Xebec', 'I.Gzwei']","['Starchild Records', 'Mainichi Broadcasting System']",[],"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']"
10178,special,7.37,6948,4.0,2011-01-07,novel,r,True,winter,['Josei'],"['Bones', 'Production Reed', 'The Answer Studio', 'WAO World']","['NHK', 'WAO World']",[],"['Drama', 'Romance', 'Slice of Life']"
2214,tv,7.56,4680,17.0,2006-04-10,manga,pg_13,True,spring,[],['Tezuka Productions'],"['Avex Entertainment', 'Yomiuri Telecasting']",[],"['Action', 'Drama', 'Medical']"
201,ova,7.2,12007,6.0,1992-03-27,manga,r+,True,winter,[],['Production I.G'],['Shueisha'],['VIZ Media'],"['Comedy', 'Drama', 'Ecchi', 'Romance']"
1609,ova,7.25,10054,4.0,2006-11-24,original,r+,True,fall,[],['Sunrise'],"['Bandai Visual', 'Lantis']","['Funimation', 'Bandai Entertainment']",['Action']
48438,ova,7.86,3368,3.0,2021-09-10,manga,pg_13,True,summer,['Shounen'],['Studio Kafka'],"['flying DOG', 'Sound Team Don Juan', 'Mag Garden', 'Twin Engine']",[],"['Fantasy', 'Slice of Life']"
852,tv,7.59,4435,50.0,1995-09-10,manga,pg_13,True,fall,['Shoujo'],['Toei Animation'],[],[],"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Visual Arts']"
32262,tv,6.64,167772,12.0,2017-04-07,web_manga,pg_13,True,spring,[],['EMT Squared'],"['TV Tokyo', 'Sotsu', 'Half H.P Studio', 'DIVE II Entertainment', 'Avex Pictures']",['Funimation'],"['Comedy', 'Ecchi', 'Romance', 'Supernatural', 'Harem', 'School']"
596,special,6.98,26130,1.0,2003-06-27,manga,pg_13,True,spring,[],['Madhouse'],"['Movic', 'Pioneer LDC']","['Funimation', 'Geneon Entertainment USA']","['Comedy', 'Romance']"
1133,tv,7.16,13964,26.0,2002-04-02,original,pg_13,True,spring,['Shounen'],['AIC'],['VAP'],['Funimation'],"['Action', 'Comedy', 'Sci-Fi', 'Detective', 'Harem', 'Mecha', 'Space']"
11241,tv,6.76,68215,12.0,2012-01-08,manga,r,True,winter,['Seinen'],['TMS Entertainment'],"['Media Factory', 'Studio Saki Makura', 'TMS Music']","['NIS America, Inc.', 'Discotek Media']","['Action', 'Adventure', 'Historical', 'Samurai', 'Super Power']"
21439,tv,7.01,23846,13.0,2015-04-05,visual_novel,pg_13,True,spring,['Shoujo'],['A-1 Pictures'],"['Showgate', 'King Records']",['Sentai Filmworks'],"['Comedy', 'Romance', 'Idols (Male)', 'Music', 'Reverse Harem', 'School']"
34349,ova,7.62,4288,2.0,2016-08-15,manga,pg_13,True,summer,['Shounen'],"['Production I.G', 'Madhouse']",['Kodansha'],[],"['Sports', 'School', 'Team Sports']"
9055,ova,7.15,14389,4.0,2010-09-06,original,g,True,summer,[],['Hal Film Maker'],"['Shochiku', 'TYO Animations', 'flying DOG', 'BIGLOBE', 'RAY']",['Nozomi Entertainment'],"['Comedy', 'Drama', 'Slice of Life', 'CGDCT', 'Iyashikei']"
37140,tv,7.23,10601,97.0,2018-04-01,manga,pg,True,spring,['Shounen'],['Toei Animation'],"['Yomiko Advertising', 'Fuji TV']",[],"['Comedy', 'Horror', 'Supernatural', 'Mythology']"
16468,special,7.18,12768,2.0,2012-12-23,manga,pg_13,True,fall,['Shounen'],['Toei Animation'],['NOTTV'],[],"['Action', 'Adventure', 'Fantasy']"
34009,tv,6.97,26638,12.0,2016-10-05,original,pg_13,True,fall,[],['Haoliners Animation League'],"['Emon', 'Studio LAN']",[],['Comedy']
3268,ova,7.36,7009,3.0,2008-02-21,original,r+,True,winter,[],['Sunrise'],[],"['Funimation', 'Bandai Entertainment']",['Sci-Fi']
1369,ova,7.24,10189,1.0,2000-10-11,manga,pg_13,True,fall,['Shounen'],['TMS Entertainment'],[],[],"['Adventure', 'Comedy', 'Mystery']"
34391,ona,7.25,9921,4.0,2017-03-24,manga,r,True,winter,[],['Sunrise'],[],[],"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
38360,ova,7.33,7536,1.0,2018-11-30,manga,r,True,fall,['Seinen'],['Hoods Drifters Studio'],[],[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Isekai', 'Samurai']"
6152,movie,7.53,4874,1.0,2005-09-14,game,pg_13,True,summer,[],[],['Square Enix'],[],"['Action', 'Drama', 'Fantasy', 'Sci-Fi']"
6380,ova,7.27,9341,1.0,2009-07-22,manga,pg_13,True,summer,[],['A-1 Pictures'],['Aniplex'],['Funimation'],"['Action', 'Comedy', 'Sci-Fi']"
3298,tv,7.12,15557,10.0,2008-01-05,manga,pg_13,True,winter,['Josei'],['Studio Deen'],"['Frontier Works', 'Sotsu']",['Sentai Filmworks'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
1146,ova,7.33,7486,1.0,1993-09-25,original,r+,True,summer,['Shounen'],['AIC'],['Pioneer LDC'],"['Funimation', 'Geneon Entertainment USA']","['Comedy', 'Romance', 'Sci-Fi', 'Harem']"
1358,movie,7.21,11219,1.0,1986-03-08,manga,r,True,winter,['Shounen'],['Toei Animation'],['Streamline Pictures'],['Discotek Media'],"['Adventure', 'Sci-Fi']"
1543,tv,7.11,15938,12.0,2006-10-05,visual_novel,pg_13,True,fall,[],['Daume'],"['Frontier Works', 'Movic', 'Alchemist', 'Memory-Tech']",['Sentai Filmworks'],"['Comedy', 'Romance', 'Sci-Fi', 'School']"
