anime_id,type,score,scored_by,episodes,start_date,source,rating,sfw,start_season,demographics,studios,producers,licensors,keywords
2001,tv,8.63,826245,27.0,2007-04-01,original,pg_13,True,spring,[],['Gainax'],"['TV Tokyo', 'Aniplex', 'Dentsu', 'Konami', 'Half H.P Studio', 'Bandai']","['ADV Films', 'Bandai Entertainment', 'Aniplex of America']","['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Mecha']"
164,movie,8.68,718460,1.0,1997-07-12,original,pg_13,True,summer,[],['Studio Ghibli'],"['Tokuma Shoten', 'Nippon Television Network']",['GKIDS'],"['Action', 'Adventure', 'Fantasy']"
40456,movie,8.66,775474,1.0,2020-10-16,manga,r,True,fall,['Shounen'],['ufotable'],"['Aniplex', 'Shueisha']",['Aniplex of America'],"['Action', 'Fantasy', 'Historical']"
47778,tv,8.86,562826,11.0,2021-12-05,manga,r,True,winter,['Shounen'],['ufotable'],[],['Crunchyroll'],"['Action', 'Fantasy', 'Historical']"
37521,tv,8.73,619634,24.0,2019-07-08,manga,r,True,summer,['Seinen'],['Wit Studio'],"['Production I.G', 'Dentsu', 'Kodansha', 'Twin Engine']",['Sentai Filmworks'],"['Action', 'Adventure', 'Drama', 'Historical']"
40591,tv,8.65,711087,12.0,2020-04-11,manga,pg_13,True,spring,['Seinen'],['A-1 Pictures'],"['Aniplex', 'Mainichi Broadcasting System', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],"['Comedy', 'Psychological', 'Romantic Subtext', 'School']"
32182,tv,8.48,1083282,12.0,2016-07-11,web_manga,pg_13,True,summer,[],['Bones'],"['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']","['Funimation', 'Crunchyroll']","['Action', 'Comedy', 'Supernatural', 'Super Power']"
34599,tv,8.67,625109,13.0,2017-07-07,web_manga,r,True,summer,[],['Kinema Citrus'],"['Media Factory', 'AT-X', 'Takeshobo', 'Sony Music Communications', 'Kadokawa Media House', 'Cygames', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions', 'IRMA LA DOUCE']",['Sentai Filmworks'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
20583,tv,8.45,1080271,25.0,2014-04-06,manga,pg_13,True,spring,['Shounen'],['Production I.G'],"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'TOHO animation', 'Shueisha', 'Spacey Music Entertainment']",['Sentai Filmworks'],"['Sports', 'School', 'Team Sports']"
50265,tv,8.82,498502,12.0,2022-04-09,manga,pg_13,True,spring,['Shounen'],"['Wit Studio', 'CloverWorks']","['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Shueisha']",[],"['Action', 'Comedy', 'Childcare']"
11741,tv,8.56,648863,12.0,2012-04-08,light_novel,r,True,spring,[],['ufotable'],"['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['Aniplex of America'],"['Action', 'Fantasy', 'Supernatural']"
30654,tv,8.5,783848,25.0,2016-01-08,manga,pg_13,True,winter,['Shounen'],['Lerche'],"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'Avex Pictures', 'Shueisha', 'Kansai Telecasting']",['Funimation'],"['Action', 'Comedy', 'School']"
48583,tv,8.82,465392,12.0,2022-01-10,manga,r,True,winter,['Shounen'],['MAPPA'],"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprise']",[],"['Action', 'Drama', 'Gore', 'Military', 'Survival']"
37999,tv,8.41,927051,12.0,2019-01-12,manga,pg_13,True,winter,['Seinen'],['A-1 Pictures'],"['Aniplex', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],"['Comedy', 'Psychological', 'Romantic Subtext', 'School']"
37991,tv,8.58,569695,39.0,2018-10-06,manga,r,True,fall,['Shounen'],['David Production'],"['Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha']",['VIZ Media'],"['Action', 'Adventure', 'Organized Crime']"
31933,tv,8.5,656285,39.0,2016-04-02,manga,r,True,spring,['Shounen'],['David Production'],"['Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha']",['VIZ Media'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']"
32,movie,8.55,535545,1.0,1997-07-19,original,r+,True,summer,[],"['Gainax', 'Production I.G']","['TV Tokyo', 'Toei Animation', 'Kadokawa Shoten', 'Movic', 'Sega', 'TV Tokyo Music', 'Audio Tanaka']","['GKIDS', 'Manga Entertainment']","['Avant Garde', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological']"
22535,tv,8.35,1031280,24.0,2014-10-09,manga,r,True,fall,['Seinen'],['Madhouse'],"['VAP', 'Kodansha', 'Nippon Television Network', 'Forecast Communications']",['Sentai Filmworks'],"['Action', 'Horror', 'Sci-Fi', 'Gore', 'Psychological']"
26055,tv,8.44,676872,24.0,2015-01-10,manga,r,True,winter,['Shounen'],['David Production'],"['Yomiko Advertising', 'Warner Bros. Japan', 'Kamikaze Douga', 'KlockWorx', 'Shueisha']",['VIZ Media'],"['Action', 'Adventure', 'Drama', 'Supernatural']"
205,tv,8.5,579698,26.0,2004-05-20,original,r,True,spring,['Shounen'],['Manglobe'],"['Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']","['Funimation', 'Geneon Entertainment USA']","['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai']"
36098,movie,8.57,472985,1.0,2018-09-01,novel,pg_13,True,summer,[],['Studio VOLN'],"['Aniplex', 'ABC Animation']",['Aniplex of America'],"['Drama', 'Romance', 'Slice of Life']"
30,tv,8.34,941487,26.0,1995-10-04,original,pg_13,True,fall,[],"['Gainax', 'Tatsunoko Production']","['TV Tokyo', 'Kadokawa Shoten', 'Nihon Ad Systems', 'Audio Tanaka']","['ADV Films', 'GKIDS', 'Netflix']","['Action', 'Avant Garde', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological']"
31043,tv,8.31,1214990,12.0,2016-01-08,manga,r,True,winter,['Seinen'],['A-1 Pictures'],"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Fuji TV', 'DAX Production', 'Kyoraku Industrial Holdings', 'Kansai Telecasting', 'Lawson', 'Kanetsu Investment', 'C-one']",['Aniplex of America'],"['Mystery', 'Psychological', 'Time Travel']"
918,tv,8.95,360760,201.0,2006-04-04,manga,pg_13,True,spring,['Shounen'],['Sunrise'],"['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Audio Highs', 'Miracle Robo', 'Shueisha']","['Sentai Filmworks', 'Crunchyroll']","['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']"
9989,tv,8.33,909507,11.0,2011-04-15,original,pg_13,True,spring,[],['A-1 Pictures'],"['Aniplex', 'Dentsu', 'Fuji TV', 'Fujipacific Music']","['NIS America, Inc.', 'Aniplex of America']","['Drama', 'Slice of Life', 'Supernatural']"
12355,movie,8.59,422750,1.0,2012-07-21,original,g,True,summer,[],['Studio Chizu'],"['Madhouse', 'VAP', 'Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Toho', 'Hiroshima Television']",['Funimation'],"['Fantasy', 'Slice of Life', 'Childcare']"
45576,tv,8.73,371600,12.0,2021-10-04,light_novel,r,True,fall,[],['Studio Bind'],"['Frontier Works', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'GREE Entertainment']",['Funimation'],"['Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']"
13601,tv,8.35,720254,22.0,2012-10-12,original,r,True,fall,[],['Production I.G'],"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'Kyoraku Industrial Holdings']",['Funimation'],"['Action', 'Sci-Fi', 'Suspense', 'Adult Cast', 'Detective', 'Psychological']"
9756,tv,8.36,686406,12.0,2011-01-07,original,pg_13,True,winter,[],['Shaft'],"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Houbunsha']",['Aniplex of America'],"['Drama', 'Suspense', 'Mahou Shoujo', 'Psychological']"
33255,tv,8.43,524823,120.0,2016-07-04,manga,pg_13,True,summer,['Shounen'],"['J.C.Staff', 'Egg Firm']","['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Pony Canyon', 'Nippon Columbia', 'KlockWorx', 'Asmik Ace', 'Bandai Namco Entertainment', 'Shueisha', ""Toy's Factory"", 'Dear Stage inc.']",['Funimation'],"['Comedy', 'Supernatural', 'Gag Humor', 'School']"
245,tv,8.69,364906,43.0,1999-06-30,manga,r,True,summer,['Shounen'],['Pierrot'],"['Aniplex', 'Fuji TV']","['Discotek Media', 'Tokyopop']","['Comedy', 'Drama', 'Delinquents', 'School', 'Workplace']"
5081,tv,8.34,681135,15.0,2009-07-03,light_novel,r,True,summer,[],['Shaft'],"['Aniplex', 'Kodansha']",['Aniplex of America'],"['Mystery', 'Romance', 'Supernatural', 'Vampire']"
31240,tv,8.25,1264633,25.0,2016-04-04,light_novel,r,True,spring,[],['White Fox'],"['TV Tokyo', 'Media Factory', 'Kadokawa Shoten', 'AT-X', 'Magic Capsule', 'Memory-Tech', 'Hakuhodo DY Music & Pictures']",['Funimation'],"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']"
38329,movie,8.62,380542,1.0,2019-06-15,light_novel,pg_13,True,spring,[],['CloverWorks'],"['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],"['Drama', 'Romance', 'Supernatural', 'School']"
1735,tv,8.24,1445838,500.0,2007-02-15,manga,pg_13,True,winter,['Shounen'],['Pierrot'],"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],"['Action', 'Adventure', 'Fantasy', 'Martial Arts']"
38691,tv,8.29,891968,24.0,2019-07-05,manga,pg_13,True,summer,['Shounen'],['TMS Entertainment'],"['TOHO animation', 'Shueisha', '8PAN']","['Funimation', 'Crunchyroll']","['Adventure', 'Comedy', 'Sci-Fi', 'Survival', 'Time Travel']"
39535,tv,8.37,593681,11.0,2021-01-11,light_novel,r,True,winter,[],['Studio Bind'],"['Frontier Works', 'TOHO animation', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Kadokawa', 'GREE', 'Toho Music']",['Funimation'],"['Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']"
37450,tv,8.27,952634,13.0,2018-10-04,light_novel,pg_13,True,fall,[],['CloverWorks'],"['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],"['Comedy', 'Drama', 'Romance', 'Supernatural', 'School']"
32937,tv,8.28,892930,10.0,2017-01-12,light_novel,pg_13,True,winter,[],['Studio Deen'],"['Kadokawa Shoten', 'Nippon Columbia', 'KlockWorx', 'Sony Music Communications', 'Toranoana', '81 Produce', 'Kadokawa Media House']",['Discotek Media'],"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']"
17074,tv,8.77,330778,26.0,2013-07-07,light_novel,r,True,summer,[],['Shaft'],"['Aniplex', 'Kodansha', 'Cyclone Graphics']",['Aniplex of America'],"['Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']"
39587,tv,8.37,542395,13.0,2020-07-08,light_novel,r,True,summer,[],['White Fox'],"['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa']",[],"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']"
40776,tv,8.54,392171,12.0,2020-10-03,manga,pg_13,True,fall,['Shounen'],['Production I.G'],"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],"['Sports', 'School', 'Team Sports']"
19,tv,8.84,312652,74.0,2004-04-07,manga,r+,True,spring,['Seinen'],['Madhouse'],"['VAP', 'Shogakukan-Shueisha Productions', 'Nippon Television Network']",['VIZ Media'],"['Drama', 'Mystery', 'Suspense', 'Adult Cast', 'Psychological']"
10087,tv,8.29,788121,13.0,2011-10-02,light_novel,r,True,fall,[],['ufotable'],"['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['Aniplex of America'],"['Action', 'Fantasy', 'Supernatural']"
42203,tv,8.48,412212,12.0,2021-01-06,light_novel,r,True,winter,[],['White Fox'],"['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa']",[],"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']"
38040,movie,8.47,411562,1.0,2019-08-30,light_novel,pg_13,True,summer,[],['J.C.Staff'],[],[],"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']"
43608,tv,9.14,280251,13.0,2022-04-09,manga,pg_13,True,spring,['Seinen'],['A-1 Pictures'],"['Aniplex', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],"['Comedy', 'Suspense', 'Psychological', 'Romantic Subtext', 'School']"
30484,tv,8.52,369827,23.0,2018-04-12,visual_novel,pg_13,True,spring,[],['White Fox'],"['Frontier Works', 'Media Factory', 'Kadokawa Shoten', 'Movic']",['Funimation'],"['Drama', 'Sci-Fi', 'Suspense', 'Time Travel']"
38883,tv,8.36,484772,13.0,2020-01-11,manga,pg_13,True,winter,['Shounen'],['Production I.G'],"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],"['Sports', 'School', 'Team Sports']"
39551,tv,8.4,426840,12.0,2021-01-12,manga,pg_13,True,winter,[],['8bit'],['Kodansha'],['Funimation'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Mythology', 'Reincarnation']"
28701,tv,8.32,512854,13.0,2015-04-05,visual_novel,r,True,spring,[],['ufotable'],"['Aniplex', 'Notes']",['Aniplex of America'],"['Action', 'Fantasy', 'Supernatural']"
777,ova,8.36,434095,10.0,2006-02-10,manga,r,True,winter,['Seinen'],"['Madhouse', 'Satelight', 'Graphinica']","['Geneon Universal Entertainment', 'StudioRF Inc.', 'Shounen Gahousha']","['Funimation', 'Geneon Entertainment USA']","['Action', 'Horror', 'Supernatural', 'Adult Cast', 'Gore', 'Military', 'Vampire']"
578,movie,8.5,350851,1.0,1988-04-16,novel,pg_13,True,spring,[],['Studio Ghibli'],[],"['ADV Films', 'Central Park Media', 'Sentai Filmworks']","['Drama', 'Historical']"
523,movie,8.26,611158,1.0,1988-04-16,original,g,True,spring,[],['Studio Ghibli'],"['Studio Fantasia', 'Streamline Pictures']","['Disney Platform Distribution', 'GKIDS']","['Adventure', 'Supernatural']"
38826,movie,8.31,492483,1.0,2019-07-19,original,pg_13,True,summer,[],['CoMix Wave Films'],"['Toho', 'Lawson HMV Entertainment', 'JR East Marketing & Communications', 'Kadokawa', 'voque ting', 'STORY', 'Lawson Entertainment']",['GKIDS'],"['Drama', 'Fantasy', 'Romance', 'Slice of Life']"
33486,tv,8.15,1546612,25.0,2017-04-01,manga,pg_13,True,spring,['Shounen'],['Bones'],"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Funimation'],"['Action', 'School', 'Super Power']"
48736,tv,8.34,422042,12.0,2022-01-09,manga,pg_13,True,winter,['Seinen'],['CloverWorks'],"['Aniplex', 'Square Enix', 'Movic', 'Studio Mausu', 'Tokyo MX']",[],"['Romance', 'Slice of Life', 'Otaku Culture', 'School']"
7311,movie,8.62,288983,1.0,2010-02-06,light_novel,pg_13,True,winter,[],['Kyoto Animation'],"['Kadokawa Shoten', 'Animation Do']","['Funimation', 'Bandai Entertainment']","['Mystery', 'Sci-Fi', 'Supernatural', 'School']"
37105,tv,8.43,353661,12.0,2018-07-14,manga,pg_13,True,summer,['Seinen'],['Zero-G'],"['Mainichi Broadcasting System', 'Kodansha', 'NBCUniversal Entertainment Japan', 'Avex Pictures', 'Q-Tec', 'JR East Marketing & Communications', 'GYAO!']",[],['Comedy']
437,movie,8.53,309029,1.0,1998-02-28,novel,r+,True,winter,[],['Madhouse'],['Rex Entertainment'],"['GKIDS', 'Manga Entertainment']","['Avant Garde', 'Drama', 'Horror', 'Adult Cast', 'Psychological', 'Showbiz']"
28171,tv,8.18,919553,24.0,2015-04-04,manga,pg_13,True,spring,['Shounen'],['J.C.Staff'],"['Dentsu', 'Frontier Works', 'Mainichi Broadcasting System', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Shueisha', 'I Will']",['Sentai Filmworks'],"['Ecchi', 'Gourmet', 'School']"
36649,tv,8.5,314953,24.0,2018-07-06,manga,r,True,summer,['Shoujo'],['MAPPA'],"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Shogakukan']",[],"['Action', 'Adventure', 'Drama', 'Delinquents']"
10165,tv,8.46,328368,26.0,2011-04-03,manga,pg_13,True,spring,['Shounen'],['Kyoto Animation'],"['Lantis', 'Kadokawa Shoten', 'Movic', 'Rakuonsha', 'Kadokawa Pictures Japan', 'KlockWorx', 'Animation Do']","['Funimation', 'Bandai Entertainment']","['Comedy', 'Gag Humor', 'School']"
23847,tv,8.22,618114,13.0,2015-04-03,light_novel,pg_13,True,spring,[],['feel.'],"['TBS', 'Marvelous AQL', 'NBCUniversal Entertainment Japan']",['Sentai Filmworks'],"['Comedy', 'Romance', 'Love Polygon', 'School']"
33,tv,8.54,293642,25.0,1997-10-08,manga,r+,True,fall,['Seinen'],['OLM'],"['VAP', 'Hakusensha', 'Nippon Television Network']","['Media Blasters', 'NYAV Post']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural', 'Gore', 'Military', 'Mythology']"
11577,movie,8.46,324483,1.0,2013-04-20,visual_novel,pg_13,True,spring,[],['White Fox'],"['Frontier Works', 'Media Factory', 'Movic', 'AT-X', 'Kadokawa Pictures Japan', 'MAGES.']",['Funimation'],"['Drama', 'Sci-Fi']"
42897,tv,8.21,635531,13.0,2021-01-10,manga,pg_13,True,winter,['Shounen'],['CloverWorks'],"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Kanetsu Investment', 'My Theater D.D.', 'Global Solutions', 'Mirai-Kojo']",['Funimation'],"['Romance', 'School']"
28223,tv,8.16,903941,12.0,2015-01-10,original,r,True,winter,[],['Madhouse'],"['VAP', 'DAX Production', 'Nippon Television Network']",['Funimation'],"['Drama', 'Supernatural', 'Suspense', 'Adult Cast', 'High Stakes Game', 'Psychological']"
34612,tv,8.44,328735,24.0,2018-01-17,manga,pg_13,True,winter,['Shounen'],"['J.C.Staff', 'Egg Firm']","['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Nippon Columbia', 'KlockWorx', 'Asmik Ace', 'Bandai Namco Entertainment', 'Shueisha', ""Toy's Factory"", 'Dear Stage inc.']",[],"['Comedy', 'Supernatural', 'Gag Humor', 'School']"
24415,tv,8.31,419131,25.0,2015-01-11,manga,pg_13,True,winter,['Shounen'],['Production I.G'],"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Banpresto', 'Shueisha', 'BS11']",[],"['Sports', 'School', 'Team Sports']"
2251,tv,8.38,357925,13.0,2007-07-27,light_novel,r,True,summer,[],"[""Brain's Base""]","['Aniplex', 'Sakura Create', 'Happinet Pictures']","['Funimation', 'Aniplex of America']","['Action', 'Comedy', 'Mystery', 'Supernatural', 'Historical', 'Organized Crime']"
457,tv,8.67,255763,26.0,2005-10-23,manga,pg_13,True,fall,['Seinen'],['Artland'],"['Avex Entertainment', 'Marvelous', 'SKY Perfect Well Think', 'Delfi Sound']",['Funimation'],"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural', 'Adult Cast', 'Historical', 'Iyashikei']"
