anime_id,title,type,score,scored_by,status,episodes,source,members,favorites,rating,sfw,start_year,start_season,genres,themes,demographics,studios,producers
40059,Golden Kamuy 3rd Season,tv,8,61346,finished_airing,12.0,Non-Original,129731,1234,r,True,2020.0,fall,"['Action', 'Adventure']",['Historical'],['Seinen'],['Geno Studio'],"['Magic Capsule', 'NBCUniversal Entertainment Japan', 'Twin Engine']"
18195,Little Busters!: Refrain,tv,8,73083,finished_airing,13.0,Non-Original,154967,2024,pg_13,True,2013.0,fall,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",['School'],[],['J.C.Staff'],"['Warner Bros. Japan', 'Showgate']"
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,movie,8,75438,finished_airing,1.0,original,150376,366,pg_13,True,2008.0,summer,"['Action', 'Comedy']",['Mecha'],[],['Gainax'],['Aniplex']
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,movie,7,123103,finished_airing,1.0,Non-Original,188360,621,r+,True,2012.0,spring,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology']",['Seinen'],['Studio 4°C'],"['Yahoo! Japan', 'Good Smile Company', 'Beyond C.', 'Rialto Entertainment']"
10721,Mawaru Penguindrum,tv,7,102534,finished_airing,24.0,original,280683,7030,r,True,2011.0,summer,"['Avant Garde', 'Comedy', 'Drama', 'Mystery']",['Psychological'],[],"[""Brain's Base""]","['Starchild Records', 'Mainichi Broadcasting System']"
12413,Jormungand,tv,7,139920,finished_airing,12.0,Non-Original,321374,2777,r+,True,2012.0,spring,"['Action', 'Adventure']",['Organized Crime'],['Seinen'],['White Fox'],"['Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions']"
8516,Baka to Test to Shoukanjuu Ni!,tv,7,214359,finished_airing,13.0,Non-Original,351857,1176,pg_13,True,2011.0,summer,"['Comedy', 'Romance']","['Love Polygon', 'School', 'Super Power']",[],['SILVER LINK.'],"['Lantis', 'Media Factory', 'Enterbrain', 'Cospa', 'Kadokawa Contents Gate', 'TV Tokyo Music', 'PRA', 'T.O Entertainment', 'Hakuhodo DY Media Partners']"
29093,Grisaia no Meikyuu: Caprice no Mayu 0,special,7,127910,finished_airing,1.0,Non-Original,211994,654,r+,True,2015.0,spring,['Drama'],[],[],['8bit'],"['Frontier Works', 'NBCUniversal Entertainment Japan', 'Front Wing']"
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,tv,8,69485,finished_airing,25.0,original,123212,1431,r,True,2016.0,fall,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Space']",[],['Sunrise'],"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']"
32729,Orange,tv,7,356230,finished_airing,13.0,Non-Original,735642,6305,pg_13,True,2016.0,summer,"['Drama', 'Romance', 'Sci-Fi']","['Love Polygon', 'School', 'Time Travel']",['Shoujo'],['Telecom Animation Film'],"['TMS Entertainment', 'DAX Production', 'TOHO animation', 'Lawson', 'ABC Animation', 'MediaLink Entertainment Limited']"
2605,Sayonara Zetsubou Sensei,tv,7,121942,finished_airing,12.0,Non-Original,323100,4522,r,True,2007.0,summer,['Comedy'],"['Gag Humor', 'Parody', 'School']",['Shounen'],['Shaft'],"['Starchild Records', 'Omnibus Japan']"
34542,Inuyashiki,tv,7,278861,finished_airing,11.0,Non-Original,569386,3413,r,True,2017.0,fall,"['Action', 'Drama', 'Sci-Fi']","['Gore', 'Psychological']",['Seinen'],['MAPPA'],"['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV', 'DMM pictures']"
15227,Kono Sekai no Katasumi ni,movie,8,69270,finished_airing,1.0,Non-Original,165988,1351,pg_13,True,2016.0,fall,['Drama'],['Historical'],['Seinen'],['MAPPA'],"['Genco', 'Animatsu Entertainment']"
20767,Noragami OVA,ova,7,174836,finished_airing,2.0,Non-Original,304581,381,pg_13,True,2014.0,winter,"['Comedy', 'Fantasy']","['Mythology', 'School']",['Shounen'],['Bones'],"['Avex Entertainment', 'Ai Addiction']"
24439,Kekkai Sensen,tv,7,354074,finished_airing,12.0,Non-Original,783944,7093,r,True,2015.0,spring,"['Action', 'Comedy', 'Fantasy', 'Supernatural']","['Super Power', 'Vampire']",['Shounen'],['Bones'],"['Nihon Ad Systems', 'Mainichi Broadcasting System', 'TOHO animation', 'Shueisha', ""Toy's Factory"", 'Sony PCL']"
39486,Gintama: The Final,movie,9,51437,finished_airing,1.0,Non-Original,107464,3628,pg_13,True,2021.0,winter,"['Action', 'Comedy', 'Drama', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],['Bandai Namco Pictures'],"['TV Tokyo', 'Warner Bros. Japan']"
36106,Shingeki no Kyojin: Lost Girls,ova,7,136005,finished_airing,3.0,Non-Original,270123,518,r,True,2017.0,fall,"['Action', 'Drama']",[],[],['Wit Studio'],"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprise']"
8795,Panty & Stocking with Garterbelt,tv,7,177139,finished_airing,13.0,original,349584,5110,r,True,2010.0,fall,"['Action', 'Comedy', 'Ecchi', 'Supernatural']","['Gag Humor', 'Parody']",[],['Gainax'],"['Kadokawa Shoten', 'Half H.P Studio', 'AT-X', 'Kadokawa Pictures Japan', 'KlockWorx', 'flying DOG', 'Kadokawa Contents Gate']"
3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),movie,7,137918,finished_airing,1.0,Non-Original,223254,434,r,True,2007.0,fall,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",[],[],['ufotable'],['Notes']
5690,Nodame Cantabile: Finale,tv,8,66496,finished_airing,11.0,Non-Original,121818,402,pg_13,True,2010.0,winter,"['Comedy', 'Romance']","['Adult Cast', 'Music']",['Josei'],['J.C.Staff'],"['Dentsu', 'Genco', 'SKY Perfect Well Think', 'Kodansha', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment']"
49721,Karakai Jouzu no Takagi-san 3,tv,8,56658,finished_airing,12.0,Non-Original,139311,2063,pg_13,True,2022.0,winter,['Comedy'],"['Iyashikei', 'Romantic Subtext', 'School']",['Shounen'],['Shin-Ei Animation'],"['Shogakukan-Shueisha Productions', 'Magic Capsule', 'Asmik Ace', 'TOHO animation', 'Shogakukan', 'Toho Music']"
4280,Kara no Kyoukai Movie 4: Garan no Dou,movie,7,121493,finished_airing,1.0,Non-Original,199810,294,r,True,2008.0,spring,"['Action', 'Mystery', 'Supernatural', 'Suspense']",[],[],['ufotable'],['Notes']
31490,One Piece Film: Gold,movie,7,104844,finished_airing,1.0,Non-Original,174101,306,pg_13,True,2016.0,summer,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Toei Animation'],[]
36474,Sword Art Online: Alicization,tv,7,540592,finished_airing,24.0,Non-Original,911801,6694,r,True,2018.0,fall,"['Action', 'Adventure', 'Fantasy']",['Video Game'],[],['A-1 Pictures'],"['Aniplex', 'Genco', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa']"
1827,Seirei no Moribito,tv,8,72783,finished_airing,26.0,Non-Original,202703,2594,pg_13,True,2007.0,spring,"['Action', 'Adventure', 'Fantasy']",['Historical'],[],['Production I.G'],"['Geneon Universal Entertainment', 'Dentsu', 'NHK Enterprises']"
4477,Nodame Cantabile: Paris-hen,tv,8,72003,finished_airing,11.0,Non-Original,117931,275,pg_13,True,2008.0,fall,"['Comedy', 'Romance', 'Slice of Life']","['Adult Cast', 'Music']",['Josei'],['J.C.Staff'],"['Dentsu', 'Genco', 'SKY Perfect Well Think', 'Kodansha', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment']"
36896,Boku no Hero Academia the Movie 1: Futari no Hero,movie,7,404729,finished_airing,1.0,Non-Original,653787,1320,pg_13,True,2018.0,summer,['Action'],['Super Power'],['Shounen'],['Bones'],"['TOHO animation', 'Shueisha', 'Toho Music']"
387,Haibane Renmei,tv,7,92183,finished_airing,13.0,Non-Original,252657,6733,pg_13,True,2002.0,fall,"['Drama', 'Fantasy', 'Mystery', 'Slice of Life']",['Psychological'],[],['Radix'],"['Kadokawa Shoten', 'Fuji TV', 'Studio Tulip']"
40729,Nomad: Megalo Box 2,tv,8,67114,finished_airing,13.0,original,172673,1784,r,True,2021.0,spring,"['Drama', 'Sci-Fi', 'Sports']",['Combat Sports'],[],['TMS Entertainment'],"['Kodansha', 'Tohokushinsha Film Corporation', 'Bandai Namco Arts']"
19111,Love Live! School Idol Project 2nd Season,tv,7,140260,finished_airing,13.0,Non-Original,240484,2734,pg_13,True,2014.0,spring,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",[],['Sunrise'],"['Bandai Visual', 'Lantis', 'Bushiroad']"
137,Hunter x Hunter: Original Video Animation,ova,8,61680,finished_airing,8.0,Non-Original,116986,371,pg_13,True,2002.0,winter,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Nippon Animation'],[]
39597,Sword Art Online: Alicization - War of Underworld,tv,7,385420,finished_airing,12.0,Non-Original,645216,3330,r,True,2019.0,fall,"['Action', 'Adventure', 'Fantasy']",['Video Game'],[],['A-1 Pictures'],"['Aniplex', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa', 'Sonilude']"
22961,Date A Live II: Kurumi Star Festival,ova,7,101572,finished_airing,1.0,Non-Original,166140,1002,pg_13,True,2014.0,fall,"['Romance', 'Slice of Life']",[],[],['Production IMS'],[]
2924,ef: A Tale of Memories.,tv,7,103838,finished_airing,12.0,Non-Original,242203,2716,pg_13,True,2007.0,fall,"['Drama', 'Mystery', 'Romance']",[],[],['Shaft'],['Rondo Robe']
202,Wolf's Rain,tv,7,126095,finished_airing,26.0,original,306572,5453,pg_13,True,2003.0,winter,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",[],[],['Bones'],"['Bandai Visual', 'Asatsu DK', 'Fuji TV']"
239,Gankutsuou,tv,8,69534,finished_airing,24.0,Non-Original,228580,3643,r,True,2004.0,fall,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",[],[],['Gonzo'],"['GDH', 'TV Asahi', 'Media Factory', 'Sotsu Music Publishing']"
530,Bishoujo Senshi Sailor Moon,tv,7,172559,finished_airing,46.0,Non-Original,343563,9175,pg_13,True,1992.0,spring,['Romance'],"['Mahou Shoujo', 'Mythology']",['Shoujo'],['Toei Animation'],"['TV Asahi', 'Toei Advertising']"
846,School Rumble Ni Gakki,tv,7,87151,finished_airing,26.0,Non-Original,150987,741,pg_13,True,2006.0,spring,"['Comedy', 'Romance']","['Gag Humor', 'Love Polygon', 'School']",['Shounen'],['Studio Comet'],"['Sotsu', 'Marvelous', 'Studio Jack']"
40221,Kami no Tou,tv,7,462416,finished_airing,13.0,Non-Original,784706,5709,pg_13,True,2020.0,spring,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",[],[],['Telecom Animation Film'],"['Sega', 'Rialto Entertainment', 'Sola Entertainment', 'Naver Webtoons', 'IRMA LA DOUCE']"
31765,Sword Art Online Movie: Ordinal Scale,movie,7,408783,finished_airing,1.0,original,654767,3373,r+,True,2017.0,winter,"['Action', 'Adventure', 'Fantasy']",['Video Game'],[],['A-1 Pictures'],"['Aniplex', 'Genco', 'ASCII Media Works', 'Bandai Namco Entertainment', 'Egg Firm']"
28677,Yamada-kun to 7-nin no Majo (TV),tv,7,405713,finished_airing,12.0,Non-Original,708021,3841,pg_13,True,2015.0,spring,"['Comedy', 'Mystery', 'Romance', 'Supernatural']","['Harem', 'School']",['Shounen'],['LIDENFILMS'],"['Dentsu', 'Frontier Works', 'Kodansha', 'Rakuonsha', 'Ultra Super Pictures', 'Memory-Tech', 'Daiichikosho', 'Lawson HMV Entertainment', 'Amuse', 'Animatic', 'A-Sketch']"
38080,Kono Oto Tomare!,tv,7,98398,finished_airing,13.0,Non-Original,245701,1954,pg_13,True,2019.0,spring,"['Drama', 'Romance']","['Music', 'Performing Arts', 'School']",['Shounen'],['Platinum Vision'],"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprise']"
34902,Tsurezure Children,tv,7,356066,finished_airing,12.0,Non-Original,647854,2506,pg_13,True,2017.0,summer,"['Comedy', 'Romance']",['School'],['Shounen'],['Studio Gokumi'],"['Nihon Ad Systems', 'Kodansha', 'Movic', 'KlockWorx', 'Sony Music Entertainment', 'King Records', 'BS11', 'Animatic', 'Marui Group']"
13331,Jormungand: Perfect Order,tv,7,96452,finished_airing,12.0,Non-Original,174530,687,r+,True,2012.0,fall,"['Action', 'Adventure']",['Organized Crime'],['Seinen'],['White Fox'],"['Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions']"
31704,One Punch Man: Road to Hero,ova,7,171696,finished_airing,1.0,Non-Original,295737,334,r,True,2015.0,fall,"['Action', 'Comedy']","['Parody', 'Super Power']",['Seinen'],['Madhouse'],[]
597,Neko no Ongaeshi,movie,7,150476,finished_airing,1.0,Non-Original,238043,1254,g,True,2002.0,summer,"['Adventure', 'Drama', 'Fantasy']",['Anthropomorphic'],[],['Studio Ghibli'],[]
21405,Bokura wa Minna Kawai-sou,tv,7,183150,finished_airing,12.0,Non-Original,357398,2102,pg_13,True,2014.0,spring,['Slice of Life'],"['Romantic Subtext', 'School']",['Seinen'],"[""Brain's Base""]",['TBS']
37379,Chihayafuru 3,tv,8,52583,finished_airing,24.0,Non-Original,121367,1323,pg_13,True,2019.0,fall,"['Drama', 'Slice of Life', 'Sports']","['Love Polygon', 'School', 'Strategy Game']",['Josei'],['Madhouse'],"['Kodansha', 'Nippon Television Network', 'TC Entertainment', 'Nippon Television Music', 'FBC']"
22507,Initial D Final Stage,tv,8,61077,finished_airing,4.0,Non-Original,118078,774,pg_13,True,2014.0,spring,[],['Racing'],['Seinen'],['SynergySP'],['Avex Entertainment']
16,Hachimitsu to Clover,tv,8,79255,finished_airing,24.0,Non-Original,248394,4060,pg_13,True,2005.0,spring,"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['Love Polygon', 'Visual Arts']",['Josei'],['J.C.Staff'],"['Dentsu', 'Genco', 'Fuji TV', 'Asmik Ace', 'Shueisha']"
43523,Tsuki ga Michibiku Isekai Douchuu,tv,7,155027,finished_airing,12.0,Non-Original,290086,3103,pg_13,True,2021.0,summer,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],[],['C2C'],['Nichion']
6956,Working!!,tv,7,196140,finished_airing,13.0,Non-Original,407313,2434,pg_13,True,2010.0,spring,['Comedy'],"['Romantic Subtext', 'Workplace']",['Seinen'],['A-1 Pictures'],"['Aniplex', 'Rakuonsha']"
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,movie,7,185814,finished_airing,1.0,Non-Original,305448,496,pg_13,True,2012.0,summer,"['Action', 'Adventure', 'Fantasy']",['Isekai'],['Shounen'],['Pierrot'],"['TV Tokyo', 'Aniplex', 'Dentsu', 'Toho', 'Shueisha']"
9919,Ao no Exorcist,tv,7,1066354,finished_airing,25.0,Non-Original,1755249,16132,pg_13,True,2011.0,spring,"['Action', 'Fantasy']","['Mythology', 'School']",['Shounen'],['A-1 Pictures'],"['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sakura Create', 'Shueisha']"
20159,Pokemon: The Origin,special,7,145368,finished_airing,4.0,Non-Original,213286,623,pg,True,2013.0,fall,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[],['Kids'],"['Production I.G', 'Xebec', 'OLM']",[]
3091,xxxHOLiC: Kei,tv,8,62264,finished_airing,13.0,Non-Original,132004,561,pg_13,True,2008.0,spring,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Psychological'],['Seinen'],['Production I.G'],"['TBS', 'BMG Japan', 'Kids Station', 'Kodansha', 'Movic']"
3785,Evangelion: 3.0 You Can (Not) Redo,movie,7,227882,finished_airing,1.0,original,385223,1721,pg_13,True,2012.0,fall,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[],['Khara'],"['Gainax', 'KlockWorx']"
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,movie,8,62779,finished_airing,1.0,Non-Original,107399,423,pg,True,2000.0,summer,"['Comedy', 'Drama', 'Fantasy', 'Romance']",['Mahou Shoujo'],['Shoujo'],['Madhouse'],"['Bandai Visual', 'Shochiku', 'Kodansha', 'Shelty', 'Amber Film Works']"
1430,Lupin III: Cagliostro no Shiro,movie,8,66484,finished_airing,1.0,Non-Original,104464,1147,pg_13,True,1979.0,fall,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],['Seinen'],['Tokyo Movie Shinsha'],['Streamline Pictures']
40397,Maoujou de Oyasumi,tv,8,80742,finished_airing,12.0,Non-Original,175139,1903,pg_13,True,2020.0,fall,"['Comedy', 'Fantasy']",['Mythology'],['Shounen'],['Doga Kobo'],['Lantis']
24277,Yowamushi Pedal: Grande Road,tv,8,72348,finished_airing,24.0,Non-Original,126899,480,pg_13,True,2014.0,fall,['Sports'],[],['Shounen'],['TMS Entertainment'],['TOHO animation']
23321,Log Horizon 2nd Season,tv,7,318353,finished_airing,25.0,Non-Original,567088,1386,pg_13,True,2014.0,fall,"['Action', 'Adventure', 'Fantasy']","['Adult Cast', 'Video Game']",[],['Studio Deen'],['NHK']
31772,One Punch Man Specials,special,7,162215,finished_airing,6.0,Non-Original,286100,354,r,True,2015.0,fall,"['Action', 'Comedy']","['Parody', 'Super Power']",['Seinen'],['Madhouse'],[]
33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,tv,7,171913,finished_airing,12.0,Non-Original,354573,4052,pg_13,True,2017.0,spring,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[],[],"['Satelight', 'C2C']","['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'Kadokawa Media House', 'Production Ace']"
3167,Eve no Jikan,ona,8,74671,finished_airing,6.0,original,172065,1197,pg_13,True,2008.0,summer,"['Sci-Fi', 'Slice of Life']",[],[],['Studio Rikka'],"['Directions', 'Code', 'Trick Block']"
317,Final Fantasy VII: Advent Children,movie,7,139910,finished_airing,1.0,Non-Original,204591,1071,pg_13,True,2005.0,summer,"['Action', 'Fantasy']",['Super Power'],[],['Square Enix'],[]
22265,Free! Eternal Summer,tv,7,214562,finished_airing,13.0,original,385533,2529,pg_13,True,2014.0,summer,['Sports'],['School'],[],"['Kyoto Animation', 'Animation Do']","['Lantis', 'Iwatobi High School Swimming Club', 'Asahi Broadcasting']"
21877,High Score Girl,tv,7,119662,finished_airing,12.0,Non-Original,228504,2507,pg_13,True,2018.0,summer,['Comedy'],"['Love Polygon', 'Romantic Subtext', 'School', 'Video Game']",['Seinen'],['J.C.Staff'],"['Square Enix', 'Warner Bros. Japan', 'KlockWorx', 'Good Smile Company']"
71,Full Metal Panic!,tv,7,229917,finished_airing,24.0,Non-Original,461140,4200,r,True,2002.0,winter,"['Action', 'Comedy', 'Sci-Fi']","['Mecha', 'Military']",[],['Gonzo'],"['Kadokawa Shoten', 'KlockWorx']"
187,Initial D Third Stage,movie,7,94667,finished_airing,1.0,Non-Original,150808,562,pg_13,True,2001.0,winter,"['Action', 'Drama', 'Romance']",['Racing'],['Seinen'],['Studio Deen'],['OB Planning']
18671,Chuunibyou demo Koi ga Shitai! Ren,tv,7,409019,finished_airing,12.0,Non-Original,673988,2426,pg_13,True,2014.0,winter,"['Comedy', 'Romance']",['School'],[],['Kyoto Animation'],"['Lantis', 'TBS']"
32542,Sakamoto Desu ga?,tv,7,353823,finished_airing,12.0,Non-Original,692606,2407,pg_13,True,2016.0,spring,['Comedy'],"['Gag Humor', 'School']",['Seinen'],['Studio Deen'],"['Kadokawa Shoten', 'TBS', 'DAX Production', 'Daiichikosho', 'King Records', 'NichiNare']"
12431,Uchuu Kyoudai,tv,8,49160,finished_airing,99.0,Non-Original,177279,3688,pg_13,True,2012.0,spring,"['Comedy', 'Sci-Fi', 'Slice of Life']","['Adult Cast', 'Space', 'Workplace']",['Seinen'],['A-1 Pictures'],"['Yomiuri Telecasting', 'Trinity Sound']"
38349,Wotaku ni Koi wa Muzukashii OVA,ova,7,83999,finished_airing,3.0,Non-Original,169535,428,pg_13,True,2019.0,winter,['Romance'],"['Adult Cast', 'Otaku Culture', 'Workplace']",[],"['A-1 Pictures', 'Lapin Track']","['Aniplex', 'Half H.P Studio', 'Fujipacific Music']"
265,Hajime no Ippo: Mashiba vs. Kimura,ova,8,58194,finished_airing,1.0,Non-Original,93932,149,pg_13,True,2003.0,summer,['Sports'],['Combat Sports'],['Shounen'],['Madhouse'],[]
5530,Pandora Hearts,tv,7,167332,finished_airing,25.0,Non-Original,406188,5040,pg_13,True,2009.0,spring,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",[],['Shounen'],['Xebec'],"['Square Enix', 'TBS', 'flying DOG']"
39575,Somali to Mori no Kamisama,tv,7,104721,finished_airing,12.0,Non-Original,257284,1471,pg_13,True,2020.0,winter,"['Adventure', 'Drama', 'Fantasy', 'Slice of Life']","['Childcare', 'Mythology']",[],"['Satelight', 'HORNETS']","['Movic', 'Crunchyroll', 'North Stars Pictures', 'JY Animation', 'CA-Cygames Anime Fund', 'Mixer']"
226,Elfen Lied,tv,7,818976,finished_airing,13.0,Non-Original,1393885,22702,r+,True,2004.0,summer,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']","['Gore', 'Psychological']",['Seinen'],['Arms'],"['VAP', 'Genco']"
10049,Nurarihyon no Mago: Sennen Makyou,tv,7,79458,finished_airing,24.0,Non-Original,152806,617,pg_13,True,2011.0,summer,"['Action', 'Supernatural']",['Mythology'],['Shounen'],['Studio Deen'],"['Yomiuri Telecasting', 'Yomiko Advertising', 'Pony Canyon', 'Toho', 'Shueisha', 'BS11', 'Imagine']"
11111,Another,tv,7,909274,finished_airing,12.0,Non-Original,1513399,16164,r,True,2012.0,winter,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Gore', 'School']",[],['P.A. Works'],"['Lantis', 'Kadokawa Shoten', 'Toho', 'KlockWorx', 'Bandai Namco Live Creative', 'NTT Docomo']"
37141,Hataraku Saibou (TV),tv,7,287023,finished_airing,13.0,Non-Original,587167,2138,pg_13,True,2018.0,summer,['Comedy'],"['Anthropomorphic', 'Educational', 'Medical']",['Shounen'],['David Production'],"['Aniplex', 'Kodansha', 'Magic Capsule']"
15,Eyeshield 21,tv,7,83548,finished_airing,145.0,Non-Original,169950,1920,pg_13,True,2005.0,spring,['Sports'],['Team Sports'],['Shounen'],['Gallop'],"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Shueisha']"
28957,Mushishi Zoku Shou: Suzu no Shizuku,movie,8,45542,finished_airing,1.0,Non-Original,116163,196,pg_13,True,2015.0,spring,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen'],['Artland'],"['Aniplex', 'Kodansha', 'Delfi Sound']"
10012,Carnival Phantasm,ova,7,89202,finished_airing,12.0,Non-Original,182268,1521,pg_13,True,2011.0,summer,"['Comedy', 'Supernatural']",['Parody'],[],['Lerche'],"['Bandai Visual', 'Notes']"
17389,Kingdom 2nd Season,tv,8,50848,finished_airing,39.0,Non-Original,105547,776,r,True,2013.0,summer,['Action'],"['Historical', 'Military']",['Seinen'],['Pierrot'],"['NHK', 'NHK Enterprises']"
24765,Gakkougurashi!,tv,7,200410,finished_airing,12.0,Non-Original,409632,5023,r,True,2015.0,summer,"['Horror', 'Mystery', 'Slice of Life']","['Psychological', 'School', 'Survival']",[],['Lerche'],"['Sotsu', 'Nitroplus', 'NBCUniversal Entertainment Japan']"
28249,Arslan Senki (TV),tv,7,157493,finished_airing,25.0,Non-Original,349195,1624,r,True,2015.0,spring,"['Action', 'Adventure', 'Drama', 'Fantasy']","['Historical', 'Military']",['Shounen'],"['SANZIGEN', 'LIDENFILMS']","['Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Magic Capsule', 'Ultra Super Pictures', 'Graphinica', 'NBCUniversal Entertainment Japan']"
6421,Fullmetal Alchemist: Brotherhood Specials,special,8,70410,finished_airing,4.0,Non-Original,146932,172,pg_13,True,2009.0,summer,"['Drama', 'Fantasy']",['Military'],['Shounen'],['Bones'],"['Aniplex', 'Square Enix']"
30370,Akatsuki no Yona OVA,ova,8,63743,finished_airing,3.0,Non-Original,121112,346,pg_13,True,2015.0,summer,"['Action', 'Comedy', 'Fantasy']",[],['Shoujo'],['Pierrot'],"['Hakusensha', 'Age Global Networks']"
22199,Akame ga Kill!,tv,7,1181522,finished_airing,24.0,Non-Original,1866369,26479,r,True,2014.0,summer,"['Action', 'Fantasy']","['Gore', 'Super Power']",['Shounen'],['White Fox'],"['Square Enix', 'TOHO animation']"
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,movie,7,132876,finished_airing,1.0,Non-Original,203480,872,r+,True,2012.0,winter,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Gore', 'Military', 'Mythology']",['Seinen'],['Studio 4°C'],"['Yahoo! Japan', 'Good Smile Company', 'Beyond C.', 'Rialto Entertainment']"
8408,Durarara!! Specials,special,7,90696,finished_airing,2.0,Non-Original,161390,153,r,True,2010.0,summer,"['Action', 'Comedy', 'Supernatural']",[],[],"[""Brain's Base""]",['Aniplex']
15059,Initial D Fifth Stage,tv,8,65336,finished_airing,14.0,Non-Original,123694,641,pg_13,True,2012.0,fall,"['Action', 'Drama']",['Racing'],['Seinen'],['SynergySP'],"['Avex Entertainment', 'Animax']"
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,ova,7,86016,finished_airing,1.0,Non-Original,157001,286,pg_13,True,2009.0,spring,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",[],"[""Brain's Base"", 'Marvy Jack']",[]
12403,Yuru Yuri♪♪,tv,7,96077,finished_airing,12.0,Non-Original,171918,914,pg_13,True,2012.0,summer,"['Comedy', 'Girls Love']","['CGDCT', 'Gag Humor', 'School']",[],['Doga Kobo'],"['Sotsu', 'Pony Canyon', 'DAX Production']"
2952,Final Fantasy VII: Advent Children Complete,ova,7,79191,finished_airing,1.0,Non-Original,125664,742,pg_13,True,2009.0,spring,"['Action', 'Fantasy']",['Super Power'],[],['Square Enix'],[]
26243,Owari no Seraph,tv,7,652970,finished_airing,12.0,Non-Original,1185153,12544,r,True,2015.0,spring,"['Action', 'Drama', 'Supernatural']","['Military', 'Vampire']",['Shounen'],['Wit Studio'],"['Rakuonsha', 'NBCUniversal Entertainment Japan', 'Shueisha']"
440,Shoujo Kakumei Utena,tv,8,56597,finished_airing,39.0,original,191898,7208,pg_13,True,1997.0,spring,"['Comedy', 'Drama', 'Fantasy', 'Mystery']","['Mahou Shoujo', 'Psychological']",['Shoujo'],['J.C.Staff'],"['TV Tokyo', 'Shaft', 'Trans Arts', 'Audio Tanaka']"
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,tv,7,148369,finished_airing,13.0,Non-Original,292542,1314,r,True,2016.0,summer,"['Action', 'Adventure', 'Fantasy']",['Military'],[],['Madhouse'],"['Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works', 'BS Fuji', 'Imagine']"
5941,Cross Game,tv,8,47672,finished_airing,50.0,Non-Original,115636,2910,pg_13,True,2009.0,spring,"['Drama', 'Romance', 'Sports']","['School', 'Team Sports']",['Shounen'],['SynergySP'],"['TV Tokyo', 'Shogakukan-Shueisha Productions']"
