anime_id,studios
35075,Studio Deen
35015,Fanworks
42091,Wit Studio
48779,Encourage Films
49738,Science SARU
20787,Kinema Citrus
13709,Gonzo
1050,Toei Animation
14511,feel.
10798,Bones
2985,Madhouse
2596,Production I.G
666,APPP
34439,Sunrise
39576,White Fox
25519,Studio Gokumi
37403,Diomedéa
8074,Madhouse
1915,Seven Arcs
32365,Pierrot
550,Toei Animation
30300,TNK
48375,8bit
15379,AIC Classic
42340,SILVER LINK.
1526,OLM
34279,A-1 Pictures
41619,Bridge
33089,Yaoyorozu
18497,Tatsunoko Production
3001,Telecom Animation Film
19951,Madhouse
6634,Production I.G
10216,Production I.G
31163,Orange
11371,Production I.G
37407,Studio Colorido
31327,J.C.Staff
35459,Bones
5671,Gonzo
39705,J.C.Staff
20709,Pierrot Plus
10163,Tatsunoko Production
23311,MAPPA
4970,Gonzo
28479,TMS Entertainment
474,Triangle Staff
39569,CloverWorks
18229,Tatsunoko Production
16239,Toei Animation
106,Toei Animation
35320,Madhouse
10779,Collaboration Works
15613,Studio Deen
32843,Satelight
41456,J.C.Staff
19021,Kyoto Animation
33581,Seven Arcs Pictures
19285,Wit Studio
33899,TROYCA
1824,Madhouse
34494,P.A. Works
441,J.C.Staff
37959,Brain's Base
20815,Studio Deen
2175,Shaft
8857,Kyoto Animation
40685,Studio Kai
34428,Madhouse
31374,Production I.G
48556,Madhouse
34161,Madhouse
25157,Seven Arcs Pictures
76,Seven Arcs
6768,Sunrise
9834,Pierrot
8460,asread.
209,J.C.Staff
39469,Zero-G
31289,Toei Animation
36702,Wit Studio
15699,Xebec
165,Bones
31297,Pierrot
15687,Kyoto Animation
31952,feel.
3342,Xebec
35789,TMS Entertainment
1096,Production I.G
3958,A-1 Pictures
9047,J.C.Staff
33929,Bones
41353,MAPPA
539,AIC
46,Gallop
14735,TMS Entertainment
10711,Barnum Studio
22125,Production I.G
22429,Peak Hunt
44248,Lerche
330,Pierrot
4752,Studio Deen
7662,Bee Train
7769,J.C.Staff
31245,Qualia Animation
4985,Seven Arcs
11266,A-1 Pictures
482,Gallop
1092,Sunrise
37441,Production I.G
19669,Production I.G
1565,OLM
1723,Toei Animation
31326,TNK
15195,Studio Deen
2847,OLM
40507,asread.
3515,Toei Animation
569,Tatsunoko Production
42282,SILVER LINK.
3848,Toei Animation
20509,SILVER LINK.
27899,Pierrot
48171,Flat Studio
10298,J.C.Staff
16273,AIC
40879,Sunrise
3420,J.C.Staff
37936,Nice Boat Animation
40870,Trigger
37986,Seven Arcs Pictures
5356,P.A. Works
14753,Gonzo
7222,Satelight
3604,Shaft
3974,A-1 Pictures
5525,Studio Deen
2150,Telescreen
19613,SANZIGEN
36936,Studio Chizu
38002,Lerche
48760,Studio Kai
36962,J.C.Staff
24455,Satelight
33280,production doA
710,Shaft
18523,Ordet
13333,P.A. Works
10805,Manglobe
7044,Shaft
3655,J.C.Staff
1974,Tokyo Movie Shinsha
5310,Satelight
33082,Square Enix Visual Works
31665,Kyoto Animation
696,AIC
40530,Project No.9
34514,OLM
42826,Diomedéa
36371,Production I.G
34021,Telecom Animation Film
35946,A-1 Pictures
14941,Satelight
9441,Studio Hibari
167,Bones
2116,Tsuchida Productions
1614,Madhouse
35067,Pierrot
156,Madhouse
28621,A-1 Pictures
34277,Doga Kobo
6512,AIC
855,Madhouse
36480,Hoods Drifters Studio
6046,Production I.G
18277,SILVER LINK.
24231,Bones
11359,Toei Animation
442,Pierrot
35798,TMS Entertainment
37341,C-Station
15911,Kinema Citrus
15751,Ordet
34102,David Production
36652,Gaina
36094,Lerche
168,Sunrise
24135,Fuji TV
42745,J.C.Staff
1007,Studio Deen
30311,Production I.G
33513,Lerche
23673,TYO Animations
36370,Production I.G
61,Xebec
38480,J.C.Staff
35078,SILVER LINK.
33190,David Production
7902,Bones
253,Shin-Ei Animation
34712,J.C.Staff
32915,Shuka
1004,CoMix Wave Films
290,Sunrise
16732,Studio Gokumi
304,AIC
36369,Production I.G
15199,Sunrise
6572,J.C.Staff
2216,Madhouse
17535,Satelight
40082,TMS Entertainment
142,Toei Animation
34547,MAPPA
37765,Sunrise
48414,NAZ
26023,Xebec
10153,Seven Arcs
17187,Production I.G
7062,Shaft
13391,Graphinica
27829,J.C.Staff
37958,Pierrot Plus
129,Pierrot
589,Toei Animation
15793,Satelight
435,Tokyo Movie Shinsha
25159,Trigger
9379,Shaft
38770,TMS Entertainment
23441,J.C.Staff
48471,Arvo Animation
8100,GoHands
4884,Sunrise
40853,Shirogumi
1293,Pierrot
37996,Lerche
14669,AIC ASTA
12187,Lerche
3358,Brain's Base
376,Arms
1212,Hal Film Maker
41006,Passione
7411,Studio Eromatick
95,Sunrise
23701,J.C.Staff
8768,Production I.G
30205,Brain's Base
35249,P.A. Works
5029,Xebec
3225,asread.
1240,Toei Animation
19191,Production I.G
345,Pierrot
37027,Sunrise
181,Gonzo
21863,Zexcs
6030,Madhouse
1557,Studio Deen
30714,Wit Studio
18295,Sunrise
35847,Trigger
36317,DLE
36616,Bones
31552,Shuka
189,Xebec
10717,Bones
4063,Seven Arcs
3613,Production I.G
2112,Xebec
2986,AIC ASTA
9751,AIC
21681,Madhouse
565,Sunrise
18849,Brain's Base
32871,Production I.G
1471,Sunrise
41103,Nomad
644,J.C.Staff
35658,Production I.G
198,Gonzo
6624,ufotable
31722,A-1 Pictures
49200,Studio LAN
22839,CoMix Wave Films
16241,Production I.G
3466,A.C.G.T.
13587,AIC ASTA
10464,AIC
32887,J.C.Staff
33221,Sunrise
407,Pierrot
44069,Haoliners Animation League
4080,Studio Deen
16395,Tatsunoko Production
22763,ufotable
24921,SANZIGEN
1303,Madhouse
11531,Bones
1852,Shaft
33032,Hoods Drifters Studio
30307,Lerche
3467,Diomedéa
31500,Production IMS
36934,David Production
16774,Trigger
23293,Telecom Animation Film
851,Pierrot
8915,Gainax
4886,Sunrise
17121,CoMix Wave Films
8769,AIC Build
1132,Toei Animation
16742,SILVER LINK.
21561,A-1 Pictures
34430,TMS Entertainment
2035,Ajia-Do
17247,Lerche
48590,Kyoto Animation
36475,Studio 3Hz
34284,Studio Gokumi
408,Madhouse
147,Studio Fantasia
31737,A-1 Pictures
3455,Xebec
32869,Production I.G
40532,P.A. Works
2926,Doga Kobo
38086,Production I.G
6438,TMS Entertainment
40974,EMT Squared
23383,Brain's Base
34541,Studio Ponoc
2107,Toei Animation
5764,J.C.Staff
35333,Haoliners Animation League
1815,J.C.Staff
191,Xebec
6381,AIC Spirits
27525,SILVER LINK.
1065,Group TAC
21603,Shaft
12231,Toei Animation
2171,TMS Entertainment
38917,Haoliners Animation League
389,Tatsunoko Production
2927,J.C.Staff
601,J.C.Staff
38476,C-Station
6288,Sunrise
540,AIC
10715,Bones
1095,Production I.G
34445,Studio Gokumi
396,Sunrise
33241,Fanworks
6172,OLM
42603,Bones
25345,Seven
34104,8bit
13055,Studio Deen
1564,OLM
20457,Production IMS
39392,T-Rex
36884,Bones
194,Satelight
37029,Studio Deen
1251,Gainax
397,Sunrise
821,Pastel
1250,Xebec
41226,ENGI
6954,ufotable
37962,TROYCA
4551,Artland
7059,Ordet
41468,Studio Colorido
40746,Studio Hokiboshi
195,Daume
272,Bee Train
1888,Daume
218,Xebec
30901,White Fox
5150,J.C.Staff
3371,Artland
44203,TMS Entertainment
41261,T-Rex
11239,Shaft
469,J.C.Staff
34176,White Fox
12017,Sunrise
35145,Kyoto Animation
22865,SILVER LINK.
4772,Hal Film Maker
9938,Satelight
94,Sunrise
30321,Barnum Studio
18465,Production I.G
17269,Toei Animation
7,Sunrise
30206,Kyoto Animation
770,Studio Rikka
38777,Yokohama Animation Lab
34300,Shanghai Foch Film and TV Culture Investment
908,Bones
190,Xebec
18041,Studio Deen
7645,Toei Animation
586,Toei Animation
29893,TYO Animations
17505,Seven Arcs Pictures
32899,Brain's Base
12149,Satelight
40841,Ajia-Do
39806,LIDENFILMS
37396,CoMix Wave Films
256,CoMix Wave Films
5251,Toei Animation
40513,Sunrise
39463,Pine Jam
49236,Nut
6904,Satelight
16668,Sunrise
16444,Diomedéa
1425,Tokyo Movie Shinsha
13115,Studio Deen
6408,Production I.G
10716,Bones
334,Toei Animation
39324,Maho Film
490,Shaft
8424,Xebec
48997,OLM Team Yoshioka
935,Gonzo
48675,SynergySP
32494,MAPPA
1120,OLM
39592,Sunrise
8726,Shaft
16201,Zexcs
762,Pierrot
35994,J.C.Staff
4596,Sunrise
4015,Studio Comet
6574,Gainax
14749,A-1 Pictures
6024,Madhouse
28387,Production IMS
32175,8bit
39730,Doga Kobo
79,asread.
1118,OLM
15201,Sunrise
3931,A.C.G.T.
50160,Pierrot
37873,SANZIGEN
16694,Studio Deen
16035,Manglobe
32836,Satelight
13659,A-1 Pictures
12711,A-1 Pictures
384,Gonzo
1520,Tezuka Productions
8190,J.C.Staff
10075,Pierrot
30413,TMS Entertainment
32870,Production I.G
24031,Shin-Ei Animation
10638,Shaft
1722,feel.
34745,Production I.G
32792,Sunrise
238,Pierrot
21573,Satelight
390,Studio Comet
36522,Haoliners Animation League
49776,feel.
25389,Toei Animation
14829,SILVER LINK.
1589,Palm Studio
5593,David Production
1729,Studio Deen
18393,Satelight
21085,J.C.Staff
20977,Shin-Ei Animation
37150,Sparkly Key Animation Studio
11785,Xebec
1681,Gonzo
845,Madhouse
34126,8bit
38528,Shanghai Foch Film and TV Culture Investment
30991,Doga Kobo
22433,Production I.G
10714,Bones
15109,Zexcs
42894,Shuka
9745,Production I.G
1563,TMS Entertainment
444,Studio Deen
50185,LIDENFILMS
39292,CygamesPictures
37975,Gaina
12293,Diomedéa
4581,Gainax
43683,Bones
43470,Zero-G
246,Studio Deen
5252,Toei Animation
1913,J.C.Staff
10259,B&T
40128,Seven Arcs
242,Madhouse
8197,A-1 Pictures
2724,Gainax
4896,Studio Deen
207,Madhouse
4811,Daume
3457,Studio Deen
5034,Gainax
1695,Nippon Animation
31418,Diomedéa
44235,Shin-Ei Animation
2829,Nippon Animation
37210,Ajia-Do
8532,Artland
39495,Wit Studio
8934,Bones
48406,MAPPA
24365,Shin-Ei Animation
38333,production doA
34299,Toei Animation
32245,P.A. Works
3090,AIC
26441,Production I.G
33519,Wit Studio
9204,Ajia-Do
13585,Doga Kobo
6927,Production I.G
411,AIC ASTA
795,Tezuka Productions
6676,Seven Arcs
40435,B.CMAY PICTURES
5713,asread.
1047,Studio Ghibli
15959,Studio Deen
41361,CLAP
1965,Nomad
30868,Polygon Pictures
32686,Xebec
33520,Wit Studio
4214,Gonzo
902,Toei Animation
1642,Pierrot
36726,Xebec
822,Pastel
40586,Revoroot
1726,Madhouse
443,Daume
32930,A-1 Pictures
465,Toei Animation
7762,Production I.G
3665,Artland
21435,8bit
15863,Doga Kobo
11761,Gainax
37716,LIDENFILMS
233,J.C.Staff
37492,White Fox
1034,Gainax
19195,Production I.G
27655,A-1 Pictures
24459,ufotable
50175,EMT Squared
37804,P.A. Works
10321,A-1 Pictures
709,Madhouse
7058,J.C.Staff
31771,J.C.Staff
2800,Toei Animation
395,Gonzo
17,Nippon Animation
974,Production I.G
2213,Tezuka Productions
1003,AIC
10294,Bones
22687,LIDENFILMS
18441,Brain's Base
32801,J.C.Staff
306,Gainax
39819,Silver
4037,Sunrise
3750,Studio Deen
17875,feel.
5228,A.C.G.T.
9981,Sunrise
10681,Production I.G
49,AIC
4726,Gonzo
38815,Fanworks
33845,Kyoto Animation
2398,Toei Animation
12053,GoHands
3230,Gonzo
42847,J.C.Staff
34152,Lerche
6896,Xebec
37822,Sparkly Key Animation Studio
36796,Shaft
1060,Gainax
6747,Shaft
39790,Tezuka Productions
35191,Kyoto Animation
37773,Lay-duce
1000,Toei Animation
10350,Studio Deen
1961,Group TAC
48916,Sunrise
1356,Toei Animation
37890,8bit
31405,Production I.G
30740,Tezuka Productions
21797,Kyoto Animation
33558,ufotable
32698,Lerche
459,Toei Animation
898,Toei Animation
3229,A.C.G.T.
27411,Production I.G
16868,Zexcs
13939,Sunrise
1472,Sunrise
1485,Pierrot
48753,SILVER LINK.
32574,Bones
19115,Production I.G
12175,AIC Build
656,Kyoto Animation
14765,Brain's Base
180,Gonzo
8609,TMS Entertainment
12979,Pierrot
19193,Production I.G
2076,Toei Animation
31324,8bit
45613,Doga Kobo
36513,Zexcs
713,Toei Animation
17437,A-1 Pictures
34792,Science SARU
2608,A.C.G.T.
3673,Bones
39017,Brain's Base
33475,SILVER LINK.
326,Madhouse
52,Bones
10624,GoHands
32013,feel.
23301,OLM
20047,Studio Deen
99,Sunrise
1946,Toei Animation
3352,Gainax
53,J.C.Staff
6023,Diomedéa
29317,A-1 Pictures
37451,Madhouse
1498,Group TAC
1454,Madhouse
20903,Studio Rikka
34019,Zero-G
24781,SILVER LINK.
37569,P.A. Works
161,Gonzo
283,Nippon Animation
21039,Tatsunoko Production
19117,TMS Entertainment
44406,BigFireBird Animation
11001,Production I.G
6291,Kyoto Animation
23319,Production I.G
476,Karaku
10713,Bones
1087,Pierrot
1921,Pierrot
687,Pierrot
324,Sunrise
6984,Shaft
14751,Toei Animation
460,Toei Animation
2229,Toei Animation
2198,AIC
33417,Studio Deen
10152,Production I.G
953,Bones
2547,Nippon Animation
42544,Production I.G
2899,Studio Deen
940,Seven Arcs
42519,Silver
463,Toei Animation
40861,Studio Colorido
2424,Madhouse
31918,Wit Studio
10397,Manglobe
3791,Toei Animation
24641,Seven
42238,Fanworks
7817,Hal Film Maker
489,Brain's Base
30544,A-1 Pictures
16700,Studio Deen
5306,ufotable
41109,Studio Deen
5079,Sunrise
24471,Studio Deen
31442,Kyoto Animation
1473,Sunrise
28013,Satelight
10686,Pierrot
45598,Seven Arcs
16866,Brain's Base
6187,J.C.Staff
12021,Studio Deen
36720,T-Rex
9117,AIC
6948,Shaft
13261,OLM
38958,A-1 Pictures
20939,Diomedéa
665,APPP
3089,Production I.G
39049,Nomad
19759,Brain's Base
5030,Shaft
1091,Sunrise
38990,Djinn Power
40483,Studio Gokumi
20359,LIDENFILMS
15927,Lerche
158,Studio Deen
650,OLM
2618,Madhouse
48755,T-Rex
16123,Studio Gokumi
5521,J.C.Staff
17739,Shaft
33286,SILVER LINK.
44037,Studio Flad
429,Gonzo
36565,OLM
13267,Diomedéa
7870,SILVER LINK.
14027,AIC Build
398,Sunrise
8457,Tatsunoko Production
49357,Production I.G
9563,Shaft
35484,Creators in Pack
11697,Shin-Ei Animation
4039,The Answer Studio
37981,Studio 4°C
11077,Graphinica
30711,Sunrise
1211,Triangle Staff
3165,Shaft
49483,Kyoto Animation
34549,Khara
13093,Hoods Entertainment
15439,CoMix Wave Films
10536,Production I.G
34350,J.C.Staff
10456,Sunrise
34420,Sunrise
36923,A-1 Pictures
21431,Arms
5042,feel.
5233,J.C.Staff
32566,Studio Animal
2321,Phoenix Entertainment
31378,Wit Studio
2562,Studio Deen
3392,Yumeta Company
2225,Nippon Animation
529,Gonzo
41590,Studio PuYUKAI
28299,TYO Animations
13117,Studio Deen
38733,David Production
40206,CloverWorks
45489,Fanworks
3965,J.C.Staff
30344,A-1 Pictures
39710,Doga Kobo
20973,A-1 Pictures
2144,Pierrot
21437,Sunrise
340,Studio Comet
254,Shin-Ei Animation
4618,Madhouse
48,Bee Train
49521,SILVER LINK.
30363,Production IMS
84,Sunrise
32086,Polygon Pictures
41312,Maho Film
40429,Toei Animation
34280,Pine Jam
1008,Studio Deen
32924,J.C.Staff
12753,Sunrise
10447,Satelight
21563,Brain's Base
350,Toei Animation
37440,Production I.G
521,Actas
593,Sunrise
35082,Kyoto Animation
10497,Studio Deen
1072,Studio 4°C
34825,Studio Hibari
50248,Bandai Namco Pictures
11827,Majin
7748,ChuChu
15061,Sunrise
36548,Geno Studio
28617,MAPPA
39761,GRIZZLY
11237,Shaft
40814,GoHands
35321,Production I.G
41833,Madhouse
104,Pierrot
1491,Toei Animation
1090,Sunrise
5005,AIC ASTA
45577,TROYCA
3594,White Fox
936,Pierrot
2993,Gonzo
33605,Haoliners Animation League
31756,Wit Studio
32553,Shaft
738,SynergySP
2499,Toei Animation
9213,ElectromagneticWave
11021,Satelight
10500,Telecom Animation Film
11889,A-1 Pictures
31588,Madhouse
36793,Hoods Entertainment
49361,TROYCA
31229,Brain's Base
33157,SILVER LINK.
33034,Studio Gokumi
3549,Madhouse
48468,T-Rex
2768,Madhouse
879,Studio Deen
8630,J.C.Staff
32051,Toei Animation
13119,Studio Deen
9355,Seven Arcs
110,Nippon Animation
6050,Shaft
37447,Studio VOLN
24625,Sunrise
341,J.C.Staff
1078,Madhouse
33478,J.C.Staff
18499,Tatsunoko Production
9367,A.C.G.T.
6164,J.C.Staff
37579,Studio Gokumi
130,Pierrot
9120,Pierrot
34376,Studio Gokumi
1241,Sunrise
2238,Venet
34881,Diomedéa
369,Madhouse
38201,Pierrot
10884,Studio Gokumi
4134,Pierrot
975,Ajia-Do
7088,Artland
39753,A-1 Pictures
100,Hal Film Maker
11783,Seven Arcs
21867,TMS Entertainment
33487,SILVER LINK.
11285,Ordet
29785,TMS Entertainment
1372,Studio Deen
92,Sunrise
3667,Gonzo
890,Sunrise
48453,Bones
3545,Gallop
24133,SILVER LINK.
24475,Zexcs
2680,Toei Animation
6324,Zexcs
10418,Manglobe
54,Digital Frontier
14575,feel.
41762,Asahi Production
18677,asread.
41345,Production I.G
21755,Production I.G
4550,Nippon Animation
1709,OLM
394,J.C.Staff
1119,OLM
35672,8bit
1122,OLM
25341,Production I.G
42498,Sparkly Key Animation Studio
33036,Qualia Animation
36963,TROYCA
36873,J.C.Staff
21881,A-1 Pictures
33003,Lerche
23237,Kyoto Animation
1808,Satelight
834,Pierrot
2623,Nippon Animation
22663,Diomedéa
24919,SANZIGEN
4028,J.C.Staff
41061,C-Station
17643,J.C.Staff
28539,MAPPA
31559,Madhouse
174,Madhouse
573,Studio Junio
21635,Doga Kobo
42822,Platinum Vision
30014,Satelight
6974,A-1 Pictures
49438,Diomedéa
40005,Shanghai Foch Film and TV Culture Investment
1238,Toei Animation
6178,OLM
792,Studio Deen
2451,Tokyo Movie Shinsha
23447,J.C.Staff
23587,A-1 Pictures
243,Studio Deen
1375,Nippon Animation
28669,Toei Animation
35220,Shin-Ei Animation
21829,Office Takeout
5984,David Production
42668,MAPPA
14645,Studio Deen
48761,Children's Playground Entertainment
24469,Sunrise
13161,Arms
4188,Shaft
353,Toei Animation
732,Production Reed
2971,Studio Deen
38027,Kyoto Animation
23233,Production IMS
10647,A-1 Pictures
2498,Toei Animation
1140,Gonzo
8917,Satelight
1674,Studio Comet
24211,Asahi Production
893,Toei Animation
276,Gainax
157,Xebec
40024,Toei Animation
3299,Zexcs
34962,Toei Animation
40752,Shaft
32355,New Generation
10155,Seven Arcs
36466,Toei Animation
11879,PoRO
3231,Artland
44586,Ajia-Do
200,TMS Entertainment
1861,Toei Animation
32094,Studio Deen
40504,OLM
664,Bones
31680,Studio Deen
39764,TMS Entertainment
42497,Sparkly Key Animation Studio
38999,Doga Kobo
37578,J.C.Staff
5751,M.S.C
16157,David Production
19383,ILCA
28607,Studio Deen
33064,Xebec
41848,Majin
35928,Platinum Vision
478,Satelight
7337,Studio Deen
36539,feel.
3907,E&G Films
42496,Sparkly Key Animation Studio
23227,Doga Kobo
33004,SILVER LINK.
29027,Production IMS
11751,Satelight
45425,Connect
335,Studio Deen
6951,Gallop
39477,Studio Moriken
12673,feel.
16890,Doga Kobo
19211,Production I.G
12015,Sunrise
18411,Diomedéa
31404,Project No.9
1347,AIC
30383,Lay-duce
11313,Tatsunoko Production
37517,Ezόla
48239,Maho Film
40230,Shuka
10232,TYO Animations
37449,Connect
15731,TYO Animations
13335,TMS Entertainment
39014,Kyoto Animation
42886,Production I.G
5675,Satelight
13429,Studio Rikka
38936,TROYCA
9331,J.C.Staff
42395,TMS Entertainment
32962,A-1 Pictures
12375,Collaboration Works
15989,Studio Gokumi
33350,L²Studio
34375,Studio Gokumi
1301,Toei Animation
28149,Sunrise
455,Nippon Animation
34540,OLM
35159,Zexcs
1567,TMS Entertainment
815,Production I.G
1650,Group TAC
40602,Gonzo
15591,J.C.Staff
1829,Studio Ghibli
33203,Brain's Base
8995,ufotable
1094,Toei Animation
2030,Bee Train
37982,Diomedéa
9322,Studio Eromatick
20479,David Production
4454,Satelight
13221,Majin
21511,Diomedéa
35905,Project No.9
37682,Madhouse
274,Gonzo
75,Xebec
13349,TYO Animations
49782,CloverWorks
22069,Tryforce
14123,OLM
325,Studio Comet
2582,Sunrise
2004,Madhouse
37202,Lerche
35834,NAZ
1138,Bee Train
1110,Actas
5065,Studio 4°C
38710,Geno Studio
40854,SANZIGEN
1279,Pierrot
26165,SILVER LINK.
16512,Bridge
51417,A-1 Pictures
10507,OLM
351,Toei Animation
393,Bones
31754,Brain's Base
29589,A-1 Pictures
1731,ufotable
2450,Shin-Ei Animation
4246,Bones
3918,Studio Eromatick
4921,Nippon Ramayana Film Co.
2962,Toei Animation
859,Toei Animation
20449,SILVER LINK.
23249,Xebec
37259,LIDENFILMS
22817,Toei Animation
6064,Studio Deen
32015,Polygon Pictures
33248,GoHands
38198,A-1 Pictures
12669,AIC
634,A.C.G.T.
6758,David Production
2848,Shin-Ei Animation
49519,Madhouse
8481,Production I.G
415,Studio Ghibli
11703,Kinema Citrus
36144,MAPPA
4038,SynergySP
1860,AIC Spirits
39539,Madhouse
34465,A-1 Pictures
1278,Toei Animation
10469,Shaft
5597,Shaft
41930,P.A. Works
352,Toei Animation
814,Trans Arts
22877,TNK
17273,Studio Deen
31234,Doga Kobo
31138,Studio PuYUKAI
36950,Xebec
536,J.C.Staff
2386,Toei Animation
3076,Toei Animation
35000,Xebec
36882,asread.
19653,Kinema Citrus
405,Production I.G
2020,Toei Animation
49470,Project No.9
2828,Madhouse
31645,A-1 Pictures
22689,LIDENFILMS
29,Studio Deen
144,Toei Animation
5279,Seven Arcs
255,Shin-Ei Animation
43690,Zero-G
1237,Toei Animation
1016,Madhouse
36432,J.C.Staff
42205,Bridge
900,Toei Animation
29325,Production I.G
428,Gonzo
9776,Studio Gokumi
33378,Nippon Animation
15537,Collaboration Works
6884,Brain's Base
36864,Yumeta Company
10999,OLM
2385,Toei Animation
22859,Kyoto Animation
1170,J.C.Staff
36927,OLM
41053,MAPPA
169,J.C.Staff
15651,Sunrise
37306,GoHands
43555,TMS Entertainment
5947,Gainax
10794,8bit
2143,Pierrot
31368,8bit
5485,Bee Media
36593,Toei Animation
1362,Group TAC
9088,Anpro
40529,Madhouse
37722,Doga Kobo
1577,Studio Deen
9888,Diomedéa
37393,Project No.9
40111,October Media
41623,Tezuka Productions
18177,TMS Entertainment
878,Sunrise
2404,XEBEC M2
2798,Cafe de Jeilhouse
46420,Studio Deen
113,Xebec
2942,Hal Film Maker
5342,Seven Arcs
152,Gonzo
1531,J.C.Staff
8634,PrimeTime
9041,8bit
2683,AIC Spirits
37719,Passione
36906,Nomad
13411,Production I.G
30549,Xebec
990,Toei Animation
36049,Tezuka Productions
131,Pierrot
40314,Studio Deen
2012,Toei Animation
6203,AIC
33013,Studio Deen
4715,J.C.Staff
40646,Lesprit
38778,SILVER LINK.
17827,Hoods Entertainment
1288,Studio Deen
17741,Gonzo
20221,feel.
15843,T-Rex
58,AIC
4026,OLM
9332,Kinema Citrus
31564,Doga Kobo
1013,Production I.G
11837,TMS Entertainment
1764,Toei Animation
2313,Visual 80
33080,A-1 Pictures
10257,Tatsunoko Production
1546,Shaft
951,Nippon Animation
37807,Actas
9611,AIC
1747,Sunrise
37926,SILVER LINK.
1538,Gonzo
1678,Shaft
519,J.C.Staff
34321,Lay-duce
6163,A-1 Pictures
10372,Brain's Base
837,Shinkuukan
32717,Bandai Namco Pictures
7593,feel.
19365,Manglobe
107,Studio Deen
1171,J.C.Staff
8876,Studio Gokumi
27969,Steve N' Steven
9958,Manglobe
868,J.C.Staff
34658,Felix Film
173,Studio Deen
869,J.C.Staff
1488,Pierrot
44516,Platinum Vision
50338,CloverWorks
461,Toei Animation
29101,8bit
1483,Madhouse
35815,A-1 Pictures
23725,SILVER LINK.
2762,Group TAC
1728,Pierrot
14293,Sunrise
4903,Xebec
23703,Tatsunoko Production
5538,Pierrot
42977,Sparkly Key Animation Studio
899,Toei Animation
1569,feel.
42364,Studio PuYUKAI
541,AIC
5041,Satelight
25099,SILVER LINK.
49318,8bit
35540,CloverWorks
51213,Staple Entertainment
5493,Sunrise
8277,Arms
1259,Toei Animation
36688,Production IMS
33446,Haoliners Animation League
1858,ufotable
3577,Nomad
22071,Doga Kobo
10834,SILVER LINK.
27441,Bones
36951,Pierrot
38313,Tear Studio
1696,Bee Train
867,J.C.Staff
903,Toei Animation
33209,Haoliners Animation League
33421,Namu Animation
14653,Manglobe
36792,A-1 Pictures
4999,AIC
48641,Colored Pencil Animation Japan
34513,MAPPA
33818,J.C.Staff
5962,Tatsunoko Production
23479,Peak Hunt
9314,A-1 Pictures
31080,SILVER LINK.
1368,TMS Entertainment
18095,SILVER LINK.
24991,Madhouse
907,Studio Deen
43814,SynergySP
4879,Madhouse
33322,T-Rex
2454,Pierrot
277,Gainax
44189,Sparkly Key Animation Studio
2130,Madhouse
9999,Toei Animation
37704,A-1 Pictures
553,J.C.Staff
37596,Kamikaze Douga
9539,TMS Entertainment
13409,Telecom Animation Film
6201,GoHands
418,Studio Deen
149,J.C.Staff
11079,J.C.Staff
34389,Lerche
12067,Studio Deen
44881,Maho Film
3449,Brain's Base
10213,Lerche
2602,Artland
43465,T-Rex
34034,OLM
18001,A.C.G.T.
9712,Shaft
36407,SILVER LINK.
31227,Toei Animation
38866,Seven
508,TMS Entertainment
34374,Studio Gokumi
343,Shaft
6610,Sunrise
2248,Pierrot
23135,Tatsunoko Production
448,Madhouse
719,AIC
2354,Oh! Production
381,Pierrot
8115,A-1 Pictures
6548,Gainax
29831,TYO Animations
33726,Platinum Vision
3627,feel.
37490,CloverWorks
883,Pierrot
6582,AIC ASTA
9544,Digital Frontier
1985,Toei Animation
196,Daume
49730,OLM
3674,Shaft
23987,Production I.G
48631,Sparkly Key Animation Studio
17080,Xebec
10178,Bones
2214,Tezuka Productions
201,Production I.G
1609,Sunrise
48438,Studio Kafka
852,Toei Animation
32262,EMT Squared
596,Madhouse
1133,AIC
11241,TMS Entertainment
21439,A-1 Pictures
34349,Production I.G
9055,Hal Film Maker
37140,Toei Animation
16468,Toei Animation
34009,Haoliners Animation League
3268,Sunrise
1369,TMS Entertainment
34391,Sunrise
38360,Hoods Drifters Studio
6380,A-1 Pictures
3298,Studio Deen
1146,AIC
1358,Toei Animation
1543,Daume
659,J.C.Staff
1066,J.C.Staff
914,Grouper Productions
3322,Zexcs
12695,PrimeTime
183,Studio Comet
944,Xebec
19469,J.C.Staff
5141,J.C.Staff
21653,8bit
38921,Kyoto Animation
17249,Tatsunoko Production
1441,Group TAC
38400,Kyoto Animation
31178,A-1 Pictures
1051,Gonzo
10079,Doga Kobo
7695,OLM
12875,TYO Animations
36817,SILVER LINK.
178,Production Reed
9515,Madhouse
5220,Gonzo
12419,Production I.G
288,Madhouse
483,Bones
2409,Trans Arts
1744,Studio Hibari
31610,Brain's Base
327,Gainax
19251,A-1 Pictures
1327,Toei Animation
1847,Shaft
33589,Seven Arcs Pictures
37338,Madhouse
5978,A-1 Pictures
873,Bee Train
1668,Nippon Animation
33433,Ajia-Do
1017,J.C.Staff
1459,Tatsunoko Production
31636,feel.
3446,Digital Frontier
29583,Production I.G
2369,Zexcs
10370,SynergySP
18745,Madhouse
33031,Kinema Citrus
8410,SynergySP
2761,Sunrise
47162,J.C.Staff
17901,8bit
39530,T-Rex
6867,Bones
18713,Xebec
34863,Doga Kobo
16385,Seven Arcs Pictures
6098,Studio Comet
42391,Pierrot
15813,ufotable
