anime_id,studios
10703,TMS Entertainment
40881,OLM
10479,Pierrot
33524,Studio Deen
38383,Nomad
5774,PrimeTime
38256,Shaft
2753,Mushi Production
16982,Manglobe
9675,Manglobe
51381,Shaft
28423,Brain's Base
10659,Pierrot
33606,Toei Animation
33299,Sunrise
37305,GoHands
5039,Madhouse
21521,Studio 9 Maiami
3508,Studio 4°C
10336,Gonzo
37884,Geno Studio
10935,AIC Classic
40359,Doga Kobo
13245,Production I.G
32026,Pierrot
2174,TMS Entertainment
29163,Gonzo
25647,Pierrot Plus
21189,Tatsunoko Production
3407,Gonzo
40942,Sunrise Beyond
603,Toei Animation
1374,OLM
6893,PoRO
2201,OLM
50532,Bones
6712,Shaft
42629,LICO
16051,Barnum Studio
23619,Xebec
3269,CyberConnect2
10380,PoRO
896,Toei Animation
44942,Graphinica
8756,Toei Animation
690,AIC
2006,Toei Animation
4415,Production I.G
40485,Connect
5702,Kyoto Animation
10897,AIC Build
37902,Toei Animation
3220,Mushi Production
32607,Diomedéa
4195,Diomedéa
3088,Production I.G
15617,AIC ASTA
38924,Felix Film
3210,PrimeTime
5940,Manglobe
37221,Lay-duce
785,Gainax
34209,TMS Entertainment
37345,GEEK TOYS
5955,J.C.Staff
13171,Production I.G
2330,Trans Arts
2488,Studio Ghibli
31499,Haoliners Animation League
40930,Yostar Pictures
24261,Bones
12549,feel.
1121,OLM
28215,Toei Animation
380,Pierrot
568,AIC
38005,David Production
33372,Studio PuYUKAI
3121,Diomedéa
3559,Flavors Soft
41491,Studio Deen
2182,APPP
117,AIC
34125,Production IMS
10444,Toei Animation
5684,Toei Animation
35626,Ruo Hong Culture
103,Gallop
3616,Madhouse
560,Production I.G
1215,Sunrise
5419,Shaft
1521,Tezuka Productions
38062,Studio Gokumi
39388,Doga Kobo
38217,monofilmo
5163,Sunrise
39652,J.C.Staff
37176,Motion Magic
21097,PoRO
37525,Revoroot
594,Pierrot
2490,Toei Animation
1953,Sunrise
49241,Wit Studio
3656,A.C.G.T.
40595,SILVER LINK.
20801,Office Takeout
419,Studio Deen
3861,Xebec
31716,8bit
524,Daume
28779,Studio 9 Maiami
10731,Production I.G
20045,8bit
5959,T-Rex
37233,T-Rex
27727,Diomedéa
6151,A-1 Pictures
2403,Diomedéa
19429,Diomedéa
28819,Seven
40295,Graphinica
23279,Manglobe
33949,feel.
15359,Toei Animation
1311,Madhouse
10573,Production I.G
12879,Gainax
34777,Shuka
39689,Tear Studio
37618,Wawayu Animation
30702,Jumondo
193,J.C.Staff
3359,Studio Deen
11663,Studio Deen
1576,Sunrise
11441,Studio Deen
43349,TMS Entertainment
9330,Studio Deen
1397,Production Reed
38098,OLM
29829,TYO Animations
1352,Madhouse
1074,Pierrot
8098,Xebec
19023,Tatsunoko Production
3593,Chaos Project
34604,J.C.Staff
29830,TYO Animations
582,Magic Bus
5332,Production I.G
2744,J.C.Staff
38436,Motion Magic
15611,TMS Entertainment
49063,Sparkly Key Animation Studio
26057,SILVER LINK.
23945,J.C.Staff
39574,Polygon Pictures
37826,Creators in Pack
48405,Wit Studio
30749,Lerche
28625,Wit Studio
32323,B.CMAY PICTURES
36800,J.C.Staff
5152,Toei Animation
9288,Toei Animation
30806,ixtl
35581,T-Rex
48941,Shanghai Foch Film and TV Culture Investment
40323,Bandai Namco Pictures
20021,A-1 Pictures
876,Group TAC
4548,Nomad
11321,Rabbit Gate
33362,C-Station
30614,New Generation
26351,Satelight
11227,Xebec
2124,Sunrise
206,AIC
331,Nippon Animation
1555,AIC ASTA
35673,8bit
43969,Tezuka Productions
3887,A-1 Pictures
48727,Studio Daisy
19697,J.C.Staff
6489,J.C.Staff
36848,B.CMAY PICTURES
25729,TYO Animations
4021,Nippon Animation
866,Hal Film Maker
7041,Gonzo
915,Studio Deen
4189,Studio Comet
4535,AIC
32032,Toei Animation
10572,Barnum Studio
37303,GoHands
1316,Trans Arts
38972,David Production
38435,Ruo Hong Culture
4483,Hal Film Maker
20745,Sunrise
3354,Xebec
1426,Tokyo Movie Shinsha
12119,Sunrise
40272,P.A. Works
8217,Studio Comet
10918,Actas
8536,feel.
894,Toei Animation
42632,LICO
9793,A-1 Pictures
892,Toei Animation
1825,Madhouse
34338,Dwango
2597,TMS Entertainment
39030,ENGI
30365,Production IMS
502,Toei Animation
6361,Shaft
41923,B.CMAY PICTURES
143,TNK
37364,Bones
12783,Production IMS
11339,Studio Gokumi
36225,Seven
37983,Felix Film
14835,A-1 Pictures
38940,Millepensee
2950,OLM
11341,J.C.Staff
40833,Team TillDawn
15879,Kyoto Animation
39184,P.A. Works
34642,MAPPA
3654,Zexcs
28391,Gonzo
3033,Toei Animation
7590,AIC
2131,Hal Film Maker
10893,Toei Animation
1956,Arms
32153,Shaft
40356,Kinema Citrus
1568,Studio Hibari
2253,Toei Animation
109,Gonzo
16910,Tatsunoko Production
691,Madhouse
230,Toei Animation
3653,Gonzo
38085,Signal.MD
1516,SynergySP
8475,Toei Animation
38824,Bones
35936,T-Rex
31629,A-1 Pictures
2123,Toei Animation
12461,Studio Deen
6166,AIC PLUS+
252,Bee Train
151,Gainax
48488,Passione
4094,Bee Train
44524,Passione
2557,Nippon Animation
39380,monofilmo
1164,J.C.Staff
37175,Thundray
789,Group TAC
33302,TMS Entertainment
5504,Diomedéa
6795,Studio 4°C
6280,Anima
1419,Tokyo Movie Shinsha
39607,8bit
43693,NAZ
1710,Xebec
37109,Lerche
15377,Arms
10490,Production I.G
514,Daume
12143,Tryforce
35076,Graphinica
32603,Seven
34934,LIDENFILMS
41195,Enishiya
17947,Seven Arcs Pictures
7148,Xebec
9893,Toei Animation
14355,8bit
28221,Shirogumi
33948,Passione
1826,OLM
23209,Studio 3Hz
32664,Gathering
33035,Kinema Citrus
225,Toei Animation
15097,Collaboration Works
40313,Trigger
291,feel.
28211,Studio 4°C
10578,SILVER LINK.
41595,Bandai Namco Pictures
16355,Studio Gokumi
507,Plum
8440,Madhouse
44983,J.C.Staff
38653,Toei Animation
44412,Motion Magic
4151,Bee Train
34388,Seven
36308,CygamesPictures
1289,Sunrise
19159,Production I.G
41674,J.C.Staff
29261,Peak Hunt
2756,Sunwoo Entertainment
32313,Bones
279,TMS Entertainment
38297,EKACHI EPILKA
12565,Lerche
32667,Collaboration Works
1951,Madhouse
41530,Shaft
1910,Madhouse
24629,Shaft
38397,Tear Studio
39326,Seven
8023,J.C.Staff
1601,Gonzo
30790,TMS Entertainment
44196,Motion Magic
36318,Shanghai Foch Film and TV Culture Investment
34497,SILVER LINK.
39701,Studio Deen
18247,8bit
798,J.C.Staff
30355,Nexus
1079,AIC
34382,Passione
7768,J.C.Staff
36803,Platinum Vision
22819,Sunrise
357,Hal Film Maker
2494,AIC Spirits
35949,Sunrise
39531,Polygon Pictures
2589,Gonzo
49701,Motion Magic
46587,Asahi Production
1911,Gainax
31430,TYO Animations
282,TMS Entertainment
33075,Kyoto Animation
566,Madhouse
10604,J.C.Staff
2000,APPP
108,Studio Deen
11793,TYO Animations
891,Toei Animation
21845,feel.
36305,Qualia Animation
8171,Toei Animation
33743,Diomedéa
485,Magic Bus
25755,TMS Entertainment
4358,Oz Inc.
2372,Big Wing
17409,Zexcs
1086,Bones
5458,Gallop
831,J.C.Staff
25667,Office Takeout
39456,Ezόla
1669,Nippon Animation
248,Madhouse
31815,CoMix Wave Films
3626,Sunrise
34055,Millepensee
2355,Oh! Production
1080,Gonzo
28157,Peak Hunt
10804,Satelight
27891,A-1 Pictures
424,Sunrise
38470,T-Rex
14991,Office Takeout
33019,Studio Deen
2043,Tokyo Movie Shinsha
48505,Sunrise
28683,Toei Animation
7303,TMS Entertainment
1410,Production I.G
63,Daume
976,Ajia-Do
2014,Studio Deen
35868,Bibury Animation Studios
9488,Think Corporation
18045,AIC Build
2108,Xebec
25397,8bit
49638,Sparkly Key Animation Studio
5998,Production I.G
33018,ufotable
2336,Pierrot
40064,J.C.Staff
51145,Wit Studio
895,Toei Animation
15489,Gallop
30869,Polygon Pictures
31056,SILVER LINK.
38431,CloverWorks
579,AIC
760,Madhouse
15037,asread.
34964,LIDENFILMS
1069,Sunrise
1619,Shaft
30925,Tatsunoko Production
42481,LICO
1191,Hal Film Maker
38708,Seven
38357,J.C.Staff
1588,Zexcs
3468,Studio Deen
40337,Seven
48612,Toei Animation
484,Pierrot
37799,Pierrot
383,Madhouse
229,ufotable
538,AIC
1554,J.C.Staff
49235,A-1 Pictures
30375,C-Station
32829,TMS Entertainment
24727,SILVER LINK.
2126,Pierrot
38963,A-1 Pictures
22189,feel.
37206,Doga Kobo
38292,Studio 4°C
37405,Collaboration Works
13367,Studio Gokumi
38740,Light Chaser Animation Studios
7367,Pierrot
31417,Studio Comet
33023,Doga Kobo
35589,Studio Gokumi
32038,Bones
62,feel.
40489,A-1 Pictures
1021,Studio Hibari
49160,Project No.9
36823,Haoliners Animation League
37302,Yaoyorozu
12281,Xebec
3010,Ashi Production
1432,Tokyo Movie Shinsha
35314,SILVER LINK.
3318,Brain's Base
6980,Toei Animation
5734,SILVER LINK.
12471,Bones
2743,Sunrise
28817,Doga Kobo
1469,TMS Entertainment
38578,Toei Animation
9124,A-1 Pictures
20545,asread.
917,AIC
12321,Gonzo
31853,Marza Animation Planet
1732,Shaft
2595,feel.
30870,Polygon Pictures
14267,AIC ASTA
2978,Brain's Base
37498,Studio 3Hz
17082,LIDENFILMS
1264,Sunrise
41380,Maho Film
41911,Sunrise
25011,SILVER LINK.
1932,Toei Animation
1972,Gallop
364,TMS Entertainment
7053,T-Rex
3270,Production I.G
36511,Pierrot
146,Gainax
5216,Zexcs
42587,Studio Gokumi
1738,Telecom Animation Film
5526,OLM
1474,Sunrise
432,Ashi Production
22693,Studio Comet
998,Production I.G
47402,10Gauge
35983,C2C
4196,Arms
39487,Telecom Animation Film
2098,Pierrot
36256,Collaboration Works
21075,Studio Deen
2135,Himajin Planning
21353,Xebec
4502,Maboroshi Koubou
992,AIC
1663,Nippon Animation
487,AIC Spirits
1064,Brain's Base
984,Toei Animation
48775,LIDENFILMS Kyoto Studio
2294,Sunrise
32901,A-1 Pictures
36266,production doA
25859,Pierrot Plus
2269,Sunrise
609,Studio Fantasia
37164,Ruo Hong Culture
24029,Brain's Base
35028,T-Rex
5084,Madhouse
21639,Gallop
41140,Actas
344,Group TAC
30915,Bones
933,Diomedéa
40708,Arvo Animation
36491,Shanghai Foch Film and TV Culture Investment
2808,Xebec
1147,AIC
38034,Majin
971,Tezuka Productions
20423,Madhouse
958,Satelight
37516,Sunrise
897,Toei Animation
2125,Pierrot
20909,Kyoto Animation
3859,Madhouse
5670,AIC PLUS+
13377,Seven
8068,A-1 Pictures
30243,Suzuki Mirano
37087,Studio PuYUKAI
9618,AIC PLUS+
2013,Studio Deen
21177,Satelight
9063,J.C.Staff
20649,Gonzo
17831,Gonzo
1045,Group TAC
48780,CloverWorks
2117,Nippon Animation
2390,Studio Comet
6165,Seven Arcs
14199,SILVER LINK.
9865,Studio Deen
7559,Studio Deen
2363,OLM
670,Trinet Entertainment
36737,Seven
743,Studio Ghibli
1602,Studio Fantasia
505,Hal Film Maker
25801,Studio Deen
5097,Office Take Off
5914,feel.
2458,Pierrot
31886,Ryuu M's
28619,Lerche
620,TMS Entertainment
39058,T-Rex
39610,Madhouse
6581,Production I.G
3032,Toei Animation
11375,CyberConnect2
981,Madhouse
18691,Studio Eromatick
38735,Gonzo
50685,LIDENFILMS Kyoto Studio
1608,JCF
34611,Shaft
32866,SILVER LINK.
33142,Studio PuYUKAI
8986,Madhouse
18655,Seven
19855,Bridge
38491,Shanghai Foch Film and TV Culture Investment
2037,Gallop
509,TNK
4765,Artland
8317,Shaft
29513,J.C.Staff
17391,Ordet
9347,feel.
1108,Studio Deen
40083,asread.
5226,Madhouse
2132,Seven Arcs
8369,Shin-Ei Animation
5760,Mushi Production
6783,Shaft
31370,Studio Deen
653,Madhouse
9922,Nomad
37920,Lesprit
39991,Trigger
31980,Seven
5712,Telescreen
34533,Satelight
14893,feel.
1477,Sunrise
40803,A-1 Pictures
11161,Doga Kobo
358,Toei Animation
37964,LIDENFILMS
37458,Seven
3456,AIC
2604,J.C.Staff
4156,Daume
1688,Diomedéa
4798,Gonzo
24075,A-1 Pictures
1894,Gallop
493,AIC
2286,Tokyo Movie Shinsha
8362,Shin-Ei Animation
2903,Toei Animation
31537,CygamesPictures
941,Remic
9736,Diomedéa
7082,Satelight
34620,feel.
34784,Production I.G
4334,Bones
44276,ENGI
30641,LIDENFILMS
41812,asread.
297,Group TAC
2746,Oxybot
22057,Production IMS
14921,P.A. Works
1556,Brain's Base
22359,Studio Ghibli
15609,Studio Gokumi
9750,Zexcs
37031,Wit Studio
3102,Flavors Soft
34106,Brain's Base
33231,BreakBottle
2113,Tatsunoko Production
7728,Gonzo
29808,G-Lam
35044,Studio LAN
2817,Tatsunoko Production
10106,Lilix
45753,8bit
162,Madhouse
6460,Shin-Ei Animation
39239,A-1 Pictures
22117,J.C.Staff
10737,Studio Gokumi
3469,Studio Deen
4662,Yumeta Company
15841,Studio 1st
2222,Toei Animation
14515,Shaft
32555,SILVER LINK.
28961,Silver
15649,Gathering
48735,Studio PuYUKAI
12191,Toei Animation
2204,TMS Entertainment
16143,Toei Animation
741,Phoenix Entertainment
21033,C-Station
1534,Toei Animation
811,Pierrot
22677,Sola Digital Arts
633,KSS
40486,Connect
19109,SILVER LINK.
3363,Production I.G
49026,C-Station
18495,Nomad
34238,Pierrot
10683,Oz Inc.
2298,Sunrise
37377,SILVER LINK.
36039,Bones
1655,Studio Hibari
7580,Arms
38610,LIDENFILMS
31147,Bones
1651,Group TAC
2400,Toei Animation
30825,Pierrot
13183,ufotable
45572,Connect
2548,Nippon Animation
708,Telecom Animation Film
36587,MAPPA
126,ufotable
3615,Yumeta Company
40661,Nomad
15933,Production I.G
34148,EMT Squared
872,Studio 4°C
2813,Telescreen
15711,J.C.Staff
19051,Rabbit Gate
33950,Xebec
32483,Brain's Base
49066,Sunrise
886,Studio Deen
1218,Daume
1924,Magic Bus
1869,Madhouse
50364,Sparkly Key Animation Studio
4793,OLM
38020,Diomedéa
37304,GoHands
37103,Lerche
2432,Studio 9 Maiami
15735,White Fox
9979,Toei Animation
27945,TMS Entertainment
37914,Production +h.
5307,Sunrise
6973,A-1 Pictures
18851,SILVER LINK.
3044,Tezuka Productions
3009,Toei Animation
33569,Studio PuYUKAI
1967,Sunrise
34978,TMS Entertainment
860,OLM
8359,Shin-Ei Animation
30464,Production IMS
28833,Telecom Animation Film
40735,Sparkly Key Animation Studio
8422,Studio Deen
3574,Actas
38330,New Generation
40750,TNK
2954,Studio Deen
31096,Kyoto Animation
32360,A-1 Pictures
4262,Doga Kobo
6205,Nomad
39800,T-Rex
33204,Signal.MD
37623,Studio Ponoc
8624,Toei Animation
50916,asread.
34051,Gonzo
761,Pierrot
1525,OLM
25045,Kinema Citrus
9624,Gathering
2152,Madhouse
22759,J.C.Staff
2795,Gonzo
38235,OLM
247,Yumeta Company
24973,Brain's Base
37307,GoHands
39470,Zero-G
41265,Signal.MD
8057,Doga Kobo
526,Production I.G
8728,Sunrise
6016,Visual 80
38390,Studio Deen
1592,Gallop
41392,LIDENFILMS
7972,Madhouse
2227,Toei Animation
36023,CloverWorks
10156,Sunrise
1817,Daume
127,Gonzo
42030,SILVER LINK.
652,Madhouse
882,Pierrot
37496,Sunrise
1025,AIC
3375,PrimeTime
3086,feel.
631,Gainax
10934,Zexcs
3266,J.C.Staff
33728,Telecom Animation Film
33254,LIDENFILMS
2263,Pierrot
32587,New Generation
5116,AIC
303,OLM
30127,Creators in Pack
7375,J.C.Staff
31763,Sunrise
33392,Team YokkyuFuman
25143,CoMix Wave Films
1384,AIC
34870,Xebec
28105,P.A. Works
16472,Seven
3614,Doga Kobo
40658,Majin
3503,Xebec
43229,Bones
606,Madhouse
11491,Seven
23201,Telecom Animation Film
31456,M.S.C
1524,Production I.G
1835,Xebec
2577,Nippon Animation
29083,T-Rex
10491,Studio Deen
49605,AtelierPontdarc
7669,Production I.G
47398,ufotable
39583,PRA
31848,Creators in Pack
37023,LIDENFILMS
10622,Gainax
9723,Studio Deen
37781,Studio PuYUKAI
34963,Seven
9917,Production I.G
32409,Production IMS
21395,Shin-Ei Animation
1944,AIC
17819,Kyoto Animation
38276,LIDENFILMS
36160,Haoliners Animation League
4664,Gallop
870,Production I.G
3174,Nomad
758,Bones
298,Bee Train
40515,Science SARU
1168,Studio Deen
35512,Seven
10191,Shaft
1302,Toei Animation
4983,Madhouse
5494,Nippon Animation
1532,Zexcs
466,Production I.G
48697,Seven
40192,Asatsu DK
2044,Pierrot
33218,Madhouse
48252,Fanworks
31630,A-1 Pictures
21069,Studio 1st
368,Studio Jam
39024,Motion Magic
987,Toei Animation
3312,Toei Animation
30813,Lerche
6500,Hoods Entertainment
13145,TMS Entertainment
36902,Pierrot Plus
31997,Studio Deen
20673,Studio Colorido
21925,Rabbit Gate
23153,Manglobe
1137,Toei Animation
10504,Bones
18097,OLM
3272,Toei Animation
32174,A-1 Pictures
16474,T-Rex
33371,Production I.G
8110,PoRO
17115,OLM
49385,Quad
35926,Studio 1st
32881,Toei Animation
49145,Kyoto Animation
18693,Rabbit Gate
33672,Shin-Ei Animation
34901,OLM
42963,TMS Entertainment
1929,Toei Animation
842,Pastel
36561,Motion Magic
31884,Toei Animation
49854,Yokohama Animation Lab
31338,Production IMS
20473,MAPPA
13561,Production I.G
35982,Sunrise
1184,E&G Films
1046,Group TAC
18121,MAPPA
9241,Asahi Production
2199,Sunrise
34403,NAZ
39417,Nexus
1816,TMS Entertainment
33074,TMS Entertainment
6112,Doga Kobo
23309,Passione
1707,Toei Animation
14817,Satelight
4549,Satelight
21415,Lerche
32423,T-Rex
9693,Production I.G
38301,WAO World
11209,Xebec
37997,Platinum Vision
19391,Studio Moriken
39523,Project No.9
667,Studio Hibari
1969,Sunrise
7651,Madhouse
36439,I was a Ballerina
404,AIC
21737,TYO Animations
24705,Production IMS
1192,Yamato Works
3031,Toei Animation
642,Madhouse
20039,J.C.Staff
22123,Seven
4744,TNK
412,Gainax
10870,Production I.G
35727,T-Rex
32561,A-1 Pictures
36545,Haoliners Animation League
3744,Shin-Ei Animation
38935,Yokohama Animation Lab
48626,T-Rex
34839,Pierrot
44191,Toei Animation
32407,Xebec
48456,Bones
800,Triangle Staff
25867,Wit Studio
50953,LIDENFILMS
2542,Tokyo Movie Shinsha
9936,AIC Spirits
11355,CoMix Wave Films
4975,Madhouse
2772,Studio Flag
2235,Studio Rikka
2166,Remic
33733,OLM
1593,Ajia-Do
9479,GoHands
31452,Kinema Citrus
641,Madhouse
10431,SILVER LINK.
12001,Toei Animation
26449,White Fox
39606,Doga Kobo
1450,Sunrise
19841,AIC PLUS+
3727,Shin-Ei Animation
1727,Ginga Ya
41051,Seven Stone Entertainment
49123,SANZIGEN
8291,T-Rex
41341,A-1 Pictures
34325,OLM
1416,Tokyo Movie Shinsha
38302,EMT Squared
40734,Ruo Hong Culture
23285,Studio Colorido
25283,Diomedéa
2407,Sunrise
884,OLM Digital
563,Madhouse
1435,Tokyo Movie Shinsha
40594,LIDENFILMS
35086,Wit Studio
37921,TMS Entertainment
6479,AIC
34795,New Generation
1846,Phoenix Entertainment
959,Nippon Animation
49040,TMS Entertainment
618,Madhouse
33505,T-Rex
20671,Studio Colorido
10628,Shaft
1787,Studio G-1Neo
20377,Office Takeout
320,Arms
20543,Gonzo
10740,Production I.G
33222,EMT Squared
116,AIC
46471,ENGI
19685,Hoods Entertainment
812,Satelight
12505,SILVER LINK.
41899,Okuruto Noboru
22583,A-1 Pictures
40960,EMT Squared
32872,Studio Eromatick
32379,Millepensee
1225,Studio Junio
9159,Tatsunoko Production
4205,J.C.Staff
3692,Toei Animation
386,Production Reed
506,Eiken
21879,I was a Ballerina
8,Toei Animation
39942,MAPPA
678,Studio Deen
621,AIC
2520,Toei Animation
961,Tokyo Movie Shinsha
1261,Tatsunoko Production
39585,Toei Animation
7805,SILVER LINK.
492,AIC
35424,Wit Studio
34177,Project No.9
30437,Office DCI
2891,Studio Ghibli
10419,Office Takeout
15125,MAPPA
41266,Gosay Studio
5337,TMS Entertainment
21073,Gathering
33041,SANZIGEN
45604,Project No.9
86,Sunrise
2228,Animation 21
44218,Sparkly Key Animation Studio
1230,Brain's Base
292,A.C.G.T.
5832,Toei Animation
1878,TMS Entertainment
1177,J.C.Staff
10017,Toei Animation
30056,Kyoto Animation
23361,J.C.Staff
257,J.C.Staff
37266,TriF Studio
3939,T-Rex
124,Pierrot
39042,SELFISH
286,TMS Entertainment
25805,OLM
21325,AIC PLUS+
2335,Pastel
15633,Kinema Citrus
2383,Telecom Animation Film
31201,Shin-Ei Animation
241,AIC Spirits
1196,Artland
28495,Polygon Pictures
36625,Polygon Pictures
24695,Arms
2825,Nippon Animation
18857,A-1 Pictures
4720,Seven Arcs
37487,Studio Deen
42161,Magic Bus
456,J.C.Staff
747,Trinet Entertainment
604,Pierrot
32833,Seven
37651,Shaft
391,Actas
6344,Gainax
21541,J.C.Staff
33729,Telecom Animation Film
38732,SELFISH
13263,ufotable
1424,TMS Entertainment
34213,Pine Jam
694,Zexcs
649,Daume
2156,TMS Entertainment
1151,Agent 21
13839,TMS Entertainment
284,Group TAC
1920,Pierrot
1919,Madhouse
30419,Ordet
3000,Studio Deen
318,TNK
1126,OLM
35740,Shin-Ei Animation
561,Madhouse
5762,T-Rex
50094,TMS Entertainment
2970,Hal Film Maker
1968,Sunrise
39489,David Production
2907,Studio Bogey
10807,Kyoto Animation
212,APPP
34866,Gallop
5753,Toei Animation
8022,Pierrot Plus
28063,I was a Ballerina
13057,Studio 9 Maiami
1357,A.C.G.T.
5196,Hal Film Maker
300,Toei Animation
42266,Motion Magic
39609,feel.
40023,New Generation
36124,Studio Deen
293,Madhouse
16033,Manglobe
51083,Sparkly Key Animation Studio
44221,KJJ Animation
655,Madhouse
48363,Doga Kobo
10470,ufotable
30891,PoRO
15307,Toei Animation
1859,Knack Productions
10334,Gallop
1135,Kyoto Animation
1401,Studio Jam
21751,Circle Tribute
33730,Telecom Animation Film
3479,Anime Antenna Iinkai
24821,Brain's Base
35759,Polygon Pictures
25285,TNK
1901,Magic Bus
2170,Satelight
25241,White Fox
34481,Pine Jam
31231,OLM
45560,A.C.G.T.
39638,Okuruto Noboru
40453,J.C.Staff
333,Sunrise
37587,Yokohama Animation Lab
6946,TYO Animations
554,OLM
44387,Zero-G
19631,Studio 9 Maiami
342,J.C.Staff
37204,Bandai Namco Pictures
28841,Ordet
1954,TMS Entertainment
24451,Hoods Entertainment
36871,Production I.G
6127,J.C.Staff
4082,Madhouse
38192,Satelight
9107,OLM
10842,Bones
3745,Shin-Ei Animation
17341,8bit
37916,P.A. Works
3199,Nippon Animation
1573,Studio Deen
10197,Gonzo
2544,Nippon Animation
31621,Seven Arcs Pictures
2747,Mushi Production
15411,J.C.Staff
2452,TMS Entertainment
3366,A-1 Pictures
2867,T-Rex
31485,Bandai Namco Pictures
34742,Studio PuYUKAI
10611,AIC
36816,Polygon Pictures
1243,Bee Media
1124,Sunrise
2460,Ajia-Do
31158,Studio Deen
17635,P.A. Works
6988,Shin-Ei Animation
970,Enoki Films
34747,T-Rex
2136,Arms
28869,Shin-Ei Animation
35237,NAZ
23133,Satelight
4473,Amarcord
35842,Production I.G
15895,Production I.G
25907,A-1 Pictures
1941,Studio Hibari
21195,Bones
39199,MAPPA
1391,Sunrise
10582,Diomedéa
10302,OLM
1214,Toei Animation
4690,Toei Animation
591,Studio Deen
972,Studio Jam
40336,Seven
39274,Shirogumi
1762,animate Film
41783,Blade
38536,Da Huoniao Donghua
2964,BeSTACK
9581,Xebec
32620,G-Lam
39948,Studio Deen
2832,Gonzo
6590,Anime Antenna Iinkai
2405,Toei Animation
111,Nippon Animation
850,Tokyo Kids
12685,Sunrise
40807,Connect
24347,OLM
6633,Arms
1654,Studio Hibari
35840,David Production
15005,SILVER LINK.
34525,Haoliners Animation League
4936,Shin-Ei Animation
14617,Bones
1637,Triangle Staff
36683,Studio PuYUKAI
3419,Studio Hibari
4763,T-Rex
7066,Gainax
916,AIC Spirits
6791,Xebec
38850,Toei Animation
17867,PoRO
5194,Flavors Soft
9645,Toei Animation
22537,ILCA
5973,Studio Hibari
89,Sunrise
26395,Millepensee
1836,asread.
420,Studio 4°C
34966,Studio Deen
40656,Actas
33969,B.CMAY PICTURES
17743,Arms
35757,Emon
4066,Artland
35298,Studio Gokumi
39972,LIDENFILMS
33783,Polygon Pictures
12317,Xebec
16518,Satelight
673,Sunrise
1219,Nomad
35712,Diomedéa
33047,Shaft
2873,Studio Jam
155,Madhouse
12503,asread.
35203,Production Reed
221,Arms
10076,Nomad
10694,PoRO
33836,Studio Gokumi
20931,C2C
1533,OLM
1631,Bones
34501,Project No.9
39337,Magic Bus
24909,Shin-Ei Animation
299,Bee Train
38939,MAPPA
36259,DandeLion Animation Studio
37501,Toei Animation
17821,Gainax
36824,Haoliners Animation League
10308,TMS Entertainment
1174,Kyoto Animation
43591,Studio Deen
3349,Satelight
12967,J.C.Staff
10122,ElectromagneticWave
10073,Hoods Entertainment
1246,Artland
29809,Office Takeout
9308,PoRO
3006,Shin-Ei Animation
38830,SynergySP
11019,OLM
21001,T-Rex
2361,Pierrot
12137,CoMix Wave Films
25719,feel.
27911,Shin-Ei Animation
21781,J.C.Staff
40897,Kinema Citrus
2151,Pierrot
9203,Kyoto Animation
31810,MoMo Production
3051,Toei Animation
6162,Picograph
31121,Lerche
21235,Satelight
8078,Brain's Base
35645,A-1 Pictures
25939,A-1 Pictures
34290,Toei Animation
8358,Shin-Ei Animation
26443,Xebec
42387,David Production
40778,Okuruto Noboru
16189,Ishibashi Planning
2109,Xebec
40763,Kinema Citrus
32063,T-Rex
30379,Satelight
4786,Diomedéa
21241,Kyoto Animation
10108,I was a Ballerina
11457,SynergySP
3970,T-Rex
9988,SILVER LINK.
9435,Office Take Off
33981,T-Rex
23459,A-1 Pictures
29129,TYO Animations
3464,Hal Film Maker
12917,Odolttogi
296,Madhouse
48548,Bibury Animation Studios
1796,Sunrise
30988,feel.
3771,Studio 9 Maiami
18099,Seven
5298,Gallop
16642,Studio Prokion
5032,Magic Bus
49457,SILVER LINK.
41260,T-Rex
629,Triangle Staff
7081,OLM
20849,PoRO
1145,Pierrot
219,Xebec
31909,Nexus
1049,Oh! Production
1209,Madhouse
39178,Motion Magic
8133,Toei Animation
3292,J.C.Staff
14093,OLM
1760,Tokyo Movie Shinsha
16638,T-Rex
1457,Pierrot
3219,ufotable
17157,Studio Fantasia
1490,Planet
13201,TMS Entertainment
37760,TriF Studio
9311,Maboroshi Koubou
40550,Shaft
1206,Group TAC
1721,XEBEC M2
5784,AIC
44061,Light Chaser Animation Studios
37522,Geno Studio
10015,Gallop
33668,White Fox
35369,Toei Animation
1487,Bee Train
525,Production I.G
39591,CloverWorks
37126,TMS Entertainment
10629,Madhouse
1018,J.C.Staff
30795,TMS Entertainment
688,Hal Film Maker
12997,Collaboration Works
14283,A-1 Pictures
260,Studio Hibari
23121,feel.
38895,Sunrise
1312,Xebec
19151,8bit
863,Arms
24751,Diomedéa
564,J.C.Staff
2549,Nippon Animation
21569,OLM
1797,Yumeta Company
1361,Square Enix
18525,Suzuki Mirano
3053,Pierrot
33456,SILVER LINK.
3670,Tatsunoko Production
12671,OLM
17745,Peak Hunt
261,Studio Hibari
36553,Bandai Namco Pictures
36798,Studio Gokumi
41219,Original Force
1581,OLM
33850,Zero-G
33012,feel.
39188,KJJ Animation
30567,Millepensee
33713,Sunrise
1152,J.C.Staff
1373,Tezuka Productions
1509,Studio Comet
119,Zexcs
40100,Blade
14627,Seven
385,Group TAC
