anime_id,genres,type,episodes,source,rating,start_year,start_season,demographics,score,scored_by,members,favorites
17273,Comedy,special,4,Non-Original,pg_13,2013,spring,None,High,7267,17509,16
31234,Comedy,special,12,Non-Original,pg_13,2015,summer,Seinen,High,35171,72352,105
31138,Action,special,8,Non-Original,pg_13,2015,summer,None,Average,40211,73377,65
36950,Comedy,ova,4,Non-Original,r+,2018,summer,Shounen,High,24860,52910,67
536,Adventure,movie,1,Non-Original,pg_13,1995,summer,Shounen,High,12595,22807,24
2386,Comedy,movie,1,Non-Original,pg_13,2002,winter,Shounen,High,22266,40419,18
3076,Romance,special,3,Non-Original,pg_13,1995,spring,Shoujo,High,9251,21850,17
35000,Comedy,ova,1,Non-Original,r+,2017,fall,Shounen,High,18573,42295,81
36882,Action,tv,13,Non-Original,pg_13,2019,summer,None,Average,332009,573773,5625
19653,Action,special,1,Non-Original,r,2013,fall,None,High,17833,47791,168
405,Horror,movie,1,original,r,2000,fall,None,Average,56397,102689,225
2020,Comedy,special,1,Non-Original,pg_13,2005,fall,Shounen,High,15185,30080,21
49470,Comedy,tv,12,Non-Original,pg_13,2022,summer,None,High,15816,123980,774
2828,Adventure,tv,51,Non-Original,g,1977,fall,Kids,High,4286,13478,238
31645,Action,special,1,Non-Original,pg_13,2016,summer,None,High,26130,51598,63
22689,Action,ova,2,Non-Original,r,2014,summer,None,High,19105,34705,16
29,Action,tv,26,Non-Original,pg_13,2004,fall,Seinen,High,6818,19708,166
144,Drama,tv,13,Non-Original,g,2002,winter,None,High,26009,61784,220
5279,Comedy,special,1,Non-Original,r+,2009,winter,None,High,29325,53229,45
255,Comedy,ova,7,Non-Original,pg_13,2003,fall,None,High,5261,9589,13
43690,Action,ona,12,Non-Original,r,2021,winter,None,Average,135760,257366,1666
1237,Action,special,1,Non-Original,pg_13,2003,spring,Shounen,High,14031,29332,19
1016,Drama,ova,2,Non-Original,r+,1993,spring,Shounen,High,25853,54082,220
36432,Action,tv,26,Non-Original,pg_13,2018,fall,None,Average,88850,224712,787
42205,Adventure,tv,52,Non-Original,pg_13,2021,spring,Shounen,Average,54286,226270,1553
900,Action,movie,1,Non-Original,pg_13,1992,summer,Shounen,Average,69390,111095,27
29325,Sci-Fi,tv,10,Non-Original,r,2015,spring,None,High,13998,40634,42
428,Adventure,ova,1,original,pg,2004,summer,Shoujo,High,6897,13463,12
9776,Comedy,tv,12,Non-Original,pg_13,2011,spring,Seinen,Average,42789,95322,288
33378,Comedy,movie,1,Non-Original,pg_13,2017,fall,Shoujo,High,6725,22385,66
15537,Hentai,ova,4,Non-Original,rx,2012,fall,None,High,8205,21496,170
6884,Fantasy,special,2,Non-Original,pg_13,2009,fall,None,High,27499,57071,146
36864,Comedy,tv,25,Non-Original,pg_13,2018,spring,Josei,Average,68901,156380,268
10999,Sci-Fi,movie,1,Non-Original,g,2011,fall,Shounen,High,8440,15182,19
2385,Comedy,movie,1,Non-Original,pg_13,2001,winter,Shounen,High,20305,36837,24
22859,Comedy,special,1,Non-Original,pg_13,2014,winter,None,High,16595,34939,8
1170,Adventure,ova,3,Non-Original,pg_13,1996,summer,Shounen,High,9315,18408,22
36927,Action,movie,1,Non-Original,pg,2018,summer,Kids,High,18338,32790,38
41053,Action,special,6,Non-Original,r+,2020,spring,Seinen,High,23282,44697,66
169,Action,tv,12,Non-Original,r,2003,fall,None,Average,67707,154697,626
15651,Action,tv,25,original,pg_13,2013,fall,Shounen,High,12717,34443,40
37306,Action,movie,1,Non-Original,pg_13,2018,fall,None,High,5128,19634,25
43555,Adventure,special,1,Non-Original,pg_13,2020,fall,Shounen,High,19185,44620,42
5947,Comedy,ova,1,original,pg_13,2009,winter,None,High,12715,28081,13
10794,Action,ova,1,Non-Original,r+,2011,fall,None,Average,64635,114727,65
2143,Action,ova,3,Non-Original,pg_13,2007,spring,Shoujo,High,4308,12572,46
31368,Ecchi,special,5,Non-Original,r+,2015,summer,None,High,29488,56517,33
5485,Action,tv,26,Non-Original,r,2009,spring,Shounen,High,4853,14386,151
36593,Action,tv,49,original,g,2018,winter,Shoujo,High,4275,14125,228
1362,Action,movie,1,Non-Original,pg_13,1994,summer,Shounen,High,17457,27619,126
9088,Action,ova,3,Non-Original,r,2011,winter,None,High,4202,12757,71
40529,Action,tv,12,Non-Original,pg_13,2020,summer,Seinen,High,26645,71383,78
37722,Comedy,tv,12,Non-Original,pg_13,2018,fall,None,Average,46756,109023,181
1577,Action,ova,4,Non-Original,pg_13,1994,summer,Seinen,High,7070,22084,72
9888,Comedy,special,2,Non-Original,g,2011,spring,None,High,11703,22379,12
37393,Comedy,tv,12,Non-Original,pg_13,2019,fall,None,Average,82610,157437,388
40111,Action,movie,1,Non-Original,pg,2019,summer,None,High,5226,11798,50
41623,Comedy,tv,10,Non-Original,pg_13,2021,spring,None,Average,143520,330540,2649
18177,Sports,ova,1,Non-Original,pg_13,2013,summer,Shounen,High,8867,18226,11
878,Action,tv,26,original,pg_13,2006,spring,None,High,10532,32294,163
2404,Action,tv,11,Non-Original,r,2007,summer,Shounen,Average,62664,133246,319
2798,Hentai,ova,2,Non-Original,rx,2007,spring,None,High,11607,24850,233
46420,Action,movie,1,Non-Original,pg_13,2021,summer,Shounen,High,21167,59513,219
113,Action,tv,26,original,pg_13,2003,spring,None,High,9082,22932,115
2942,Comedy,tv,13,Non-Original,g,2007,fall,None,High,8823,28066,179
5342,Action,tv,13,Non-Original,pg_13,2009,spring,None,Average,45885,97000,174
152,Action,tv,24,original,r,2005,fall,None,High,11954,27916,123
1531,Comedy,ova,1,Non-Original,pg_13,2006,fall,None,High,17225,33847,20
8634,Boys Love,ova,2,Non-Original,r+,2010,spring,None,Average,37194,64923,308
9041,Action,tv,12,Non-Original,pg_13,2011,winter,None,Average,341648,591944,2208
2683,Action,tv,12,Non-Original,r,2007,summer,None,High,13725,34952,64
37719,Action,special,1,Non-Original,r+,2018,spring,None,Average,42975,81877,138
36906,Comedy,tv,11,Non-Original,pg_13,2018,summer,None,Average,35323,100250,313
13411,Action,ova,1,original,r,2012,summer,None,Average,49628,93444,65
30549,Action,tv,13,original,pg_13,2015,fall,None,High,5188,13926,83
990,Comedy,tv,13,Non-Original,pg_13,2006,spring,None,High,21552,46196,84
36049,Comedy,tv,12,Non-Original,pg_13,2018,winter,Shounen,Average,64039,148991,178
131,Action,tv,26,Non-Original,pg_13,2004,spring,Josei,High,8186,22011,44
40314,Boys Love,movie,1,Non-Original,pg_13,2020,winter,None,High,6588,22465,88
2012,Adventure,tv,49,Non-Original,pg_13,1996,spring,Shounen,High,5807,18320,80
6203,Comedy,tv,13,Non-Original,pg_13,2009,fall,None,High,24865,68524,282
33013,Boys Love,ova,2,Non-Original,pg_13,2017,winter,None,High,10567,29059,61
4715,Drama,special,1,original,pg_13,2008,summer,None,High,9408,16505,3
40646,Boys Love,movie,1,Non-Original,pg_13,2020,fall,None,High,20467,43391,224
38778,Comedy,tv,12,Non-Original,pg_13,2019,spring,Shounen,Average,118810,237483,545
17827,Romance,tv,12,Non-Original,pg_13,2014,fall,None,Average,53993,127109,229
1288,Comedy,ova,7,original,pg_13,1988,spring,None,High,11327,31153,170
17741,Drama,tv,12,Non-Original,r+,2013,summer,Shounen,Average,59949,141998,554
20221,Comedy,ova,1,Non-Original,pg_13,2013,summer,None,High,8280,17376,5
15843,Hentai,ova,2,Non-Original,rx,2012,fall,None,High,7412,18096,129
58,Adventure,tv,26,original,r+,1999,fall,None,High,28630,74270,382
4026,Action,movie,1,Non-Original,pg,2008,summer,Kids,Average,50949,82087,30
9332,Action,ova,3,original,pg_13,2011,winter,None,High,19164,39183,70
31564,Comedy,tv,12,Non-Original,pg_13,2016,spring,None,High,20944,59382,113
1013,Mystery,tv,24,original,r,2006,summer,Seinen,High,14855,55879,225
11837,Action,tv,13,Non-Original,r+,2012,spring,Seinen,Average,58938,126790,257
1764,Sports,movie,1,Non-Original,pg_13,1994,winter,Shounen,High,8935,17273,19
2313,Adventure,movie,1,Non-Original,g,1992,summer,Kids,High,4574,9193,35
33080,Action,ona,5,Non-Original,pg_13,2016,winter,None,Average,41072,77129,175
10257,Slice of Life,tv,51,Non-Original,pg,2011,spring,Shoujo,High,7914,20153,169
1546,Adventure,tv,26,Non-Original,pg_13,2006,fall,None,Average,34846,87995,262
951,Comedy,tv,142,Non-Original,g,1990,winter,Shoujo,High,5109,10896,94
37807,Action,movie,1,original,r,2021,winter,None,High,5886,36739,61
9611,Comedy,ova,3,Non-Original,pg_13,2011,winter,Seinen,High,9106,20901,29
1747,Action,ova,7,original,pg_13,2006,fall,None,High,7459,22651,62
37926,Comedy,tv,12,Non-Original,pg_13,2019,summer,None,Average,49237,116738,546
1538,Action,tv,24,Non-Original,r,2006,fall,None,High,16290,39422,117
1678,Action,tv,50,Non-Original,pg_13,2001,fall,Shounen,High,11734,30705,171
519,Comedy,tv,26,Non-Original,pg_13,2005,winter,Shounen,High,9957,24406,101
34321,Action,special,1,Non-Original,pg_13,2016,fall,None,Average,112359,189542,278
6163,Action,special,1,Non-Original,pg_13,2009,winter,Shounen,High,15079,37451,85
10372,Action,tv,13,Non-Original,r,2011,summer,Seinen,High,29943,69432,88
837,Comedy,ova,4,Non-Original,pg_13,2006,winter,Seinen,High,14011,29522,40
32717,Slice of Life,tv,100,original,pg,2016,spring,Shoujo,High,5456,17687,276
7593,Comedy,tv,12,Non-Original,pg_13,2010,spring,Seinen,Average,318527,534366,1716
19365,Action,tv,22,original,r,2013,fall,None,Average,46432,124907,849
107,Adventure,tv,13,Non-Original,pg_13,2002,spring,Shounen,High,13975,35646,196
1171,Adventure,ova,3,Non-Original,pg_13,1998,fall,Shounen,High,9533,19247,15
8876,Comedy,ova,2,Non-Original,r+,2010,fall,Seinen,Average,41734,86316,117
27969,Drama,movie,1,original,pg_13,2015,winter,None,High,11188,37404,188
9958,Comedy,movie,1,Non-Original,pg_13,2011,summer,Shounen,High,17309,35483,31
868,Adventure,movie,1,Non-Original,pg_13,1997,summer,Shounen,High,9177,18469,14
34658,Comedy,ova,1,Non-Original,pg_13,2017,fall,None,Average,36690,75218,298
173,Comedy,tv,25,Non-Original,pg_13,2004,fall,Shounen,High,13871,39195,162
869,Adventure,movie,1,Non-Original,pg_13,1996,summer,Shounen,High,9489,18950,22
1488,Action,ova,3,Non-Original,r+,1985,winter,None,High,5919,16275,222
44516,Action,tv,12,Non-Original,r,2022,winter,Josei,Average,42945,126396,829
50338,Comedy,tv,13,Non-Original,pg_13,2022,spring,Shounen,High,14743,42617,202
461,Action,movie,1,Non-Original,pg_13,2002,winter,Shounen,Average,42655,73989,26
29101,Ecchi,special,6,Non-Original,r+,2014,fall,None,Average,40511,74769,53
1483,Adventure,tv,24,Non-Original,r,1998,fall,Seinen,High,4898,23676,103
35815,Mystery,ona,2,Non-Original,r,2016,winter,Seinen,High,12051,31640,97
23725,Action,ova,3,original,r+,2014,fall,None,High,9325,23472,39
2762,Action,tv,24,Non-Original,pg_13,1983,fall,Shoujo,High,3838,10082,118
1728,Comedy,tv,52,Non-Original,pg_13,2001,spring,Shoujo,High,7556,19422,174
14293,Romance,movie,1,Non-Original,pg_13,2012,fall,None,Average,37326,88591,188
4903,Comedy,tv,13,Non-Original,pg_13,2008,fall,Seinen,High,13534,34138,45
23703,Adventure,special,1,original,pg_13,2014,winter,None,High,7931,16699,11
5538,Adventure,special,1,Non-Original,pg_13,2008,fall,Shounen,High,6372,13990,11
42977,Action,ona,13,Non-Original,pg_13,2020,summer,None,High,3170,5920,34
899,Action,movie,1,Non-Original,pg_13,1992,winter,Shounen,Average,72899,115529,23
1569,Comedy,tv,12,Non-Original,pg_13,2006,fall,None,High,25503,60259,170
42364,Comedy,special,25,Non-Original,pg_13,2020,summer,None,High,10526,27637,169
541,Action,ova,6,original,r+,2003,summer,Shounen,High,10100,19423,44
5041,Adventure,tv,26,Non-Original,pg_13,2009,spring,None,High,14914,41537,120
25099,Comedy,tv,12,Non-Original,pg_13,2015,fall,None,Average,123600,252885,413
49318,Action,special,1,Non-Original,pg_13,2021,spring,None,High,20769,41706,258
35540,Comedy,tv,12,Non-Original,pg_13,2018,winter,None,High,27056,75902,152
51213,Ecchi,tv,12,Non-Original,pg_13,2022,summer,Shounen,High,12757,102596,743
5493,Action,ova,1,Non-Original,pg_13,2008,summer,Shounen,High,5741,12796,13
8277,Action,tv,12,Non-Original,r+,2010,fall,None,Average,75277,169304,271
1259,Adventure,movie,1,Non-Original,pg_13,2004,winter,Shounen,High,13125,22289,61
36688,Action,ova,1,Non-Original,r+,2018,winter,None,Average,37437,82549,141
33446,Comedy,ona,13,Non-Original,r,2016,spring,None,High,4652,12770,49
1858,Comedy,tv,12,original,g,2007,winter,None,High,10281,29218,116
3577,Comedy,tv,26,Non-Original,pg_13,2008,spring,None,High,10554,27674,109
22071,Comedy,special,1,Non-Original,pg_13,2014,winter,None,High,22859,42550,13
10834,Comedy,special,6,Non-Original,pg_13,2011,summer,None,High,14096,34778,24
27441,Comedy,tv,12,Non-Original,pg_13,2015,spring,None,High,25467,78715,344
36951,Action,special,2,Non-Original,pg_13,2018,fall,Shounen,High,6953,18651,24
38313,Comedy,movie,1,Non-Original,pg_13,2019,winter,None,High,8023,20788,40
1696,Action,ova,6,Non-Original,r,2007,winter,None,High,28035,54876,158
867,Adventure,movie,1,Non-Original,pg_13,1998,summer,None,High,8902,18045,10
903,Action,movie,1,Non-Original,pg_13,1994,winter,Shounen,Average,75818,119841,39
33209,Comedy,ona,14,Non-Original,r,2016,winter,None,High,5279,12801,21
33421,Action,tv,12,Non-Original,r,2016,summer,None,Average,57454,181224,410
14653,Comedy,tv,12,Non-Original,pg_13,2012,fall,Shounen,High,24988,52533,67
36792,Comedy,ova,2,Non-Original,pg_13,2019,winter,None,Average,54350,105536,175
4999,Comedy,tv,12,Non-Original,pg_13,2009,winter,Shounen,Average,106085,195047,348
48641,Comedy,ona,12,Non-Original,pg_13,2021,summer,None,High,10990,34538,784
34513,Sports,ova,3,Non-Original,pg_13,2018,winter,Shounen,High,6090,22015,47
33818,Comedy,ova,1,Non-Original,pg_13,2017,winter,Shounen,High,7355,15226,7
5962,Adventure,tv,51,Non-Original,pg,2009,spring,Kids,Average,54242,81076,342
23479,Hentai,special,1,Non-Original,rx,2014,winter,None,High,15927,26649,69
9314,Adventure,tv,11,original,pg_13,2011,winter,None,Average,34130,79471,208
31080,Comedy,tv,12,Non-Original,pg_13,2016,spring,None,Average,31159,73172,254
1368,Comedy,ova,1,Non-Original,pg_13,2006,winter,Shounen,High,7489,14965,1
18095,Comedy,tv,12,Non-Original,pg_13,2014,winter,None,Average,74451,175175,257
24991,Comedy,special,6,Non-Original,pg_13,2014,spring,None,Average,85246,170034,196
907,Comedy,tv,12,Non-Original,pg_13,2006,spring,Shoujo,Average,28250,60872,244
43814,Supernatural,tv,12,Non-Original,r,2021,summer,None,Average,74169,152629,797
4879,Mystery,tv,13,Non-Original,r,2008,fall,Seinen,High,15100,58476,236
33322,Hentai,ova,2,original,rx,2016,summer,None,High,12091,25450,263
2454,Comedy,movie,1,Non-Original,r,1988,fall,Shounen,High,4425,8944,44
277,Comedy,tv,14,Non-Original,r+,2002,fall,None,High,15763,30838,43
44189,Action,ona,13,Non-Original,pg_13,2020,fall,None,High,3060,5389,23
2130,Action,tv,25,Non-Original,pg_13,2007,spring,Shounen,Average,27924,74802,190
9999,Action,movie,1,Non-Original,pg_13,2011,winter,Shounen,Average,28624,53144,44
37704,Action,movie,1,original,pg_13,2020,winter,None,High,4402,14436,62
553,Boys Love,tv,13,Non-Original,r,2000,fall,Shoujo,High,23415,52418,381
37596,Avant Garde,special,2,Non-Original,pg_13,2019,spring,None,High,7976,22484,15
9539,Action,tv,65,original,pg_13,2011,winter,Shounen,High,24977,50019,296
13409,Comedy,tv,11,Non-Original,pg_13,2012,summer,Seinen,High,12364,24026,17
6201,Comedy,tv,12,Non-Original,r+,2009,summer,None,Average,107236,207803,358
418,Adventure,movie,1,Non-Original,pg_13,1991,fall,Shounen,High,11023,20291,21
149,Action,tv,12,Non-Original,pg_13,2005,spring,Josei,Average,67855,133894,1294
11079,Comedy,tv,13,Non-Original,pg_13,2012,winter,Seinen,Average,47104,111987,468
34389,Comedy,ona,12,Non-Original,pg_13,2016,fall,Shounen,High,23039,46195,45
12067,Action,special,1,Non-Original,pg_13,1998,fall,Shounen,High,8438,18507,23
44881,Drama,tv,12,Non-Original,pg_13,2021,summer,Shounen,Average,57004,123927,586
3449,Comedy,special,4,original,pg,2005,fall,None,High,5761,10524,4
10213,Comedy,tv,12,Non-Original,r+,2011,fall,None,Average,120995,278177,602
2602,Comedy,tv,13,Non-Original,pg_13,2007,summer,Shounen,High,16151,37082,89
43465,Hentai,ova,4,Non-Original,rx,2021,winter,None,High,7052,13790,134
34034,Action,tv,146,Non-Original,pg,2016,fall,Kids,Average,50255,95452,458
18001,Action,tv,12,Non-Original,r+,2013,fall,Seinen,Average,83942,155789,189
9712,Comedy,tv,12,Non-Original,pg_13,2011,spring,None,Average,28165,62346,65
36407,Action,tv,12,Non-Original,pg_13,2019,spring,None,Average,289428,492351,2550
31227,Mystery,tv,22,Non-Original,r,2015,fall,Shounen,High,4225,10272,25
38866,Hentai,ova,2,Non-Original,rx,2019,winter,None,High,8635,16825,146
508,Adventure,tv,296,Non-Original,g,2000,summer,Kids,Average,27417,54297,240
34374,Drama,movie,1,Non-Original,pg_13,2017,winter,None,High,4989,13784,14
343,Comedy,tv,25,Non-Original,pg_13,2004,fall,Seinen,Average,28893,71684,258
6610,Action,movie,1,Non-Original,r+,2009,fall,None,Average,33292,69366,147
2248,Action,special,1,original,pg_13,2004,summer,Shounen,Average,41370,72785,65
23135,Slice of Life,tv,140,Non-Original,pg,2014,summer,Shoujo,High,5574,19531,388
448,Adventure,ova,2,Non-Original,r,2005,winter,Shounen,High,22503,40554,31
719,Boys Love,ova,2,Non-Original,r+,1992,summer,None,High,18656,35212,373
2354,Horror,ova,1,Non-Original,r+,1987,fall,None,High,14355,26886,276
381,Adventure,ova,6,Non-Original,pg_13,1997,spring,Shoujo,High,10021,19445,41
8115,Adventure,movie,1,original,g,2010,winter,None,High,8137,24516,41
6548,Ecchi,Non-Original,1,original,pg_13,2009,spring,None,High,16298,29308,29
29831,Comedy,movie,1,original,g,2016,spring,None,High,2887,9958,66
33726,Action,tv,12,Non-Original,pg_13,2017,summer,Josei,High,11773,37989,94
3627,Comedy,tv,13,Non-Original,pg_13,2008,spring,None,High,12735,28721,52
37490,Comedy,tv,23,Non-Original,pg_13,2018,fall,None,High,14217,35065,117
883,Action,movie,1,Non-Original,pg_13,1994,spring,Shounen,High,12714,26336,26
6582,Comedy,tv,26,Non-Original,pg_13,2009,fall,Seinen,High,3376,7495,26
9544,Action,movie,1,Non-Original,r,2012,summer,None,High,15132,23945,41
1985,Sci-Fi,tv,74,Non-Original,pg_13,1975,fall,Shounen,High,4926,10380,113
196,Comedy,tv,12,original,pg_13,2003,summer,None,Average,48086,84530,179
49730,Adventure,ona,8,Non-Original,pg,2021,summer,Kids,High,6505,11986,41
3674,Comedy,special,1,Non-Original,pg_13,2008,winter,None,High,6036,15760,10
23987,Drama,movie,1,Non-Original,pg_13,2015,spring,Seinen,High,13029,31113,47
48631,Action,ona,13,Non-Original,pg_13,2021,winter,None,High,2922,5407,43
17080,Action,tv,13,original,pg_13,2015,winter,None,High,6966,20779,72
10178,Drama,special,4,Non-Original,r,2011,winter,Josei,High,6948,20385,51
2214,Action,tv,17,Non-Original,pg_13,2006,spring,None,High,4680,12381,59
201,Comedy,ova,6,Non-Original,r+,1992,winter,None,High,12007,26823,119
1609,Action,ova,4,original,r+,2006,fall,None,High,10054,18504,28
48438,Fantasy,ova,3,Non-Original,pg_13,2021,summer,Shounen,High,3368,50729,342
852,Comedy,tv,50,Non-Original,pg_13,1995,fall,Shoujo,High,4435,20754,249
32262,Comedy,tv,12,Non-Original,pg_13,2017,spring,None,Average,167772,331110,593
596,Comedy,special,1,Non-Original,pg_13,2003,spring,None,Average,26130,45250,59
1133,Action,tv,26,original,pg_13,2002,spring,Shounen,High,13964,29015,125
11241,Action,tv,12,Non-Original,r,2012,winter,Seinen,Average,68215,141285,239
21439,Comedy,tv,13,Non-Original,pg_13,2015,spring,Shoujo,High,23846,56413,216
34349,Sports,ova,2,Non-Original,pg_13,2016,summer,Shounen,High,4288,10105,16
9055,Comedy,ova,4,original,g,2010,summer,None,High,14389,41037,124
37140,Comedy,tv,97,Non-Original,pg,2018,spring,Shounen,High,10601,46130,115
16468,Action,special,2,Non-Original,pg_13,2012,fall,Shounen,High,12768,26391,17
34009,Comedy,tv,12,original,pg_13,2016,fall,None,Average,26638,58060,156
3268,Sci-Fi,ova,3,original,r+,2008,winter,None,High,7009,13904,30
1369,Adventure,ova,1,Non-Original,pg_13,2000,fall,Shounen,High,10189,18904,10
34391,Action,ona,4,Non-Original,r,2017,winter,None,High,9921,19678,22
38360,Action,ova,1,Non-Original,r,2018,fall,Seinen,High,7536,21632,8
6380,Action,ova,1,Non-Original,pg_13,2009,summer,None,High,9341,20859,12
3298,Adventure,tv,10,Non-Original,pg_13,2008,winter,Josei,High,15557,36128,166
1146,Comedy,ova,1,original,r+,1993,summer,Shounen,High,7486,14619,14
1358,Adventure,movie,1,Non-Original,r,1986,winter,Shounen,High,11219,19537,108
1543,Comedy,tv,12,Non-Original,pg_13,2006,fall,None,High,15938,38315,147
659,Comedy,special,1,Non-Original,pg_13,2001,fall,None,High,21806,38673,17
1066,Comedy,special,4,Non-Original,pg_13,2006,winter,None,High,17609,33917,22
914,Comedy,tv,26,Non-Original,r+,1995,spring,None,High,4744,16086,136
3322,Adventure,tv,24,Non-Original,pg_13,2008,spring,Shounen,High,11626,31010,76
12695,Boys Love,ova,2,Non-Original,pg_13,2012,spring,None,High,24075,46433,105
183,Sports,tv,39,Non-Original,g,2002,spring,Shounen,High,6390,13557,79
944,Action,tv,24,Non-Original,r,2006,spring,Seinen,High,7631,20456,91
19469,Comedy,ona,1,Non-Original,pg_13,2013,summer,Shounen,High,16898,36982,106
5141,Comedy,tv,12,Non-Original,pg_13,2009,summer,Seinen,High,6681,19501,40
21653,Action,ova,1,Non-Original,r+,2014,fall,None,Average,37876,75372,55
38921,Sports,special,1,Non-Original,pg_13,2019,winter,None,High,10015,21952,22
17249,Slice of Life,tv,51,Non-Original,pg,2013,spring,Shoujo,High,4630,12005,168
1441,Drama,movie,1,Non-Original,g,1985,summer,Kids,High,7590,21092,290
38400,Sports,movie,1,original,pg_13,2021,summer,None,High,3612,50578,182
31178,Comedy,tv,13,Non-Original,pg_13,2016,fall,Shoujo,High,13882,38855,209
1051,Action,ova,4,Non-Original,pg_13,1998,fall,None,High,21968,52194,234
10079,Comedy,tv,12,Non-Original,pg_13,2011,spring,None,Average,85600,164751,327
7695,Action,movie,1,Non-Original,pg,2010,summer,Kids,Average,40181,66312,27
12875,Sports,tv,39,Non-Original,pg,2012,spring,Shounen,High,10936,24736,116
36817,Comedy,tv,12,Non-Original,pg_13,2018,summer,None,Average,51378,131906,386
178,Comedy,tv,26,Non-Original,g,2003,spring,Shoujo,High,13180,31025,113
9515,Comedy,ova,1,Non-Original,r+,2011,spring,None,Average,178980,284357,328
5220,Action,tv,24,Non-Original,pg_13,2009,spring,None,High,19046,56273,125
12419,Action,special,1,original,r,2012,winter,None,High,15474,37022,37
288,Action,tv,51,Non-Original,pg,2001,winter,Kids,Average,66740,103487,360
483,Action,tv,24,original,pg_13,2004,summer,None,High,7744,28998,134
2409,Adventure,tv,26,Non-Original,pg_13,1999,spring,None,High,5581,14250,123
1744,Adventure,tv,172,Non-Original,g,2002,spring,Shoujo,High,7990,17753,114
31610,Comedy,tv,25,Non-Original,pg_13,2016,spring,Shounen,High,12952,32963,31
327,Comedy,tv,26,original,g,2002,fall,Shoujo,High,5635,13798,76
19251,Comedy,special,1,Non-Original,pg_13,2013,fall,Shoujo,High,10051,25488,75
1327,Action,tv,58,Non-Original,pg_13,1993,fall,Shounen,High,5900,13536,68
1847,Comedy,special,1,Non-Original,pg_13,2006,spring,Seinen,High,14783,23417,4
33589,Action,tv,12,original,pg_13,2016,fall,None,High,21449,78031,170
37338,Comedy,tv,24,Non-Original,pg_13,2018,summer,Seinen,High,12457,37238,106
5978,Comedy,special,1,Non-Original,pg_13,2009,spring,Shounen,High,17867,32110,10
873,Adventure,tv,26,original,pg_13,2006,spring,None,Average,34125,71281,233
1668,Action,tv,52,Non-Original,pg,2003,winter,Shounen,Average,28096,44854,200
33433,Action,tv,12,original,r,2016,fall,None,Average,65366,166282,317
1017,Action,tv,24,Non-Original,pg_13,1998,fall,None,High,14658,41267,154
1459,Action,tv,49,original,r,1992,winter,Shounen,High,5210,15022,174
31636,Comedy,tv,12,Non-Original,pg_13,2016,winter,Shounen,Average,183892,413639,925
3446,Action,movie,1,Non-Original,r,2008,fall,None,Average,23254,33962,45
29583,Comedy,special,1,Non-Original,pg_13,2014,fall,Shounen,High,9917,22926,6
2369,Fantasy,tv,24,Non-Original,pg_13,2007,fall,None,High,20852,59061,105
10370,Adventure,tv,52,Non-Original,pg,2011,spring,Kids,Average,26512,40708,147
18745,Comedy,ova,1,Non-Original,pg_13,2013,summer,Josei,High,19695,41086,27
33031,Sports,tv,12,Non-Original,pg_13,2016,fall,None,High,17488,41364,141
8410,Adventure,tv,51,Non-Original,pg,2010,spring,Kids,Average,29754,45533,136
2761,Drama,movie,1,original,r+,1982,summer,None,High,3116,8446,155
47162,Action,tv,12,Non-Original,r,2022,spring,None,Average,34345,110763,555
17901,Fantasy,Non-Original,1,Non-Original,g,2013,winter,None,High,9728,17268,54
39530,Hentai,ova,2,Non-Original,rx,2019,summer,None,High,6594,13340,123
6867,Action,ona,8,Non-Original,pg_13,2009,fall,None,High,22147,38797,190
18713,Comedy,ova,1,Non-Original,pg_13,2012,fall,None,High,14719,30152,17
34863,Action,tv,12,Non-Original,pg_13,2018,winter,None,High,7402,26803,136
16385,Action,tv,12,original,pg_13,2015,winter,None,Average,31857,69616,75
6098,Comedy,tv,12,Non-Original,pg_13,2009,summer,Seinen,High,16778,41188,62
42391,Comedy,tv,25,Non-Original,r,2020,fall,None,High,6363,19665,91
15813,Fantasy,movie,1,Non-Original,g,2013,fall,None,High,5940,16612,18
10703,Adventure,ova,1,Non-Original,pg_13,2011,spring,Shounen,High,5841,12152,2
40881,Action,movie,1,Non-Original,pg,2020,fall,Kids,High,7341,18974,29
10479,Action,special,16,original,pg_13,2011,spring,Shounen,High,6491,22005,20
33524,Comedy,special,1,Non-Original,pg_13,2016,summer,Seinen,Average,43965,78909,37
38383,Comedy,ona,1,Non-Original,pg_13,2018,fall,None,High,13611,25766,11
5774,Boys Love,ova,2,Non-Original,r+,2009,fall,None,Average,24869,46209,107
38256,Drama,tv,13,Non-Original,pg_13,2020,winter,None,Average,48796,141562,750
2753,Drama,movie,1,Non-Original,g,1991,winter,None,High,3382,11346,27
16982,Comedy,tv,12,Non-Original,pg_13,2013,spring,Shounen,High,19052,42266,47
9675,Comedy,ova,1,Non-Original,pg_13,2010,summer,Shounen,Average,30132,61012,58
51381,Action,tv,12,Non-Original,pg_13,2022,summer,None,High,7056,55107,383
28423,Comedy,tv,25,Non-Original,pg_13,2015,spring,Shounen,Average,31326,84125,131
10659,Action,movie,1,original,pg_13,2010,summer,Shounen,Average,23937,49366,33
33606,Action,special,1,Non-Original,pg_13,2016,summer,Shounen,High,10893,20849,15
33299,Romance,tv,13,original,pg_13,2016,fall,None,High,19627,51264,202
37305,Action,movie,1,Non-Original,pg_13,2018,fall,None,High,5095,18569,30
5039,Action,tv,12,Non-Original,r,2008,fall,None,Average,30960,90655,294
