anime_id,genres,type,episodes,source,rating,start_year,start_season,demographics,score,scored_by,members,favorites
1399,Action,ova,3,original,pg_13,1995,fall,Shounen,Average,4033,8605,6
48415,Action,tv,12,Non-Original,pg_13,2022,spring,None,Average,73214,172038,1295
5719,Boys Love,ova,2,Non-Original,pg_13,2010,winter,None,Average,15362,28867,80
2205,Action,ova,1,original,pg_13,2007,winter,Shounen,Average,6614,15115,12
1890,Drama,Non-Original,1,Non-Original,pg_13,1999,summer,Shoujo,Average,6393,12632,14
2553,Drama,tv,52,Non-Original,g,1975,winter,None,High,1629,6655,20
34204,Comedy,special,7,original,pg_13,2016,fall,None,Average,7530,19483,15
4639,Avant Garde,ova,6,original,r,1989,summer,None,High,2011,7617,94
6379,Comedy,ova,1,Non-Original,pg_13,2009,fall,Seinen,High,3304,8309,3
23605,Action,ona,26,Non-Original,r,2015,spring,None,Average,12414,41027,194
2852,Hentai,ova,4,Non-Original,rx,2007,winter,None,Average,5274,12762,47
2931,Mystery,tv,24,Non-Original,pg,2007,fall,None,High,3054,14278,25
47161,Action,tv,12,Non-Original,pg_13,2022,winter,None,Average,80753,168279,1084
2048,Action,ova,12,original,pg_13,1988,fall,None,High,2607,8795,51
21729,Action,tv,33,original,pg_13,2014,spring,Shounen,Average,7420,14629,34
10187,Comedy,tv,13,Non-Original,r,2011,spring,Seinen,Average,17169,43018,68
13833,Romance,ova,1,Non-Original,g,2012,winter,Shoujo,Average,11766,23323,31
7877,Drama,movie,1,Non-Original,g,2003,summer,None,High,1266,4291,22
29089,Action,ona,18,Non-Original,pg_13,2014,fall,None,Average,4807,24038,46
4060,Adventure,tv,24,Non-Original,g,1987,fall,Kids,High,1521,4228,21
33010,Action,movie,1,original,pg_13,2018,summer,None,Average,35424,122051,218
39995,Comedy,special,1,Non-Original,pg_13,2019,summer,None,High,3505,11788,13
1448,Adventure,tv,52,original,pg_13,1981,spring,Shounen,Average,5486,11487,44
1398,Adventure,ova,4,original,pg_13,1997,fall,Shounen,Average,5137,12571,15
6941,Action,special,1,Non-Original,pg_13,2009,fall,Shounen,Average,3649,7615,9
17699,Action,movie,1,Non-Original,pg_13,2013,summer,Shounen,High,2732,6439,4
39545,Girls Love,movie,1,Non-Original,pg_13,2019,fall,None,Average,14768,37503,89
17677,Action,movie,1,original,r,2013,summer,None,Average,4190,11446,11
83,Drama,movie,1,original,pg_13,1998,summer,None,Average,6353,12653,3
3738,Adventure,tv,13,original,pg_13,2007,fall,None,High,3065,4769,2
1043,Action,ova,2,Non-Original,r,1992,fall,None,Average,7999,17912,32
830,Hentai,ova,2,Non-Original,rx,2004,winter,None,Average,8704,17735,102
33758,Action,ona,30,Non-Original,pg_13,2016,spring,None,High,1605,4545,21
37831,Action,special,1,Non-Original,pg_13,2018,spring,None,Average,15922,36523,64
37281,Comedy,ona,9,Non-Original,rx,2018,summer,None,Average,19113,49663,190
417,Action,tv,26,Non-Original,pg_13,2004,spring,None,Average,23643,46897,113
8861,Drama,tv,12,Non-Original,r+,2010,fall,None,Average,243448,451596,2150
38328,Action,tv,12,Non-Original,r+,2019,fall,None,Average,53326,148421,902
39235,Action,movie,1,Non-Original,pg_13,2019,summer,None,Average,25725,50573,56
34647,Drama,special,1,Non-Original,pg_13,2016,fall,None,Average,7602,15363,13
1128,Comedy,tv,12,Non-Original,r+,2003,fall,None,Average,4036,9110,13
49524,Hentai,ova,1,Non-Original,rx,2021,fall,None,High,2256,4774,46
2433,Hentai,ova,3,Non-Original,rx,2003,summer,None,Average,3839,8726,59
30533,Action,special,1,original,g,2016,summer,None,Average,6234,11252,17
175,Action,tv,26,Non-Original,pg_13,2002,spring,Shounen,Average,11250,27722,37
7322,Comedy,special,12,Non-Original,pg_13,2009,fall,Seinen,Average,7136,15440,10
1028,Fantasy,movie,1,Non-Original,g,2001,summer,None,Average,4202,11732,45
42627,Fantasy,tv,12,Non-Original,r,2021,summer,Shounen,Average,58857,153093,668
49263,Slice of Life,tv,12,Non-Original,pg_13,2021,fall,None,Average,5649,15279,43
24171,Action,ova,3,Non-Original,pg_13,2014,summer,Shounen,High,3056,7739,3
2866,Hentai,ova,4,Non-Original,rx,2006,summer,None,Average,5632,13273,63
4052,Action,tv,39,Non-Original,g,2000,summer,None,Average,9575,18447,13
1249,Action,tv,26,Non-Original,pg_13,2001,spring,None,Average,3887,11213,32
30485,Mystery,tv,12,Non-Original,r,2017,winter,None,Average,39881,123988,208
38252,Hentai,ova,1,Non-Original,rx,2018,fall,None,High,3271,7345,14
311,Drama,tv,26,Non-Original,pg_13,1973,fall,Shoujo,High,2953,11543,66
34644,Action,special,1,original,r+,2017,summer,None,High,3381,9712,16
7135,Adventure,movie,1,Non-Original,pg_13,2011,summer,None,Average,6284,19853,18
34759,Hentai,ova,1,Non-Original,rx,2017,winter,None,Average,4807,10316,41
1400,Action,movie,1,original,pg_13,1995,summer,Shounen,Average,4035,8662,8
1492,Action,tv,26,Non-Original,r,2001,spring,None,Average,3620,12522,32
6299,Comedy,special,11,Non-Original,pg,2009,winter,None,High,2350,5362,2
35960,Comedy,ova,1,Non-Original,pg_13,2020,fall,None,High,3311,18144,38
6194,Hentai,ova,2,Non-Original,rx,2009,spring,None,Average,4414,10134,43
16419,Action,tv,49,original,g,2013,winter,Shoujo,Average,10460,22930,132
2446,Hentai,ova,4,Non-Original,rx,2005,summer,None,Average,3589,8285,110
42106,Action,movie,1,Non-Original,pg_13,2020,fall,None,High,1462,6002,14
9362,Ecchi,special,6,Non-Original,r+,2010,fall,None,Average,10794,23046,10
