anime_id,score,scored_by,members,favorites
22865,High,79517,168884,402
4772,High,9127,20181,25
9938,High,23192,55872,162
94,High,60882,99324,1036
30321,High,43452,87891,96
18465,High,22091,49702,114
17269,High,29895,50330,159
7,High,41673,106370,579
30206,High,50655,88876,31
770,High,33368,66391,225
38777,High,12133,45549,2141
34300,High,53042,116141,545
908,High,33300,67302,84
190,High,50245,82036,83
18041,High,30855,73165,219
7645,High,10542,28378,553
586,High,23615,68088,250
29893,High,9667,24983,96
17505,High,33049,84705,181
32899,High,203579,405075,1736
12149,High,27222,58839,648
40841,High,19432,33793,21
39806,High,24190,70248,338
37396,High,85380,155511,339
256,High,75577,145430,522
5251,High,19227,34362,156
40513,High,27905,76227,164
39463,High,195335,415981,1714
49236,High,21840,45389,115
6904,High,13999,40527,60
16668,High,74843,158411,666
16444,High,46044,81116,51
1425,High,10715,31134,304
13115,High,21199,54655,139
6408,High,26679,64750,223
10716,High,17308,33366,15
334,High,20334,50576,544
39324,High,92120,185959,656
490,High,21026,58752,405
8424,High,119925,224904,646
48997,High,53375,120058,612
935,High,45292,107864,528
48675,High,30745,174042,1720
32494,High,62906,132957,458
1120,High,69496,109705,101
39592,High,7628,17287,84
8726,High,20676,57533,209
16201,High,72636,198440,2816
762,High,65655,117440,207
35994,Average,272385,577689,4910
4596,High,14230,39270,49
4015,High,33987,59531,87
6574,High,35378,83020,212
14749,Average,268430,505625,1726
6024,High,11452,28031,104
28387,High,61374,157203,402
32175,High,33862,77555,330
39730,High,22374,54539,241
79,High,130689,264444,1425
1118,High,107334,165253,141
15201,High,43824,95342,66
3931,High,12780,27453,39
50160,High,5982,32615,532
37873,High,10382,19645,136
16694,High,45588,80222,35
16035,High,86050,204356,1133
32836,High,14004,32663,258
13659,Average,250130,409689,1200
12711,High,53536,107097,530
384,High,168189,330613,2254
1520,High,10866,36035,300
8190,High,14514,28014,10
10075,High,23981,48771,80
30413,High,14180,28361,22
32870,High,11392,30662,23
24031,High,50341,122712,264
10638,High,31809,58132,40
1722,High,42769,95533,380
34745,High,9716,30831,240
32792,High,13571,30095,155
238,High,26714,61892,234
21573,High,19910,43303,351
390,High,52224,109642,626
36522,High,16661,41821,195
49776,High,9459,73637,269
25389,High,106896,156706,116
14829,High,114643,253555,987
1589,High,25519,82475,436
5593,High,28328,58930,245
1729,High,9666,20877,84
18393,High,64509,118418,232
21085,High,144961,300149,687
20977,High,21971,36895,6
37150,High,9211,22777,408
11785,High,144010,331848,1250
1681,High,19027,40952,168
845,High,31943,74120,427
34126,High,48189,106206,406
38528,High,22909,45216,92
30991,High,38980,75465,67
22433,High,35278,88620,199
10714,High,18634,34996,17
15109,High,35130,96289,384
42894,High,7042,28329,93
9745,High,13446,28032,68
1563,High,15612,30391,137
444,High,11916,25465,82
50185,High,19271,56685,480
39292,High,104716,240239,904
37975,High,20051,44349,79
12293,Average,199324,360213,1237
4581,High,43236,116122,220
43683,High,15096,38570,92
43470,High,29449,110853,444
246,High,39066,94096,348
5252,High,24101,46975,24
1913,High,17652,41083,147
10259,High,15014,38768,204
40128,High,49838,114454,302
242,High,19651,41289,212
8197,High,14388,25610,12
2724,High,10369,18594,172
4896,High,87890,206377,1881
207,High,22559,61623,525
4811,High,10951,20948,17
3457,Average,333809,563502,7137
5034,High,31372,73129,113
1695,High,8428,26170,238
31418,High,15383,37573,182
44235,High,7405,12296,216
2829,High,8063,18685,101
37210,Average,372389,627305,2373
8532,High,13884,27761,97
39495,High,14458,41796,173
8934,High,43766,107614,575
48406,High,39641,105046,797
24365,High,17246,30267,10
38333,High,9629,22254,78
34299,High,29444,53746,37
32245,High,56789,132034,387
3090,High,12659,25885,21
26441,High,61889,143628,226
33519,High,14001,43813,39
9204,High,7252,17328,163
13585,High,31603,77536,244
6927,High,12618,32580,22
411,High,31588,72435,325
795,High,8773,39770,855
6676,High,31554,59700,97
40435,High,6702,19157,198
5713,High,15020,28449,10
1047,High,16388,32434,82
15959,High,10099,23482,20
41361,High,6345,21528,227
1965,High,44374,96630,396
30868,High,15873,43057,46
32686,Average,180179,366591,1327
33520,High,13408,43069,42
4214,Average,242176,390865,1074
902,High,68563,109199,46
1642,High,15804,37045,394
36726,High,111942,261792,708
822,High,26033,46107,71
40586,Average,141851,300695,1782
1726,Average,160457,288354,1522
443,High,27977,45970,52
32930,High,37494,77056,189
465,High,35437,64872,18
7762,High,12245,29717,65
3665,High,6823,18376,26
21435,High,12748,30168,142
15863,High,22997,52809,160
11761,High,102282,232486,405
37716,High,32604,85230,300
233,High,10764,23324,225
37492,High,45122,91027,157
1034,High,14846,40538,251
19195,High,16729,38342,22
27655,Average,182929,293998,717
24459,High,19815,41457,56
50175,High,77445,188443,1416
37804,High,9968,44396,63
10321,High,93319,188045,1543
709,High,9521,26897,290
7058,High,36322,93719,942
31771,High,32120,88569,282
2800,High,13222,27565,389
395,High,92618,151916,432
17,High,12538,23056,223
974,High,38250,85087,548
2213,High,11489,32201,189
1003,High,13839,25952,43
10294,High,25070,73360,122
22687,High,109590,214444,595
18441,High,56253,104663,59
32801,High,84924,158876,134
306,High,32721,82108,311
39819,High,28017,59269,75
4037,High,17084,44577,87
3750,High,8850,20600,85
17875,High,21470,36523,28
5228,High,17975,35315,54
9981,High,43128,103734,219
10681,High,45286,91276,207
49,High,25697,50492,235
4726,High,37236,71532,79
38815,High,31451,48139,27
33845,High,11953,42573,61
2398,High,28662,49828,31
12053,High,16803,33558,51
3230,High,49637,112887,196
42847,High,8172,57285,466
34152,High,49461,93341,383
6896,High,20915,44020,103
37822,High,6428,14409,192
36796,High,8217,23543,39
1060,High,18659,47660,329
6747,High,103506,213675,668
39790,High,62556,162269,1275
35191,High,10326,35621,49
37773,High,9662,27426,50
1000,High,9634,33267,290
10350,High,11009,26394,77
1961,High,10023,21693,187
48916,High,8680,27810,330
1356,High,12299,28299,120
37890,High,16067,37364,266
31405,High,84843,200385,583
30740,High,34007,79468,140
21797,High,41352,82483,66
33558,High,31548,59143,25
32698,High,52388,100399,116
459,High,64071,109321,251
898,High,84243,132402,55
3229,High,51915,111148,222
27411,High,15530,44174,69
16868,High,30007,59330,30
13939,High,57108,108610,92
1472,High,7985,18805,47
1485,High,7843,20752,136
48753,High,66052,205188,1352
32574,High,17997,38368,18
19115,High,9572,29188,62
12175,High,96114,228072,439
656,High,23368,39323,38
14765,High,44368,105801,352
180,High,42189,79405,400
8609,High,8315,17148,14
12979,High,44115,87246,283
19193,High,19729,42393,26
2076,High,6839,26893,218
31324,High,29545,56154,58
45613,Average,118320,366136,3773
36513,High,10446,28671,144
713,High,31745,58676,117
17437,High,10623,22648,60
34792,High,16991,46526,171
2608,High,14426,35906,441
3673,High,11276,32724,159
39017,Average,170017,379023,1079
33475,Average,185314,339445,881
326,High,29008,60859,368
52,High,27856,55125,278
10624,High,20136,38213,50
32013,High,73631,167097,546
23301,High,16272,28277,15
20047,Average,114175,244082,1468
99,High,24596,49036,299
1946,High,10536,29067,240
3352,High,18563,41286,29
53,High,51725,104673,432
6023,High,39035,68508,89
29317,High,66361,117019,80
37451,High,62940,208841,752
1498,High,53637,98310,406
1454,High,18374,68625,435
20903,High,27209,54590,144
34019,High,72336,175008,459
24781,High,19700,47710,125
37569,Average,101319,224751,645
161,High,22616,54827,268
283,High,8531,28402,656
21039,High,26779,70734,183
19117,High,39692,95578,216
44406,High,9987,40937,286
11001,High,8013,22570,42
6291,High,16714,37463,31
23319,High,17921,39168,25
476,High,22068,46977,149
10713,High,19890,36859,16
1087,High,11583,42512,541
1921,High,7267,16162,212
687,High,69055,139265,1353
324,High,9063,33513,388
6984,High,8283,16251,10
14751,High,60135,135417,1055
460,High,49040,83341,26
2229,High,10303,21973,104
2198,High,12306,24414,27
33417,High,42987,82626,327
10152,High,33891,67424,44
953,High,31215,68799,355
2547,High,8999,18384,100
42544,High,53255,156740,1104
2899,High,40518,73091,70
940,High,28168,66786,202
42519,High,17773,35953,34
463,High,40509,71288,26
40861,High,11201,19592,64
2424,High,13226,27022,31
31918,High,19538,50289,75
10397,High,72019,146476,479
3791,High,24176,45237,75
24641,High,16747,35066,407
42238,High,10133,22526,30
7817,Average,208387,364865,1500
489,High,17210,57637,244
30544,Average,347593,601282,2130
16700,High,31772,65382,106
5306,High,13054,30526,73
41109,High,67139,209212,603
5079,High,43448,115229,320
24471,High,7016,16215,16
31442,Average,223760,489752,1201
1473,High,7705,19970,48
28013,High,24717,71256,482
10686,High,37813,71362,32
45598,High,22822,44003,202
16866,High,49122,98448,57
6187,High,13776,26830,8
12021,High,8990,20029,146
36720,High,10578,23217,290
9117,High,28465,54813,41
6948,High,22714,49540,47
13261,High,31211,51494,312
38958,High,8649,15911,42
20939,High,36843,69082,50
665,High,32263,73074,333
3089,High,23241,52381,277
39049,High,14112,35340,81
19759,High,34782,74111,431
5030,High,74237,166303,488
1091,High,17495,28914,40
38990,High,7067,14317,399
40483,Average,89228,174656,473
20359,High,23765,55270,219
15927,High,17789,31687,5
158,High,20084,61905,657
650,High,19135,44964,347
2618,High,6098,17738,245
48755,High,7107,13402,212
16123,High,14567,33147,123
5521,High,18931,36894,35
17739,High,5568,12586,26
33286,High,80144,178445,224
44037,Average,107861,226146,1742
429,High,6602,13549,31
36565,High,14076,30765,76
13267,High,12427,25526,15
7870,High,21773,47225,36
14027,High,61846,108630,49
398,High,8576,16693,53
8457,High,15099,37064,19
49357,High,38626,73220,380
9563,High,6942,13928,9
35484,Average,92754,189678,357
11697,High,33295,69837,211
4039,High,10787,39135,201
37981,High,29206,87971,685
11077,High,38254,88165,126
30711,High,39742,80961,98
1211,High,7631,15669,82
3165,High,10708,19330,8
49483,High,11108,32474,134
34549,High,15331,39155,85
13093,High,22073,39410,79
15439,High,18267,36287,161
10536,High,18165,44689,38
34350,High,46138,110798,212
10456,High,62783,170073,801
34420,High,13584,34045,116
36923,High,25060,61776,114
21431,Average,159582,315250,1078
5042,Average,171525,303263,1201
5233,High,14671,30607,32
32566,High,23045,49913,104
2321,High,6844,24017,411
31378,High,31960,76158,112
2562,High,10613,30487,86
3392,High,12454,22181,77
2225,High,17237,32739,265
529,High,36009,91424,555
41590,High,12353,31228,69
28299,High,24476,50716,50
13117,High,8685,27032,73
38733,High,25437,43717,10
40206,High,34019,60027,52
45489,High,19795,38165,63
3965,High,15423,27569,13
30344,High,16326,34063,143
39710,Average,127438,275016,1153
20973,High,52581,136094,305
2144,Average,112574,190135,148
21437,High,38508,81685,206
340,High,9546,23011,126
254,High,6529,11843,22
4618,High,20365,45428,123
48,Average,81101,172612,1293
49521,High,4878,11957,19
30363,Average,200260,357344,530
84,High,22109,39318,235
32086,High,54065,97070,242
41312,Average,80596,150022,759
40429,High,7384,18659,85
34280,Average,339869,589235,2054
1008,High,8578,17736,30
32924,High,38990,122413,410
12753,High,20824,46368,41
10447,High,43445,101608,410
21563,High,61511,136074,725
350,High,21586,48574,561
37440,High,35072,92458,74
521,High,38264,73007,739
593,High,11669,41044,313
35082,High,6421,26043,26
10497,High,11051,23344,36
1072,High,15614,36389,181
34825,Average,73945,170487,325
50248,High,10595,31141,184
11827,High,15594,34476,652
7748,High,23965,50249,451
15061,High,12523,39193,801
36548,High,66501,170173,310
28617,Average,89797,217659,612
39761,High,12100,31935,266
11237,High,6507,13710,12
40814,High,6309,26299,50
35321,High,9552,32763,39
41833,High,23510,65519,419
104,High,26697,58400,466
1491,High,6178,31720,395
1090,High,20840,35300,61
5005,High,6458,21130,199
45577,High,4537,16063,283
3594,High,30190,75330,178
936,Average,127022,214905,156
2993,Average,373821,634263,3270
33605,High,28649,82353,435
31756,High,24154,59656,128
32553,High,47615,89296,64
738,High,20477,48445,277
2499,High,7409,15171,11
9213,High,16218,33983,72
11021,High,39447,89562,323
10500,High,9517,19372,12
11889,High,10808,21789,14
31588,High,46162,102865,339
36793,Average,149287,297195,1431
49361,High,9210,18863,33
31229,Average,106734,254800,1224
33157,High,12163,31763,25
33034,High,9557,23012,37
3549,High,14754,40851,170
48468,High,7917,14833,164
2768,High,10909,19372,27
879,High,11200,39746,415
8630,Average,185759,352373,871
32051,High,18637,35236,10
13119,High,6620,20600,65
9355,High,25172,49382,46
110,High,7791,18189,109
6050,High,8426,23458,33
37447,High,33271,113210,515
24625,High,23008,40611,110
341,High,22202,50249,274
1078,High,15481,30032,32
33478,Average,74937,181200,348
18499,High,10063,27397,17
9367,Average,164644,303264,1084
6164,High,34103,92428,379
37579,High,38750,95205,308
130,High,12844,32659,103
9120,High,17101,36271,39
34376,High,4844,13458,38
1241,High,12143,22292,50
2238,High,9961,20166,141
34881,Average,248301,444789,1042
369,High,30562,117555,920
38201,High,5401,13166,77
10884,High,15100,34533,125
4134,High,30424,61314,187
975,High,12709,34531,304
7088,Average,281842,479604,1150
39753,High,16877,61803,266
100,High,27413,59416,387
11783,High,51888,98622,140
21867,High,6017,11814,7
33487,Average,445556,753767,2919
11285,Average,168437,334745,2105
29785,Average,117099,243377,504
1372,High,8729,28110,172
92,High,14516,32788,181
3667,Average,65703,160941,1013
890,High,5665,19205,309
48453,High,22192,47841,201
3545,High,6044,15886,163
24133,Average,138417,286066,451
24475,High,26014,49563,25
2680,High,14406,27477,15
6324,Average,115440,226550,708
10418,Average,73770,128552,60
54,High,40397,69936,163
14575,High,11765,23924,6
41762,High,27974,68194,247
18677,Average,127678,280757,473
41345,Average,105623,245531,1054
21755,High,7391,16390,50
4550,High,19594,42951,108
1709,High,43253,71566,23
394,High,31384,56236,82
1119,Average,91180,142390,66
35672,High,7826,20706,64
1122,Average,65884,104772,40
25341,High,7384,15831,28
42498,High,4178,9083,112
33036,High,42580,101743,209
36963,High,4796,13002,85
36873,Average,68067,130575,516
21881,Average,1222022,1793461,9035
33003,Average,62266,148120,649
23237,High,30765,64171,43
1808,High,21201,48920,347
834,Average,59959,108542,134
2623,High,5284,20411,75
22663,Average,149301,282650,835
24919,High,11002,25013,43
4028,High,17686,35381,43
41061,High,8059,15558,9
17643,High,13416,27638,26
28539,High,7830,22976,22
31559,Average,76255,165246,611
174,Average,87089,177536,573
573,High,13407,29856,198
21635,High,18850,35507,23
42822,High,26720,61728,283
30014,High,36081,94245,299
6974,High,41426,98089,177
49438,High,6408,53724,212
40005,High,13768,29071,73
1238,High,13203,28071,8
6178,High,49386,79483,26
792,High,10539,19591,17
2451,High,6332,19722,231
23447,High,24319,45446,35
23587,High,27612,71035,457
243,Average,62125,113302,1096
1375,High,5919,14836,143
28669,High,5721,15485,284
35220,High,25079,63668,199
21829,High,13556,27571,341
5984,High,12995,42939,168
42668,High,18329,52250,124
14645,High,24096,50269,127
48761,Average,99780,225821,1264
24469,High,14890,24602,26
13161,Average,204059,385069,1116
4188,High,10392,29819,41
353,High,6442,14801,218
732,High,41790,75558,319
2971,High,10057,22598,44
38027,High,7535,19244,8
23233,Average,336294,608666,1876
10647,High,35985,83537,44
2498,High,7499,15070,13
1140,High,34441,68991,180
8917,High,26678,70841,280
1674,High,16193,27417,72
24211,Average,54148,104501,373
893,High,29692,55350,34
276,High,25285,58861,185
157,Average,61912,132707,485
40024,High,8545,23440,95
3299,High,46379,92144,376
34962,High,24141,46349,31
40752,High,27192,87961,537
32355,High,12578,29749,248
10155,Average,83393,179164,552
36466,High,21233,41559,49
11879,High,16421,31462,125
3231,High,26766,57719,109
44586,High,6056,35500,151
200,High,9414,25749,141
1861,High,7609,14970,11
32094,High,35736,89111,181
40504,High,8279,18927,68
664,High,16241,41406,37
31680,Average,71616,133175,1033
39764,High,5604,15295,88
42497,High,4160,7627,46
38999,High,14559,27172,17
37578,High,22599,54308,137
5751,High,6530,14385,22
16157,Average,58674,144878,1188
19383,High,43982,97991,290
28607,High,17781,39151,231
33064,High,6243,20593,72
41848,High,8578,18144,179
35928,Average,100279,237889,1464
478,High,30310,72507,339
7337,High,32493,57183,201
36539,High,15409,30528,27
3907,High,4697,13987,74
42496,High,4262,7800,40
23227,High,26057,48726,21
33004,High,14876,36383,42
29027,Average,60562,114008,98
11751,High,41685,109176,1010
45425,High,17048,48471,219
335,High,15886,36748,173
6951,High,27800,44441,74
39477,High,7899,28612,46
12673,High,22129,38362,19
16890,High,41465,109624,404
19211,High,21222,38762,12
12015,High,10217,23859,17
18411,High,22814,54450,93
31404,Average,253477,479040,1049
1347,High,13808,44435,454
30383,Average,46617,116008,187
11313,High,18789,40876,57
37517,Average,118692,260385,2421
48239,Average,56531,115172,681
40230,High,20868,58964,251
10232,High,12678,43852,162
37449,High,40687,106722,167
15731,High,6919,19154,74
13335,High,11852,31793,113
39014,High,5443,24319,40
42886,High,3705,13861,87
5675,High,17874,44010,183
13429,High,11420,27417,22
38936,High,28079,54704,39
9331,Average,60899,131336,277
42395,High,35280,90081,723
32962,Average,66790,184279,443
12375,High,11021,26675,202
15989,High,7405,13591,21
33350,High,6447,39171,192
34375,High,4896,13308,22
1301,High,6938,17933,128
28149,High,11251,37593,120
455,High,7490,30759,273
34540,High,32142,49996,52
35159,High,15183,37419,95
1567,High,7064,18341,189
815,High,11511,20466,29
1650,High,6562,25099,185
40602,High,30829,54418,102
15591,High,10057,20597,8
1829,Average,79027,130859,241
33203,Average,45386,111995,598
8995,High,9114,23068,55
1094,High,16770,33337,24
2030,High,17338,50280,232
37982,Average,390767,642217,5214
9322,High,14102,30857,254
20479,High,16068,31484,52
4454,High,5559,12183,7
13221,High,11303,26492,355
21511,Average,87460,206563,1335
35905,Average,76555,175688,322
37682,High,7405,16086,36
274,High,18336,43494,243
75,High,14280,44823,253
13349,High,8205,27570,110
49782,High,4384,59954,247
22069,High,8195,19872,204
14123,High,9390,16883,15
325,Average,48407,94328,773
2582,High,5377,21634,338
2004,High,4065,14025,133
37202,Average,71497,187438,372
35834,High,24474,55546,112
1138,High,30891,54326,247
1110,High,21937,40957,207
5065,High,12652,22948,17
38710,High,7281,18786,16
40854,High,4916,9613,54
1279,High,5057,11788,98
26165,High,32432,95149,716
16512,Average,76938,160250,468
51417,High,14371,102475,605
10507,Average,44902,72108,273
351,High,9400,19102,86
393,High,29951,64368,179
31754,High,17773,34615,32
29589,Average,66117,146009,298
1731,High,22314,50412,136
2450,High,4572,8335,91
4246,High,22271,43662,100
3918,High,12386,25746,281
4921,High,3572,6434,104
2962,High,25334,43581,40
859,Average,48407,81830,299
20449,Average,42739,83276,91
23249,High,4973,12652,11
37259,Average,70178,147026,342
22817,High,6837,17091,58
6064,High,18699,46302,120
32015,High,17303,43238,28
33248,High,8863,62500,135
38198,High,27673,70621,65
12669,High,17248,34187,22
634,High,28723,79968,458
6758,High,16517,60590,195
2848,High,6892,15718,45
49519,High,17815,42995,139
8481,High,12889,27815,31
415,High,22816,42098,98
11703,Average,151562,306710,630
36144,High,22149,69373,119
4038,High,11541,43675,116
1860,High,26175,83429,281
39539,Average,68067,175367,267
34465,High,23567,65166,59
1278,High,11511,23959,16
10469,High,7303,17448,7
5597,High,13691,50391,72
41930,Average,103411,228404,1496
352,High,9166,19111,112
814,High,7551,14617,28
22877,Average,174844,336139,860
17273,High,7267,17509,16
31234,High,35171,72352,105
31138,Average,40211,73377,65
36950,High,24860,52910,67
536,High,12595,22807,24
2386,High,22266,40419,18
3076,High,9251,21850,17
35000,High,18573,42295,81
36882,Average,332009,573773,5625
19653,High,17833,47791,168
405,Average,56397,102689,225
2020,High,15185,30080,21
49470,High,15816,123980,774
2828,High,4286,13478,238
31645,High,26130,51598,63
22689,High,19105,34705,16
29,High,6818,19708,166
144,High,26009,61784,220
5279,High,29325,53229,45
255,High,5261,9589,13
43690,Average,135760,257366,1666
1237,High,14031,29332,19
1016,High,25853,54082,220
36432,Average,88850,224712,787
42205,Average,54286,226270,1553
900,Average,69390,111095,27
29325,High,13998,40634,42
428,High,6897,13463,12
9776,Average,42789,95322,288
33378,High,6725,22385,66
15537,High,8205,21496,170
6884,High,27499,57071,146
36864,Average,68901,156380,268
10999,High,8440,15182,19
2385,High,20305,36837,24
22859,High,16595,34939,8
1170,High,9315,18408,22
36927,High,18338,32790,38
41053,High,23282,44697,66
169,Average,67707,154697,626
15651,High,12717,34443,40
37306,High,5128,19634,25
43555,High,19185,44620,42
5947,High,12715,28081,13
10794,Average,64635,114727,65
2143,High,4308,12572,46
31368,High,29488,56517,33
5485,High,4853,14386,151
36593,High,4275,14125,228
1362,High,17457,27619,126
9088,High,4202,12757,71
40529,High,26645,71383,78
37722,Average,46756,109023,181
1577,High,7070,22084,72
9888,High,11703,22379,12
37393,Average,82610,157437,388
40111,High,5226,11798,50
41623,Average,143520,330540,2649
18177,High,8867,18226,11
878,High,10532,32294,163
2404,Average,62664,133246,319
2798,High,11607,24850,233
46420,High,21167,59513,219
113,High,9082,22932,115
2942,High,8823,28066,179
5342,Average,45885,97000,174
152,High,11954,27916,123
1531,High,17225,33847,20
8634,Average,37194,64923,308
9041,Average,341648,591944,2208
2683,High,13725,34952,64
37719,Average,42975,81877,138
36906,Average,35323,100250,313
13411,Average,49628,93444,65
30549,High,5188,13926,83
990,High,21552,46196,84
36049,Average,64039,148991,178
131,High,8186,22011,44
40314,High,6588,22465,88
2012,High,5807,18320,80
6203,High,24865,68524,282
33013,High,10567,29059,61
4715,High,9408,16505,3
40646,High,20467,43391,224
38778,Average,118810,237483,545
17827,Average,53993,127109,229
1288,High,11327,31153,170
17741,Average,59949,141998,554
20221,High,8280,17376,5
15843,High,7412,18096,129
58,High,28630,74270,382
4026,Average,50949,82087,30
9332,High,19164,39183,70
31564,High,20944,59382,113
1013,High,14855,55879,225
11837,Average,58938,126790,257
1764,High,8935,17273,19
2313,High,4574,9193,35
33080,Average,41072,77129,175
10257,High,7914,20153,169
1546,Average,34846,87995,262
951,High,5109,10896,94
37807,High,5886,36739,61
9611,High,9106,20901,29
1747,High,7459,22651,62
37926,Average,49237,116738,546
1538,High,16290,39422,117
1678,High,11734,30705,171
519,High,9957,24406,101
34321,Average,112359,189542,278
6163,High,15079,37451,85
10372,High,29943,69432,88
837,High,14011,29522,40
32717,High,5456,17687,276
7593,Average,318527,534366,1716
19365,Average,46432,124907,849
107,High,13975,35646,196
1171,High,9533,19247,15
8876,Average,41734,86316,117
27969,High,11188,37404,188
9958,High,17309,35483,31
868,High,9177,18469,14
34658,Average,36690,75218,298
173,High,13871,39195,162
869,High,9489,18950,22
1488,High,5919,16275,222
44516,Average,42945,126396,829
50338,High,14743,42617,202
461,Average,42655,73989,26
29101,Average,40511,74769,53
1483,High,4898,23676,103
35815,High,12051,31640,97
23725,High,9325,23472,39
2762,High,3838,10082,118
1728,High,7556,19422,174
14293,Average,37326,88591,188
4903,High,13534,34138,45
23703,High,7931,16699,11
5538,High,6372,13990,11
42977,High,3170,5920,34
899,Average,72899,115529,23
1569,High,25503,60259,170
42364,High,10526,27637,169
541,High,10100,19423,44
5041,High,14914,41537,120
25099,Average,123600,252885,413
49318,High,20769,41706,258
35540,High,27056,75902,152
51213,High,12757,102596,743
5493,High,5741,12796,13
8277,Average,75277,169304,271
1259,High,13125,22289,61
36688,Average,37437,82549,141
33446,High,4652,12770,49
1858,High,10281,29218,116
3577,High,10554,27674,109
22071,High,22859,42550,13
10834,High,14096,34778,24
27441,High,25467,78715,344
36951,High,6953,18651,24
38313,High,8023,20788,40
1696,High,28035,54876,158
867,High,8902,18045,10
903,Average,75818,119841,39
33209,High,5279,12801,21
33421,Average,57454,181224,410
14653,High,24988,52533,67
36792,Average,54350,105536,175
4999,Average,106085,195047,348
48641,High,10990,34538,784
34513,High,6090,22015,47
33818,High,7355,15226,7
5962,Average,54242,81076,342
23479,High,15927,26649,69
9314,Average,34130,79471,208
31080,Average,31159,73172,254
1368,High,7489,14965,1
18095,Average,74451,175175,257
24991,Average,85246,170034,196
907,Average,28250,60872,244
43814,Average,74169,152629,797
4879,High,15100,58476,236
33322,High,12091,25450,263
2454,High,4425,8944,44
277,High,15763,30838,43
44189,High,3060,5389,23
2130,Average,27924,74802,190
9999,Average,28624,53144,44
37704,High,4402,14436,62
553,High,23415,52418,381
37596,High,7976,22484,15
9539,High,24977,50019,296
13409,High,12364,24026,17
6201,Average,107236,207803,358
418,High,11023,20291,21
149,Average,67855,133894,1294
11079,Average,47104,111987,468
34389,High,23039,46195,45
12067,High,8438,18507,23
44881,Average,57004,123927,586
3449,High,5761,10524,4
10213,Average,120995,278177,602
2602,High,16151,37082,89
43465,High,7052,13790,134
34034,Average,50255,95452,458
18001,Average,83942,155789,189
9712,Average,28165,62346,65
36407,Average,289428,492351,2550
31227,High,4225,10272,25
38866,High,8635,16825,146
508,Average,27417,54297,240
34374,High,4989,13784,14
343,Average,28893,71684,258
6610,Average,33292,69366,147
2248,Average,41370,72785,65
23135,High,5574,19531,388
448,High,22503,40554,31
719,High,18656,35212,373
2354,High,14355,26886,276
381,High,10021,19445,41
8115,High,8137,24516,41
6548,High,16298,29308,29
29831,High,2887,9958,66
33726,High,11773,37989,94
3627,High,12735,28721,52
37490,High,14217,35065,117
883,High,12714,26336,26
6582,High,3376,7495,26
9544,High,15132,23945,41
1985,High,4926,10380,113
196,Average,48086,84530,179
49730,High,6505,11986,41
3674,High,6036,15760,10
23987,High,13029,31113,47
48631,High,2922,5407,43
17080,High,6966,20779,72
10178,High,6948,20385,51
2214,High,4680,12381,59
201,High,12007,26823,119
1609,High,10054,18504,28
48438,High,3368,50729,342
852,High,4435,20754,249
32262,Average,167772,331110,593
596,Average,26130,45250,59
1133,High,13964,29015,125
11241,Average,68215,141285,239
21439,High,23846,56413,216
34349,High,4288,10105,16
9055,High,14389,41037,124
37140,High,10601,46130,115
16468,High,12768,26391,17
34009,Average,26638,58060,156
3268,High,7009,13904,30
1369,High,10189,18904,10
34391,High,9921,19678,22
38360,High,7536,21632,8
6380,High,9341,20859,12
3298,High,15557,36128,166
1146,High,7486,14619,14
1358,High,11219,19537,108
1543,High,15938,38315,147
659,High,21806,38673,17
1066,High,17609,33917,22
914,High,4744,16086,136
3322,High,11626,31010,76
12695,High,24075,46433,105
183,High,6390,13557,79
944,High,7631,20456,91
19469,High,16898,36982,106
5141,High,6681,19501,40
21653,Average,37876,75372,55
38921,High,10015,21952,22
17249,High,4630,12005,168
1441,High,7590,21092,290
38400,High,3612,50578,182
31178,High,13882,38855,209
1051,High,21968,52194,234
10079,Average,85600,164751,327
7695,Average,40181,66312,27
12875,High,10936,24736,116
36817,Average,51378,131906,386
178,High,13180,31025,113
9515,Average,178980,284357,328
5220,High,19046,56273,125
12419,High,15474,37022,37
288,Average,66740,103487,360
483,High,7744,28998,134
2409,High,5581,14250,123
1744,High,7990,17753,114
31610,High,12952,32963,31
327,High,5635,13798,76
19251,High,10051,25488,75
1327,High,5900,13536,68
1847,High,14783,23417,4
33589,High,21449,78031,170
37338,High,12457,37238,106
5978,High,17867,32110,10
873,Average,34125,71281,233
1668,Average,28096,44854,200
33433,Average,65366,166282,317
1017,High,14658,41267,154
1459,High,5210,15022,174
31636,Average,183892,413639,925
3446,Average,23254,33962,45
29583,High,9917,22926,6
2369,High,20852,59061,105
10370,Average,26512,40708,147
18745,High,19695,41086,27
33031,High,17488,41364,141
8410,Average,29754,45533,136
2761,High,3116,8446,155
47162,Average,34345,110763,555
17901,High,9728,17268,54
39530,High,6594,13340,123
6867,High,22147,38797,190
18713,High,14719,30152,17
34863,High,7402,26803,136
16385,Average,31857,69616,75
6098,High,16778,41188,62
42391,High,6363,19665,91
15813,High,5940,16612,18
10703,High,5841,12152,2
40881,High,7341,18974,29
10479,High,6491,22005,20
33524,Average,43965,78909,37
38383,High,13611,25766,11
5774,Average,24869,46209,107
38256,Average,48796,141562,750
2753,High,3382,11346,27
16982,High,19052,42266,47
9675,Average,30132,61012,58
51381,High,7056,55107,383
28423,Average,31326,84125,131
10659,Average,23937,49366,33
33606,High,10893,20849,15
