anime_id,score,scored_by,members,favorites
35960,High,3311,18144,38
6194,Average,4414,10134,43
16419,Average,10460,22930,132
2446,Average,3589,8285,110
42106,High,1462,6002,14
9362,Average,10794,23046,10
6882,Average,8586,16563,8
44068,High,1039,2974,31
23325,Average,17920,42615,41
30919,Average,4303,9574,11
1587,Average,4403,16006,25
33033,High,2329,6922,16
17777,Average,73576,158598,179
5464,Average,6609,16736,66
21167,Average,23087,58695,68
40044,High,1319,3162,7
8363,High,2316,4186,8
937,Average,12914,27942,33
1127,Average,7005,18901,40
3326,Average,8381,19971,60
27825,High,2158,4732,25
50768,Average,5550,15932,82
590,Average,11357,25073,25
21677,Average,25976,64541,82
33490,High,1635,3968,23
447,Average,7136,17856,137
4703,High,1969,4835,4
31789,Average,6214,14770,29
3256,High,1933,4758,9
2929,High,1669,4641,10
36833,Average,6639,19753,7
12221,High,2285,5179,7
273,Average,6892,25026,32
41556,High,3277,14784,56
2751,Average,3970,11965,16
8909,High,2835,7448,6
20533,Average,16513,38890,50
19367,Average,23157,51806,46
34447,Average,13126,32824,55
5957,Average,16372,28954,41
1067,Average,13044,35157,38
2110,High,2935,7588,15
7017,Average,31886,59017,69
6169,High,2524,7768,9
34834,Average,8806,26871,66
32405,Average,4011,10189,37
2799,High,2726,5653,26
33181,Average,5715,17069,9
35427,Average,28386,70787,103
10532,Average,5540,13932,9
2569,Average,3474,6458,21
31845,Average,118781,260321,651
32214,Average,15206,43242,86
29807,High,2768,7536,50
27887,Average,4278,8994,1
40460,Average,4818,15020,35
5397,High,2689,4312,6
31117,Average,5815,13063,43
25437,Average,12665,25940,18
41520,High,2566,9931,48
48842,Average,29093,102487,661
36889,Average,4772,9689,72
35602,Average,8911,17736,17
41528,High,1407,2906,12
33964,Average,15632,30747,18
4200,High,2508,6696,16
49409,High,1258,2461,16
5983,High,2548,5750,15
12959,Average,4084,10798,32
37828,Average,7612,25593,45
8039,Average,3534,9469,38
14543,Average,5335,14040,117
3389,Average,14745,26660,45
266,Average,5833,15418,22
7654,High,2743,8322,7
33994,Average,3664,17544,21
37815,High,2323,5983,21
35228,Average,3938,11353,26
41660,Average,9015,21052,16
4792,Average,13377,23832,7
33962,Average,4950,11001,38
5967,Average,3481,6991,10
40134,High,2924,9708,17
23033,Average,6744,14699,48
6465,Average,3730,9660,138
1792,Average,3550,11797,31
1886,High,1941,5424,22
1931,High,2506,5831,6
115,Average,4760,10763,9
2142,Average,26333,50198,95
29976,Average,53503,116938,503
43568,Average,3291,5446,1
33183,High,1170,3128,2
1413,High,2770,6961,6
544,Average,5136,12835,45
30895,Average,31233,86451,128
19157,Average,12520,27389,193
4136,Average,6189,16332,19
4663,High,1802,4124,9
4360,Average,4568,11201,103
36910,High,1178,2819,9
222,Average,7988,19796,38
24873,Average,69958,146227,154
635,Average,7364,17636,30
28311,Average,4817,11085,38
2585,High,1686,3937,6
1371,High,2354,8792,31
1194,Average,8243,19575,34
48567,Average,7577,33460,418
7396,Average,6796,17219,4
1107,Average,18169,45152,171
37599,Average,11211,33381,58
15119,Average,39453,125990,251
31189,Average,4627,10036,67
12651,High,2711,5734,25
6958,Average,5366,9798,5
34085,Average,3099,5907,13
27857,Average,7174,15524,6
1736,High,2277,4672,21
14127,Average,5269,12932,48
27509,Average,4701,13252,14
40472,Average,3115,6573,17
3421,High,2181,5881,21
3085,Average,9432,20022,25
38909,Average,69943,153189,240
1527,Average,15321,28732,3
2389,Average,3269,9317,55
33025,High,2168,6231,4
4010,Average,5587,12946,81
308,Average,3729,19012,63
34107,Average,3334,7666,24
4657,Average,5917,15847,33
25689,Average,7284,20993,21
7016,Average,4902,11257,3
1248,Average,3968,8781,12
636,Average,4074,10392,17
13595,Average,4625,11133,70
16914,Average,3502,8942,29
5968,Average,3010,6107,4
41221,High,1047,4516,34
10923,Average,3159,6875,2
40256,Average,18650,36386,93
38030,Average,3929,8273,55
3710,Average,3675,11018,39
17113,High,2455,4190,3
10862,High,1861,5366,3
1841,Average,4296,7712,2
20843,Average,3886,9892,8
2161,Average,8249,29404,61
495,Average,6554,19703,42
1896,Average,6279,15053,78
1180,High,2825,9749,38
12055,Average,7073,16023,65
4600,Average,5181,13137,85
32228,Average,8206,15217,12
704,Average,5894,13174,3
10808,Average,14028,29807,54
3125,High,2144,8471,37
2427,High,2112,5066,30
472,Average,9221,25125,53
30583,Average,7008,14229,73
44961,Average,104488,328730,2539
5072,Average,4136,9169,2
42568,Average,13373,41332,129
5772,Average,21147,38595,30
15719,Average,3132,9531,5
37585,Average,53232,93079,790
11615,Average,6968,12759,5
1935,Average,4555,18202,64
1798,Average,3262,5645,2
8560,Average,15755,32007,80
942,Average,5813,17743,47
46985,Average,67314,134067,863
31670,High,1997,4695,12
38663,Average,14304,32921,66
33069,Average,7678,17352,7
2810,High,2379,5283,18
38971,Average,3877,10455,11
1445,Average,6890,13863,101
47163,Average,11361,95254,863
2555,High,1335,3957,11
278,Average,5009,10878,31
6709,Average,4730,10286,6
1517,Average,4455,13285,36
35498,Average,6019,12533,116
31049,Average,15823,26546,141
9335,Average,6712,13959,11
6682,Average,122084,225952,425
7014,Average,2913,8637,14
38799,Average,8830,30181,58
38530,High,1675,3320,9
1082,Average,4688,13913,25
42808,Average,5230,16365,143
2734,High,2195,4399,11
2611,Average,4927,9642,21
24591,Average,3222,5424,9
7079,Average,30158,70533,85
5155,Average,3421,13611,18
39875,High,1255,2468,1
1864,Average,3151,10281,26
125,Average,15579,33769,23
637,Average,9011,18142,25
1143,Average,10892,22463,6
20033,Average,21508,47166,48
37979,Average,25164,75840,120
31804,Average,29731,71336,79
28155,Average,12481,30828,31
6892,Average,4468,10554,59
23369,Average,6064,14897,9
21407,Average,4011,10561,54
1020,Average,3895,10110,24
23427,Average,14714,24810,8
24377,Average,3325,8282,19
1489,Average,3323,6991,4
40526,Average,17965,48508,170
36516,Average,50054,160891,453
118,Average,4086,8541,6
31675,Average,6184,19867,22
31397,Average,3712,9986,49
133,Average,64796,112956,217
14827,Average,11078,28742,36
17637,Average,11057,23065,27
11009,Average,3694,9370,16
42284,High,1328,2919,31
1104,Average,3136,7775,7
1922,Average,2915,6760,9
1022,Average,3356,9002,27
40176,Average,12095,23252,32
42072,Average,34119,88087,568
10471,High,1023,2272,4
10739,Average,19339,36386,51
11467,Average,7914,16746,135
1514,Average,2981,6849,5
37814,Average,2755,5743,3
1873,High,1175,3491,20
40228,Average,6845,13320,31
497,Average,10053,28028,102
36010,Average,4247,9146,41
1186,Average,3162,8708,35
49661,High,884,2956,11
15565,Average,65424,140319,149
10348,Average,4313,7879,18
1116,High,2068,5944,8
2331,High,2140,5187,25
38050,Average,2858,7062,6
35434,Average,32043,89480,117
2031,Average,12283,33023,61
5691,High,2440,6572,9
262,Average,4076,9047,7
613,High,1907,5804,29
1983,High,1784,4574,4
38707,Average,10221,31150,83
31223,Average,27405,64985,94
37963,Average,4044,13236,30
960,High,1412,3621,1
32936,Average,41478,102893,115
1578,Average,3549,11003,27
43007,Average,99708,224738,1628
3672,High,1401,2695,24
35446,Average,3895,9241,60
24169,Average,2813,6517,1
13163,Average,2634,10360,25
2725,Average,4243,9094,6
8449,Average,35085,83734,348
10668,Average,7837,19171,94
128,Average,4417,10033,19
9934,Average,6765,19696,22
34498,Average,96783,189848,470
16680,Average,25128,42169,10
36536,Average,2694,9199,31
1393,High,1060,2460,11
37864,Average,2781,6094,8
929,High,2229,10932,37
1800,Average,5053,8767,24
33811,Average,7177,13773,12
1290,Average,5178,10892,17
2684,Average,3845,8318,4
16397,Average,44105,113646,141
197,Average,10194,23721,44
16678,Average,4048,9017,6
42206,High,1736,5524,24
6794,Average,3545,8764,4
1659,Average,2699,5939,4
32895,Average,3322,8321,20
6959,High,2151,4575,1
365,Average,10552,19714,47
33377,Average,35219,109558,217
16442,High,1794,4296,2
31440,Average,8954,16275,11
34820,Average,3220,7523,21
2615,Average,6264,11385,8
1906,High,1751,5610,16
6690,Average,3212,8501,44
39590,Average,8481,24107,61
236,Average,6748,15675,22
8101,Average,10883,27172,36
28883,Average,40306,94584,77
37764,Average,8023,16354,36
28309,Average,6213,14277,20
33491,High,1813,6253,2
8234,High,2076,5845,32
5112,Average,60521,118569,130
37474,Average,3324,8908,33
2011,High,2201,6054,4
22543,Average,4272,10463,38
10671,Average,10273,23020,15
6129,Average,6914,26880,27
689,Average,3010,5683,6
10488,Average,3701,10045,20
8230,Average,6320,12641,4
34368,Average,16273,44625,89
33788,Average,4934,15596,89
1942,Average,2666,8013,12
11083,Average,5077,11592,13
33419,Average,7317,16023,20
4078,Average,2896,6281,1
33797,Average,8603,19825,21
38533,High,1069,4556,16
47413,High,1233,5451,37
41074,Average,16165,51461,184
37188,Average,17983,38990,16
35931,Average,3120,8336,21
47410,High,1355,3881,16
36560,Average,17256,39481,27
33768,Average,3323,9324,33
34361,Average,3450,9476,30
40934,Average,11773,45957,200
43767,Average,8866,40372,302
1810,Average,14563,41065,91
2396,Average,4151,10972,66
45574,High,1620,2740,17
15085,Average,141510,278514,974
10458,Average,3618,9719,61
289,Average,7629,18456,33
37476,Average,4583,10844,41
36982,Average,3312,8005,30
30649,High,1399,3264,13
1198,Average,7399,18801,19
14539,Average,4717,12356,32
32601,Average,15079,32113,54
10196,Average,14463,28341,64
1014,High,2278,5214,6
42756,Average,3505,7072,48
2486,High,1837,6683,3
7152,High,1835,7658,51
2036,High,1392,3891,34
38741,High,1210,3479,26
3493,Average,2724,6151,19
25923,Average,2986,7606,16
36915,Average,24789,51052,33
33129,Average,5286,14604,8
32415,Average,3877,10575,4
37139,Average,6316,17276,5
27653,High,2262,3867,2
39538,High,873,4916,9
15325,Average,11462,25333,18
41372,Average,13035,41114,61
32518,Average,2692,7513,24
36108,Average,14177,43216,44
3537,Average,6067,13598,70
632,Average,2738,6395,2
1395,High,920,2384,13
39795,Average,3322,8046,41
979,Average,9264,15087,22
44192,Average,3911,8625,34
51,Average,26207,46656,176
4362,Average,5377,9701,24
35425,High,1452,9421,14
36654,Average,4812,16604,7
15951,Average,8298,18464,19
23487,Average,4072,14094,8
2561,High,1916,4322,30
40610,Average,2743,9367,71
22745,Average,10117,21159,18
33566,Average,6516,15825,22
30721,Average,16728,47707,63
782,Average,5501,20224,47
31091,Average,29113,66034,68
30250,Average,9417,22724,9
8302,Average,16040,32100,29
2580,Average,5888,11335,3
5199,Average,2367,7948,3
1803,High,2032,4981,4
32023,Average,27677,70600,92
2583,High,1770,3749,3
41364,Average,11442,30083,55
37232,Average,8550,28233,40
40136,Average,6999,18942,39
2257,High,1014,4722,58
42592,Average,2853,5543,25
1996,Average,4355,9408,17
10098,Average,3351,9470,9
615,Average,5604,15732,54
49945,High,2139,4560,20
2603,Average,6388,16033,28
27939,Average,4694,10256,9
35814,Average,5957,16347,10
31678,High,1234,4151,11
19581,Average,5928,16458,102
1570,Average,15591,34661,37
38995,Average,3247,7778,30
37711,Average,11629,34409,30
51368,High,1670,22726,114
25897,Average,4073,11509,21
7334,Average,25735,42975,85
2356,Average,10180,20069,102
37598,Average,13792,43645,87
31683,Average,12549,21623,7
2834,High,1312,4606,9
1952,Average,6509,16834,44
1111,Average,2731,7220,3
35315,Average,7518,21081,25
1550,Average,3295,8294,36
38920,Average,8175,26025,52
37806,Average,64848,137286,156
4997,Average,2401,5787,3
1429,High,2134,5641,1
373,Average,4337,10969,28
40819,Average,3286,7263,47
47391,Average,19567,48133,180
13219,Average,3350,8834,17
8456,Average,7413,20390,17
993,Average,2756,5157,8
5658,High,1957,5176,16
13073,High,1707,4563,2
50204,Average,16342,52351,188
34565,Average,20470,65011,80
12709,High,2075,6053,3
1629,Average,5737,22226,96
17855,Average,4070,8269,4
39078,High,1670,4613,13
21679,Average,13917,27537,8
10280,Average,2561,5816,14
1221,Average,13897,31175,139
31994,Average,19037,34421,39
24175,Average,14374,33613,40
36933,Average,3543,7974,14
40369,Average,3900,9386,9
35654,High,1325,2669,7
31521,Average,3999,8786,3
35285,Average,2761,8021,2
4795,Average,9364,18248,7
8097,Average,2485,7033,2
32625,Average,4419,13048,9
23333,Average,69910,157565,577
2417,Average,7481,13212,14
11255,Average,6167,17678,5
377,Average,4291,10144,31
40786,Average,11292,36813,139
2841,Average,4690,10797,89
4375,High,1251,2602,24
30384,Average,9237,19454,8
10109,Average,8480,23332,17
1493,High,2068,5589,9
7730,Average,3557,9857,50
41915,Average,4396,27572,175
2835,High,1312,7030,94
38891,High,1472,4908,3
25375,Average,2846,5185,9
11385,Average,12150,24300,33
2041,Average,4507,9650,42
1670,Average,5898,10386,8
22347,Average,2908,7664,44
50237,Average,2211,4726,28
1103,Average,4649,16395,37
797,Average,4500,9373,8
44270,Average,2837,6617,8
3992,Average,3619,11162,102
23047,Average,3198,8757,22
6008,Average,3424,10942,33
382,Average,16469,33646,50
32151,Average,2379,6224,5
8364,High,1771,3500,2
28283,Average,7538,21619,36
2438,Average,3502,8419,34
35567,Average,3499,7174,5
17879,Average,11941,30513,9
16059,Average,4579,10953,57
39811,Average,15275,43571,43
5996,Average,2937,6611,6
580,Average,3179,6033,35
5075,High,897,3231,50
5505,Average,3987,9777,17
40679,Average,40140,100818,340
47405,High,838,4845,61
37504,Average,10097,29228,10
38572,Average,152945,302541,708
27419,Average,3253,8530,4
4650,Average,2409,6385,11
19769,Average,110600,235504,311
840,Average,7185,17977,24
44064,High,1478,5763,50
39675,High,1075,3997,25
271,Average,4533,13055,23
10690,Average,2346,6804,6
16099,Average,41580,86851,163
29085,Average,3378,8398,30
1392,High,1072,2449,8
31561,Average,9995,20003,20
14379,Average,2979,7232,16
35965,High,2088,4775,5
41409,High,884,3262,40
33164,Average,10343,29325,26
2411,Average,4823,11618,49
36250,Average,4138,14575,10
10821,High,2045,5265,1
14993,Average,3901,8660,37
6217,Average,2412,4564,3
36316,Average,47995,122622,194
13727,Average,3350,8835,3
8293,Average,4453,11347,45
33769,Average,3278,8921,24
4197,Average,7272,16368,18
12929,Average,22960,45848,121
3137,High,1715,4436,14
32864,Average,5016,12521,37
37561,Average,11332,33928,56
46971,Average,5574,11857,11
21597,Average,3933,9282,48
41471,High,849,10456,23
1005,Average,5738,12281,28
15605,Average,92582,170698,713
1019,Average,7692,22097,72
36455,Average,8101,30372,92
6275,Average,4524,9861,3
5172,Average,3051,7359,20
17873,Average,21558,38882,19
20655,Average,15298,31528,26
31196,Average,4664,9749,15
2193,High,1203,4699,6
40677,Average,3190,10426,76
10502,Average,3346,5533,2
8360,High,2058,4090,3
33244,Average,9834,28512,36
39605,Average,4317,15492,6
9761,Average,9077,19419,81
32806,High,1162,3207,5
5315,Average,2502,6976,16
30524,Average,12861,31490,29
49847,High,1071,4122,23
50475,Average,6165,13576,62
38426,Average,2375,7652,13
35988,Average,8185,26951,78
19859,Average,2587,6204,16
49860,High,1637,2985,18
31540,Average,21672,50522,77
2518,High,1300,3030,0
31788,Average,3729,10587,36
28313,Average,4973,11616,73
576,Average,15408,33126,39
9754,Average,5897,14896,13
50012,High,1953,7237,46
40590,High,1173,21642,94
34972,Average,7720,24980,33
1394,High,935,2368,10
1032,Average,3114,7216,13
421,Average,4259,10952,27
27387,Average,21306,50834,81
17917,High,1872,4497,34
48742,Average,12604,38471,124
24987,Average,4109,8647,14
35182,Average,2849,8342,20
47307,High,1281,2161,26
31560,Average,6712,14208,5
41589,Average,2193,29908,247
2606,Average,5939,12747,7
1603,Average,2816,7453,12
33242,Average,11871,30478,22
203,Average,3440,8225,35
40700,Average,2967,6267,33
38768,Average,14282,28133,26
3057,Average,7518,18013,26
1720,Average,2572,6603,9
6567,High,1766,4706,11
27603,Average,3897,9092,25
819,Average,23219,40923,92
48776,Average,11277,43849,306
38897,Average,5525,18030,18
50209,Average,6124,12114,33
49020,Average,2510,5175,22
1652,High,1679,5576,10
33979,Average,3677,8284,25
5305,Average,4793,9996,2
4719,Average,34528,90221,174
3218,High,1824,4991,8
41946,Average,69089,196395,1838
40048,Average,3085,7353,19
4590,Average,3550,8281,48
35720,Average,2750,9201,9
49690,High,1120,4079,16
2237,Average,8225,17431,20
10330,Average,24652,41906,64
40358,Average,8672,28542,66
41200,Average,3058,6900,40
13785,Average,3919,11241,27
22039,Average,3713,8559,30
36789,High,1765,7845,16
14173,Average,7493,14827,9
42965,High,699,1426,8
30385,Average,51274,126637,399
39640,Average,2344,5865,12
1804,Average,2866,9280,28
6714,Average,9336,20297,6
2264,High,1791,3898,12
8211,Average,6153,15114,13
6219,High,1897,6980,14
22547,Average,53450,117848,125
12057,Average,4806,11290,32
11065,Average,3337,8561,28
3954,Average,3569,8227,6
39068,Average,2444,5415,34
1187,Average,6571,12169,7
31128,Average,5660,13233,8
12957,Average,3006,8536,38
49386,High,729,1586,5
3111,High,1570,3543,3
2333,High,1533,4620,25
30651,Average,2909,6968,24
10116,Average,2377,4064,1
9202,Average,10687,26134,15
4651,High,895,3550,22
38004,Average,5232,17175,27
15409,Average,3739,8552,124
40465,Average,2311,5886,3
6604,High,1087,4513,9
950,Average,7947,13235,14
31486,High,1337,4032,7
2157,Average,2261,6145,9
11067,Average,3302,9092,31
37970,Average,3427,7035,5
13807,Average,71231,132449,173
31797,Average,8251,24320,18
1980,Average,6188,15170,42
714,High,1038,3483,19
35118,Average,5550,15984,33
2221,Average,3104,7775,44
2842,Average,7250,14092,4
27815,Average,7244,14503,39
4874,Average,7008,13701,8
2579,Average,2556,4728,9
6209,Average,2647,6438,6
406,Average,6157,14219,14
33314,Average,5123,13338,74
35370,Average,6136,12912,14
38807,Average,22201,44844,26
17537,Average,2635,7256,19
11103,Average,5475,12608,5
27967,Average,6927,18390,21
25861,Average,8506,14932,4
4061,High,936,2390,3
36775,High,1427,7267,21
3138,High,1695,3740,3
6509,Average,3066,5044,15
32802,Average,3986,8657,10
11745,Average,4344,11088,42
5267,High,1060,3535,24
1112,Average,2817,7258,5
10827,Average,4584,11312,34
31156,Average,9831,22908,17
7103,Average,7335,18726,40
15867,Average,4731,11239,59
29223,Average,4581,14252,11
35932,Average,1973,6185,14
471,Average,6808,19796,33
2279,Average,1998,3818,11
40909,High,992,1976,6
37998,Average,28129,72509,165
399,High,1131,3189,2
39506,Average,5798,22444,35
1845,High,1322,4535,12
1381,High,1288,3543,3
9587,Average,39500,85135,82
5454,Average,8626,24258,29
22695,Average,4965,12276,4
4794,Average,7243,14724,2
49316,High,1048,23468,139
332,High,1354,3745,5
22699,Average,6408,15461,4
34638,Average,4947,12044,34
49570,High,479,1772,41
30812,Average,4645,10262,46
1182,Average,4273,11377,42
18767,Average,36786,85195,141
34427,Average,10339,31306,43
682,Average,5720,14246,22
38009,Average,3657,9932,35
12665,Average,10663,24189,25
2017,Average,2825,7356,8
16149,Average,10302,19144,32
37088,Average,2459,6323,12
1553,Average,2398,6775,8
15291,Average,3854,7854,13
2784,Average,3354,7159,3
45782,Average,1958,4998,24
2413,Average,5014,12383,42
2148,Average,24871,43580,152
4646,Average,2253,5164,10
32083,Average,43966,102944,129
5256,Average,5179,10884,3
25429,Average,64018,137575,96
40076,Average,4075,13883,13
1109,Average,4206,10209,13
19255,Average,4972,12690,6
19799,Average,7309,20138,20
6645,Average,21496,45933,43
38033,Average,1883,5130,30
10465,Average,23292,70524,229
37254,Average,10446,35936,27
31118,Average,3001,7712,34
40266,High,1700,5021,24
1607,Average,11259,28477,47
1123,Average,3378,7387,6
49755,High,1796,3415,13
1807,Average,8584,21694,26
49637,Average,3156,8971,67
2042,Average,4666,11955,36
105,Average,8929,21966,38
5830,Average,1871,2808,22
1179,High,1761,6743,24
40991,High,827,1852,7
2252,Average,6641,27970,92
34884,Average,7487,22558,9
6919,Average,12428,25466,25
32311,Average,4000,7210,10
37699,Average,5266,11037,58
2820,High,823,2067,12
1408,Average,4443,10249,45
2470,Average,1911,5116,5
24967,Average,4432,10124,28
20379,Average,3104,7243,28
8800,Average,2314,5254,3
3166,Average,12192,27825,25
38527,Average,2648,8754,4
2554,Average,1843,5025,17
3618,Average,2917,6035,3
1930,Average,2644,6020,6
21507,Average,98782,193343,197
9346,High,1394,3747,15
38804,High,601,2391,26
2367,Average,9425,27025,66
37994,Average,23312,82962,152
36397,Average,12043,44089,50
1694,Average,6471,21817,29
8134,High,1366,3319,6
21851,High,1478,4494,13
14237,Average,13278,35915,39
41105,Average,2692,8140,8
34257,Average,5356,17317,31
33173,Average,2685,6603,1
12863,Average,3455,8334,28
42187,High,972,2295,17
45558,High,702,1543,7
244,Average,2117,7149,19
348,Average,7790,17941,45
4166,Average,2336,6394,4
20053,Average,22995,55369,57
1648,Average,2443,5764,2
49571,High,428,1740,39
44044,Average,10596,34048,350
37897,Average,17788,29812,36
888,Average,10155,20936,52
9931,High,1256,3559,19
1541,Average,3338,11188,19
41750,Average,1937,7225,25
37178,High,1103,5124,37
19099,Average,3735,8094,4
2016,Average,2846,6700,7
40178,Average,9122,20839,19
49762,High,1596,3681,19
1465,Average,2258,5497,20
3332,High,1623,8754,59
41207,Average,2080,5150,16
1350,Average,4979,16123,23
6877,Average,6204,12672,9
1902,Average,3210,6306,6
9493,Average,5981,16960,30
34077,Average,4014,9375,14
7178,Average,2737,7718,23
37910,Average,2870,7531,9
33531,Average,11412,36571,40
31598,Average,7775,20779,26
5200,High,1203,3268,19
32682,Average,7739,17923,18
55,Average,5721,15342,14
14853,Average,3658,7152,4
41194,Average,5069,15590,27
40964,Average,11894,35893,103
3576,Average,13656,22276,101
31885,Average,2718,6754,48
10074,Average,3086,6791,3
24911,Average,2153,5871,19
36267,Average,9725,26305,25
3327,High,1063,5261,27
20871,Average,4286,9980,20
45196,High,844,1891,25
30381,Average,2813,6320,7
30896,Average,1832,5782,10
41224,High,1231,7429,27
21349,Average,2310,5589,44
10695,Average,3457,9533,45
1548,High,1133,4875,21
607,Average,1704,6785,12
11755,Average,6389,17976,25
38985,Average,5065,17686,26
3568,High,955,3184,13
43466,Average,3344,6518,73
7456,Average,4415,11143,38
20723,Average,4899,10641,2
2283,High,1296,3559,11
3067,High,1263,3893,11
438,Average,5704,13519,14
912,High,1512,6067,22
36967,Average,1770,4434,1
919,Average,3825,13305,15
48777,Average,3144,14595,72
17251,Average,3144,8408,38
1136,Average,4043,13720,71
2987,High,740,3761,23
5347,Average,6243,13149,29
30953,Average,2943,10574,4
6692,Average,2738,6431,24
5854,High,837,2676,1
3946,High,1525,3792,7
41093,Average,4363,15289,63
836,Average,8588,23260,77
2722,Average,2218,7304,6
34812,Average,3104,8885,10
8487,Average,5354,13306,18
1923,Average,2591,6279,9
2254,High,1049,4728,41
4399,Average,3178,10091,27
13859,Average,18466,40071,25
35714,Average,11502,23949,12
11859,Average,12997,39413,56
23083,High,1351,3336,2
28859,Average,2402,6530,30
39725,Average,4201,14631,112
37245,Average,11911,26992,47
33341,Average,5497,15693,8
3323,Average,12836,27631,37
1181,Average,3225,7917,13
1682,Average,7076,16470,25
1348,Average,4393,10323,11
21201,Average,5619,9848,0
40327,High,1244,6546,27
5945,Average,3899,12950,19
9774,Average,4263,9117,2
31838,Average,2044,6810,26
21809,Average,24297,64914,94
12857,Average,3476,12142,8
2009,High,935,2536,3
42031,Average,3879,7980,38
1317,Average,3563,8319,8
1149,Average,3463,8363,12
37207,Average,2203,10169,18
1925,Average,2304,6487,2
8577,Average,43178,73157,112
3245,High,884,2443,6
3944,Average,3439,8992,22
48449,Average,1984,5193,24
32437,Average,2632,9147,14
20555,Average,30111,80294,179
37283,Average,6612,11755,69
17731,Average,5054,10650,13
3948,Average,3592,11547,4
3478,Average,3036,7912,30
6964,Average,4273,10413,10
30741,Average,2543,7325,28
51562,Average,2358,14175,34
2564,Average,7290,17454,19
25839,Average,26280,55730,80
48537,High,907,3639,32
470,Average,10226,26164,33
16644,Average,3193,7283,21
30376,Average,2145,7101,6
19919,Average,2636,11460,52
40761,Average,2249,8723,15
8985,Average,11096,24116,15
23665,Average,2243,5934,18
7596,Average,11986,29310,22
1480,Average,3534,7023,5
38453,Average,1973,5076,17
28861,Average,7172,13802,9
23247,Average,2178,5145,13
1761,Average,4064,9266,8
17137,High,837,3105,9
28791,Average,30893,68893,44
12611,Average,6907,23475,32
38664,Average,3936,9401,7
557,Average,3074,6555,8
26183,Average,4185,13439,10
1204,Average,3508,8298,30
2105,Average,4436,18887,45
2215,Average,2046,6400,7
2695,Average,3148,8520,4
47250,Average,26708,87141,374
35880,High,1029,5203,2
51892,High,426,1482,5
23787,Average,5037,11292,45
38720,Average,2151,5556,10
37940,Average,12605,29143,12
38628,Average,10780,29002,35
2539,Average,3464,7933,31
40154,Average,4664,11244,16
37505,Average,4264,11066,7
18835,High,1092,4427,5
28351,Average,3771,6698,9
15541,Average,2465,6661,24
9798,Average,1788,4965,6
34008,Average,1710,7948,7
36517,Average,28680,50975,96
370,Average,4248,10425,17
42290,High,621,1587,16
43013,Average,2283,4981,11
3019,Average,2191,5579,1
27413,Average,2137,6175,18
4056,High,1214,2715,4
36849,Average,2384,6441,22
31978,High,1301,2684,4
9220,Average,4453,9981,1
30290,High,1445,8582,6
1862,Average,11429,25344,22
40022,Average,2500,6501,36
7774,Average,2959,7540,3
6979,Average,11378,30116,27
6736,Average,3401,6735,0
31157,Average,6580,24851,75
17681,Average,10888,27093,34
10687,Average,16098,26095,33
34649,High,846,6666,11
1157,Average,16043,34856,75
37990,Average,2424,4451,3
6987,Average,61727,110599,275
40031,Average,5680,14972,30
12437,Average,6080,12644,23
35248,Average,19899,53365,105
8367,Average,2295,4124,3
8394,Average,1903,5878,13
17205,Average,10794,25922,24
34283,Average,2466,4687,1
3036,High,662,2117,8
22335,Average,5014,9010,2
3223,High,1191,4351,6
34800,Average,4138,13346,21
2619,Average,3870,8564,24
36755,Average,5002,9784,36
2429,High,1245,2783,15
5583,Average,5168,7987,13
10260,Average,5165,15623,35
22835,Average,54942,114034,311
14629,Average,2907,5423,5
928,Average,3002,5592,23
8423,High,1039,3784,2
2571,Average,4964,8803,30
1780,Average,4467,10446,32
36492,Average,3096,10859,15
16928,Average,2557,7871,10
29758,Average,117915,261681,219
41223,Average,1874,6452,44
3829,Average,2266,7395,7
49297,Average,10131,22456,61
39080,High,1406,3450,13
42307,Average,19190,63850,300
30585,Average,15508,36214,29
41008,Average,5537,13440,4
776,Average,3595,8784,12
26359,Average,4592,11985,12
734,Average,3152,6722,7
34740,Average,3234,7241,37
605,Average,2057,6888,43
2497,Average,3137,9070,29
50667,High,424,1162,12
3888,Average,4025,8872,23
6287,Average,12992,24534,6
39960,Average,7837,17256,6
12499,Average,2573,4396,0
533,Average,2926,7948,19
3286,Average,3114,7677,33
49287,Average,2744,14444,98
5031,Average,1802,4035,4
12581,Average,25979,50023,86
2713,Average,1995,5852,5
13517,Average,3537,13465,16
6748,Average,3179,6110,2
10048,Average,1657,4856,6
1048,Average,7681,24553,64
37045,Average,4232,12744,9
1998,Average,4331,8963,10
35883,Average,3253,8446,11
2077,High,1172,3177,7
35029,Average,2879,8522,22
3919,Average,2024,5445,27
13731,Average,3382,9221,3
184,Average,8114,19399,40
50673,Average,1851,4818,7
1040,High,1056,4267,17
10590,Average,3788,10158,22
3679,Average,3131,9000,27
17491,Average,4719,10111,49
40849,Average,9646,22404,22
3305,High,1091,3294,10
17679,Average,3742,8239,1
1207,Average,1795,5262,24
36692,Average,1522,4483,3
40075,Average,15796,51760,253
347,Average,2909,7487,14
13863,Average,11399,25500,15
37988,Average,3987,9056,4
32301,Average,7636,19688,11
5651,Average,2997,8097,56
1837,Average,1977,5614,13
36037,Average,9111,38640,83
3081,Average,2888,6524,21
9598,Average,11292,27500,8
40966,High,956,1972,4
5529,Average,5313,11835,2
3636,Average,2340,5935,16
36077,Average,2107,8412,26
40315,Average,2636,11716,24
32160,High,1241,3244,4
