,anime_id,keywords
5126,682,"['Comedy', 'Fantasy', 'Romance', 'Harem']"
5127,12665,"['Comedy', 'CGDCT']"
5128,2017,"['Drama', 'Fantasy', 'Horror', 'Mystery']"
5129,16149,"['Comedy', 'Romance', 'Sports', 'Combat Sports']"
5130,37088,['Hentai']
5131,1553,"['Action', 'Adventure', 'Sci-Fi', 'Space']"
5132,15291,"['Boys Love', 'Erotica', 'Parody']"
5133,2784,"['Comedy', 'Ecchi', 'Romance', 'Harem']"
5134,2413,['Hentai']
5135,2148,"['Boys Love', 'Drama', 'Erotica', 'Romance']"
5136,4646,"['Action', 'Adventure', 'Sci-Fi', 'Adult Cast', 'Mecha', 'Space']"
5137,5256,"['Adventure', 'Fantasy']"
5138,25429,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Supernatural', 'School']"
5139,40076,"['Comedy', 'Educational', 'Medical']"
5140,1109,"['Drama', 'Mystery', 'Suspense', 'Adult Cast', 'Psychological']"
5141,19255,"['Comedy', 'Ecchi']"
5142,19799,"['Comedy', 'Mecha', 'Parody']"
5143,6645,"['Comedy', 'Ecchi', 'School']"
5144,38033,['Hentai']
5145,10465,"['Action', 'Comedy', 'Ecchi', 'Historical', 'Samurai']"
5146,2884,"['Action', 'Comedy']"
5147,37254,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
5148,31118,"['Hentai', 'Supernatural', 'Harem', 'Mythology', 'School']"
5149,40266,"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
5150,1607,"['Drama', 'Romance', 'Supernatural']"
5151,1123,"['Adventure', 'Fantasy', 'Supernatural']"
5152,49755,"['Comedy', 'Fantasy', 'Mythology']"
5153,1807,"['Action', 'Comedy', 'Drama', 'Fantasy']"
5154,49637,['Hentai']
5155,2042,"['Action', 'Drama', 'Fantasy', 'Sci-Fi', 'Mecha']"
5156,105,"['Comedy', 'Romance', 'Slice of Life']"
5157,5830,['Comedy']
5158,1179,"['Adventure', 'Sci-Fi', 'Supernatural', 'Mecha', 'Space']"
5159,40991,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Historical', 'Martial Arts']"
5160,2252,"['Action', 'Horror', 'Supernatural', 'Mythology']"
5161,34884,"['Comedy', 'Ecchi']"
5162,6116,"['Comedy', 'Slice of Life', 'Childcare']"
5163,6919,"['Action', 'Drama', 'Super Power']"
5164,37699,['Hentai']
5165,2820,"['Action', 'Adventure', 'Comedy']"
5166,1408,['Hentai']
5167,2470,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']"
5168,24967,['Hentai']
5169,20379,"['Hentai', 'School']"
5170,8800,"['Action', 'Historical', 'Military', 'Super Power']"
5171,518,['Mahou Shoujo']
5172,3166,"['Action', 'Fantasy', 'Horror', 'Sci-Fi']"
5173,38527,"['Comedy', 'Slice of Life', 'Workplace']"
5174,2554,"['Drama', 'Slice of Life', 'Historical']"
5175,3618,['Comedy']
5176,1930,"['Comedy', 'Fantasy', 'Mahou Shoujo']"
5177,21507,"['Action', 'Comedy', 'Ecchi', 'Supernatural']"
5178,38804,"['Comedy', 'Slice of Life', 'Idols (Female)', 'Music']"
5179,2367,"['Comedy', 'Ecchi', 'School']"
5180,37994,"['Action', 'Mystery', 'Supernatural', 'Suspense', 'Detective', 'Psychological']"
5181,36397,"['Sci-Fi', 'Slice of Life']"
5182,1694,"['Action', 'Comedy', 'Sci-Fi', 'Mecha']"
5183,8134,['Comedy']
5184,21851,"['Slice of Life', 'Parody', 'School']"
5185,14237,"['Action', 'Sci-Fi', 'Slice of Life', 'Mecha']"
5186,41105,"['Drama', 'Slice of Life', 'Sports', 'School', 'Strategy Game']"
5187,34257,"['Comedy', 'Slice of Life', 'Idols (Female)']"
5188,33173,"['Comedy', 'Slice of Life', 'CGDCT', 'School']"
5189,12863,"['Slice of Life', 'Sports', 'Idols (Female)', 'Music']"
5190,42187,"['Action', 'Adventure', 'Supernatural']"
5191,45558,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
5192,244,"['Mystery', 'Historical']"
5193,348,"['Comedy', 'Fantasy', 'Slice of Life', 'CGDCT']"
5194,4166,"['Comedy', 'Ecchi', 'Romance']"
5195,20053,"['Action', 'Fantasy', 'Detective', 'Mecha']"
5196,1648,"['Comedy', 'Romance', 'Sci-Fi']"
5197,49571,"['Action', 'Adventure', 'Sci-Fi']"
5198,44044,"['Hentai', 'Romance']"
5199,37897,"['Action', 'Adventure', 'Sci-Fi']"
5200,888,"['Action', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
5201,1541,"['Action', 'Historical', 'Martial Arts']"
5202,41750,"['Action', 'Sci-Fi', 'Adult Cast', 'Detective', 'Mecha', 'Military']"
5203,37178,"['Slice of Life', 'Idols (Female)', 'Music']"
5204,19099,"['Adventure', 'Fantasy']"
5205,2016,"['Drama', 'Fantasy', 'Horror', 'Mystery']"
5206,49762,['Hentai']
5207,1431,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast']"
5208,1465,"['Action', 'Sci-Fi', 'Mecha', 'School']"
5209,3332,"['Comedy', 'Crossdressing', 'Gag Humor']"
5210,41207,['Hentai']
5211,1350,"['Action', 'Sci-Fi', 'Detective', 'Mecha']"
5212,6877,"['Adventure', 'Comedy', 'Fantasy']"
5213,1902,"['Comedy', 'Fantasy']"
5214,34751,"['Music', 'Vampire']"
5215,9493,"['Action', 'Comedy', 'Ecchi', 'Supernatural', 'Mythology', 'Parody', 'Super Power']"
5216,7178,['Hentai']
5217,37910,"['Fantasy', 'Romance', 'Historical', 'Reverse Harem']"
5218,33531,"['Sci-Fi', 'Mecha']"
5219,31598,"['Action', 'Fantasy']"
5220,5200,"['Action', 'Drama', 'Sports', 'Team Sports']"
5221,32682,"['Horror', 'Mystery', 'Supernatural', 'Suspense']"
5222,55,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']"
5223,14853,"['Supernatural', 'Historical']"
5224,41194,"['Action', 'Mystery', 'High Stakes Game', 'Survival']"
5225,40964,"['Action', 'Fantasy', 'Mecha']"
5226,3576,"['Adventure', 'Fantasy']"
5227,31885,['Hentai']
5228,10074,"['Action', 'Adventure', 'Comedy', 'Gourmet']"
5229,24911,['Hentai']
5230,36267,"['Comedy', 'Sci-Fi', 'Slice of Life', 'Mecha', 'Space']"
5231,3327,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']"
5232,20871,"['Comedy', 'Fantasy']"
5233,45196,"['Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5234,30381,"['Romance', 'Sci-Fi', 'Mecha']"
5235,30896,"['Comedy', 'Idols (Female)']"
5236,41224,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural', 'Historical']"
5237,21349,['Hentai']
5238,10695,['Hentai']
5239,1548,"['Drama', 'Mystery', 'Sci-Fi']"
5240,37106,['Music']
5241,607,"['Adventure', 'Comedy', 'Fantasy']"
5242,11755,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']"
5243,3568,"['Comedy', 'Sports']"
5244,43466,['Hentai']
5245,7456,['Hentai']
5246,20723,"['Action', 'Fantasy', 'Supernatural']"
5247,2283,"['Action', 'Sci-Fi', 'Sports', 'Martial Arts', 'Mecha']"
5248,3067,"['Action', 'Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
5249,438,"['Action', 'Drama', 'Organized Crime']"
5250,912,['Adventure']
5251,36967,"['Action', 'Adventure', 'Comedy', 'Adult Cast']"
5252,919,"['Drama', 'Romance', 'Sci-Fi', 'Medical']"
5253,17251,['Hentai']
5254,1136,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Mecha', 'Psychological']"
5255,2987,"['Action', 'Adventure', 'Sci-Fi', 'Mecha', 'Space']"
5256,5347,['Hentai']
5257,30953,['Comedy']
5258,6692,['Hentai']
5259,5854,"['Action', 'Adventure', 'Drama', 'Romance', 'Historical']"
5260,3946,"['Comedy', 'Drama']"
5261,26453,"['Music', 'Performing Arts', 'School']"
5262,41093,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Slice of Life']"
5263,836,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Harem']"
5264,2722,"['Action', 'Adventure', 'Sci-Fi', 'Space']"
5265,34812,"['Action', 'Drama', 'Martial Arts']"
5266,8487,"['Action', 'Supernatural', 'Mythology']"
5267,1923,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']"
5268,2254,"['Sci-Fi', 'Mecha', 'Military']"
5269,4399,"['Hentai', 'Harem', 'School']"
5270,13859,"['Comedy', 'Sci-Fi']"
5271,35714,"['Avant Garde', 'Horror', 'Supernatural']"
5272,11859,"['Action', 'Adventure', 'Ecchi', 'Fantasy']"
5273,36473,"['Idols (Female)', 'Music']"
5274,23083,"['Fantasy', 'Mahou Shoujo']"
5275,28859,['Hentai']
5276,39725,"['Comedy', 'Slice of Life', 'Idols (Male)', 'Music', 'School']"
5277,37245,"['Action', 'Sci-Fi', 'Mecha']"
5278,3323,"['Action', 'Drama', 'Sci-Fi', 'Gore']"
5279,1181,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
5280,1682,"['Action', 'Drama', 'Sci-Fi', 'Mecha']"
5281,1348,"['Action', 'Adventure', 'Sci-Fi', 'Adult Cast', 'Mecha']"
5282,21201,"['Comedy', 'Sports', 'School']"
5283,40327,"['Adventure', 'Fantasy']"
5284,5945,['Sci-Fi']
5285,9774,"['Comedy', 'Slice of Life', 'School']"
5286,31838,"['Action', 'Adventure', 'Fantasy']"
5287,21809,"['Action', 'Comedy', 'Ecchi', 'Mecha']"
5288,12857,"['Action', 'Romance', 'Mecha']"
5289,2009,"['Action', 'Comedy', 'Drama', 'Slice of Life', 'Sports', 'Combat Sports', 'Martial Arts']"
5290,42031,['Hentai']
5291,1317,"['Sports', 'Team Sports']"
5292,1149,"['Adventure', 'Comedy', 'Sci-Fi', 'Mecha']"
5293,37207,"['Drama', 'Romance', 'Slice of Life', 'School']"
5294,1925,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']"
5295,21835,['Strategy Game']
5296,8577,"['Ecchi', 'Romance']"
5297,3245,['Mystery']
5298,3944,['Hentai']
5299,48449,['Hentai']
5300,32437,"['Action', 'Adventure', 'Fantasy']"
5301,20555,"['Slice of Life', 'Music']"
5302,37283,"['Action', 'Adventure', 'Sci-Fi', 'Sports']"
5303,17731,['Comedy']
5304,3948,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Supernatural', 'Harem']"
5305,37595,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Mahou Shoujo']"
5306,3478,['Hentai']
5307,6964,"['Action', 'Comedy', 'Martial Arts', 'Mythology']"
5308,40521,['Hentai']
5309,30741,['Hentai']
5310,51562,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
5311,2564,"['Comedy', 'Romance', 'Sci-Fi', 'Slice of Life', 'School']"
5312,25839,"['Gourmet', 'Romance', 'Slice of Life', 'Reverse Harem']"
5313,48537,"['Romance', 'Historical']"
5314,470,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
5315,16644,['Hentai']
5316,30376,"['Comedy', 'Slice of Life', 'School']"
5317,19919,"['Slice of Life', 'Parody', 'School']"
5318,40761,"['Action', 'Fantasy', 'Supernatural']"
5319,8985,['Comedy']
5320,23665,['Hentai']
5321,7596,"['Comedy', 'Sci-Fi', 'Parody']"
5322,1480,"['Sci-Fi', 'Mecha', 'Military']"
5323,38453,['Hentai']
5324,28861,"['Comedy', 'Slice of Life']"
5325,23247,['Hentai']
5326,1761,"['Action', 'Adventure', 'Drama', 'Adult Cast', 'Military']"
5327,17137,"['Adventure', 'Drama', 'Fantasy', 'Mythology']"
5328,28791,"['Action', 'Sci-Fi']"
5329,12611,"['Fantasy', 'Parody', 'Samurai']"
5330,38664,['Action']
5331,557,"['Comedy', 'Romance', 'Sci-Fi', 'Historical']"
5332,26183,"['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power']"
5333,1204,"['Drama', 'Fantasy']"
5334,2105,"['Drama', 'Romance', 'Supernatural']"
5335,2215,"['Sci-Fi', 'Mecha']"
5336,2695,"['Action', 'Adventure', 'Sci-Fi', 'Mecha', 'Space']"
5337,47250,"['Action', 'Supernatural', 'Historical']"
5338,35880,['Sports']
5339,51892,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
5340,23787,"['Comedy', 'Video Game']"
5341,38720,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast']"
5342,37940,"['Comedy', 'Slice of Life', 'School']"
5343,38628,"['Action', 'Mystery', 'Sci-Fi', 'Detective']"
5344,2539,['Hentai']
5345,36502,['Parody']
5346,40154,"['Action', 'Mystery', 'Sci-Fi', 'Detective']"
5347,37505,"['Action', 'Fantasy']"
5348,18835,"['Action', 'Supernatural']"
5349,28351,"['Action', 'Fantasy']"
5350,15541,['Hentai']
5351,9798,"['Adventure', 'Fantasy']"
5352,34008,"['Sports', 'School', 'Team Sports']"
5353,36517,"['Action', 'Martial Arts', 'Samurai', 'Time Travel']"
5354,370,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi', 'Detective']"
5355,42290,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense', 'Mythology']"
5356,43013,['Hentai']
5357,3019,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast', 'Time Travel']"
5358,27413,"['Fantasy', 'Hentai', 'Supernatural', 'Mythology']"
5359,4353,['Comedy']
5360,4056,"['Comedy', 'Gag Humor']"
5361,36849,['Hentai']
5362,31978,['Comedy']
5363,9220,"['Comedy', 'Supernatural', 'School']"
5364,30290,"['Comedy', 'Mystery', 'Super Power']"
5365,1862,"['Action', 'Ecchi', 'Sci-Fi', 'Military']"
5366,40022,['Hentai']
5367,7774,"['Comedy', 'Ecchi', 'Fantasy']"
5368,6979,"['Adventure', 'Fantasy', 'Harem']"
5369,6736,"['Mystery', 'Supernatural', 'Suspense']"
5370,23341,['Comedy']
5371,31157,"['Comedy', 'Anthropomorphic', 'Music']"
5372,17681,"['Comedy', 'Fantasy']"
5373,10687,"['Adventure', 'Fantasy', 'Sci-Fi']"
5374,34649,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']"
5375,1157,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
5376,37990,"['Comedy', 'Drama', 'Sports', 'Team Sports']"
5377,6987,"['Ecchi', 'Romance']"
5378,40031,"['Comedy', 'Fantasy', 'Parody']"
5379,12437,"['Comedy', 'Girls Love']"
5380,35248,"['Mystery', 'Supernatural']"
5381,8367,"['Comedy', 'Ecchi', 'Slice of Life', 'School']"
5382,8394,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']"
5383,17205,['Comedy']
5384,34283,"['Comedy', 'Historical']"
5385,3036,"['Action', 'Adventure', 'Comedy', 'Romance']"
5386,22335,"['Comedy', 'Sports', 'School']"
5387,3223,"['Action', 'Sci-Fi', 'Mecha', 'Super Power']"
5388,34800,"['Comedy', 'Slice of Life', 'School']"
5389,2619,"['Action', 'Adventure', 'Mecha']"
5390,36755,['Hentai']
5391,2429,"['Adventure', 'Fantasy']"
5392,5583,['Action']
5393,10260,"['Action', 'Adventure', 'Fantasy']"
5394,22835,"['Comedy', 'Ecchi', 'Slice of Life', 'Crossdressing', 'School']"
5395,34552,"['Idols (Male)', 'Music']"
5396,928,"['Adventure', 'Sci-Fi', 'Mecha']"
5397,8423,"['Comedy', 'Sports', 'Team Sports']"
5398,1780,"['Hentai', 'Sci-Fi', 'Mythology', 'Super Power']"
5399,36492,"['Drama', 'Romance']"
5400,16928,"['Comedy', 'Fantasy']"
5401,29758,"['Action', 'Mystery', 'Supernatural', 'Martial Arts', 'Super Power']"
5402,41223,"['Romance', 'Historical']"
5403,49297,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
5404,39080,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5405,42307,"['Action', 'Adventure']"
5406,30585,"['Drama', 'Sci-Fi', 'Supernatural', 'School']"
5407,41008,"['Comedy', 'School']"
5408,776,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
5409,26359,"['Adventure', 'Drama', 'Mystery', 'Supernatural']"
5410,734,"['Boys Love', 'Drama', 'Erotica', 'Romance']"
5411,34740,['Hentai']
5412,605,"['Comedy', 'Fantasy', 'Romance', 'Vampire']"
5413,2497,"['Adventure', 'Comedy', 'Ecchi', 'Sci-Fi']"
5414,50667,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5415,3888,['Hentai']
5416,6287,"['Comedy', 'Ecchi']"
5417,39960,"['Comedy', 'Slice of Life', 'School']"
5418,12499,['Comedy']
5419,533,"['Comedy', 'Slice of Life']"
5420,3286,['Hentai']
5421,49287,"['Adventure', 'Drama', 'Supernatural']"
5422,5031,"['Action', 'Adventure', 'Sci-Fi', 'Adult Cast', 'Space']"
5423,12581,"['Comedy', 'Ecchi', 'Romance', 'Crossdressing', 'School']"
5424,2713,"['Action', 'Adventure', 'Sci-Fi', 'Mecha', 'Strategy Game']"
5425,13517,"['Comedy', 'Supernatural']"
5426,6748,['Comedy']
5427,10048,"['Action', 'Boys Love', 'Drama', 'Erotica', 'Historical', 'Military', 'Samurai']"
5428,1048,"['Horror', 'Supernatural', 'Mythology']"
5429,37045,['Comedy']
5430,35883,"['Comedy', 'Slice of Life', 'Idols (Female)']"
5431,2077,"['Mystery', 'School']"
5432,35029,"['Fantasy', 'Hentai', 'Supernatural', 'Harem']"
5433,3919,['Hentai']
5434,13731,"['Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Mecha']"
5435,184,"['Action', 'Sci-Fi', 'Mecha', 'Space']"
5436,50673,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
5437,1040,"['Drama', 'Romance', 'Slice of Life', 'School']"
5438,10590,"['Hentai', 'Harem']"
5439,7144,"['Action', 'Adventure', 'Drama', 'Adult Cast', 'Military', 'Space']"
5440,3679,['Hentai']
5441,17491,['Hentai']
5442,40849,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
5443,3305,"['Sci-Fi', 'Mecha']"
5444,17679,"['Action', 'Historical', 'Mythology']"
5445,1207,"['Drama', 'Fantasy', 'Romance', 'Pets', 'Psychological']"
5446,36692,"['Comedy', 'Sci-Fi', 'Slice of Life', 'Idols (Female)', 'Music']"
5447,10276,['Comedy']
5448,40075,"['Mystery', 'Romance', 'Sci-Fi', 'Reverse Harem', 'Super Power']"
5449,347,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Vampire']"
5450,13863,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Suspense']"
5451,37988,"['Comedy', 'Sci-Fi', 'Slice of Life', 'Mecha', 'Space']"
5452,32301,"['Comedy', 'Sci-Fi', 'Detective', 'Mecha']"
5453,5651,['Hentai']
5454,1837,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Parody']"
5455,36037,"['Action', 'Comedy', 'Ecchi', 'School']"
5456,3081,"['Action', 'Romance', 'Sports', 'Team Sports']"
5457,9598,"['Comedy', 'Sci-Fi']"
5458,40966,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5459,5529,"['Comedy', 'Fantasy']"
5460,49895,"['Comedy', 'Super Power']"
5461,3636,['Hentai']
5462,36077,"['Action', 'Sci-Fi', 'Mecha', 'Military', 'Music', 'Space']"
5463,40315,['Comedy']
5464,32160,"['Action', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Music']"
5465,2176,"['Action', 'Sci-Fi', 'Mecha', 'Super Power']"
5466,1802,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi', 'Detective']"
5467,4607,['Hentai']
5468,904,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Super Power']"
5469,40519,"['Fantasy', 'Hentai', 'Supernatural', 'Mythology']"
5470,49487,"['Comedy', 'Slice of Life', 'CGDCT', 'Military']"
5471,14129,['Hentai']
5472,37184,"['Action', 'Adventure', 'Fantasy']"
5473,13173,"['Fantasy', 'Slice of Life']"
5474,1843,"['Drama', 'Adult Cast', 'Military', 'Workplace']"
5475,2797,"['Action', 'Martial Arts']"
5476,27363,['Hentai']
5477,41877,"['Mystery', 'Mythology']"
5478,2210,"['Drama', 'Romance']"
5479,11809,['Comedy']
5480,40733,"['Action', 'Supernatural']"
5481,3079,"['Sci-Fi', 'Mecha', 'Military', 'Space']"
5482,9970,['Hentai']
5483,3059,"['Adventure', 'Sci-Fi', 'Mecha', 'Space']"
5484,19257,"['Comedy', 'Slice of Life', 'School']"
5485,50274,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts', 'Mythology']"
5486,9731,"['Action', 'Supernatural', 'Mythology']"
5487,38026,"['Adventure', 'Fantasy', 'Adult Cast', 'Historical']"
5488,32239,['Hentai']
5489,36431,['Slice of Life']
5490,35122,"['Action', 'Fantasy']"
5491,45620,['Drama']
5492,2200,"['Action', 'Drama', 'Sci-Fi', 'Mecha']"
5493,37047,['Comedy']
5494,13283,"['Slice of Life', 'Iyashikei']"
5495,2476,"['Drama', 'Romance', 'Harem', 'School']"
5496,38037,"['Hentai', 'Harem']"
5497,5424,['Hentai']
5498,11807,"['Hentai', 'School']"
5499,30757,"['Action', 'Fantasy', 'Video Game']"
5500,32039,"['Comedy', 'Music']"
5501,48466,"['Action', 'Sci-Fi', 'Mecha']"
5502,2352,['Hentai']
5503,32878,"['Action', 'Sci-Fi', 'Detective', 'Space']"
5504,36783,"['Action', 'Military', 'School']"
5505,43483,['Comedy']
5506,20267,"['Comedy', 'Fantasy', 'Slice of Life']"
5507,33240,"['Slice of Life', 'Pets']"
5508,7705,"['Reverse Harem', 'School']"
5509,6122,['Hentai']
5510,1634,['Hentai']
5511,2965,"['Mystery', 'Sci-Fi']"
5512,11747,['Hentai']
5513,40389,"['Action', 'Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
5514,49866,"['Ecchi', 'Slice of Life']"
5515,1957,"['Adventure', 'Comedy', 'Romance']"
5516,37771,['Hentai']
5517,10547,"['Drama', 'Ecchi', 'Fantasy', 'Romance', 'Harem']"
5518,973,"['Adventure', 'Sci-Fi']"
5519,4476,"['Adventure', 'Fantasy', 'Mythology']"
5520,2230,"['Adventure', 'Drama']"
5521,38265,"['Hentai', 'Supernatural', 'Mythology']"
5522,38620,['Hentai']
5523,34522,"['Drama', 'Idols (Female)', 'Music']"
5524,39382,"['Fantasy', 'Mystery', 'Supernatural', 'Mythology', 'Workplace']"
5525,1270,"['Action', 'Sci-Fi', 'Mecha', 'Military']"
5526,49722,"['Iyashikei', 'Romantic Subtext', 'School']"
5527,3213,"['Action', 'Comedy', 'Sports', 'Combat Sports']"
5528,32267,['Hentai']
5529,910,"['Adventure', 'Comedy', 'Martial Arts']"
5530,41884,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5531,40613,"['Action', 'Drama', 'Sci-Fi']"
5532,473,"['Action', 'Adventure', 'Drama', 'Military']"
5533,37360,['Hentai']
5534,610,"['Comedy', 'Drama', 'Ecchi', 'Supernatural', 'Time Travel']"
5535,17357,"['Fantasy', 'Mahou Shoujo']"
5536,626,"['Comedy', 'Fantasy', 'Romance']"
5537,36895,['Hentai']
5538,50207,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
5539,30845,"['Idols (Female)', 'Music']"
5540,2050,"['Action', 'Comedy', 'Sports', 'Combat Sports', 'Martial Arts', 'Parody', 'School']"
5541,12367,"['Action', 'Fantasy', 'Isekai']"
5542,280,"['Adventure', 'Comedy', 'Fantasy']"
5543,37438,"['Action', 'Mystery', 'Sci-Fi', 'Strategy Game']"
5544,40873,"['Adventure', 'Fantasy']"
5545,36468,"['Comedy', 'Parody', 'School']"
5546,1978,"['Action', 'Fantasy', 'Sci-Fi']"
5547,1793,"['Action', 'Avant Garde', 'Drama', 'Sci-Fi']"
5548,1891,"['Adventure', 'Comedy', 'Sci-Fi']"
5549,34753,"['Mystery', 'Sci-Fi', 'Supernatural', 'Psychological']"
5550,36689,['Hentai']
5551,6920,"['Action', 'Drama', 'Horror', 'Vampire']"
5552,20757,"['Hentai', 'Supernatural', 'Mythology']"
5553,1799,"['Action', 'Adventure', 'Drama', 'Romance', 'Martial Arts']"
5554,37879,"['Action', 'Mecha']"
5555,14145,"['Drama', 'Historical']"
5556,1062,"['Action', 'Comedy', 'Anthropomorphic']"
5557,36956,"['Hentai', 'Romance']"
5558,40639,['Hentai']
5559,41918,"['Action', 'Fantasy']"
5560,11073,['Fantasy']
5561,3437,"['Comedy', 'Gourmet']"
5562,12449,"['Ecchi', 'Sports']"
5563,39471,['Hentai']
5564,43353,"['Comedy', 'Isekai']"
5565,29705,['Hentai']
5566,10851,['Hentai']
5567,6293,"['Action', 'Delinquents', 'School']"
5568,39728,"['Fantasy', 'Sci-Fi', 'Slice of Life']"
5569,49335,['Hentai']
5570,3345,"['Comedy', 'Romance', 'Slice of Life', 'Pets']"
5571,7739,"['Comedy', 'Ecchi', 'Supernatural', 'Super Power']"
5572,2818,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Mecha']"
5573,24271,['Hentai']
5574,2570,"['Comedy', 'Slice of Life', 'Historical', 'School']"
5575,42892,"['Action', 'Drama', 'Supernatural', 'Historical']"
5576,2586,"['Drama', 'Sci-Fi', 'Mecha', 'Military']"
5577,4450,"['Adventure', 'Comedy', 'Supernatural', 'Historical', 'Mythology']"
5578,38467,"['Action', 'Fantasy', 'Supernatural', 'Historical', 'Martial Arts']"
5579,8987,['Hentai']
5580,2938,"['Idols (Female)', 'Music']"
5581,36828,"['Action', 'Sci-Fi']"
5582,13169,"['Adventure', 'Comedy', 'Fantasy', 'Historical']"
5583,39221,"['Action', 'Supernatural', 'Mythology']"
5584,28713,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']"
5585,3136,"['Comedy', 'Parody']"
5586,38810,['Action']
5587,14373,"['Sci-Fi', 'Time Travel']"
5588,10014,"['Drama', 'Historical']"
5589,7969,['Hentai']
5590,1041,"['Boys Love', 'Drama', 'Erotica', 'Romance', 'Sports', 'Music']"
5591,10016,"['Comedy', 'Martial Arts']"
5592,36148,"['Adventure', 'Comedy', 'Fantasy']"
5593,4503,"['Action', 'Drama', 'Sci-Fi', 'Mecha']"
5594,28447,"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Mythology']"
5595,706,"['Comedy', 'Drama', 'Otaku Culture']"
5596,42898,"['Action', 'Fantasy', 'Romance', 'Historical', 'Mythology']"
5597,10457,['Hentai']
5598,4876,"['Action', 'Adventure', 'Adult Cast', 'Historical']"
5599,729,"['Comedy', 'Romance', 'Sports', 'School']"
5600,31422,"['Sports', 'CGDCT', 'School']"
5601,1706,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Historical']"
5602,34543,"['Comedy', 'Sports']"
5603,1572,['Adventure']
5604,2032,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical']"
5605,8908,"['Comedy', 'School']"
5606,31400,['Hentai']
5607,21363,['Hentai']
5608,31318,"['Action', 'Adventure', 'Fantasy', 'Mecha']"
5609,37860,['Comedy']
5610,38464,"['Drama', 'Romance']"
5611,36992,"['Drama', 'Horror', 'Supernatural']"
5612,1044,"['Adventure', 'Drama']"
5613,8062,['Comedy']
5614,40062,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5615,965,"['Comedy', 'Fantasy', 'Slice of Life']"
5616,37446,"['Fantasy', 'Harem', 'Isekai']"
5617,8120,"['Drama', 'Slice of Life', 'School']"
