,anime_id,keywords
1054,40936,"['Comedy', 'Romance', 'School']"
1055,10278,"['Comedy', 'Drama', 'Idols (Female)', 'Music']"
1056,37348,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
1057,82,"['Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
1058,49930,"['Action', 'Fantasy', 'Romance', 'Harem', 'Isekai', 'Military']"
1059,38759,"['Slice of Life', 'Supernatural', 'Iyashikei']"
1060,34480,"['Ecchi', 'Gourmet', 'School']"
1061,32900,"['Action', 'Sci-Fi', 'Supernatural']"
1062,123,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Historical', 'Isekai', 'Martial Arts', 'Reverse Harem']"
1063,35849,"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Mecha']"
1064,28623,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']"
1065,11633,"['Action', 'Comedy', 'Supernatural', 'Delinquents', 'Mythology', 'Vampire']"
1066,986,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
1067,1486,"['Comedy', 'Drama', 'Romance', 'Love Polygon', 'Showbiz']"
1068,32105,"['Action', 'Fantasy', 'Romance', 'Supernatural']"
1069,132,"['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural', 'Super Power']"
1070,49053,"['Boys Love', 'Drama', 'Romance', 'Slice of Life', 'Music']"
1071,34076,"['Comedy', 'Drama', 'Fantasy', 'Slice of Life', 'Mythology']"
1072,9724,"['Action', 'Fantasy', 'Adult Cast', 'Mecha', 'Military']"
1073,2273,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
1074,5507,"['Action', 'Romance', 'Military']"
1075,5177,"['Mystery', 'Suspense', 'School']"
1076,39988,"['Comedy', 'Fantasy', 'Isekai', 'Parody']"
1077,1462,"['Drama', 'Horror', 'Sci-Fi', 'Psychological']"
1078,1195,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Isekai', 'School']"
1079,50346,"['Romance', 'Supernatural', 'Vampire']"
1080,8426,"['Drama', 'Romance', 'Slice of Life', 'School']"
1081,5420,"['Drama', 'Fantasy', 'Slice of Life']"
1082,38992,"['Comedy', 'Romance']"
1083,20371,"['Boys Love', 'Comedy', 'Drama', 'Romance']"
1084,39651,"['Action', 'Comedy', 'Supernatural', 'Super Power']"
1085,32977,"['Comedy', 'Slice of Life', 'Anthropomorphic', 'Music', 'Workplace']"
1086,9963,"['Adventure', 'Comedy', 'Mystery', 'Detective']"
1087,2402,"['Action', 'Drama', 'Slice of Life', 'Sports', 'Combat Sports']"
1088,38186,"['Comedy', 'Romance', 'Harem', 'School']"
1089,3652,"['Mystery', 'Supernatural', 'Suspense', 'Gore', 'Psychological']"
1090,29786,"['Comedy', 'Ecchi', 'Gag Humor', 'School']"
1091,26123,"['Comedy', 'Gag Humor', 'School']"
1092,19319,"['Action', 'Sci-Fi', 'Mecha']"
1093,49052,"['Sports', 'Team Sports']"
1094,34973,"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
1095,32648,"['Comedy', 'School', 'Visual Arts']"
1096,11917,"['Comedy', 'Drama', 'Sports', 'Team Sports']"
1097,14407,"['Action', 'Fantasy', 'Supernatural']"
1098,6922,"['Action', 'Fantasy', 'Supernatural']"
1099,1606,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Mythology']"
1100,2923,"['Comedy', 'Mahou Shoujo', 'School']"
1101,8514,"['Action', 'Fantasy', 'Adult Cast', 'Mecha', 'Military']"
1102,26349,"['Comedy', 'Romance', 'Adult Cast', 'Otaku Culture']"
1103,47159,"['Comedy', 'Fantasy']"
1104,64,"['Action', 'Comedy', 'Drama']"
1105,50325,"['Comedy', 'School']"
1106,452,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural', 'Historical', 'Mythology', 'Time Travel']"
1107,40858,"['Action', 'Sci-Fi', 'Adult Cast', 'Detective', 'Psychological']"
1108,5958,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Supernatural', 'Harem']"
1109,6772,"['Action', 'Fantasy', 'Adult Cast', 'Mecha', 'Military']"
1110,16592,"['Horror', 'Mystery', 'High Stakes Game', 'Psychological', 'School', 'Survival']"
1111,6444,"['Adventure', 'Fantasy', 'Supernatural']"
1112,12049,"['Action', 'Adventure', 'Fantasy']"
1113,30187,"['Drama', 'Mystery', 'Suspense']"
1114,1015,['Comedy']
1115,39491,"['Action', 'Sci-Fi', 'Suspense', 'Adult Cast', 'Detective', 'Psychological']"
1116,2921,"['Action', 'Drama', 'Slice of Life', 'Sports', 'Combat Sports']"
1117,44807,"['Drama', 'Fantasy', 'Music']"
1118,250,"['Adventure', 'Comedy', 'Supernatural', 'Mythology']"
1119,40392,"['Drama', 'Slice of Life', 'School', 'Showbiz', 'Visual Arts']"
1120,33354,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Mahou Shoujo']"
1121,36275,"['Drama', 'Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']"
1122,34534,"['Drama', 'Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']"
1123,11813,"['Action', 'Comedy', 'Martial Arts', 'School']"
1124,11757,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Love Polygon', 'Video Game']"
1125,11759,"['Action', 'Romance', 'Sci-Fi', 'School', 'Video Game']"
1126,8557,"['Comedy', 'Slice of Life']"
1127,2471,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Anthropomorphic']"
1128,48643,"['Comedy', 'Romance']"
1129,10020,"['Comedy', 'Romance', 'Otaku Culture']"
1130,31483,"['Drama', 'Fantasy', 'Romance']"
1131,15197,"['Action', 'Mecha', 'Military']"
1132,32005,"['Action', 'Mystery', 'Detective']"
1133,42590,"['Drama', 'Slice of Life', 'Music', 'School']"
1134,37007,"['Sports', 'Combat Sports', 'Martial Arts']"
1135,251,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Mythology']"
1136,68,"['Adventure', 'Comedy', 'Sci-Fi', 'Super Power']"
1137,30016,"['Action', 'Comedy', 'Drama']"
1138,37347,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
1139,6793,"['Comedy', 'Supernatural', 'Historical', 'Mythology']"
1140,9181,"['Comedy', 'Ecchi', 'Sci-Fi', 'Harem', 'School']"
1141,31706,"['Action', 'Comedy', 'Fantasy', 'Mahou Shoujo']"
1142,4872,"['Comedy', 'Gag Humor', 'Parody', 'School']"
1143,8676,"['Romance', 'Harem', 'School']"
1144,21419,"['Action', 'Mystery', 'Detective']"
1145,6802,"['Sci-Fi', 'Slice of Life', 'Iyashikei', 'Military', 'Music']"
1146,34281,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Harem', 'Mythology', 'School']"
1147,49520,"['Comedy', 'Iyashikei', 'School']"
1148,34012,"['Fantasy', 'Gourmet', 'Slice of Life', 'Iyashikei', 'Workplace']"
1149,9366,"['Comedy', 'School']"
1150,21473,"['Action', 'Fantasy', 'Supernatural']"
1151,462,"['Action', 'Adventure', 'Fantasy']"
1152,13469,"['Mystery', 'Slice of Life', 'School']"
1153,34443,"['Action', 'Combat Sports', 'Martial Arts']"
1154,31973,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
1155,1719,"['Action', 'Comedy', 'Drama']"
1156,31711,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Harem', 'School']"
1157,33263,"['Drama', 'Mystery', 'Supernatural']"
1158,38656,"['Action', 'Mystery', 'Sci-Fi', 'High Stakes Game', 'Super Power', 'Survival']"
1159,531,"['Drama', 'Romance', 'Mahou Shoujo']"
1160,10110,"['Comedy', 'Ecchi', 'Romance', 'Crossdressing', 'Harem', 'School']"
1161,517,"['Comedy', 'Romance', 'School']"
1162,3972,"['Action', 'Strategy Game']"
1163,34414,"['Action', 'Comedy', 'Drama']"
1164,8310,"['Adventure', 'Comedy', 'Romance']"
1165,1172,"['Adventure', 'Comedy', 'Fantasy', 'Mythology']"
1166,11235,"['Romance', 'Harem', 'School']"
1167,3713,"['Mystery', 'Supernatural', 'Psychological']"
1168,4163,"['Comedy', 'Romance', 'Parody', 'School']"
1169,1366,"['Adventure', 'Comedy', 'Mystery', 'Detective']"
1170,9735,"['Action', 'Comedy', 'Sci-Fi', 'Historical', 'Parody', 'Samurai']"
1171,2472,"['Action', 'Adventure', 'Fantasy']"
1172,35376,"['Comedy', 'Otaku Culture', 'School']"
1173,160,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Isekai', 'Military']"
1174,16005,"['Action', 'Supernatural', 'Super Power']"
1175,40080,"['Action', 'Video Game']"
1176,35413,"['Comedy', 'Romance']"
1177,30458,"['Action', 'Fantasy', 'Horror', 'Gore', 'Psychological', 'School']"
1178,4981,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Psychological']"
1179,32526,"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
1180,32551,"['Action', 'Adventure', 'Comedy', 'Drama']"
1181,6774,"['Drama', 'Medical', 'Psychological']"
1182,48707,"['Comedy', 'Adult Cast', 'Organized Crime']"
1183,40839,"['Comedy', 'Romance']"
1184,13403,"['Comedy', 'Supernatural']"
1185,1117,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
1186,36754,"['Drama', 'Gourmet', 'Romance', 'Supernatural', 'Mythology']"
1187,31433,"['Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
1188,37442,"['Action', 'Sci-Fi', 'Adult Cast', 'Detective', 'Psychological']"
1189,449,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural', 'Historical', 'Mythology', 'Time Travel']"
1190,875,"['Adventure', 'Avant Garde', 'Comedy', 'Romance', 'Adult Cast', 'Psychological']"
1191,17641,"['Comedy', 'Romance', 'Sci-Fi', 'Harem', 'School']"
1192,33094,"['Comedy', 'Workplace']"
1193,995,['Sports']
1194,29067,"['Comedy', 'Romance', 'Adult Cast', 'Otaku Culture']"
1195,31783,['Sports']
1196,32948,"['Drama', 'Romance', 'Slice of Life', 'Workplace']"
1197,27601,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'School']"
1198,36903,"['Action', 'Martial Arts']"
1199,34262,"['Comedy', 'Slice of Life', 'Historical']"
1200,34855,"['Comedy', 'Supernatural', 'Mythology', 'School']"
1201,24655,"['Romance', 'Sci-Fi', 'Harem']"
1202,7720,"['Comedy', 'Sports', 'Team Sports']"
1203,14833,"['Adventure', 'Fantasy', 'Romance', 'Mythology']"
1204,24227,"['Comedy', 'Romance', 'Harem', 'School']"
1205,32485,"['Comedy', 'Ecchi', 'Romance', 'Gag Humor', 'School']"
1206,12729,"['Comedy', 'Ecchi', 'Romance', 'Mythology', 'School']"
1207,8479,"['Comedy', 'Anthropomorphic', 'Gag Humor', 'Historical', 'Parody']"
1208,1029,"['Drama', 'Romance', 'Slice of Life']"
1209,25731,"['Action', 'Sci-Fi', 'Mecha']"
1210,37086,"['Drama', 'Mystery', 'High Stakes Game', 'Psychological', 'School', 'Strategy Game']"
1211,6325,"['Action', 'Adventure', 'Fantasy']"
1212,50461,"['Fantasy', 'Isekai', 'Mecha', 'Reincarnation', 'School']"
1213,287,"['Action', 'Sports', 'Combat Sports', 'Gore', 'Martial Arts']"
1214,134,"['Action', 'Drama', 'Sci-Fi', 'Military', 'Psychological']"
1215,11743,"['Action', 'Sci-Fi', 'Super Power']"
1216,10092,"['Action', 'Fantasy', 'Adult Cast', 'Mecha', 'Military']"
1217,1505,"['Adventure', 'Comedy', 'Mystery', 'Detective']"
1218,516,"['Comedy', 'Sci-Fi', 'Mecha', 'Parody']"
1219,4382,"['Comedy', 'Mystery', 'Sci-Fi', 'Slice of Life', 'School']"
1220,10033,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']"
1221,30745,['Music']
1222,31389,"['Action', 'Fantasy', 'Supernatural']"
1223,101,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']"
1224,30902,"['Comedy', 'Girls Love', 'CGDCT', 'Gag Humor']"
1225,2559,"['Adventure', 'Drama', 'Slice of Life', 'Historical']"
1226,1253,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Mythology', 'Super Power']"
1227,41084,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
1228,21899,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']"
1229,32189,"['Action', 'Horror', 'Mystery', 'High Stakes Game', 'Psychological', 'Survival']"
1230,40497,"['Action', 'Romance', 'Sci-Fi', 'Supernatural', 'School']"
1231,39026,"['Comedy', 'Ecchi']"
1232,5277,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']"
1233,41094,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life', 'Mythology', 'School']"
1234,8888,"['Action', 'Sci-Fi', 'Mecha', 'Military']"
1235,166,"['Sci-Fi', 'Historical', 'Mecha', 'Samurai']"
1236,16528,"['Drama', 'Romance', 'Sci-Fi']"
1237,10719,"['Comedy', 'Ecchi', 'Romance', 'Love Polygon', 'School']"
1238,19163,"['Comedy', 'Romance', 'Sci-Fi', 'Harem', 'Mecha', 'School']"
1239,9065,"['Action', 'Drama', 'Supernatural', 'Historical', 'Samurai']"
1240,37597,"['Boys Love', 'Comedy', 'Drama']"
1241,32215,"['Action', 'Comedy', 'Ecchi', 'Romance', 'Harem', 'Mythology', 'School']"
1242,2002,"['Action', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
1243,14527,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Super Power']"
1244,4437,"['Action', 'Adventure', 'Fantasy']"
1245,39355,"['Action', 'Adventure', 'Fantasy']"
1246,25687,"['Action', 'Adventure', 'Comedy', 'Drama']"
1247,7588,"['Drama', 'Mystery', 'Adult Cast', 'Historical', 'Samurai']"
1248,6880,"['Action', 'Horror', 'Sci-Fi', 'Supernatural', 'Gore', 'High Stakes Game', 'Survival']"
1249,38787,"['Comedy', 'Slice of Life', 'School']"
1250,7627,"['Comedy', 'Slice of Life', 'Gag Humor', 'School']"
1251,1089,"['Action', 'Romance', 'Sci-Fi', 'Mecha', 'Military', 'Music', 'Space']"
1252,21667,"['Slice of Life', 'CGDCT', 'Iyashikei', 'School']"
1253,15487,"['Comedy', 'Sports', 'School', 'Team Sports']"
1254,48702,"['Drama', 'Performing Arts']"
1255,12815,"['Comedy', 'Slice of Life', 'Anthropomorphic', 'Gag Humor', 'Iyashikei', 'Workplace']"
1256,27631,"['Action', 'Fantasy', 'Sci-Fi', 'Military']"
1257,1453,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Adult Cast']"
1258,1002,"['Action', 'Comedy', 'Drama', 'Sci-Fi', 'Mecha', 'Space']"
1259,35241,"['Fantasy', 'Girls Love', 'Slice of Life', 'Anthropomorphic', 'CGDCT', 'Iyashikei', 'Workplace']"
1260,1470,"['Action', 'Comedy', 'Mystery']"
1261,41169,"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
1262,488,"['Comedy', 'Slice of Life', 'CGDCT', 'Iyashikei']"
1263,15583,"['Comedy', 'Romance', 'Sci-Fi', 'Harem', 'Mecha', 'School']"
1264,5060,"['Comedy', 'Anthropomorphic', 'Gag Humor', 'Historical', 'Parody']"
1265,4447,"['Adventure', 'Comedy', 'Mystery', 'Detective']"
1266,19291,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
1267,9890,"['Comedy', 'Drama', 'Sports', 'Team Sports']"
1268,22673,"['Comedy', 'Sports', 'Team Sports']"
1269,37621,"['Comedy', 'Iyashikei', 'Romantic Subtext']"
1270,91,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
1271,35198,"['Slice of Life', 'School']"
1272,15437,"['Action', 'Comedy', 'Ecchi', 'Supernatural', 'Harem']"
1273,10209,"['Action', 'Comedy', 'Ecchi', 'Supernatural', 'Harem']"
1274,9136,"['Comedy', 'Fantasy', 'Supernatural', 'Parody']"
1275,19671,"['Comedy', 'Sports']"
1276,379,"['Comedy', 'Sci-Fi', 'Gag Humor', 'Parody']"
1277,28405,"['Action', 'Comedy', 'School']"
1278,5118,"['Comedy', 'Parody']"
1279,37426,"['Action', 'Fantasy', 'Supernatural', 'Anthropomorphic']"
1280,25313,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']"
1281,27947,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast']"
1282,23421,"['Comedy', 'Drama', 'Mystery', 'Super Power']"
1283,20853,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
1284,21743,"['Action', 'Supernatural', 'Historical']"
1285,8311,"['Adventure', 'Fantasy', 'Supernatural']"
1286,208,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Adult Cast', 'Historical']"
1287,522,"['Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Detective']"
1288,35823,"['Comedy', 'Fantasy', 'School', 'Vampire']"
1289,587,"['Comedy', 'Drama', 'Romance']"
1290,32547,"['Slice of Life', 'CGDCT', 'Iyashikei', 'School']"
1291,40416,"['Action', 'Sci-Fi', 'Isekai']"
1292,102,"['Comedy', 'Drama', 'Romance', 'Childcare']"
1293,4053,['Sports']
1294,35828,"['Comedy', 'Slice of Life', 'Supernatural', 'Pets']"
1295,31380,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Harem', 'School']"
1296,33091,"['Drama', 'Sci-Fi']"
1297,3014,"['Action', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
1298,46093,"['Drama', 'Slice of Life', 'Workplace']"
1299,6895,"['Action', 'Drama', 'Supernatural', 'Historical', 'Samurai']"
1300,31931,"['Action', 'Mecha', 'Military']"
1301,901,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
1302,11135,"['Boys Love', 'Drama', 'Romance', 'Sci-Fi', 'Historical']"
1303,33970,"['Military', 'School']"
1304,10378,"['Comedy', 'Slice of Life']"
1305,34504,"['Comedy', 'Gag Humor', 'School']"
1306,31733,"['Romance', 'Mahou Shoujo', 'Mythology']"
1307,4186,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'School']"
1308,39586,"['Comedy', 'Anthropomorphic', 'Educational', 'Medical']"
1309,24543,"['Action', 'Fantasy', 'Supernatural']"
1310,32949,"['Drama', 'Romance', 'School']"
1311,28285,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Supernatural', 'Harem', 'School']"
1312,38337,"['Comedy', 'CGDCT', 'Iyashikei', 'Workplace']"
1313,1914,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Historical', 'Reverse Harem']"
1314,2752,['Sports']
1315,30911,"['Action', 'Adventure', 'Fantasy']"
1316,2129,"['Drama', 'Romance', 'Love Polygon', 'School']"
1317,997,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Mahou Shoujo']"
1318,14189,"['Horror', 'Mystery', 'Romance', 'Supernatural', 'School']"
1319,50709,['Action']
1320,16009,"['Adventure', 'Fantasy', 'Mystery']"
1321,49310,"['Drama', 'Romance']"
1322,32668,"['Action', 'Supernatural', 'School', 'Vampire']"
1323,10389,"['Drama', 'Supernatural']"
1324,96,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Sports', 'Martial Arts', 'Mecha', 'Space']"
1325,19369,"['Comedy', 'Fantasy', 'Harem', 'Isekai', 'Otaku Culture', 'Parody']"
1326,1412,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast']"
1327,3016,"['Action', 'Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
1328,30191,"['Action', 'Mystery', 'Supernatural']"
1329,48804,"['Fantasy', 'Gourmet', 'Slice of Life', 'Workplace']"
1330,11701,"['Horror', 'Mystery', 'Suspense']"
1331,1813,"['Comedy', 'Slice of Life', 'Parody']"
1332,41710,"['Action', 'Fantasy', 'Romance', 'Harem', 'Isekai', 'Military']"
1333,3603,"['Action', 'Adventure', 'Horror', 'Vampire']"
1334,29575,['Hentai']
1335,35821,['Comedy']
1336,13357,"['Comedy', 'Ecchi', 'Romance', 'Harem', 'Mythology', 'School']"
1337,5162,"['Comedy', 'Slice of Life', 'CGDCT', 'School']"
1338,13767,"['Boys Love', 'Comedy', 'Drama', 'Romance']"
1339,27957,"['Comedy', 'Sci-Fi']"
1340,5835,"['Drama', 'Romance', 'Reverse Harem']"
1341,98,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Girls Love', 'Romance', 'Mecha', 'School']"
1342,1691,"['Action', 'Romance', 'Supernatural']"
1343,18893,"['Action', 'Sci-Fi']"
1344,32071,"['Action', 'Drama', 'Ecchi', 'Horror', 'Sci-Fi', 'Supernatural', 'Gore', 'Psychological', 'Survival']"
1345,880,"['Comedy', 'Romance', 'Supernatural']"
1346,9201,"['Action', 'Comedy', 'Ecchi', 'Sports']"
1347,1379,"['Adventure', 'Drama', 'Fantasy']"
1348,5909,"['Comedy', 'Harem', 'Parody', 'School']"
1349,10396,"['Action', 'Comedy', 'Gourmet', 'Martial Arts']"
1350,8038,"['Comedy', 'Romance', 'Adult Cast', 'Music']"
1351,50,"['Comedy', 'Romance', 'Supernatural']"
1352,12679,"['Comedy', 'Slice of Life', 'Gag Humor', 'Performing Arts']"
1353,12467,"['Romance', 'School']"
1354,906,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
1355,5262,"['Comedy', 'Mahou Shoujo', 'School']"
1356,18619,"['Sports', 'Military', 'School']"
1357,3841,"['Comedy', 'Slice of Life', 'Pets']"
1358,33654,"['Boys Love', 'Drama', 'Romance', 'Slice of Life', 'School']"
1359,35857,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast']"
1360,32696,"['Comedy', 'Supernatural', 'Mythology']"
1361,8476,"['Romance', 'Supernatural', 'Historical', 'Military', 'Mythology']"
1362,32951,"['Action', 'Fantasy', 'School']"
1363,35338,"['Comedy', 'Ecchi', 'Romance', 'Harem', 'School']"
1364,18055,"['Action', 'Fantasy', 'Supernatural', 'Mythology']"
1365,19511,"['Comedy', 'Fantasy', 'Gourmet']"
1366,20517,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural', 'School']"
1367,35330,"['Comedy', 'Gag Humor', 'Parody']"
1368,35678,"['Drama', 'Music', 'Performing Arts', 'School']"
1369,34662,"['Action', 'Drama', 'Fantasy', 'Supernatural']"
1370,28771,"['Adventure', 'Strategy Game']"
1371,43691,"['Drama', 'Performing Arts', 'School']"
1372,32108,"['Action', 'Adventure', 'Comedy', 'Drama']"
1373,6707,"['Action', 'Comedy', 'Supernatural', 'Historical', 'Mythology']"
1374,32122,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai']"
1375,1313,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']"
1376,15225,"['Comedy', 'Romance', 'Supernatural', 'Harem', 'School']"
1377,567,"['Action', 'Mystery', 'Sci-Fi', 'Mecha', 'Psychological']"
1378,31414,"['Comedy', 'Romance', 'Slice of Life', 'School']"
1379,34136,"['Drama', 'Romance', 'Sci-Fi', 'School', 'Time Travel']"
1380,35262,"['Action', 'School', 'Super Power']"
1381,2158,"['Action', 'Drama', 'Sci-Fi', 'Military', 'Space']"
1382,49893,"['Fantasy', 'Slice of Life']"
1383,11179,"['Comedy', 'Romance', 'Slice of Life', 'Childcare']"
1384,1579,"['Comedy', 'Drama', 'Romance', 'Music', 'Reverse Harem', 'School']"
1385,32827,"['Action', 'Mystery', 'Supernatural', 'Suspense', 'Detective', 'Psychological']"
1386,7661,"['Drama', 'Sports', 'Team Sports']"
1387,35756,"['Comedy', 'Slice of Life', 'CGDCT', 'Otaku Culture']"
1388,13203,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Adult Cast', 'Samurai']"
1389,38088,"['Action', 'Adventure', 'Comedy', 'Drama']"
1390,7858,"['Comedy', 'Ecchi', 'Sci-Fi', 'Supernatural', 'Harem']"
1391,35889,"['Action', 'Mystery']"
1392,36043,"['Comedy', 'Romance', 'Adult Cast', 'Video Game']"
1393,9000,"['Adventure', 'Romance', 'Military']"
1394,302,"['Adventure', 'Drama', 'Sci-Fi']"
1395,2449,"['Action', 'Mystery', 'Sci-Fi', 'Adult Cast', 'Detective', 'Mecha', 'Psychological']"
1396,16353,"['Comedy', 'Romance', 'CGDCT', 'School']"
1397,1536,"['Action', 'Comedy', 'Fantasy', 'Supernatural', 'School']"
1398,15775,"['Comedy', 'Slice of Life']"
1399,9510,"['Comedy', 'Slice of Life', 'Gag Humor', 'School']"
1400,35503,"['Music', 'Performing Arts', 'School']"
1401,2563,"['Fantasy', 'Sci-Fi', 'Slice of Life', 'Iyashikei']"
1402,13599,"['Drama', 'Mystery', 'Sci-Fi', 'Mecha', 'School']"
1403,41497,"['Action', 'Fantasy', 'Supernatural', 'Isekai']"
1404,37924,"['Comedy', 'Slice of Life', 'School']"
1405,19221,"['Comedy', 'Romance', 'Harem', 'School']"
1406,25,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi']"
1407,551,"['Action', 'Sports', 'Combat Sports', 'Gore', 'Martial Arts']"
1408,38959,"['Fantasy', 'Mystery', 'Supernatural']"
1409,34086,"['Action', 'Adventure', 'Fantasy']"
1410,23269,"['Comedy', 'Slice of Life', 'CGDCT', 'School']"
1411,34036,"['Adventure', 'Comedy', 'Mystery', 'Detective']"
1412,35639,"['Drama', 'Romance', 'Slice of Life', 'Love Polygon', 'School']"
1413,5074,"['Action', 'Comedy', 'Sci-Fi']"
1414,24913,"['Romance', 'Slice of Life', 'School']"
1415,5355,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']"
1416,43756,['Sports']
1417,42941,"['Sports', 'Anthropomorphic']"
1418,1222,"['Drama', 'Romance', 'Slice of Life', 'Love Polygon']"
1419,36633,"['Comedy', 'Romance', 'Sci-Fi', 'Harem', 'Mecha', 'School']"
1420,10643,"['Action', 'Comedy', 'Parody', 'Samurai']"
1421,21105,"['Boys Love', 'Comedy', 'Romance']"
1422,87,"['Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
1423,36215,"['Action', 'Adventure', 'Fantasy']"
1424,32863,"['Action', 'Comedy', 'School']"
1425,33338,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']"
1426,12117,"['Adventure', 'Comedy', 'Mystery', 'Sports', 'Detective', 'Team Sports']"
1427,5667,"['Comedy', 'Ecchi', 'Sci-Fi', 'Harem', 'School']"
1428,13271,"['Action', 'Adventure', 'Fantasy']"
1429,584,"['Adventure', 'Drama', 'Sci-Fi', 'Slice of Life']"
1430,38699,"['Action', 'Super Power']"
1431,24627,"['Comedy', 'Romance', 'School']"
1432,43692,"['Comedy', 'Adult Cast', 'Organized Crime']"
1433,42423,"['Sci-Fi', 'Isekai']"
1434,37993,"['Comedy', 'Girls Love', 'Slice of Life']"
1435,12487,"['Action', 'Fantasy', 'Sci-Fi']"
1436,27,"['Action', 'Supernatural', 'Vampire']"
1437,28825,"['Comedy', 'Otaku Culture', 'School']"
1438,2594,"['Adventure', 'Comedy', 'Drama', 'Music', 'School']"
1439,42192,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Space']"
1440,14811,"['Comedy', 'Slice of Life', 'School']"
1441,9135,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military']"
1442,35075,"['Comedy', 'Fantasy', 'Supernatural', 'Mythology']"
