,anime_id,score,scored_by,episodes,sfw,type_movie,type_ona,type_ova,type_special,type_tv,source_Non-Original,source_original,rating_g,rating_pg,rating_pg_13,rating_r,rating_r+,rating_rx,start_season_fall,start_season_spring,start_season_summer,start_season_winter
144,9260,8,254482,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
145,40417,8,204869,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
146,42938,9,175567,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
147,877,8,213607,47.0,True,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
148,39533,8,262025,11.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
149,43,8,296516,1.0,True,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
150,18679,8,873337,24.0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
151,23283,8,558797,11.0,True,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
152,11771,8,637670,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
153,31181,8,214873,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
154,6,8,331631,26.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
155,12189,8,578520,22.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
156,5341,8,255770,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
157,35247,8,171018,7.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
158,42249,8,525296,24.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
159,11597,8,404343,11.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
160,2236,8,425124,1.0,True,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
161,38680,8,324547,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
162,10162,8,227636,11.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
163,512,8,326016,1.0,True,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
164,13125,8,260666,25.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
165,35839,8,193075,13.0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
166,11981,8,203795,1.0,True,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
167,10863,8,255948,1.0,True,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
168,33049,8,189605,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
169,20,7,1758570,220.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
170,513,8,268969,1.0,True,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
171,7791,8,350149,26.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
172,41457,8,276188,11.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
173,35790,8,854579,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
174,14813,8,767293,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
175,12365,8,182000,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
176,40052,8,264717,23.0,True,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
177,39247,8,214601,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
178,48569,8,165939,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
179,46095,8,194817,13.0,True,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
180,7054,8,669964,26.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
181,39741,8,199751,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
182,36862,8,166476,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
183,572,8,209457,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
184,2167,8,709090,23.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
185,20507,7,1163493,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
186,35788,8,538245,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
187,46102,8,157433,13.0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
188,15417,9,147163,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
189,22135,8,162675,11.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
190,31964,7,1844412,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
191,7674,8,278617,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
192,10030,8,199500,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
193,5,8,194574,1.0,True,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
194,39783,8,345131,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
195,38003,8,263238,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
196,45,8,221570,94.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
197,33206,7,668680,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
198,1519,8,286165,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
199,2025,8,414168,25.0,True,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
200,6594,8,200917,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
201,14513,8,508200,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
202,38408,7,924810,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
203,889,8,438951,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
204,33050,8,143421,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
205,28805,8,205976,1.0,True,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
206,5258,8,145100,26.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
207,30015,7,519537,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
208,35557,8,170361,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
209,223,7,602322,153.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
210,227,8,396438,6.0,True,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
211,9617,8,175636,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
212,14719,7,926827,26.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
213,29803,7,828146,13.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
214,1889,8,237047,24.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
215,25013,8,374483,24.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
216,35062,8,333366,24.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
217,35851,8,160241,1.0,True,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
218,467,8,155344,26.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
219,40787,8,152018,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
220,34096,8,127618,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
221,1604,8,247977,203.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
222,34798,8,185699,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
223,25537,8,215752,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
224,6045,8,402203,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
225,4081,8,171059,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
226,17265,7,539564,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
227,14713,8,298722,13.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
228,6114,8,145230,26.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
229,6675,8,180957,1.0,True,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
230,32615,7,436981,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
231,36296,8,226454,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
232,44,8,130103,4.0,True,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
233,35466,8,201649,4.0,True,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
234,37095,8,167225,1.0,True,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
235,35968,7,448300,11.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
236,269,7,980721,366.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
237,48561,8,137493,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
238,36946,8,226802,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
239,15335,8,122153,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
240,36949,7,386210,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
241,48661,8,155921,12.0,True,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
242,48926,8,341930,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
243,37675,7,475837,13.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
244,7785,8,129643,11.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
245,12531,8,158292,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
246,185,8,159824,26.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
247,37171,8,194770,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
248,16782,7,466922,1.0,True,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
249,25681,8,188115,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
250,5681,8,277961,1.0,True,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
251,232,8,202711,70.0,True,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
252,32995,7,481975,12.0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
253,585,8,173211,1.0,True,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
254,27775,7,427332,13.0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
255,2759,8,304817,1.0,True,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
256,339,8,251028,13.0,True,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
257,34822,8,227898,12.0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
258,19647,8,122219,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
259,28025,8,219094,4.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
260,2034,8,267628,24.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
261,2418,8,153043,1.0,True,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
262,4282,8,122767,1.0,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
263,1482,8,272512,103.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
264,35507,7,607383,12.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
265,39565,8,278842,1.0,True,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
266,38668,8,227968,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
267,3588,7,781758,51.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
268,10800,8,169065,25.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
269,170,8,120144,101.0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
270,1943,8,235801,1.0,True,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
271,22319,7,1686035,12.0,True,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
