,anime_id,licensors
2032,18441,['VIZ Media']
2033,32801,['Sentai Filmworks']
2034,306,"['ADV Films', 'Sentai Filmworks']"
2035,39819,[]
2036,4037,[]
2037,3750,['Nozomi Entertainment']
2038,17875,[]
2039,5228,[]
2040,9981,['Sentai Filmworks']
2041,10681,['Funimation']
2042,49,['AnimEigo']
2043,4726,['Funimation']
2044,38815,[]
2045,33845,['Funimation']
2046,2398,['Saban Brands']
2047,12053,['Sentai Filmworks']
2048,3230,['Funimation']
2049,42847,['Funimation']
2050,34152,[]
2051,6896,[]
2052,37822,[]
2053,36796,[]
2054,1060,[]
2055,6747,['Funimation']
2056,39790,['Funimation']
2057,35191,['Funimation']
2058,37773,[]
2059,1000,['Discotek Media']
2060,39166,['Sentai Filmworks']
2061,10350,['Sentai Filmworks']
2062,48916,[]
2063,1356,['Discotek Media']
2064,37890,['Funimation']
2065,31405,"['Funimation', 'Crunchyroll']"
2066,30740,['Sentai Filmworks']
2067,21797,['Sentai Filmworks']
2068,33558,['Funimation']
2069,32698,['Sentai Filmworks']
2070,459,[]
2071,898,['Funimation']
2072,3229,[]
2073,27411,['Funimation']
2074,16868,[]
2075,13939,['VIZ Media']
2076,1472,"['ADV Films', 'Discotek Media']"
2077,1485,[]
2078,48753,[]
2079,32574,[]
2080,19115,[]
2081,12175,['Sentai Filmworks']
2082,656,"['ADV Films', 'Funimation']"
2083,14765,[]
2084,180,"['Funimation', 'Geneon Entertainment USA']"
2085,40211,[]
2086,8609,[]
2087,12979,['VIZ Media']
2088,19193,['Funimation']
2089,2076,[]
2090,31324,[]
2091,45613,[]
2092,36513,[]
2093,713,"['ADV Films', 'Funimation']"
2094,17437,[]
2095,34792,"['NYAV Post', 'GKIDS']"
2096,2608,[]
2097,3673,[]
2098,39017,[]
2099,33475,['Sentai Filmworks']
2100,326,"['Sentai Filmworks', 'Urban Vision']"
2101,52,"['ADV Films', 'Sentai Filmworks']"
2102,10624,['Sentai Filmworks']
2103,32013,[]
2104,23301,['The Pokemon Company International']
2105,20047,['Sentai Filmworks']
2106,99,"['Funimation', 'Bandai Entertainment']"
2107,1946,[]
2108,3352,[]
2109,53,"['Funimation', 'Geneon Entertainment USA']"
2110,6023,['Discotek Media']
2111,29317,[]
2112,37451,['Funimation']
2113,1498,['Funimation']
2114,1454,[]
2115,20903,[]
2116,34019,"['Funimation', 'Crunchyroll']"
2117,24781,['Sentai Filmworks']
2118,37569,['Netflix']
2119,161,"['ADV Films', 'Funimation']"
2120,3087,['Aniplex of America']
2121,283,[]
2122,21039,['Sentai Filmworks']
2123,19117,"['NIS America, Inc.']"
2124,44406,[]
2125,11001,[]
2126,6291,['Funimation']
2127,23319,[]
2128,476,[]
2129,10713,['Sentai Filmworks']
2130,1087,"['AnimEigo', 'Discotek Media']"
2131,1921,"['Central Park Media', 'Discotek Media']"
2132,687,['4Kids Entertainment']
2133,324,"['Central Park Media', 'Maiden Japan']"
2134,6984,['Sentai Filmworks']
2135,14751,['VIZ Media']
2136,460,[]
2137,2229,[]
2138,2198,"['ADV Films', 'Funimation', 'NYAV Post']"
2139,33417,[]
2140,10152,"['NIS America, Inc.']"
2141,953,['Funimation']
2142,2547,[]
2143,42544,['Crunchyroll']
2144,2899,[]
2145,940,['Discotek Media']
2146,42519,[]
2147,463,[]
2148,40861,[]
2149,2424,[]
2150,31918,['Funimation']
2151,10397,['Sentai Filmworks']
2152,3791,"['ADV Films', 'Funimation']"
2153,24641,[]
2154,42238,[]
2155,7817,['Funimation']
2156,489,['Geneon Entertainment USA']
2157,30544,['Aniplex of America']
2158,16700,[]
2159,5306,['Discotek Media']
2160,41109,['Funimation']
2161,5079,"['Bandai Entertainment', 'Sentai Filmworks', 'NYAV Post']"
2162,24471,[]
2163,31442,"['Funimation', 'Crunchyroll']"
2164,1473,['Discotek Media']
2165,28013,['Nozomi Entertainment']
2166,10686,['VIZ Media']
2167,45598,[]
2168,16866,[]
2169,6187,[]
2170,12021,[]
2171,36720,[]
2172,9117,[]
2173,6948,[]
2174,13261,[]
2175,38958,[]
2176,41611,[]
2177,20939,['Sentai Filmworks']
2178,665,['Super Techno Arts']
2179,3089,['Sony Pictures Entertainment']
2180,39049,[]
2181,19759,[]
2182,5030,['Sentai Filmworks']
2183,1091,"['Nozomi Entertainment', 'Bandai Entertainment']"
2184,40483,[]
2185,20359,[]
2186,15927,[]
2187,158,"['Nozomi Entertainment', 'Maiden Japan']"
2188,650,"['ADV Films', 'AnimEigo']"
2189,13629,[]
2190,2618,[]
2191,48755,[]
2192,16123,[]
2193,5521,[]
2194,17739,['Sentai Filmworks']
2195,33286,[]
2196,44037,['Funimation']
2197,429,['Funimation']
2198,36565,[]
2199,13267,['Sentai Filmworks']
2200,7870,['Funimation']
2201,14027,['Funimation']
2202,398,['Funimation']
2203,8457,[]
2204,49357,[]
2205,9563,['Sentai Filmworks']
2206,35484,[]
2207,11697,[]
2208,4039,['Sentai Filmworks']
2209,37981,['GKIDS']
2210,11077,['Funimation']
2211,30711,['Funimation']
2212,1211,['Manga Entertainment']
2213,3165,['Sentai Filmworks']
2214,49483,[]
2215,34549,['Sentai Filmworks']
2216,13093,[]
2217,15439,['Sentai Filmworks']
2218,10536,[]
2219,34350,['Funimation']
2220,10456,['Sentai Filmworks']
2221,9925,['Sentai Filmworks']
2222,34420,[]
2223,36923,[]
2224,21431,['Sentai Filmworks']
2225,5042,['Discotek Media']
2226,5233,"['Funimation', 'NYAV Post']"
2227,32566,[]
2228,2321,"['Media Blasters', 'Discotek Media', 'NYAV Post', 'Manga Entertainment']"
2229,31378,[]
2230,2562,[]
2231,3392,['Sentai Filmworks']
2232,1011,['VIZ Media']
2233,529,"['VIZ Media', 'Sentai Filmworks']"
2234,41590,[]
2235,28299,[]
2236,13117,['Sentai Filmworks']
2237,38733,['Aniplex of America']
2238,40206,[]
2239,45489,[]
2240,3965,[]
2241,30344,[]
2242,39710,[]
2243,20973,['Aniplex of America']
2244,2144,['VIZ Media']
2245,21437,['Funimation']
2246,340,['Media Blasters']
2247,254,"['Funimation', 'AN Entertainment']"
2248,4618,['Funimation']
2249,48,"['Funimation', 'Bandai Entertainment']"
2250,49521,['Sentai Filmworks']
2251,30363,"['Funimation', 'Crunchyroll']"
2252,84,"['Nozomi Entertainment', 'Bandai Entertainment']"
2253,32086,['VIZ Media']
2254,41312,['Funimation']
2255,38410,[]
2256,40429,[]
2257,34280,['Funimation']
2258,1008,['VIZ Media']
2259,32924,['Sentai Filmworks']
2260,12753,['Sentai Filmworks']
2261,10447,['Funimation']
2262,21563,['Sentai Filmworks']
2263,350,['4Kids Entertainment']
2264,37440,[]
2265,521,['ADV Films']
2266,593,"['Bandai Entertainment', 'Sentai Filmworks']"
2267,35082,['Eleven Arts']
2268,10497,['Funimation']
2269,1072,[]
2270,34825,['Ponycan USA']
2271,50248,[]
2272,11827,[]
2273,7748,[]
2274,15061,[]
2275,36548,['Sentai Filmworks']
2276,28617,['Sentai Filmworks']
2277,39761,['Sentai Filmworks']
2278,11237,['Sentai Filmworks']
2279,40814,['Sentai Filmworks']
2280,35321,[]
2281,41833,['Funimation']
2282,104,"['VIZ Media', 'Discotek Media']"
2283,1491,['Discotek Media']
2284,1090,"['Nozomi Entertainment', 'Bandai Entertainment']"
2285,5005,[]
2286,45577,[]
2287,3594,['Sentai Filmworks']
2288,936,['VIZ Media']
2289,2993,['Funimation']
2290,35777,[]
2291,6591,[]
2292,33605,[]
2293,31756,[]
2294,32553,['Aniplex of America']
2295,738,['VIZ Media']
2296,2499,[]
2297,9213,[]
2298,11021,['Sentai Filmworks']
2299,10500,[]
2300,11889,[]
2301,31588,"['Funimation', 'Crunchyroll']"
2302,36793,['Sentai Filmworks']
2303,49361,[]
2304,31229,['Funimation']
2305,33157,['Sentai Filmworks']
2306,33034,[]
2307,3549,['Sentai Filmworks']
2308,48468,[]
2309,879,['Media Blasters']
2310,8630,['Funimation']
2311,32051,['Funimation']
2312,13119,['Sentai Filmworks']
2313,9355,['Funimation']
2314,110,[]
2315,6050,[]
2316,37447,['Sentai Filmworks']
2317,24625,['Nozomi Entertainment']
2318,341,['Funimation']
2319,1078,"['Discotek Media', 'Geneon Entertainment USA']"
2320,33478,['Sentai Filmworks']
2321,18499,[]
2322,9367,['Funimation']
2323,31989,['Eleven Arts']
2324,6164,['Nozomi Entertainment']
2325,37579,['Discotek Media']
2326,130,"['Discotek Media', 'Geneon Entertainment USA']"
2327,9120,[]
2328,34376,[]
2329,1241,['Bandai Entertainment']
2330,2238,"['Media Blasters', 'Kitty Media']"
2331,34881,['Discotek Media']
2332,369,['Nozomi Entertainment']
2333,38201,[]
2334,10884,[]
2335,4134,[]
2336,975,[]
2337,7088,['Sentai Filmworks']
2338,39753,[]
2339,100,"['ADV Films', 'Funimation']"
2340,11783,[]
2341,21867,[]
2342,33487,['Funimation']
2343,11285,['Discotek Media']
2344,29785,['Discotek Media']
2345,1372,['AnimEigo']
2346,92,['Nozomi Entertainment']
2347,3667,['Funimation']
2348,890,['Media Blasters']
2349,48453,[]
2350,3545,[]
2351,24133,['Discotek Media']
2352,24475,[]
2353,2680,[]
2354,40664,['Sentai Filmworks']
2355,6324,['Funimation']
2356,10418,['Funimation']
2357,54,"['Sentai Filmworks', 'Geneon Entertainment USA']"
2358,14575,[]
2359,41762,[]
2360,18677,['Sentai Filmworks']
2361,41345,[]
2362,21755,[]
2363,4550,['Nozomi Entertainment']
2364,1709,"['4Kids Entertainment', 'Warner Bros. Japan']"
2365,394,"['Funimation', 'Geneon Entertainment USA']"
2366,1119,"['4Kids Entertainment', 'Miramax Films']"
2367,35672,[]
2368,1122,"['4Kids Entertainment', 'Miramax Films']"
2369,25341,[]
2370,42498,[]
2371,36963,[]
2372,36873,[]
2373,21881,['Aniplex of America']
2374,33003,['Funimation']
2375,23237,[]
2376,1808,[]
2377,834,[]
2378,2623,['Geneon Entertainment USA']
2379,22663,['Funimation']
2380,24919,[]
2381,4028,"['Funimation', 'NYAV Post']"
2382,41061,[]
2383,17643,[]
2384,28539,['Funimation']
2385,31559,['Funimation']
2386,174,"['Discotek Media', 'Geneon Entertainment USA']"
2387,573,['Bandai Entertainment']
2388,21635,[]
2389,42822,[]
2390,30014,['Sentai Filmworks']
2391,6974,"['NIS America, Inc.']"
2392,49438,[]
2393,40005,[]
2394,1238,[]
2395,6178,"['VIZ Media', 'The Pokemon Company International']"
2396,792,['VIZ Media']
2397,2451,"['Nozomi Entertainment', 'Discotek Media']"
2398,23447,['Sentai Filmworks']
2399,23587,[]
2400,243,['Nozomi Entertainment']
2401,1375,[]
2402,28669,[]
2403,35220,[]
2404,21829,[]
2405,5984,['Nozomi Entertainment']
2406,42668,['Funimation']
2407,14645,['Sentai Filmworks']
2408,48761,[]
2409,24469,['Funimation']
2410,13161,['Funimation']
2411,4188,[]
2412,353,[]
2413,732,"['Sentai Filmworks', 'Urban Vision']"
2414,2971,['Discotek Media']
2415,38027,[]
2416,23233,"['Funimation', 'Crunchyroll']"
2417,10647,['Aniplex of America']
2418,2498,[]
2419,1140,['Funimation']
2420,8917,['Sentai Filmworks']
2421,1674,[]
2422,33983,[]
2423,24211,[]
2424,893,['Funimation']
2425,276,"['Sentai Filmworks', 'Geneon Entertainment USA']"
2426,157,"['Funimation', 'Sentai Filmworks']"
2427,40024,[]
2428,3299,['Kadokawa Pictures USA']
2429,34962,[]
2430,40752,['Aniplex of America']
2431,32355,[]
2432,10155,[]
2433,36466,[]
2434,11879,[]
2435,3231,['Funimation']
2436,44586,[]
2437,200,[]
2438,1861,[]
2439,32094,[]
2440,40504,[]
2441,664,[]
2442,31680,"['Funimation', 'Crunchyroll']"
2443,39764,[]
2444,42497,[]
2445,38999,[]
2446,37578,['Discotek Media']
2447,5751,[]
2448,16157,['Funimation']
2449,19383,['Sentai Filmworks']
2450,28607,['Funimation']
2451,33064,['Funimation']
2452,41848,[]
2453,35928,['Sentai Filmworks']
2454,478,['Funimation']
2455,7337,['Funimation']
2456,36539,[]
2457,3907,['Enoki Films']
2458,42496,[]
2459,23227,[]
2460,33004,[]
2461,29027,['Funimation']
2462,11751,['Discotek Media']
2463,45425,[]
2464,335,"['ADV Films', 'Sentai Filmworks']"
2465,6951,"['4Kids Entertainment', 'Flatiron Film Company']"
2466,39477,[]
2467,12673,['Sentai Filmworks']
2468,16890,['Sentai Filmworks']
2469,19211,['VIZ Media']
2470,12015,['VIZ Media']
2471,18411,['Sentai Filmworks']
2472,31404,['Funimation']
2473,1347,['AnimEigo']
2474,30383,['Aniplex of America']
2475,11313,[]
2476,37517,[]
2477,48239,[]
2478,40230,[]
2479,10232,['Nozomi Entertainment']
2480,37449,[]
2481,15731,[]
2482,39014,[]
2483,42886,[]
2484,5675,['Maiden Japan']
2485,13429,[]
2486,38936,['Aniplex of America']
2487,9331,['Sentai Filmworks']
2488,42395,[]
2489,32962,['Aniplex of America']
2490,12375,[]
2491,501,[]
2492,15989,[]
2493,33350,[]
2494,34375,[]
2495,1301,['Discotek Media']
2496,28149,[]
2497,455,['Bandai Entertainment']
2498,34540,['The Pokemon Company International']
2499,35159,[]
2500,1567,['Tokyopop']
2501,815,[]
2502,1650,['Voyager Entertainment']
2503,40602,['Netflix']
2504,15591,[]
2505,1829,['Disney Platform Distribution']
2506,33203,['Sentai Filmworks']
2507,8995,['Discotek Media']
2508,1094,[]
2509,2030,['Funimation']
2510,15811,['Sentai Filmworks']
2511,37982,['Sentai Filmworks']
2512,9322,[]
2513,20479,['Funimation']
2514,4454,[]
2515,13221,[]
2516,21511,"['Funimation', 'Crunchyroll']"
2517,35905,[]
2518,37682,['GKIDS']
2519,274,['Funimation']
2520,75,"['Funimation', 'Geneon Entertainment USA']"
2521,13349,[]
2522,9996,[]
2523,49782,[]
2524,22069,[]
2525,14123,[]
2526,325,['Funimation']
2527,2582,"['Central Park Media', 'Maiden Japan']"
2528,2004,[]
2529,37202,['Funimation']
2530,35834,[]
2531,1138,"['ADV Films', 'Discotek Media', 'Shout! Factory']"
2532,1110,[]
2533,5065,[]
2534,38710,[]
2535,40854,[]
2536,1279,[]
2537,26165,['Funimation']
2538,16512,['Sentai Filmworks']
2539,51417,['Aniplex of America']
2540,10507,[]
2541,351,[]
2542,393,"['Funimation', 'Bandai Entertainment']"
2543,31754,['Sentai Filmworks']
2544,29589,['Funimation']
2545,1731,['Discotek Media']
2546,2450,[]
2547,4246,"['Funimation', 'Bandai Entertainment']"
2548,3918,[]
2549,4921,[]
2550,2962,['Saban Entertainment']
2551,859,['Flatiron Film Company']
2552,20449,[]
2553,23249,[]
2554,37259,['Funimation']
2555,22817,[]
2556,6064,[]
2557,32015,[]
2558,33248,['VIZ Media']
2559,38198,[]
2560,12669,[]
2561,634,['Geneon Entertainment USA']
2562,6758,['Sentai Filmworks']
2563,2848,['GKIDS']
2564,49519,['Funimation']
2565,8481,[]
2566,415,"['Disney Platform Distribution', 'GKIDS']"
2567,11703,['Funimation']
2568,36144,['Funimation']
2569,4038,['Sentai Filmworks']
2570,1860,"['ADV Films', 'Funimation']"
2571,39539,['Funimation']
2572,34465,[]
2573,1278,['VIZ Media']
2574,10469,[]
2575,5597,['Maiden Japan']
2576,41930,['Aniplex of America']
2577,352,[]
2578,814,[]
2579,22877,['Sentai Filmworks']
2580,17273,['Funimation']
2581,31234,['Sentai Filmworks']
2582,31138,['Funimation']
2583,36950,[]
2584,536,['ADV Films']
2585,2386,[]
2586,3076,['VIZ Media']
2587,35000,[]
2588,36882,['Funimation']
2589,405,['Manga Entertainment']
2590,2020,[]
2591,49470,[]
2592,2828,[]
2593,31645,['Aniplex of America']
2594,22689,[]
2595,29,['Geneon Entertainment USA']
2596,144,[]
2597,5279,['Funimation']
2598,255,[]
2599,43690,[]
2600,1237,[]
2601,1016,['ADV Films']
2602,36432,['Funimation']
2603,42205,[]
2604,900,['Funimation']
2605,29325,['Funimation']
2606,428,"['ADV Films', 'Funimation']"
2607,9776,['Sentai Filmworks']
2608,33378,['Eleven Arts']
2609,15537,[]
2610,6884,['Funimation']
2611,36864,[]
2612,10999,[]
2613,2385,[]
2614,22859,['Sentai Filmworks']
2615,42640,[]
2616,1170,['ADV Films']
2617,36927,['The Pokemon Company International']
2618,41053,[]
2619,169,"['Sentai Filmworks', 'Geneon Entertainment USA']"
2620,15651,['Sentai Filmworks']
2621,37306,['VIZ Media']
2622,43555,[]
2623,5947,[]
2624,10794,['Sentai Filmworks']
2625,2143,[]
2626,31368,[]
2627,5485,['Discotek Media']
2628,36593,[]
2629,1362,['Discotek Media']
2630,9088,['Sentai Filmworks']
2631,40529,['Funimation']
2632,37722,[]
2633,1577,['AnimEigo']
2634,9888,['Sentai Filmworks']
2635,37393,[]
2636,40111,[]
2637,41623,['Funimation']
2638,18177,[]
2639,878,"['Bandai Entertainment', 'Sentai Filmworks']"
2640,2404,['Discotek Media']
2641,2798,[]
2642,46420,[]
2643,113,"['Discotek Media', 'Geneon Entertainment USA']"
2644,2942,['Nozomi Entertainment']
2645,5342,['Maiden Japan']
2646,152,['Funimation']
2647,1531,['Geneon Entertainment USA']
2648,8634,[]
2649,9041,['Sentai Filmworks']
2650,2683,"['ADV Films', 'Funimation']"
2651,37719,['Funimation']
2652,36906,[]
2653,13411,[]
2654,30549,[]
2655,990,[]
2656,36049,['Funimation']
2657,131,['Geneon Entertainment USA']
2658,40314,[]
2659,2012,[]
2660,6203,[]
2661,33013,['Funimation']
2662,4715,['Sentai Filmworks']
2663,40646,[]
2664,38778,['Sentai Filmworks']
2665,17827,['Funimation']
2666,1288,"['Central Park Media', 'Maiden Japan']"
2667,17741,['Nozomi Entertainment']
2668,20221,[]
2669,15843,[]
2670,58,['Funimation']
2671,4026,['The Pokemon Company International']
2672,9332,['Funimation']
2673,31564,['Funimation']
2674,1013,"['ADV Films', 'Funimation']"
2675,11837,"['VIZ Media', 'NYAV Post']"
2676,1764,[]
2677,33080,[]
2678,10257,[]
2679,1546,"['Funimation', 'Sentai Filmworks']"
2680,951,[]
2681,37807,['Sentai Filmworks']
2682,9611,[]
2683,1747,"['Bandai Entertainment', 'Discotek Media', 'NYAV Post', 'Bandai Visual USA']"
2684,37926,['Funimation']
2685,1538,"['ADV Films', 'Funimation']"
2686,1678,"['Sony Pictures Entertainment', 'Discotek Media']"
2687,519,['Discotek Media']
2688,34321,['Aniplex of America']
2689,6163,[]
2690,10372,['Sentai Filmworks']
2691,837,[]
2692,32717,[]
2693,7593,[]
2694,19365,['Aniplex of America']
2695,33573,['Sentai Filmworks']
2696,107,['ADV Films']
2697,48857,[]
2698,1171,['ADV Films']
2699,8876,['Media Blasters']
2700,27969,['GKIDS']
2701,9958,['Sentai Filmworks']
2702,868,['ADV Films']
2703,34658,[]
2704,173,['Manga Entertainment']
2705,869,['ADV Films']
2706,1488,"['ADV Films', 'Central Park Media', 'Discotek Media']"
2707,44516,[]
2708,50338,[]
2709,461,[]
2710,29101,[]
2711,1483,['Geneon Entertainment USA']
2712,35815,[]
2713,23725,[]
2714,2762,[]
2715,1728,"['ADV Films', 'Nozomi Entertainment']"
2716,14293,"['Funimation', 'NYAV Post']"
2717,4903,[]
2718,23703,[]
2719,5538,[]
2720,42977,[]
2721,899,['Funimation']
2722,1569,['Media Blasters']
2723,42364,[]
2724,541,['Funimation']
2725,5041,['Sentai Filmworks']
2726,25099,['Funimation']
2727,49318,[]
2728,35540,['Aniplex of America']
2729,39518,[]
2730,51213,['Sentai Filmworks']
2731,5493,[]
2732,8277,['Sentai Filmworks']
2733,1259,[]
2734,36688,[]
2735,32740,[]
2736,33446,[]
2737,1858,['Discotek Media']
2738,3577,[]
2739,22071,[]
2740,10834,[]
2741,27441,['Funimation']
2742,36951,['Funimation']
2743,38313,[]
2744,1696,['Funimation']
2745,5717,[]
2746,867,['ADV Films']
2747,903,['Funimation']
2748,33209,[]
2749,33421,[]
2750,14653,['Sentai Filmworks']
2751,36792,[]
2752,4999,['Sentai Filmworks']
2753,48641,['Funimation']
2754,34513,[]
2755,33818,[]
2756,5962,['Nelvana']
2757,23479,['Kitty Media']
2758,9314,['Funimation']
2759,31080,['Crunchyroll']
2760,1368,[]
2761,18095,['Funimation']
2762,24991,['Sentai Filmworks']
2763,907,['Media Blasters']
2764,43814,[]
2765,4879,[]
2766,33322,[]
2767,2454,['Discotek Media']
2768,277,"['Sentai Filmworks', 'Geneon Entertainment USA']"
2769,44189,[]
2770,2130,"['ADV Films', 'Sentai Filmworks']"
2771,9999,[]
2772,37704,[]
2773,553,"['Central Park Media', 'Discotek Media']"
2774,37596,['Sentai Filmworks']
2775,9539,[]
2776,13409,[]
2777,6201,[]
2778,418,['VIZ Media']
2779,149,['Media Blasters']
2780,11079,['Sentai Filmworks']
2781,34389,['Funimation']
2782,12067,['Media Blasters']
2783,44881,[]
2784,3449,['Geneon Entertainment USA']
2785,10213,['Sentai Filmworks']
2786,2602,[]
2787,43465,[]
2788,34034,['The Pokemon Company International']
2789,18001,['Funimation']
2790,9712,['Sentai Filmworks']
2791,36407,['Funimation']
2792,31227,[]
2793,38866,[]
2794,508,['VIZ Media']
2795,34374,[]
2796,343,['Funimation']
2797,6610,['Funimation']
2798,2248,['VIZ Media']
2799,23135,[]
2800,448,"['Discotek Media', 'Geneon Entertainment USA']"
2801,719,[]
2802,2354,"['Discotek Media', 'Manga Entertainment']"
2803,381,"['Media Blasters', 'Geneon Entertainment USA']"
2804,8115,"['NYAV Post', 'GKIDS']"
2805,29831,[]
2806,33726,['Funimation']
2807,3627,[]
2808,37490,['Funimation']
2809,883,['Central Park Media']
2810,6582,[]
2811,9544,[]
2812,1985,[]
2813,196,"['Nozomi Entertainment', 'Bandai Entertainment']"
2814,49730,[]
2815,3674,[]
2816,23987,"['NYAV Post', 'GKIDS']"
2817,48631,[]
2818,17080,[]
2819,10178,[]
2820,2214,[]
2821,201,['VIZ Media']
2822,1609,"['Funimation', 'Bandai Entertainment']"
2823,48438,[]
2824,852,[]
2825,32262,['Funimation']
2826,596,"['Funimation', 'Geneon Entertainment USA']"
2827,1133,['Funimation']
2828,11241,"['NIS America, Inc.', 'Discotek Media']"
2829,21439,['Sentai Filmworks']
2830,34349,[]
2831,9055,['Nozomi Entertainment']
2832,37140,[]
2833,16468,[]
2834,34009,[]
2835,3268,"['Funimation', 'Bandai Entertainment']"
2836,1369,[]
2837,34391,[]
2838,38360,[]
2839,6152,[]
2840,6380,['Funimation']
2841,3298,['Sentai Filmworks']
2842,1146,"['Funimation', 'Geneon Entertainment USA']"
2843,1358,['Discotek Media']
2844,1543,['Sentai Filmworks']
2845,659,['ADV Films']
2846,1066,"['Geneon Universal Entertainment', 'Funimation']"
2847,914,['Central Park Media']
2848,3322,"['NIS America, Inc.']"
2849,12695,[]
2850,183,[]
2851,944,"['Nozomi Entertainment', 'Kadokawa Pictures USA']"
2852,19469,[]
2853,5141,['Sentai Filmworks']
2854,21653,['Sentai Filmworks']
2855,38921,[]
2856,17249,[]
2857,39619,['Sentai Filmworks']
2858,1441,"['Central Park Media', 'Discotek Media']"
2859,38400,[]
2860,31178,['Sentai Filmworks']
2861,1051,"['Bandai Entertainment', 'Discotek Media']"
2862,10079,[]
2863,7695,"['VIZ Media', 'The Pokemon Company International']"
2864,12875,[]
2865,36817,['Funimation']
2866,178,"['Discotek Media', 'Geneon Entertainment USA']"
2867,9515,['Sentai Filmworks']
2868,5220,['Funimation']
2869,12419,[]
2870,288,"['Nelvana', 'Discotek Media']"
2871,483,"['ADV Films', 'Funimation']"
2872,2409,"['Media Blasters', 'Discotek Media']"
2873,1744,['VIZ Media']
2874,31610,['Sentai Filmworks']
2875,327,['ADV Films']
2876,19251,[]
2877,1327,[]
2878,1847,[]
2879,33589,[]
2880,37338,['Sentai Filmworks']
2881,5978,['Bandai Entertainment']
2882,873,"['Funimation', 'Bandai Entertainment']"
2883,1668,"['Nelvana', 'Discotek Media']"
2884,33433,"['Funimation', 'Crunchyroll']"
2885,1017,['Sentai Filmworks']
2886,1459,['Media Blasters']
2887,31636,['Funimation']
2888,3446,[]
2889,29583,[]
2890,2665,[]
2891,2369,['Nozomi Entertainment']
2892,10370,['Nelvana']
2893,18745,[]
2894,33031,[]
2895,8410,['Nelvana']
2896,2761,['Maiden Japan']
2897,47162,[]
2898,39530,[]
2899,6867,['Warner Bros. Japan']
2900,18713,[]
2901,34863,['Funimation']
2902,16385,[]
2903,6098,[]
2904,42391,[]
2905,15813,[]
2906,10703,[]
2907,40881,[]
2908,10479,[]
2909,33524,['Sentai Filmworks']
2910,38383,[]
2911,5774,[]
2912,38256,['Aniplex of America']
2913,2753,[]
2914,16982,['Sentai Filmworks']
2915,9675,['Sentai Filmworks']
2916,51381,[]
2917,28423,['Sentai Filmworks']
2918,10659,['VIZ Media']
2919,33606,[]
2920,33299,['Ponycan USA']
2921,37305,['VIZ Media']
2922,5039,['Mill Creek Entertainment']
2923,21521,[]
2924,3508,['GKIDS']
2925,10336,['Funimation']
2926,37884,[]
2927,10935,[]
2928,40359,['Funimation']
2929,9874,[]
2930,13245,[]
2931,32026,[]
2932,2174,[]
2933,29163,['Funimation']
2934,25647,['Sentai Filmworks']
2935,21189,['Sentai Filmworks']
2936,3407,['Funimation']
2937,40942,[]
2938,603,['4Kids Entertainment']
2939,1374,"['ADV Films', 'Funimation']"
2940,6893,[]
2941,2201,"['VIZ Media', 'The Pokemon Company International']"
2942,50532,[]
2943,6712,[]
2944,42629,[]
2945,16051,[]
2946,23619,[]
2947,3269,"['Funimation', 'Bandai Entertainment']"
2948,10380,[]
2949,896,['Funimation']
2950,44942,[]
2951,8756,[]
2952,690,"['Tokyopop', 'Maiden Japan']"
2953,2006,[]
2954,4415,['Funimation']
2955,10448,[]
2956,40485,[]
2957,5702,[]
2958,10897,[]
2959,37902,['Funimation']
2960,4195,[]
2961,3088,[]
2962,15617,['Sentai Filmworks']
2963,38924,['Funimation']
2964,3210,[]
2965,5940,['Funimation']
2966,37221,['Sentai Filmworks']
2967,785,['AnimEigo']
2968,34209,['Funimation']
2969,37345,['Funimation']
2970,5955,[]
2971,13171,[]
2972,2330,['Enoki Films']
2973,2488,[]
2974,31499,[]
2975,40930,[]
2976,24261,['Sentai Filmworks']
2977,12549,['Sentai Filmworks']
2978,1121,"['4Kids Entertainment', 'Miramax Films']"
2979,28215,[]
2980,380,"['Media Blasters', 'Geneon Entertainment USA']"
2981,568,"['ADV Films', 'Funimation']"
2982,38005,['Funimation']
2983,33372,[]
2984,3121,[]
2985,3559,[]
2986,41491,[]
2987,2182,['Discotek Media']
2988,117,"['Nozomi Entertainment', 'Geneon Entertainment USA']"
2989,34125,[]
2990,10444,['Flatiron Film Company']
2991,5684,[]
2992,35626,[]
2993,103,[]
2994,3616,['Discotek Media']
2995,560,[]
2996,1215,[]
2997,5419,[]
2998,1521,"['Discotek Media', 'Manga Entertainment']"
2999,38062,['Funimation']
3000,39388,['Funimation']
3001,38217,[]
3002,5163,['Funimation']
3003,39652,['VIZ Media']
3004,37176,[]
3005,21097,[]
3006,37525,['Sentai Filmworks']
3007,594,['VIZ Media']
3008,2490,[]
3009,1953,"['Funimation', 'Bandai Entertainment']"
3010,49241,['Aniplex of America']
3011,6401,[]
3012,3656,['Maiden Japan']
3013,40595,['Funimation']
3014,20801,[]
3015,419,"['Media Blasters', 'NYAV Post']"
3016,3861,[]
3017,31716,[]
3018,524,"['Nozomi Entertainment', 'Bandai Entertainment']"
3019,28779,[]
3020,10731,[]
3021,20045,['Sentai Filmworks']
3022,5959,[]
3023,37233,[]
3024,27727,['Ponycan USA']
3025,6151,[]
3026,2403,[]
3027,19429,['Funimation']
3028,40491,[]
3029,28819,['Media Blasters']
3030,40295,[]
3031,23279,['Funimation']
3032,33949,[]
